sample,group,USER_CORE6,ISG_CORE,MHC1_APM,CXCL_IFN,T_CYT,CTRL_OXPHOS,CTRL_MYC
KO162,KO,-0.9635854371259476,-0.38373264391600836,-0.6899873926382358,-0.019429313287242123,-0.04270087919917801,-0.7914575147009535,-0.5141475331689526
KO164,KO,0.19250498383672582,0.012890602598327177,0.5575916225443651,0.6728207242742392,0.4814398920785472,-0.2692166622702612,-0.16979111324523935
KO165,KO,0.13123788084759722,0.3329554838858989,0.0007480172917050968,0.4359105584440726,0.22989924558824926,-0.8694738994351898,-0.587844142358715
KO172,KO,0.530821483929283,0.06955095610665929,0.43531878287463016,0.4814282502881436,0.11719989250010675,0.5412360390546128,0.1700796096657189
RESUB-KO163R,KO,0.5687152229005683,0.39120077548266957,0.6386234862373543,1.7486479617248656,1.1437453452780137,0.8019258522278065,0.6017761441619232
control170,WT,-0.6881654304208433,-0.4402582770900647,-0.550825455657883,-0.6568333192767082,-1.1357385963769158,-0.45149109686684386,0.036942518726187444
RESUB-171R,WT,-0.5769239807147197,-0.5982609240528626,-0.732394361096919,-1.8749703963554758,-0.7579348740595083,0.05390880349335265,0.18339551836680887
RESUB-170R,WT,-0.18469122471388671,-0.7413451006853222,-0.6542029312637854,-0.38886971762277706,-0.21760849854033817,1.5516213326137065,0.5802512364365335
RESUB-169R,WT,0.7573600321699318,1.2423971617558758,0.03458528162621318,0.1584541470278703,0.17861083184624493,-0.8069004373209481,-0.8454958793311363
RESUB-168R,WT,0.23272646929128893,0.11460196591482781,0.9605429500825554,-0.5571588952170053,0.003087640884779631,0.23984758320472227,0.5448336407468656
