ligand	receptor	pathway	pair_origin	n_sender	n_receiver	ligand_mean_high	receptor_mean	ligand_frac_high	receptor_frac	cpdb_mean_score_high	product_score	pass_expr_prop_high	cpdb_mean_score_low	pass_expr_prop_low	ligand_frac_low	ligand_mean_low	delta_high_minus_low
DHCR7	RORA	other	cellphonedb_v5_interactors	15569	48012	0.12651029229164124	0.5702505111694336	0.21741923052219153	0.3354786303424144	0.3483804017305374	0.07214255884750287	True	0.3440924882888794	True	0.20504914241665062	0.1179344654083252	0.00428791344165802
LIPA	RORA	other	cellphonedb_v5_interactors	15569	48012	0.11086113750934601	0.5702505111694336	0.19609480377673583	0.3354786303424144	0.3405558243393898	0.06321862033352943	True	0.3371853232383728	True	0.18924648294469068	0.10412013530731201	0.0033705011010169983
F11R	ITGAL+ITGB2	other	cellphonedb_v5_interactors	15569	48012	0.4981400668621063	0.17779541015625	0.569657653028454	0.11894942930933933	0.33796773850917816	0.08856701750300999	True	0.3041878342628479	True	0.5137149097449734	0.4305802583694458	0.03377990424633026
ITGAV+ITGB1	ADGRE5	other	cellphonedb_v5_interactors	15569	48012	0.2438725382089615	0.38226115703582764	0.3494765238615197	0.23394151462134466	0.31306684762239456	0.0932229986250217	True	0.3135606423020363	True	0.34373996274169716	0.24486012756824493	-0.0004937946796417236
PTGES2	PTGER4	other	cellphonedb_v5_interactors	15569	48012	0.2564580738544464	0.3421470522880554	0.37908664654120366	0.20536532533533283	0.2993025630712509	0.08774637400477125	True	0.2859485298395157	True	0.34239095522579815	0.22975000739097595	0.01335403323173523
PODXL2	SELL	other	cellphonedb_v5_interactors	15569	48012	0.13181546330451965	0.41899633407592773	0.19603057357569528	0.24093976505873532	0.2754058986902237	0.05523019589911371	True	0.26845942810177803	True	0.167084216612064	0.11792252212762833	0.0069464705884456635
CD320	JAML	other	cellphonedb_v5_interactors	15569	48012	0.28515109419822693	0.2589152455329895	0.38891386730040467	0.15918936932433558	0.2720331698656082	0.07382996556833454	True	0.28264838457107544	True	0.39423138690820325	0.3063815236091614	-0.010615214705467224
CXCL16	CXCR6	T_recruit	cellphonedb_v5_interactors	15569	48012	0.30569881200790405	0.2165633589029312	0.39944762027105146	0.12205282012830126	0.26113108545541763	0.06620316154106742	True	0.24178843945264816	True	0.3531830153529903	0.2670135200023651	0.01934264600276947
PVR	TIGIT	other	cellphonedb_v5_interactors	15569	48012	0.06518398225307465	0.4068070650100708	0.12267968398741089	0.22300674831292178	0.23599552363157272	0.02651730450604184	True	0.239352785050869	True	0.14415108884178068	0.07189850509166718	-0.0033572614192962646
PLAUR	ITGA4+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.2755153775215149	0.19089454412460327	0.33881431048879185	0.12532283595767724	0.23320496082305908	0.05259438239128755	True	0.22572459280490875	True	0.3193935890023768	0.26055464148521423	0.00748036801815033
FN1	ITGA4+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.27226120233535767	0.19089454412460327	0.27959406512942386	0.12532283595767724	0.23157787322998047	0.05197317810262447	True	0.22396543622016907	True	0.25907368150574933	0.25703632831573486	0.007612437009811401
FN1	ITGA4+ITGB7	other	cellphonedb_v5_interactors	15569	48012	0.27226120233535767	0.19089454412460327	0.27959406512942386	0.12532283595767724	0.23157787322998047	0.05197317810262447	True	0.22396543622016907	True	0.25907368150574933	0.25703632831573486	0.007612437009811401
LPAR2	ADGRE5	other	cellphonedb_v5_interactors	15569	48012	0.0802304670214653	0.38226115703582764	0.15119789324940586	0.23394151462134466	0.23124581202864647	0.030668991153150138	True	0.22482186928391457	True	0.1400398278409456	0.0673825815320015	0.006423942744731903
PVR	CD96	other	cellphonedb_v5_interactors	15569	48012	0.06518398225307465	0.39628252387046814	0.12267968398741089	0.24720903107556444	0.2307332530617714	0.025831273003176225	True	0.23409051448106766	True	0.14415108884178068	0.07189850509166718	-0.0033572614192962646
PTGES	PTGER4	other	cellphonedb_v5_interactors	15569	48012	0.08279398083686829	0.3421470522880554	0.13436958057678722	0.20536532533533283	0.21247051656246185	0.028327716490528232	True	0.20460649952292442	True	0.11916233057107985	0.06706594675779343	0.00786401703953743
TNC	ITGA4+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.2284533977508545	0.19089454412460327	0.25480120752777957	0.12532283595767724	0.20967397093772888	0.043610507217366035	True	0.25692929327487946	True	0.2947260229973662	0.32296404242515564	-0.047255322337150574
PTGES2	PTGER2	other	cellphonedb_v5_interactors	15569	48012	0.2564580738544464	0.1595057100057602	0.37908664654120366	0.10370324085645255	0.2079818919301033	0.04090652715686316	True	0.19462785869836807	True	0.34239095522579815	0.22975000739097595	0.01335403323173523
FGL1	LAG3	other	cellphonedb_v5_interactors	15569	48012	0.15223203599452972	0.23688556253910065	0.13025884771019333	0.1362784303924019	0.19455879926681519	0.03606157148303679	True	0.17741193249821663	True	0.11357358514806963	0.11793830245733261	0.017146866768598557
DHCR7	NR1H2	other	cellphonedb_v5_interactors	15569	48012	0.12651029229164124	0.23618417978286743	0.21741923052219153	0.1592310255769391	0.18134723603725433	0.0298797296189921	True	0.1770593225955963	True	0.20504914241665062	0.1179344654083252	0.00428791344165802
SPP1	ITGA4+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.1555335968732834	0.19089454412460327	0.1804868649238872	0.12532283595767724	0.17321407049894333	0.029690515071185253	True	0.21407657861709595	True	0.23826042268902164	0.23725861310958862	-0.04086250811815262
ICAM4	ITGAL+ITGB2	other	cellphonedb_v5_interactors	15569	48012	0.16437675058841705	0.17779541015625	0.20759200976299055	0.11894942930933933	0.17108608037233353	0.02922543179101922	True	0.14060110226273537	True	0.14845506520202995	0.10340679436922073	0.03048497810959816
ICAM3	ITGAL+ITGB2	other	cellphonedb_v5_interactors	15569	48012	0.13580892980098724	0.17779541015625	0.23707367204059349	0.11894942930933933	0.15680216997861862	0.02414620437684789	True	0.16633111983537674	True	0.2618359349906854	0.15486682951450348	-0.009528949856758118
TNFSF12	TNFRSF25	other	cellphonedb_v5_interactors	15569	48012	0.08057251572608948	0.22616800665855408	0.15864859657010727	0.1507748062984254	0.15337026119232178	0.018222925273234658	True	0.15088682621717453	True	0.15340142609365967	0.07560564577579498	0.0024834349751472473
PTGES	PTGER2	other	cellphonedb_v5_interactors	15569	48012	0.08279398083686829	0.1595057100057602	0.13436958057678722	0.10370324085645255	0.12114984542131424	0.01320611269758798	True	0.11328582838177681	True	0.11916233057107985	0.06706594675779343	0.00786401703953743
FTH1	SCARA5	other	cellphonedb_v5_interactors	15569	48012	4.387438774108887	0.00014381305663846433	0.9982015543708652	0.00010414063150878946	2.1937912935827626	0.0006309709809187158	False	2.2568403715704335	False	0.9956317851866127	4.5135369300842285	-0.0630490779876709
FTL	SCARA5	other	cellphonedb_v5_interactors	15569	48012	3.9255683422088623	0.00014381305663846433	0.9975592523604598	0.00010414063150878946	1.9628560776327504	0.0005645479823362456	False	2.0381001467321767	False	0.9939615854050234	4.076056480407715	-0.07524406909942627
CXCL12	CXCR4	T_recruit	cellphonedb_v5_interactors	15569	48012	0.021227164193987846	2.102832078933716	0.027040914638062817	0.7897608931100558	1.0620296215638518	0.0446371618119108	False	1.0603699637576938	False	0.023703989207939872	0.017907848581671715	0.0016596578061580658
HLA-A	KIR3DL1	MHC_I	cellphonedb_v5_interactors	15569	48012	2.0061848163604736	0.012105117551982403	0.8473890423277025	0.007602266100141631	1.009144966956228	0.024285103033045763	False	0.9101905873976648	False	0.8080555020235113	1.8082760572433472	0.09895437955856323
HLA-B	KIR3DL2	MHC_I	cellphonedb_v5_interactors	15569	48012	1.9099339246749878	0.04158174246549606	0.8722461301303873	0.024535532783470797	0.9757578335702419	0.0794183805819495	False	0.8632187806069851	False	0.8205820003854307	1.6848558187484741	0.11253905296325684
LGALS3	MERTK	other	cellphonedb_v5_interactors	15569	48012	1.888866901397705	0.0020738840103149414	0.8760999421928191	0.0014996250937265683	0.94547039270401	0.00391729086442183	False	0.843859851360321	False	0.8359349906854243	1.6856458187103271	0.10161054134368896
MDK	PTPRZ1	other	cellphonedb_v5_interactors	15569	48012	1.8566597700119019	0.00083952333079651	0.8841929475239257	0.00045821877863867365	0.9287496466713492	0.001558709194276274	False	0.8712981600838248	False	0.8181409391661849	1.741756796836853	0.057451486587524414
MDK	ALK	other	cellphonedb_v5_interactors	15569	48012	1.8566597700119019	0.00011555725359357893	0.8841929475239257	8.331250520703157e-05	0.9283876636327477	0.00021455050388026128	False	0.8709361770452233	False	0.8181409391661849	1.741756796836853	0.057451486587524414
HLA-C	KIR2DL3	MHC_I	cellphonedb_v5_interactors	15569	48012	1.7257287502288818	0.03551851212978363	0.8458475175027298	0.0213696575856036	0.8806236311793327	0.061295317547720884	False	0.7874265238642693	False	0.7925097963641036	1.5393345355987549	0.09319710731506348
HLA-C	KIR2DL1	MHC_I	cellphonedb_v5_interactors	15569	48012	1.7257287502288818	0.01811547577381134	0.8458475175027298	0.011038906939931684	0.8719221130013466	0.03126239736694103	False	0.7787250056862831	False	0.7925097963641036	1.5393345355987549	0.09319710731506348
CEACAM6	CEACAM6	other	cellphonedb_v5_interactors	15569	48012	1.3359295129776	0.041956156492233276	0.7707624124863511	0.026243439140214948	0.6889428347349167	0.056050467709081175	False	0.6470659822225571	False	0.6760454808248217	1.2521758079528809	0.04187685251235962
APLP2	PIGR	other	cellphonedb_v5_interactors	15569	48012	1.3045921325683594	0.025952104479074478	0.8388464255893121	0.01482962592685162	0.6652721185237169	0.033856911326992645	False	0.6593063492327929	False	0.7888482045352347	1.2926605939865112	0.005965769290924072
APLP2	PLXNA4	other	cellphonedb_v5_interactors	15569	48012	1.3045921325683594	0.0018781897379085422	0.8388464255893121	0.0013954844622177788	0.653235161153134	0.002450271555546113	False	0.6472693918622099	False	0.7888482045352347	1.2926605939865112	0.005965769290924072
PSAP	GPR37	other	cellphonedb_v5_interactors	15569	48012	1.3047072887420654	0.0004428077954798937	0.8391033463934742	0.0003124218945263684	0.6525750482687727	0.0005777345582744231	False	0.5996167386183515	False	0.7763859446264534	1.1987906694412231	0.05295830965042114
PSAP	GPR37L1	other	cellphonedb_v5_interactors	15569	48012	1.3047072887420654	9.653304005041718e-05	0.8391033463934742	6.248437890527369e-05	0.6524019108910579	0.00012594736095820902	False	0.5994436012406368	False	0.7763859446264534	1.1987906694412231	0.05295830965042114
ANXA1	FPR1	other	cellphonedb_v5_interactors	15569	48012	1.2915606498718262	0.0041871508583426476	0.6963196094803776	0.0029992501874531365	0.6478739003650844	0.005407959283712405	False	0.5510766725055873	False	0.6518275839917774	1.097966194152832	0.09679722785949707
ANXA1	FPR3	other	cellphonedb_v5_interactors	15569	48012	1.2915606498718262	0.0036804669070988894	0.6963196094803776	0.00266600016662501	0.6476205583894625	0.004753546230364392	False	0.5508233305299655	False	0.6518275839917774	1.097966194152832	0.09679722785949707
ANXA1	FPR2	other	cellphonedb_v5_interactors	15569	48012	1.2915606498718262	0.0005183725734241307	0.6963196094803776	0.0003540781471298842	0.6460395112226252	0.0006695096178074011	False	0.5492422833631281	False	0.6518275839917774	1.097966194152832	0.09679722785949707
SIGLEC15	CD44	other	cellphonedb_v5_interactors	15569	48012	0.007154758088290691	1.1146461963653564	0.01644293146637549	0.6027868032991752	0.5609004772268236	0.007975023889027488	False	0.5596109526231885	False	0.007580137470289716	0.004575708881020546	0.0012895246036350727
CXCL2	DPP4	other	cellphonedb_v5_interactors	15569	48012	1.0478183031082153	0.07243749499320984	0.6044704219924208	0.050466550029159375	0.5601278990507126	0.07590133308519498	False	0.5422553271055222	False	0.5645275261771696	1.0120731592178345	0.01787257194519043
CXCL2	CXCR2	other	cellphonedb_v5_interactors	15569	48012	1.0478183031082153	0.008244099095463753	0.6044704219924208	0.005082062817628926	0.5280312011018395	0.008638317924864802	False	0.5101586291566491	False	0.5645275261771696	1.0120731592178345	0.01787257194519043
CD24	SELP	other	cellphonedb_v5_interactors	15569	48012	1.028070092201233	0.002040374558418989	0.6799409082150427	0.0014579688411230525	0.515055233379826	0.00209764806039886	False	0.43217801465652883	False	0.5680606410997623	0.8623156547546387	0.08287721872329712
HLA-E	KLRC1	MHC_I	cellphonedb_v5_interactors	15569	48012	0.8530488610267639	0.1530088186264038	0.7042841544094033	0.07162792635174539	0.5030288398265839	0.13052399845630447	False	0.4487476050853729	False	0.645789169396801	0.744486391544342	0.05428123474121094
HLA-E	KLRC1+KLRD1	MHC_I	cellphonedb_v5_interactors	15569	48012	0.8530488610267639	0.1530088186264038	0.7042841544094033	0.07162792635174539	0.5030288398265839	0.13052399845630447	False	0.4487476050853729	False	0.645789169396801	0.744486391544342	0.05428123474121094
PTGES3	PTGER1	other	cellphonedb_v5_interactors	15569	48012	0.9715399742126465	0.0014455317286774516	0.778277346008093	0.0010830625676914105	0.48649275297066197	0.0014043918584028536	False	0.48622471088310704	False	0.7483779790582643	0.9710038900375366	0.00026804208755493164
PTGES3	PTGER3	other	cellphonedb_v5_interactors	15569	48012	0.9715399742126465	0.0007050730637274683	0.778277346008093	0.0004998750312421895	0.486122523638187	0.0006850066661518162	False	0.48585448155063204	False	0.7483779790582643	0.9710038900375366	0.00026804208755493164
IL7	IL2RG+IL7R	other	cellphonedb_v5_interactors	15569	48012	0.019808609038591385	0.9509114623069763	0.03950157363992549	0.45792718487044903	0.48536003567278385	0.018836233387154122	False	0.48646609392017126	False	0.046058970899980727	0.022020725533366203	-0.0011060582473874092
HLA-E	KLRC2	MHC_I	cellphonedb_v5_interactors	15569	48012	0.8530488610267639	0.07624545693397522	0.7042841544094033	0.0397192368574523	0.46464715898036957	0.06504110019599274	False	0.41036592423915863	False	0.645789169396801	0.744486391544342	0.05428123474121094
HLA-E	KLRC2+KLRD1	MHC_I	cellphonedb_v5_interactors	15569	48012	0.8530488610267639	0.07624545693397522	0.7042841544094033	0.0397192368574523	0.46464715898036957	0.06504110019599274	False	0.41036592423915863	False	0.645789169396801	0.744486391544342	0.05428123474121094
CD47	SIRPA	other	cellphonedb_v5_interactors	15569	48012	0.8902121186256409	0.0041586775332689285	0.680711670627529	0.0029784220611513788	0.4471853980794549	0.003702105137572187	False	0.3779161283746362	False	0.6112931200616689	0.7516735792160034	0.06926926970481873
CD47	SIRPB1+TYROBP	other	cellphonedb_v5_interactors	15569	48012	0.8902121186256409	0.0037426818162202835	0.680711670627529	0.0026243439140214947	0.4469774002209306	0.00333178070895912	False	0.37770813051611185	False	0.6112931200616689	0.7516735792160034	0.06926926970481873
SDC1	ADGRA2	other	cellphonedb_v5_interactors	15569	48012	0.8824865818023682	0.0008114863303489983	0.730104695227696	0.0006040156627509789	0.4416490340663586	0.0007161257978490349	False	0.36850111131207086	False	0.6301149868311171	0.7361907362937927	0.07314792275428772
HLA-E	KLRK1	MHC_I	cellphonedb_v5_interactors	15569	48012	0.8530488610267639	0.007483921945095062	0.7042841544094033	0.004873781554611347	0.4302663914859295	0.0063841510912765465	False	0.37598515674471855	False	0.645789169396801	0.744486391544342	0.05428123474121094
HLA-E	KLRC3+KLRD1	MHC_I	cellphonedb_v5_interactors	15569	48012	0.8530488610267639	0.0025927494280040264	0.7042841544094033	0.0017912188619511789	0.42782080522738397	0.0022117419464866284	False	0.37353957048617303	False	0.645789169396801	0.744486391544342	0.05428123474121094
CD99	PILRA	other	cellphonedb_v5_interactors	15569	48012	0.840119481086731	0.004671423230320215	0.6736463485130708	0.0032908439556777473	0.4223954521585256	0.00392455366019312	False	0.3595127307344228	False	0.5854050234470354	0.7143540382385254	0.06288272142410278
APP	TREM2+TYROBP	other	cellphonedb_v5_interactors	15569	48012	0.8320120573043823	0.011530890129506588	0.699274198728242	0.0077897192368574526	0.42177147371694446	0.009593839619201572	False	0.3657147060148418	False	0.6256182951114537	0.719898521900177	0.05605676770210266
APP	TNFRSF21	other	cellphonedb_v5_interactors	15569	48012	0.8320120573043823	0.007609997875988483	0.699274198728242	0.00504040656502541	0.4198110275901854	0.006331609988883158	False	0.36375425988808274	False	0.6256182951114537	0.719898521900177	0.05605676770210266
APP	PLXNA4	other	cellphonedb_v5_interactors	15569	48012	0.8320120573043823	0.0018781897379085422	0.699274198728242	0.0013954844622177788	0.41694512352114543	0.0015626765078452648	False	0.36088835581904277	False	0.6256182951114537	0.719898521900177	0.05605676770210266
APP	FPR2	other	cellphonedb_v5_interactors	15569	48012	0.8320120573043823	0.0005183725734241307	0.699274198728242	0.0003540781471298842	0.4162652149389032	0.00043129223126477795	False	0.36020844723680057	False	0.6256182951114537	0.719898521900177	0.05605676770210266
EFNA1	EPHA4	other	cellphonedb_v5_interactors	15569	48012	0.7205519080162048	0.025900842621922493	0.6527073029738583	0.017370657335666083	0.37322637531906366	0.018662901570453694	False	0.27573126647621393	False	0.5359414145307381	0.5255616903305054	0.09749510884284973
EFNA1	EPHA1	other	cellphonedb_v5_interactors	15569	48012	0.7205519080162048	0.024728111922740936	0.6527073029738583	0.01651670415729401	0.3726400099694729	0.017817888227569245	False	0.27514490112662315	False	0.5359414145307381	0.5255616903305054	0.09749510884284973
KLRB1	CLEC2D	other	cellphonedb_v5_interactors	15569	48012	0.008134422823786736	0.7319111227989197	0.013295651615389556	0.42766391735399484	0.3700227728113532	0.005953674542278908	False	0.3741138717159629	False	0.025117235176976938	0.016316620633006096	-0.00409109890460968
CDH1	ITGA2+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.7194934487342834	0.009142288938164711	0.6626629841351404	0.0061234691327168205	0.3643178688362241	0.006577816997445418	False	0.28571576345711946	False	0.5629215648487185	0.5622892379760742	0.07860210537910461
EFNA1	EPHA2	other	cellphonedb_v5_interactors	15569	48012	0.7205519080162048	0.003113865852355957	0.6527073029738583	0.0019161876197617263	0.3618328869342804	0.002243701981221591	False	0.26433777809143066	False	0.5359414145307381	0.5255616903305054	0.09749510884284973
EFNA1	EPHA3	other	cellphonedb_v5_interactors	15569	48012	0.7205519080162048	0.0004173970955889672	0.6527073029738583	0.0003124218945263684	0.3604846525558969	0.00030075627362705255	False	0.26298954371304717	False	0.5359414145307381	0.5255616903305054	0.09749510884284973
EFNA1	EPHA7	other	cellphonedb_v5_interactors	15569	48012	0.7205519080162048	0.000208517158171162	0.6527073029738583	0.00014579688411230527	0.360380212587188	0.00015024743617434756	False	0.26288510374433827	False	0.5359414145307381	0.5255616903305054	0.09749510884284973
EFNA1	EPHA8	other	cellphonedb_v5_interactors	15569	48012	0.7205519080162048	8.590502693550661e-05	0.6527073029738583	6.248437890527369e-05	0.36031890652157017	6.189903106656276e-05	False	0.26282379767872044	False	0.5359414145307381	0.5255616903305054	0.09749510884284973
EFNA1	EPHA5	other	cellphonedb_v5_interactors	15569	48012	0.7205519080162048	5.2554929425241426e-05	0.6527073029738583	4.1656252603515784e-05	0.36030223147281504	3.7868554673014697e-05	False	0.2628071226299653	False	0.5359414145307381	0.5255616903305054	0.09749510884284973
BST2	LILRA4	other	cellphonedb_v5_interactors	15569	48012	0.6967758536338806	0.0009852705989032984	0.5832744556490462	0.0007081562942597684	0.34888056211639196	0.0006865127626112105	False	0.3863941162126139	False	0.5713368022098028	0.7718029618263245	-0.037513554096221924
AREG	EGFR	other	cellphonedb_v5_interactors	15569	48012	0.6441746950149536	0.005207951180636883	0.43676536707559893	0.003311672081979505	0.32469132309779525	0.0033548303634395316	False	0.33979844814166427	False	0.4361148583542108	0.6743889451026917	-0.015107125043869019
ICAM1	ITGAM+ITGB2	other	cellphonedb_v5_interactors	15569	48012	0.6177547574043274	0.026483893394470215	0.5153831331492068	0.01778721986170124	0.3221193253993988	0.016360551139023016	False	0.26260241866111755	False	0.47048243078306673	0.4987209439277649	0.05951690673828125
ICAM1	ITGAX+ITGB2	other	cellphonedb_v5_interactors	15569	48012	0.6177547574043274	0.017994053661823273	0.5153831331492068	0.012121969507623094	0.31787440553307533	0.011115912254580085	False	0.2583574987947941	False	0.47048243078306673	0.4987209439277649	0.05951690673828125
CD70	CD27	other	cellphonedb_v5_interactors	15569	48012	0.005411168094724417	0.5851223468780518	0.011432975785214208	0.3346455052903441	0.2952667574863881	0.0031661953749367866	False	0.29606922366656363	False	0.014132459690370656	0.007016100455075502	-0.0008024661801755428
