source	target	weight	confidence
GATA3	ST8SIA6	1.0	A
GATA6	APOA1	1.0	A
NR3C1	ATP1B1	-1.0	A
NR3C1	RLN1	1.0	A
FOXA1	CEBPA	1.0	A
HNF4A	FABP2	1.0	A
FOXA1	IFI27	1.0	A
HNF4A	CEBPA	1.0	A
CEBPA	HNF4A	1.0	A
HNF4A	AKR1C4	1.0	A
HNF4A	GFER	-1.0	A
HNF4G	AKR1C4	1.0	A
IRF8	CYBB	1.0	A
RBPJ	NFKB1	1.0	A
IRF1	CYBB	1.0	A
JUN	NAT1	1.0	A
JUN	CSTA	1.0	A
JUN	IL1A	1.0	A
JUN	MMP12	1.0	A
JUN	NTRK1	1.0	A
JUN	PPARA	1.0	A
JUN	UGT2B15	1.0	A
JUNB	PTGS2	1.0	A
JUND	CD40LG	1.0	A
JUND	CLU	1.0	A
JUND	CSTA	1.0	A
JUND	NQO2	1.0	A
SMAD3	POR	1.0	A
SMAD4	BGLAP	1.0	A
MAF	ITGB7	1.0	A
MITF	HOXB4	1.0	A
NR3C2	ATP1B1	-1.0	A
MYBL2	MYB	1.0	A
MYC	ACADM	1.0	A
MYC	ACO2	1.0	A
MYC	ACOX1	1.0	A
MYC	ACP5	1.0	A
MYC	ACP3	1.0	A
MYC	ACTG1	1.0	A
MYC	ACYP2	1.0	A
MYC	ADCY9	1.0	A
MYC	AHSG	1.0	A
MYC	ALDH9A1	-1.0	A
MYC	AMD1	1.0	A
MYC	AMPD2	1.0	A
MYC	AMPD3	1.0	A
MYC	APEX1	1.0	A
MYC	APP	1.0	A
MYC	ARF1	1.0	A
MYC	ARF4	1.0	A
MYC	RHOG	1.0	A
MYC	ARSB	1.0	A
MYC	ASCL2	1.0	A
MYC	ATP1A2	1.0	A
MYC	ATP6V1G2	1.0	A
MYC	AVP	1.0	A
MYC	BCL3	1.0	A
MYC	BLK	1.0	A
MYC	BMP4	1.0	A
MYC	BRCA2	1.0	A
MYC	ZFP36L1	-1.0	A
MYC	CASP8	-1.0	A
MYC	CASP9	1.0	A
MYC	CBS	1.0	A
MYC	CCKBR	1.0	A
MYC	CCNB1	1.0	A
MYC	TNFRSF8	1.0	A
MYC	CD63	1.0	A
MYC	CD79B	1.0	A
MYC	CDC25C	1.0	A
MYC	CEACAM5	1.0	A
MYC	CHRNB1	1.0	A
MYC	CLCN6	1.0	A
MYC	COL4A1	1.0	A
MYC	CRAT	1.0	A
MYC	CST5	1.0	A
MYC	CSTB	1.0	A
MYC	DCK	1.0	A
MYC	ACE	1.0	A
MYC	DDX11	1.0	A
MYC	DKC1	1.0	A
MYC	EGR3	1.0	A
MYC	EIF4A1	1.0	A
MYC	EIF4B	1.0	A
MYC	EIF4EBP2	1.0	A
MYC	ELK1	1.0	A
MYC	EPB42	1.0	A
MYC	EPHX1	1.0	A
MYC	ESD	1.0	A
MYC	FAH	1.0	A
MYC	FASN	1.0	A
MYC	FECH	1.0	A
MYC	FGF9	1.0	A
MYC	FGFR4	1.0	A
MYC	FPGS	1.0	A
MYC	FXN	1.0	A
MYC	FUT1	1.0	A
MYC	GALT	1.0	A
MYC	GAPDH	1.0	A
MYC	GAS8	1.0	A
MYC	GLA	1.0	A
MYC	GPR4	1.0	A
MYC	CXCL2	1.0	A
MYC	GSK3B	1.0	A
MYC	GSTP1	1.0	A
MYC	GTF2H2	-1.0	A
MYC	ICAM1	1.0	A
MYC	HINT1	1.0	A
MYC	MNX1	1.0	A
MYC	HMBS	1.0	A
MYC	HMGN2	1.0	A
MYC	HNRNPA1	1.0	A
MYC	HNRNPA2B1	1.0	A
MYC	HOXD3	1.0	A
MYC	HOXD13	1.0	A
MYC	HSD11B2	1.0	A
MYC	HSPA8	1.0	A
MYC	HSPE1	1.0	A
MYC	IL11RA	1.0	A
MYC	IL13	1.0	A
MYC	IMPA2	1.0	A
MYC	INSM1	1.0	A
MYC	INSR	1.0	A
MYC	ITGA6	-1.0	A
MYC	IRF2	1.0	A
MYC	IRF3	1.0	A
MYC	ISG20	1.0	A
MYC	LAIR1	1.0	A
MYC	LAIR2	1.0	A
MYC	LAMB2	1.0	A
MYC	STMN1	1.0	A
MYC	LBR	1.0	A
MYC	LMNA	1.0	A
MYC	LMX1B	1.0	A
MYC	LTA4H	1.0	A
MYC	LTB	1.0	A
MYC	MAGEA3	1.0	A
MYC	MAN2A2	1.0	A
MYC	MBD1	1.0	A
MYC	MCM7	1.0	A
MYC	MEIS2	1.0	A
MYC	MEN1	1.0	A
MYC	MET	1.0	A
MYC	METTL1	1.0	A
MYC	MFAP1	1.0	A
MYC	MELTF	1.0	A
MYC	MGST1	1.0	A
MYC	MPO	1.0	A
MYC	MSN	-1.0	A
MYC	MST1	-1.0	A
MYC	MTHFD1	1.0	A
MYC	MTHFR	1.0	A
MYC	MUC1	1.0	A
MYC	MYCL	1.0	A
MYC	NAP1L1	1.0	A
MYC	NEFM	1.0	A
MYC	NFIL3	1.0	A
MYC	NFKBIL1	1.0	A
MYC	NID1	1.0	A
MYC	NIT1	1.0	A
MYC	NOTCH4	1.0	A
MYC	NRAS	1.0	A
MYC	NTHL1	1.0	A
MYC	NTN3	1.0	A
MYC	OCA2	1.0	A
MYC	PDHA1	1.0	A
MYC	PER1	1.0	A
MYC	PEX14	1.0	A
MYC	PHB1	1.0	A
MYC	SLC25A3	1.0	A
MYC	PIGF	1.0	A
MYC	PIK3C3	1.0	A
MYC	PKP1	1.0	A
MYC	PLA2G4A	1.0	A
MYC	POLB	1.0	A
MYC	POLD2	1.0	A
MYC	PPAT	1.0	A
MYC	PPID	1.0	A
MYC	PPP1R7	1.0	A
MYC	PTPA	-1.0	A
MYC	PRKDC	1.0	A
MYC	KLK10	1.0	A
MYC	PRTN3	1.0	A
MYC	PSEN2	1.0	A
MYC	PSMB1	1.0	A
MYC	PTGER2	1.0	A
MYC	QDPR	1.0	A
MYC	RARB	-1.0	A
MYC	RBBP4	1.0	A
MYC	RFC2	1.0	A
MYC	RGS2	1.0	A
MYC	RPL3	1.0	A
MYC	RPL10	1.0	A
MYC	RPL19	1.0	A
MYC	RPL22	1.0	A
MYC	RPL26	1.0	A
MYC	RPL27	1.0	A
MYC	RPL27A	1.0	A
MYC	RPS6	1.0	A
MYC	RPS15	1.0	A
MYC	RPS16	1.0	A
MYC	SLC19A1	1.0	A
MYC	RPS19	1.0	A
MYC	SIM2	1.0	A
MYC	SLA	1.0	A
MYC	SLC2A4	1.0	A
MYC	SLC4A2	1.0	A
MYC	SLIT1	1.0	A
MYC	SMN1	1.0	A
MYC	SNRPB	1.0	A
MYC	SNRPB2	1.0	A
MYC	SPAST	1.0	A
MYC	SRD5A1	1.0	A
MYC	STAT6	1.0	A
MYC	SURF6	1.0	A
MYC	VAMP2	1.0	A
MYC	TCF12	1.0	A
MYC	TGFB1	1.0	A
MYC	TGFB2	1.0	A
MYC	TGFB3	1.0	A
MYC	THBS4	1.0	A
MYC	TOP1	1.0	A
MYC	TPM2	1.0	A
MYC	TXN	1.0	A
MYC	TYMS	1.0	A
MYC	UBA52	1.0	A
MYC	UCP1	1.0	A
MYC	UCP3	1.0	A
MYC	UROD	1.0	A
MYC	WNT10B	1.0	A
MYC	ZNF146	1.0	A
MYC	ZSCAN9	1.0	A
MYC	CSDE1	-1.0	A
MYC	SLBP	1.0	A
MYC	MTERF1	1.0	A
MYC	FOSL1	1.0	A
MYC	FXR1	1.0	A
MYC	AKAP1	1.0	A
MYC	H4C6	1.0	A
MYC	UXT	1.0	A
MYC	PEX3	1.0	A
MYC	YBX3	1.0	A
MYC	PSMG1	1.0	A
MYC	EIF3C	1.0	A
MYC	CTSF	1.0	A
MYC	HDAC3	1.0	A
MYC	SQSTM1	1.0	A
MYC	DDX18	1.0	A
MYC	SYNGR2	1.0	A
MYC	SLC28A2	1.0	A
MYC	COX7A2L	1.0	A
MYC	NHERF2	1.0	A
MYC	CRIPT	1.0	A
MYC	NR1D1	1.0	A
MYC	RBM39	1.0	A
MYC	NUP155	1.0	A
MYC	CLINT1	1.0	A
MYC	HERPUD1	1.0	A
MYC	AQR	1.0	A
MYC	TOMM20	1.0	A
MYC	RBM8A	1.0	A
MYC	THRAP3	1.0	A
MYC	HNRNPDL	1.0	A
MYC	CASP8AP2	1.0	A
MYC	PQBP1	1.0	A
MYC	RIDA	1.0	A
MYC	DLEU1	-1.0	A
MYC	TCIRG1	1.0	A
MYC	AKR1A1	1.0	A
MYC	NOD1	1.0	A
MYC	PFDN6	1.0	A
MYC	SEC23B	1.0	A
MYC	PAICS	1.0	A
MYC	KLF1	1.0	A
MYC	ZNF234	1.0	A
MYC	CCT5	1.0	A
MYC	CLP1	1.0	A
MYC	ATF7	1.0	A
MYC	UBE2C	1.0	A
MYC	CBX3	1.0	A
MYC	EXOSC8	1.0	A
MYC	SIRT1	1.0	A
MYC	CBX5	1.0	A
MYC	ZNF451	1.0	A
MYC	GNL3	1.0	A
MYC	CLUL1	1.0	A
MYC	DMAC2L	1.0	A
MYC	TUBG2	1.0	A
MYC	NXT1	1.0	A
MYC	ALG5	1.0	A
MYC	CXXC1	1.0	A
MYC	NOL7	1.0	A
MYC	SFMBT1	1.0	A
MYC	NAT10	1.0	A
MYC	CMAS	1.0	A
MYC	EIF5A2	1.0	A
MYC	SMARCAD1	1.0	A
MYC	PRDM8	1.0	A
MYC	ENTPD7	1.0	A
MYC	ZNF304	1.0	A
MYC	KIAA1586	1.0	A
MYC	GOLPH3	1.0	A
MYC	SFXN3	1.0	A
MYC	SLC25A28	1.0	A
MYC	BCL2L12	1.0	A
MYC	PCBD2	1.0	A
MYC	ARFGAP2	1.0	A
MYC	DPY30	1.0	A
MYC	WDR36	1.0	A
MYC	C9orf43	1.0	A
MYCN	CTSD	1.0	A
MYCN	MCM2	1.0	A
MYCN	MCM3	1.0	A
MYCN	MCM4	1.0	A
MYCN	MCM5	1.0	A
MYCN	MCM6	1.0	A
MYCN	MCM7	1.0	A
MYCN	MCM8	1.0	A
MYOG	ACACB	1.0	A
NFIC	CSH1	1.0	A
NFIL3	IL1B	-1.0	A
NFKB1	ALOX5AP	1.0	A
NFKB1	BCL2A1	1.0	A
NFKB1	BRCA2	1.0	A
NFKB1	CD40LG	1.0	A
NFKB1	CD74	1.0	A
NFKB1	COL1A2	-1.0	A
NFKB1	CRMP1	1.0	A
NFKB1	NQO1	1.0	A
NFKB1	FCGRT	1.0	A
NFKB1	IRF7	1.0	A
NFKB1	MMP3	1.0	A
NFKB1	PIGR	1.0	A
NFKB1	CCL11	1.0	A
NFKB1	CXCL5	1.0	A
NFKB1	VWF	1.0	A
YBX1	AGT	1.0	A
OTX2	RBP3	1.0	A
PLAGL1	ABCC6	1.0	A
PGR	RLN1	1.0	A
PGR	RLN2	1.0	A
POU2F1	MS4A2	1.0	A
PLAG1	ABCC6	1.0	A
POU2F1	CXCR5	1.0	A
POU2F1	LCT	1.0	A
POU2F1	VWF	1.0	A
POU4F2	CCND1	1.0	A
PPARD	SAT1	1.0	A
RARA	HSD17B2	1.0	A
RARA	PLAT	1.0	A
RARA	TNFAIP2	1.0	A
RARA	TPO	1.0	A
RARA	NRIP1	1.0	A
RARA	GPRC5A	1.0	A
RARA	NR1I3	1.0	A
RARB	ADH5	1.0	A
RARB	PLAT	1.0	A
REL	CD40LG	1.0	A
RELA	CR2	1.0	A
RELA	BCL2A1	1.0	A
RELA	BRCA2	1.0	A
RELA	CD74	1.0	A
RELA	COL1A2	-1.0	A
RELA	CYP3A4	-1.0	A
RELA	FCGRT	1.0	A
RELA	NR4A1	1.0	A
RELA	IRF7	1.0	A
RELA	MAT2A	1.0	A
RELA	PIGR	1.0	A
RELA	PTX3	1.0	A
RELA	CXCL5	1.0	A
RFX1	COL1A2	1.0	A
RXRA	CXCR5	1.0	A
RXRA	CYP3A4	1.0	A
SP1	HSD3B1	1.0	A
RXRA	HSD17B2	1.0	A
RXRA	HNF1A	1.0	A
TAL1	C3AR1	1.0	A
RXRA	NOL7	1.0	A
SATB1	CD8B	1.0	A
SKI	SMAD7	1.0	A
SP1	ADRB3	1.0	A
SP1	C1QBP	1.0	A
SP1	CD9	1.0	A
SP1	CD19	1.0	A
SP1	COL7A1	1.0	A
SP1	CYP3A5	1.0	A
SP1	F10	1.0	A
SP1	GFER	1.0	A
SP1	HPR	1.0	A
SP1	IGFBP1	1.0	A
SP1	LTC4S	1.0	A
SP1	FURIN	1.0	A
SP1	PTGIR	1.0	A
SP1	PTK6	1.0	A
SP1	SKP2	1.0	A
SP1	SLC19A1	1.0	A
SP1	SMPD1	1.0	A
SP1	THBD	1.0	A
SP1	H4C6	1.0	A
SP1	NOL7	1.0	A
SP3	LTC4S	1.0	A
SP3	ITGA2	1.0	A
SP3	SCTR	1.0	A
SP3	TIMP1	1.0	A
SP3	NKX2-1	1.0	A
SP3	TPMT	1.0	A
SPI1	NR3C1	1.0	A
SPI1	LSP1	1.0	A
SREBF2	MTTP	-1.0	A
STAT3	KLF11	1.0	A
STAT1	TRIM25	1.0	A
STAT1	NR1H4	-1.0	A
STAT3	ESR1	1.0	A
STAT6	CCL17	1.0	A
TAL1	BRF1	1.0	A
TAL1	PPP3CA	1.0	A
TAL1	USP34	1.0	A
TAL1	CHST11	1.0	A
TAL1	PLEKHO1	1.0	A
TAL1	NBAS	1.0	A
TAL1	CDH23	1.0	A
TCF3	CR2	1.0	A
TAL1	SSH2	1.0	A
TBP	APP	1.0	A
TBP	FN1	1.0	A
ZEB1	ITGB4	-1.0	A
HNF1A	CYP3A4	1.0	A
HNF1A	SLC22A10	1.0	A
TCF7L2	MYC	1.0	A
TCF7L2	GLCE	1.0	A
ZEB1	LAMC2	-1.0	A
ZEB1	SPRR1B	1.0	A
TEAD1	MSLN	1.0	A
TFAP2A	CSH1	1.0	A
TFAP2A	NME3	1.0	A
TFAP2A	SERPINE1	1.0	A
TFAP2A	SMPD1	1.0	A
NR2F1	APOC3	-1.0	A
NR2F2	PPARA	-1.0	A
TP53	GPX1	1.0	A
NKX2-1	SFTPA1	1.0	A
TP53	CCNK	1.0	A
TP53	TCEAL1	1.0	A
TP53	ASCC3	1.0	A
TP53	HNRNPUL1	1.0	A
USF1	P4HA1	1.0	A
TP53	MRPL27	1.0	A
USF1	CYP1A2	1.0	A
USF1	CYP3A4	1.0	A
USF1	OGN	1.0	A
USF1	TCN2	1.0	A
USF1	TGFB2	1.0	A
USF1	SERBP1	1.0	A
USF2	CEACAM1	1.0	A
YY1	FDPS	-1.0	A
USF2	CYP1A2	1.0	A
USF2	P4HA1	1.0	A
USF2	TCN2	1.0	A
USF2	TGFB2	1.0	A
USF2	SF1	1.0	A
VDR	IL10	-1.0	A
ZNF143	ESCO2	1.0	A
ZNF202	ABCA1	-1.0	A
KLF11	PDX1	1.0	A
CEBPZ	COL11A1	-1.0	A
TP63	PPARA	1.0	A
CEBPZ	MLH1	-1.0	A
CEBPZ	SOX9	1.0	A
MXD4	ODC1	1.0	A
NFAT5	S100A4	1.0	A
TCFL5	CD2	-1.0	A
AR	CDH2	1.0	A
AR	FOXA1	1.0	A
AR	KLF5	1.0	A
AR	NDRG1	1.0	A
AR	PIGR	1.0	A
AR	PNRC1	1.0	A
AR	TRPS1	1.0	A
ARNT	BHLHE40	1.0	A
FOS	ARNT	1.0	A
ATF1	CCNA1	-1.0	A
ATF1	CYP11B1	1.0	A
ATF1	CYP11B2	1.0	A
ATF1	ERBB2	1.0	A
ATF1	FLT1	1.0	A
ATF1	LDHA	1.0	A
ATF1	MAP1LC3B	1.0	A
ATF1	NTS	1.0	A
ATF1	PCSK1	1.0	A
ATF1	PLAUR	1.0	A
ATF1	SLC20A1	1.0	A
ATF1	TOP2A	1.0	A
ATF2	CYP11B1	1.0	A
ATF2	CYP11B2	1.0	A
ATF2	IMPDH2	1.0	A
ATF2	PCK2	1.0	A
ATF4	CXCL8	1.0	A
ATF4	DISC1	1.0	A
ATF5	DISC1	1.0	A
ATF6	DDIT3	1.0	A
ATF6	DNAJC3	1.0	A
ATF6	RTN3	1.0	A
ATF6	SRF	1.0	A
BCL6	HDAC7	-1.0	A
BCL6	IRF4	-1.0	A
CDX2	SLC9A2	1.0	A
CEBPA	FN1	1.0	A
CEBPA	CSF1	1.0	A
CEBPA	CXCR2	1.0	A
CEBPA	HOMER3	1.0	A
CEBPA	HSPA4	1.0	A
CEBPA	ICAM1	1.0	A
CEBPA	ID1	1.0	A
CEBPA	IGF1	1.0	A
CEBPA	IL10	1.0	A
CEBPA	IL3	1.0	A
CEBPA	IL5	1.0	A
CEBPA	MAD1L1	1.0	A
CEBPA	MSR1	1.0	A
CEBPA	PCK2	1.0	A
CEBPA	SAA1	1.0	A
CEBPA	SERPINC1	1.0	A
CEBPA	SLC10A1	1.0	A
CEBPA	STAT3	1.0	A
CEBPA	VLDLR	1.0	A
CEBPB	CSF3R	1.0	A
CEBPB	CSRP1	1.0	A
CEBPB	F8	1.0	A
CEBPB	FURIN	1.0	A
CEBPB	GADD45G	1.0	A
CEBPB	IL24	1.0	A
CEBPB	SLC10A1	1.0	A
CEBPD	GADD45G	1.0	A
CEBPD	POU5F1	1.0	A
CEBPE	CTSG	1.0	A
CEBPE	GATA1	-1.0	A
CEBPE	MYC	-1.0	A
CREB1	ADRA1A	1.0	A
CREB1	BDKRB1	1.0	A
CREB1	CCL5	1.0	A
CREB1	CXCR4	1.0	A
CREB1	CYP11B1	1.0	A
CREB1	CYP17A1	1.0	A
CREB1	ERBB2	1.0	A
CREB1	HLA-DQB1	1.0	A
CREB1	HPGD	1.0	A
CREB1	MSMB	1.0	A
CREB1	NTS	1.0	A
CREB1	ODC1	1.0	A
CREB1	SLC19A1	1.0	A
CREB1	POLD2	1.0	A
CREB1	RRM2B	1.0	A
CREB1	SLC20A1	1.0	A
CREB3L1	SLC1A4	-1.0	A
CREM	DUSP1	-1.0	A
CTCF	ASAP2	1.0	A
CTCF	BBC3	1.0	A
CTCF	CCND1	1.0	A
CTCF	DMPK	1.0	A
CTCF	ETNK2	1.0	A
CTCF	PBXIP1	1.0	A
CTCF	PTPRG	1.0	A
CTCF	SIX5	1.0	A
CTCF	SLC6A4	1.0	A
DNMT1	SFRP5	1.0	A
DNMT1	MSH2	1.0	A
DNMT1	TIMP3	-1.0	A
E2F1	AURKA	1.0	A
E2F1	CASP7	1.0	A
E2F1	DNMT1	1.0	A
E2F1	CTNNBIP1	1.0	A
E2F1	CUX1	1.0	A
E2F1	DRAM1	1.0	A
E2F1	ERCC1	1.0	A
E2F1	ETV4	1.0	A
E2F1	FANCA	1.0	A
E2F1	KDR	1.0	A
E2F1	FHIT	-1.0	A
E2F1	FLT1	1.0	A
E2F1	GINS3	1.0	A
E2F1	IL1B	1.0	A
E2F1	MAP1LC3A	1.0	A
E2F1	MAPK8	1.0	A
E2F1	MCM5	1.0	A
E2F1	MEFV	1.0	A
E2F1	MYB	1.0	A
E2F1	MYH10	1.0	A
E2F1	NPAT	1.0	A
E2F1	PTPRO	1.0	A
E2F1	RASGEF1B	1.0	A
E2F1	RASGRP1	1.0	A
E2F1	RRM1	1.0	A
E2F1	RRM2	1.0	A
E2F1	RRP1B	1.0	A
E2F1	ZNF350	-1.0	A
E2F1	TOP2A	1.0	A
E2F1	ULK1	1.0	A
E2F1	WWOX	-1.0	A
E2F3	PLK1	1.0	A
E2F4	AURKB	1.0	A
E2F4	CDK2	1.0	A
E2F4	CUX1	1.0	A
E2F4	HCFC1	1.0	A
E2F4	LIN54	1.0	A
E2F4	MCM10	-1.0	A
E2F4	TOPBP1	-1.0	A
E2F5	MYC	-1.0	A
E2F7	E2F1	-1.0	A
E2F8	E2F1	-1.0	A
EGR1	AKR1B1	1.0	A
EGR1	IMPDH2	1.0	A
EGR1	CDK5R1	1.0	A
EGR1	EP300	1.0	A
EGR1	FCER2	-1.0	A
EGR1	HYAL1	1.0	A
EGR1	IL2RB	1.0	A
EGR1	LMTK2	1.0	A
EGR1	PCSK2	1.0	A
EGR1	PLAU	1.0	A
EGR1	PLAUR	1.0	A
EGR1	POR	1.0	A
EGR1	PTGS2	1.0	A
EGR1	PTP4A1	1.0	A
EGR1	TCF4	1.0	A
EGR1	TFPI2	1.0	A
EGR1	TOE1	1.0	A
EGR1	UBE2S	1.0	A
ELK1	ERBB2	1.0	A
ELK1	CITED2	1.0	A
ELK1	FUT4	1.0	A
ELK1	PDGFB	1.0	A
YY1	EP300	1.0	A
EPAS1	CA9	1.0	A
ERG	TMPRSS2	1.0	A
ERG	FGF2	-1.0	A
ESR1	BLM	1.0	A
ESR1	CEBPB	1.0	A
ESR1	JUNB	1.0	A
ESR1	CHAT	1.0	A
ESR1	CTNNB1	-1.0	A
ESR1	CXCL12	1.0	A
ESR1	MICB	1.0	A
ESR1	UGT2B15	1.0	A
ESR1	YWHAQ	1.0	A
ESR2	CD68	1.0	A
ETS1	ITGB3	1.0	A
ESR2	CTSD	1.0	A
ESR2	FOS	-1.0	A
ESR2	JUN	1.0	A
ESR2	MKNK2	1.0	A
ESR2	PTPRC	1.0	A
ESR2	TFF1	1.0	A
ETS1	IL3	-1.0	A
ESRRA	NR2F6	-1.0	A
ETS1	EMSY	1.0	A
ETS1	CD8A	1.0	A
ETS1	COL1A1	1.0	A
ETS1	CSF3R	1.0	A
ETS1	CSNK2B	1.0	A
ETS1	ERG	1.0	A
ETS1	F13A1	1.0	A
ETS1	FGFBP1	1.0	A
ETS1	GP6	1.0	A
ETS1	HPGD	1.0	A
ETS1	IL2RB	1.0	A
ETS1	LCK	1.0	A
ETS1	MDM2	-1.0	A
ETS1	NDRG1	-1.0	A
ETS1	SLC26A3	1.0	A
ETS1	SPRY2	1.0	A
ETS1	TAF12	1.0	A
ETS1	TBXAS1	-1.0	A
ETS1	TGFBR2	1.0	A
ETS1	TNFSF14	1.0	A
ETS1	WAS	1.0	A
ETS2	ANGPT2	1.0	A
ETS2	CD163	1.0	A
ETS2	CDK1	1.0	A
ETS2	CSF3R	1.0	A
ETS2	EGR1	1.0	A
ETS2	ERG	1.0	A
ETS2	MSR1	1.0	A
ETS2	PDE7A	1.0	A
ETS2	VWF	1.0	A
ETV3	NFKB1	-1.0	A
ETV4	BDKRB1	1.0	A
ETV4	TIMP2	1.0	A
ETV4	TNF	1.0	A
FOXO1	RAG1	1.0	A
FLI1	ID2	1.0	A
FOS	ACTA1	1.0	A
FOS	BATF3	1.0	A
FOS	BCL2L1	1.0	A
FOS	DDIT3	1.0	A
FOS	FAS	1.0	A
FOS	FOXA1	1.0	A
FOS	HSPH1	1.0	A
FOS	LRIG2	1.0	A
FOS	NEFL	1.0	A
FOS	NFKB1	-1.0	A
FOS	NTF3	1.0	A
FOS	NTS	1.0	A
FOS	PDHA1	1.0	A
FOS	PLAU	1.0	A
FOS	SMAD4	1.0	A
SPI1	FOS	1.0	A
FOS	SPRR3	1.0	A
FOS	SRR	1.0	A
FOSL1	ITGB3	-1.0	A
FOSL2	BCL6	1.0	A
FOSL2	BRCA1	1.0	A
FOSL2	CCR4	1.0	A
FOSL2	FOSL1	1.0	A
FOSL2	NOS2	1.0	A
FOXA1	ESR1	1.0	A
FOXA1	ABCA1	-1.0	A
FOXA1	CFTR	-1.0	A
FOXA1	KRT7	1.0	A
FOXA1	MYC	1.0	A
FOXA1	NF1	1.0	A
FOXA1	RET	1.0	A
FOXA2	CFTR	-1.0	A
NFKB1	GATA3	1.0	A
FOXL2	SIRT1	1.0	A
FOXM1	CDC25B	1.0	A
FOXO4	TNFSF10	1.0	A
FOXP1	RAG1	1.0	A
FOXP3	CCR4	1.0	A
GATA2	DPYSL2	1.0	A
GATA3	CDH1	1.0	A
GATA3	CDX2	1.0	A
GATA3	EPOR	1.0	A
GATA3	IL12RB2	-1.0	A
GATA3	NFKB1	1.0	A
RELA	GATA3	1.0	A
GATA3	TCF7L2	1.0	A
HBP1	NCF1	-1.0	A
GFI1B	MEF2C	-1.0	A
GLI1	EGR2	-1.0	A
GLI2	FAS	-1.0	A
GLI2	FOXA2	1.0	A
GLI2	FST	1.0	A
GLI2	WNT2B	1.0	A
HEY2	ACTA2	-1.0	A
HEY2	GATA6	-1.0	A
HIF1A	CXCL12	1.0	A
HHEX	HNF4A	1.0	A
HIC1	VLDLR	-1.0	A
HIF1A	MIF	1.0	A
HIF1A	E2F3	1.0	A
HIF1A	ENO1	1.0	A
HIF1A	FAM162A	1.0	A
HIF1A	NR3C1	1.0	A
HIF1A	PPP1R3C	1.0	A
HIF1A	SOCS1	1.0	A
HIF1A	TLR2	1.0	A
HIF1A	TLR6	1.0	A
HIF1A	VEGFB	1.0	A
HIF1A	ZNF217	1.0	A
HLF	RUNX1	-1.0	A
HNF4A	ABCG5	-1.0	A
HNF4A	CEACAM1	1.0	A
HNF4A	GPR39	1.0	A
HNF4A	LDLR	1.0	A
HNF4A	PCSK9	1.0	A
HNF4A	SERPINC1	1.0	A
HNF4A	TBP	1.0	A
HNF4A	TCF7L2	1.0	A
HNF4G	CYP2D6	1.0	A
HOXA10	ITGB3	1.0	A
HOXA4	TH	1.0	A
HOXA5	TH	1.0	A
HOXB13	TCF4	-1.0	A
HOXC8	TNFRSF11B	1.0	A
HOXD3	ITGB1	1.0	A
HOXD3	ITGB3	1.0	A
HSF2	MAP2K4	-1.0	A
HSF2	MAPK8	-1.0	A
IRF1	CASP7	1.0	A
IRF1	IL10	1.0	A
IRF3	IRF7	1.0	A
IRF3	PURA	-1.0	A
IRF4	FCER2	1.0	A
IRF5	TNF	1.0	A
IRF7	CXCL10	1.0	A
IRF7	IFNA2	1.0	A
JUN	ACTA1	1.0	A
IRF9	IL27	-1.0	A
IRF9	PML	1.0	A
JUN	BATF3	1.0	A
JUN	CD82	1.0	A
JUN	CREM	1.0	A
JUN	CTSL	1.0	A
JUN	ETS2	1.0	A
JUN	HEY1	1.0	A
JUN	LBP	-1.0	A
JUN	MGP	1.0	A
JUN	RUNX2	1.0	A
JUN	NFKB2	1.0	A
JUN	NOX5	1.0	A
JUN	PDHA1	1.0	A
JUN	POLD2	1.0	A
JUN	RARB	1.0	A
JUN	SPRR3	1.0	A
JUN	TIMP2	1.0	A
JUN	TNFRSF10A	1.0	A
JUN	TXN	1.0	A
JUN	VCAM1	1.0	A
JUND	IL3	1.0	A
JUND	ITGAV	-1.0	A
JUND	ITGB3	-1.0	A
LEF1	NRCAM	1.0	A
KLF10	CDKN1A	1.0	A
KLF4	THBD	1.0	A
KLF5	NOTCH1	1.0	A
KLF6	LTC4S	1.0	A
LEF1	BIRC5	1.0	A
LEF1	CCL7	1.0	A
LEF1	NT5E	1.0	A
LEF1	TCF3	1.0	A
LHX4	POU1F1	1.0	A
MEF2C	NR4A1	-1.0	A
MEF2C	CPT1B	1.0	A
MEF2C	SOST	-1.0	A
MEF2D	ATF3	1.0	A
MEF2D	SOST	-1.0	A
MITF	BCL2A1	-1.0	A
MITF	CDK2	1.0	A
MITF	GPNMB	1.0	A
MITF	HERC2	1.0	A
MITF	PMEL	1.0	A
MITF	PRKCB	1.0	A
MITF	SERPINF1	1.0	A
MSC	IL10	1.0	A
MSC	MMP2	1.0	A
MYB	CEBPA	1.0	A
MYB	COL1A1	1.0	A
MYB	SIM2	1.0	A
MYB	GSTM1	1.0	A
NFKB1	COL1A1	-1.0	A
MZF1	MYB	1.0	A
MYB	NMU	1.0	A
MYB	TK1	1.0	A
MYB	WAS	1.0	A
MYBL1	NCL	1.0	A
MYBL2	PSG1	1.0	A
MYC	ASS1	1.0	A
MYC	HDAC2	1.0	A
MYC	HLA-F	1.0	A
MYC	SHMT1	1.0	A
MYC	ST3GAL1	1.0	A
MYC	TFAP4	1.0	A
MYC	WRN	1.0	A
NANOG	CDX2	-1.0	A
NANOG	GATA4	-1.0	A
NANOG	L1TD1	1.0	A
