score,sample,patient,n_high,n_low,mean_high,mean_low,delta,ratio
sum_cold,LUAD-5 R2,Lung5,12377,5537,2.234722294375296,2.5915546087739103,-0.3568323143986145,0.8623095522700811
sum_cold,LUAD-5 R3,Lung5,9985,5908,1.638516072509089,1.694888357563749,-0.056372285054659965,0.9667398240107743
sum_cold,LUSC-6,Lung6,16323,49873,0.5887657067682387,0.6729985791422843,-0.08423287237404564,0.8748394499117698
sum_cold,LUAD-9 R1,Lung9,27834,11030,1.903516044043905,2.08544750750696,-0.1819314634630549,0.9127614275554007
sum_cold,LUAD-9 R2,Lung9,57922,36954,1.6332622564879893,1.7254252815305717,-0.09216302504258245,0.9465853282497243
sum_cold,LUAD-12,Lung12,7260,11007,1.0508932569629772,1.2436878787324857,-0.19279462176950846,0.8449815061589274
sum_cold,LUAD-13,Lung13,19177,6853,2.0748802619493616,2.506227351052426,-0.4313470891030642,0.8278898804125129
sum_CCL5,LUAD-5 R1,Lung5,12611,5226,0.3251260834302976,0.37584524809750514,-0.05071916466720755,0.8650530639300525
sum_CCL5,LUAD-5 R2,Lung5,12377,5537,0.4391680864121772,0.538761041801271,-0.09959295538909385,0.8151444747078984
sum_CCL5,LUAD-5 R3,Lung5,9985,5908,0.2819778439066317,0.31768207839903045,-0.035704234492398734,0.8876101709220381
sum_CCL5,LUSC-6,Lung6,16323,49873,0.0882484351617181,0.11759050365259079,-0.02934206849087269,0.7504724652123198
sum_CCL5,LUAD-9 R1,Lung9,27834,11030,0.3616559867607156,0.41655413942474007,-0.05489815266402448,0.8682088413769249
sum_CCL5,LUAD-9 R2,Lung9,57922,36954,0.3043437280105458,0.34051461812044304,-0.036170890109897214,0.8937758081883485
sum_CCL5,LUAD-12,Lung12,7260,11007,0.2740982755156635,0.324909003036464,-0.05081072752080046,0.843615513740941
sum_CCL5,LUAD-13,Lung13,19177,6853,0.48567356806279577,0.5909256132150393,-0.10525204515224357,0.8218861345684434
sum_CD274,LUAD-5 R1,Lung5,12611,5226,0.3100899151706907,0.3718324171868796,-0.061742502016188916,0.8339507284402325
sum_CD274,LUAD-5 R2,Lung5,12377,5537,0.48013968406669016,0.5198306494598686,-0.0396909653931784,0.9236463539915943
sum_CD274,LUAD-5 R3,Lung5,9985,5908,0.23049264108127385,0.23361617955276215,-0.003123538471488302,0.9866296141069165
sum_CD274,LUSC-6,Lung6,16323,49873,0.09807379941920058,0.1165779175620873,-0.018504118142886716,0.8412725280237421
sum_CD274,LUAD-9 R1,Lung9,27834,11030,0.2762037698106813,0.32506882549498106,-0.048865055684299774,0.849677816351989
sum_CD274,LUAD-9 R2,Lung9,57922,36954,0.3056631674512742,0.32369334121011883,-0.018030173758844636,0.9442985954192344
sum_CD274,LUAD-12,Lung12,7260,11007,0.2729115557652838,0.33494477450929794,-0.06203321874401413,0.814795681363012
sum_CD274,LUAD-13,Lung13,19177,6853,0.5869884401844874,0.6760978747467533,-0.08910943456226594,0.8682003924422278
sum_OAS1,LUAD-5 R1,Lung5,12611,5226,0.9059845166235181,0.943715142631153,-0.03773062600763488,0.9600190520389035
sum_OAS1,LUAD-5 R2,Lung5,12377,5537,0.8924904410935145,1.0332154713511927,-0.14072503025767824,0.8637989517581997
sum_OAS1,LUAD-5 R3,Lung5,9985,5908,0.8343073932784877,0.8475757858377059,-0.01326839255921819,0.9843454794474759
sum_OAS1,LUSC-6,Lung6,16323,49873,0.30917960922970805,0.3372057379741259,-0.028026128744417844,0.9168871534844157
sum_OAS1,LUAD-9 R1,Lung9,27834,11030,0.2724129272222785,0.30115186200186217,-0.02873893477958367,0.9045699581980139
sum_OAS1,LUAD-9 R2,Lung9,57922,36954,0.2951667478854855,0.31091378440903145,-0.01574703652354592,0.9493524014913747
sum_OAS1,LUAD-12,Lung12,7260,11007,0.25255072635744463,0.29487241037744244,-0.04232168401999781,0.856474588565864
sum_OAS1,LUAD-13,Lung13,19177,6853,0.3313451742926033,0.38189785619078825,-0.05055268189818496,0.8676277410865332
sum_CXCL10,LUAD-5 R1,Lung5,12611,5226,0.3486905921836248,0.37010528795906933,-0.021414695775444526,0.9421389089209317
sum_CXCL10,LUAD-5 R2,Lung5,12377,5537,0.422924082802914,0.49974744616157807,-0.07682336335866408,0.8462756259212066
sum_CXCL10,LUAD-5 R3,Lung5,9985,5908,0.29173819424269604,0.2960143137742505,-0.00427611953155449,0.9855543487845808
sum_CXCL10,LUSC-6,Lung6,16323,49873,0.09326386295761184,0.10162441995348026,-0.00836055699586842,0.91773082690464
sum_CXCL10,LUAD-9 R1,Lung9,27834,11030,0.9932433602502299,1.0426726805853763,-0.049429320335146465,0.9525936362815262
sum_CXCL10,LUAD-9 R2,Lung9,57922,36954,0.728088613140684,0.7503035377909785,-0.02221492465029451,0.9703920832951167
sum_CXCL10,LUAD-12,Lung12,7260,11007,0.2513326993245852,0.2889616908092815,-0.03762899148469634,0.8697786153613977
sum_CXCL10,LUAD-13,Lung13,19177,6853,0.6708730794094752,0.8573060068998449,-0.18643292749036977,0.7825363102673911
