dataset	cohort	malignant_def	metric	tnk_def	min_mal_cells	n	n_corr	n_NMPR	n_MPR	mean_NMPR	mean_MPR	delta_NMPR_minus_MPR	p_nmpr	p_onesided_NMPR_gt_MPR	p_method	rho	p_rho	dir_nmpr	dir_rho	recovers_user_direction	note
GSE241934	IIT_EGFRmut	marker_all_epi	mean_log1p_cp10k	author_TNK	0	11	11	7	4	1.555129229287045	1.7639401262812135	-0.2088108969941688	0.3151515151515151	0.8151515151515152	exact_enumeration	-0.0727272727272727	0.831716405381337	NMPR<MPR	negative	rho_neg_only	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	IIT_EGFRmut	marker_epi_nnl_p75	mean_log1p_cp10k	author_TNK	0	11	11	7	4	1.6054118021381296	1.8804729466648105	-0.2750611445266808	0.109090909090909	0.8909090909090909	exact_enumeration	-0.1454545454545454	0.6695786456420787	NMPR<MPR	negative	rho_neg_only	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	IIT_EGFRmut	marker_epi_nnl_zero	mean_log1p_cp10k	author_TNK	0	11	11	7	4	0.8755739489253127	0.8988335400171652	-0.0232595910918524	0.8242424242424242	0.5424242424242425	exact_enumeration	-0.302407368379503	0.3660652158977583	NMPR<MPR	negative	rho_neg_only	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	author_epi	mean_log1p_cp10k	author_TNK	0	33	33	20	13	1.5153792314121757	1.5236176237432255	-0.00823839233105	0.926611028101784	0.5513027080347308	asymptotic_mwu	-0.1059491978609625	0.5573248802897375	NMPR<MPR	negative	rho_neg_only	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	cnv_gmm_on_authorEpi	mean_log1p_cp10k	author_TNK	0	32	32	20	12	1.7028786814413497	1.687046345643659	0.0158323357976906	0.8916336768752474	0.5695239319698103	asymptotic_mwu	-0.1444281524926686	0.4303156329534407	NMPR>MPR	negative	both	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	cnv_p90_on_authorEpi	mean_log1p_cp10k	author_TNK	0	31	31	20	11	1.792705961955234	2.045818126674807	-0.2531121647195729	0.1796609856074595	0.9166807096661428	asymptotic_mwu	-0.0032258064516129	0.9862591419390374	NMPR<MPR	negative	rho_neg_only	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	cnv_p95_on_authorEpi	mean_log1p_cp10k	author_TNK	0	30	30	20	10	1.751654843079104	2.1662444989431298	-0.4145896558640256	0.082251646151208	0.9626060107574652	asymptotic_mwu	-0.0985539488320356	0.604367932284345	NMPR<MPR	negative	rho_neg_only	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	cnv_p95_on_markerEpi	mean_log1p_cp10k	author_TNK	0	30	30	20	10	1.7495712392497462	2.1733605650608663	-0.42378932581112	0.0678869360216373	0.9692407784584294	asymptotic_mwu	-0.0874304783092324	0.6459399628017727	NMPR<MPR	negative	rho_neg_only	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	intersect_authorEpi_cnvP95	mean_log1p_cp10k	author_TNK	0	30	30	20	10	1.751654843079104	2.1662444989431298	-0.4145896558640256	0.082251646151208	0.9626060107574652	asymptotic_mwu	-0.0985539488320356	0.604367932284345	NMPR<MPR	negative	rho_neg_only	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	intersect_authorEpi_markerEpi	mean_log1p_cp10k	author_TNK	0	33	33	20	13	1.5609482548981852	1.58266607726472	-0.0217178223665348	0.7263265699621655	0.6505700598856567	asymptotic_mwu	-0.0768716577540107	0.6706930244559344	NMPR<MPR	negative	rho_neg_only	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	intersect_authorEpi_markerNNL	mean_log1p_cp10k	author_TNK	0	33	33	20	13	1.7011363009374096	2.0211900899714053	-0.3200537890339956	0.0739496749541316	0.9659064543857576	asymptotic_mwu	0.0364304812834224	0.8404840126193109	NMPR<MPR	positive	neither	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	intersect_author_markerNNL_cnvP95	mean_log1p_cp10k	author_TNK	0	29	29	19	10	1.842286641527172	2.398883815096432	-0.5565971735692603	0.0140983242472007	0.9938013950479684	asymptotic_mwu	-0.0226600985221674	0.907117287708886	NMPR<MPR	negative	rho_neg_only	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	intersect_markerNNL_cnvP95	mean_log1p_cp10k	author_TNK	0	29	29	19	10	1.8399364440318249	2.398883815096432	-0.5589473710646076	0.0140983242472007	0.9938013950479684	asymptotic_mwu	-0.0226600985221674	0.907117287708886	NMPR<MPR	negative	rho_neg_only	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	marker_all_epi	mean_log1p_cp10k	author_TNK	0	33	33	20	13	1.4658641413503402	1.5195249574670378	-0.0536608161166975	0.6988598802286865	0.6641090682340292	asymptotic_mwu	-0.0658422459893048	0.7158234836979872	NMPR<MPR	negative	rho_neg_only	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	marker_epi_nnl_p75	mean_log1p_cp10k	author_TNK	0	33	33	20	13	1.5104549051076008	1.856055860526808	-0.3456009554192072	0.0627989580936185	0.971116111296094	asymptotic_mwu	0.106951871657754	0.5535793598608966	NMPR<MPR	positive	neither	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	marker_epi_nnl_zero	mean_log1p_cp10k	author_TNK	0	29	29	19	10	0.823163316453551	1.2760849925314075	-0.4529216760778565	0.7590985104140067	0.6382721099870221	asymptotic_mwu	-0.125111813701786	0.5178520672011697	NMPR<MPR	negative	rho_neg_only	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
