gene
IGLC3
MS4A1
IGLC2
POU2AF1
IGHD
FCRL5
LINC01781
IGHG1
BLK
IGKV1-5
IGHV3-69-1
IGHM
TNFRSF13C
FCRL2
FCRL1
IGHE
BANK1
LINC00926
TNFRSF17
PNOC
TCL1A
IGHV3OR15-7
MMP12
CCL7
S100A12
IFI30
TNFSF13
APOC2
AC090559.1
SLAMF9
SPP1
CCL8
MMP9
CCL18
HS3ST2
TMIGD3
CD300E
RAB42
CALHM6
HAMP
CHIT1
LILRA1
S100A8
CCR1
FCN1
RNASE2
ADAP2
FOLR2
CCL24
AC005280.2
AQP9
TMEM150B
LILRB5
APOE
CD14
SDS
LILRA5
LILRA6
TREM2
L3MBTL4-AS1
AC110995.1
CTSL
HMOX1
NPL
OTOA
GPNMB
FPR3
F13A1
PLA2G7
SPI1
LILRB2
IL1B
CCL13
FTL
ADORA3
CD68
CD209
CTSB
CSF1R
CD1A
LILRA2
MS4A6A
RASGRP4
FCAR
RNF130
FOLR3
MPEG1
IL27
IL1RN
CXCL3
LILRB3
LRRC25
CTSZ
LILRB4
MEFV
CXCL8
AF127936.2
MPP1
DMXL2
APOC1
SIGLEC12
EPB41L3
HK3
CD300C
LGMN
PKD2L1
FCGR1A
RAB20
CLEC5A
HCK
HLA-DRB5
NR1H3
LINC01094
CD163
GPR34
TREM1
GPBAR1
PRAM1
LINC02345
CTSD
BIRC7
PSAP
CD33
SIGLEC1
CYP27A1
ZNF385A
COL4A2-AS2
AIF1
PLAUR
AP002954.1
P2RY13
SMIM25
ATP6V0D2
PTAFR
SIGLEC9
TMEM86A
CCL14
ACKR1
CLEC14A
VWF
MMRN1
TM4SF18
PLVAP
PCAT19
RAMP2
RAMP3
CLDN5
ADGRL4
ECSCR
PCDH17
CXORF36
MMRN2
SELE
FCN3
MYCT1
CDH5
FAM167B
ROBO4
CYYR1
EMCN
CCL21
TIE1
FCN2
PTPRB
SOX17
CALCRL
SOX18
SELP
SOX7
GPIHBP1
FAM110D
ESM1
ARHGEF15
PCDH12
TEK
BCL6B
CA4
FLT4
RASIP1
NOTCH4
SHANK3
ADCY4
NOSTRIN
SLCO2A1
EGFL7
USHBP1
SOSTDC1
FAM107A
AFAP1L1
PODXL
DNASE1L3
AC007998.3
FENDRR
ESAM
AL590226.1
APLN
APLNR
RAPGEF4
EDNRB
HOXD9
KANK3
HECW2
EXOC3L2
CCM2L
CYTL1
GPR146
DLL4
CAVIN2
TMEM100
MYZAP
LHX6
ERG
LINC00551
LDB2
F2RL3
LYVE1
SLC6A4
SEMA3G
TLL1
PF4
FLT1
CLEC1B
PDE2A
HYAL2
STAB2
AQP1
GNG11
CRHBP
PGM5-AS1
PALMD
JAM2
BTNL9
NRN1
CLEC4G
LCN6
IL33
STXBP6
GIPC2
VIPR1
ZNF385D
EPAS1
GPR182
ADGRL2
CLEC4M
F8
STC1
ADM5
NOVA2
SSTR1
ARHGAP29
SULT1C4
HOXD8
C2CD4B
ACVRL1
HSPA12B
KDR
SFRP2
CST1
THBS2
COMP
SFRP4
FBLN1
DCN
COL14A1
DPT
ADH1B
COL11A1
MFAP4
OGN
ACTA2
LUM
CCDC80
COL3A1
SCARA5
HSPB6
PRRX1
COL1A2
COL6A3
COL1A1
CCL19
ABCA8
FRZB
CILP
PCOLCE
CNN1
PODN
TCF21
MRGPRF
ISLR
GSTM5
ASPN
TAGLN
HSPB2
COL5A1
C1S
ACTG2
MOXD1
SLIT3
TMEM119
HTRA3
DIO2
CRISPLD2
SLIT2
TPM2
SGCA
SMOC2
PDGFRA
FMO2
PRELP
ECM2
PAMR1
F10
GAS1
MXRA8
LAMA2
FIBIN
PLN
COL8A1
CPXM1
RARRES2
ITGBL1
SCN7A
EMILIN1
AOX1
EGFL6
WISP2
C1QTNF7
COL5A2
WNT2
AEBP1
FNDC1
COL6A1
TCEAL7
EPHA3
ANTXR1
MFAP5
CCL11
RASL12
TWIST2
PLA2G2A
LTBP2
NBL1
SULF1
CYGB
IGFBP6
OMD
DES
ITGA11
CD248
TDO2
MUSTN1
ANGPT1
LOXL1
C1R
ABCA9
FMO1
GREM1
C1QTNF2
PDZRN3
RERG
HEYL
MYOC
FGFR4
SGCD
TBX5-AS1
MXRA5
NKD2
COL16A1
TBX5
LMOD1
BGN
FXYD1
COL10A1
CD3E
GZMB
LYZ
KRT8
KRT18
KRT19
KRT7
EPCAM
PECAM1
