term	nes	fdr	nom_p	es	lead_genes	cohort	split	n_high	n_low	n_rank_genes	bucket	expected	primary
CUSTOM_EMT_CORE	-0.7704771503392553	0.8818571866380631	0.7870563674321504	-0.2709278886146748	CDH2;ZEB2;SNAI1;SPARC;COL3A1;ZEB1	TCGA-LUAD	quartile	129	129	20138	EMT	DOWN	True
GOBP_KERATINIZATION	3.217379635257503	0.0	0.0	0.7267341601021512	TGM1;IVL;SPRR3;TMEM79;SPRR2D;SPRR1A;SFN;SPRR1B;KRT78;PPL;KRT6C;SPRR2E;KRT6A;KRT6B;KRT16;SPRR2F;EVPL;IL1A;KRT4;KRT80;KRT5;SPRR2B;CNFN;CDH3;SPRR4;ABCA12;KRT17;SPRR2G;KRT3;TGM3;LCE3E;LCE3D;KLK5;LIPK;LIPN;KRT76;LCE5A;LCE2D;LCE2C;KRT75;SHARPIN;TCHH;LCE1C;LCE2B;LIPM;LCE1B	TCGA-LUSC	quartile	126	126	20224	KERATIN_BARRIER	UP	True
CUSTOM_BARRIER_KERATIN	3.212389233460837	0.0	0.0	0.8982855844650843	S100A9;S100A8;TGM1;IVL;SPRR2A;SPRR3;SPRR2D;SPRR1A;SPRR1B;CSTA;PPL;KRT6A;KRT6B;KRT16;EVPL;PI3;KRT5;S100A7;CNFN;KRT14;KRT17;PKP1;LCE3D;KRT10	TCGA-LUSC	quartile	126	126	20224	KERATIN_BARRIER	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	3.070175587172948	0.0	0.0	0.6193925334302097	TGM1;IVL;SPRR3;TMEM79;SPRR2D;SPRR1A;EPHA2;SFN;SPRR1B;KRT78;CSTA;PPL;KRT6C;SPRR2E;KRT6A;KRT6B;KRT16;AQP3;SPRR2F;EVPL;IL1A;KRT4;GRHL1;SCEL;SLC39A2;ANXA1;KRT80;KRT5;S100A7;SPRR2B;IRF6;CNFN;CDKN1A;CDH3;ST14;SPRR4;PRKCH;ABCA12;CD109;TP63;NFKBIZ;KRT14;KRT17;SPRR2G;ADAM9;KRT3;TGM3;LCE3E;ZFP36;LCE3D;KRT10;KLK5;PLEC;JAG1;FOXN1;FOSL2;BCR;CFLAR;MAFB;LIPK;LIPN;FLG;DSG4;KRT76;VDR;AKR1C3;LCE5A;DSP;LCE2D;UGCG;TRIM16;FLNB;LCE2C;KRT75;PPP3CA;SHARPIN;TCHH;LCE1C;LCE2B;YAP1;CASP3;LIPM;LCE1B;EREG;EXPH5;LCE3C;GRHL2	TCGA-LUSC	quartile	126	126	20224	KERATIN_BARRIER	UP	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	2.895175880839105	0.0	0.0	0.8131591527984634	TMEM79;ELOVL1;SFN;GRHL3;KRT16;TMPRSS11F;CLDN1;GRHL1;CLDN4;KLF4;LSR;ABCA12;IL18;TP63;NFKBIZ;MET;ALOXE3;PLEC;FLG;ALOX12B;UGCG;ALOX12;FLG2	TCGA-LUSC	quartile	126	126	20224	KERATIN_BARRIER	UP	True
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	2.7794168757857176	0.0	0.0	0.5347077908250739	TGM1;IVL;SPRR3;TMEM79;SPRR2D;SPRR1A;OVOL1;EPHA2;SFN;SPRR1B;KRT78;CSTA;PPL;KRT6C;SPRR2E;KRT6A;HES1;KRT6B;KRT16;AQP3;SPRR2F;EVPL;IL1A;KRT4;SULT2B1;GRHL1;SCEL;SLC39A2;ANXA1;KLF4;KRT80;KRT5;S100A7;SPRR2B;IRF6;CNFN;CDKN1A;HDAC1;CDH3;ST14;SPRR4;PRKCH;ABCA12;CD109;TP63;NFKBIZ;KRT14;KRT17;MAFF;SPRR2G;ADAM9;KRT3;SPINK5;TGM3;LCE3E;ZFP36;LCE3D;KRT10;KLK5;PLEC;JAG1;FOXN1;FOSL2;BCR;CFLAR;MAFB;TRIOBP;HES5;LIPK;LIPN;FLG;DSG4;KRT76;PLS1;VDR;AKR1C3;LCE5A;DSP;LCE2D;UGCG;ESRP1;TRIM16;SLC44A4;FLNB;JAG2;LCE2C;KRT75;PPP3CA;SHARPIN;TCHH;LCE1C;LCE2B;YAP1;CASP3;LIPM;LCE1B;EREG;EXPH5;KEAP1;LCE3C;GRHL2	TCGA-LUSC	quartile	126	126	20224	KERATIN_BARRIER	UP	True
CUSTOM_CLAUDIN_PAR_FOCAL	1.8713213137592644	0.0012580054894784996	0.0	0.9002918047381179	CLDN1;CLDN7;CLDN4;F11R;PARD3	TCGA-LUSC	quartile	126	126	20224	TJ	UP	True
GOBP_TIGHT_JUNCTION_ORGANIZATION	1.7920332078200094	0.0028754411188079993	0.0	0.40936330999727377	EPHA2;CLDN1;CLDN7;CLDN4;MPP7;LSR;POF1B;F11R;PRKCH;CLDN16;CLDN17;MARVELD3;CLDN8;ILDR1;PLEC;DLG1;MICALL2;FZD5;SNAI2;TJP1;PARD3;EXT1;OCLN;CLDN12;RAB13;OCEL1;GRHL2;PDCD6IP;MARVELD2;FRMPD2;CLDN23	TCGA-LUSC	quartile	126	126	20224	TJ	UP	True
GOBP_CORNIFICATION	1.6948043855545603	0.005661024702653247	0.010101010101010102	0.7056420309425036	TMEM79;KLK5;LIPK;LIPN;LIPM;CDSN	TCGA-LUSC	quartile	126	126	20224	KERATIN_BARRIER	UP	True
HALLMARK_APICAL_JUNCTION	1.5675545323208049	0.02152587170885432	0.0	0.30917997453756946	MPZL2;JUP;CLDN7;CTNND1;ADAM15;CLDN4;DSC3;ITGB4;BAIAP2;ARPC2;LDLRAP1;CDH3;MYL12B;LAMB3;ITGA2;KRT31;GRB7;CLDN8;STX4;MAPK13;LAMC2;LIMA1;CAP1;CRB3;GNAI1;PARD6G;ADAM9;PCDH1;COL17A1;RRAS;FSCN1;CDH1;ITGA3;LAMA3;DLG1;VASP;CNN2;IRS1;TJP1;BMP1;MAPK11;ZYX;SHC1;WNK4;ACTN4;CRAT	TCGA-LUSC	quartile	126	126	20224	TJ	UP	True
CUSTOM_TJ_CORE	1.4787698770297462	0.038746569075937785	0.04507042253521127	0.4312080010522876	CLDN1;CLDN7;CLDN4;F11R;CLDN8;CRB3;TJP2;TJP1;PARD3;MAGI3;OCLN;TJP3	TCGA-LUSC	quartile	126	126	20224	TJ	UP	True
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	-1.4557770734283217	0.07447029497299544	0.005326231691078562	-0.3242552091253312	LRP6;LOXL3;FGFR1;SLC39A10;BAMBI;FERMT2;ROCK1;EOMES;NCAM1;ROCK2;CLASP2;SMAD4;RBPJ;PHLDB1;LEF1;HGF;CRB2;CTNNB1;BMP5;IL17RD;TBX20;SFRP1;WNT11;ACVRL1;AXIN2;CLASP1;EPHA3;SMAD7;AKNA;MSX1;TBX5;TRIM28;SPRY2;GSC;TBX3;SPRED1;FGF8;CUL7;DACT3;AGT;HEYL;GLIPR2;HDAC2;OLFM1;FUZ;TMEM100;IGF1;BMP4;SOX9;SDCBP;TGFBR1;FOXA2;DDX5;SMAD2;SNAI1;KLHL12;POLR1B;EPB41L5;MDK;APLF;MSX2;LIMS1;LOXL2;HEY1;TGFB2;EDNRA;HAS2	TCGA-LUSC	quartile	126	126	20224	EMT	DOWN	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-1.357502071876479	0.08662235147486498	0.02266666666666667	-0.29828502826408804	SLIT2;CADM1;CDH2;FERMT2;SNTB1;COL4A2;FBN2;ID2;SGCG;FN1;COL4A1;WIPF1;MAGEE1;VCAM1;VIM;SCG2;VCAN;LAMA1;PTX3;LAMC1;FGF2;MEST;GEM;FBN1;MCM7;CDH11;SFRP1;APLP1;SGCD;SGCB;CXCL12;PCOLCE2;MSX1;COPA;NID2;PRRX1;FMOD;FBLN5;TNFRSF11B;OXTR;SLIT3;LAMA2;PDGFRB;FBLN2;TPM1;BGN;COL6A2;GPX7;TIMP3;THY1;DPYSL3;PCOLCE;PMP22;ABI3BP;EDIL3;COL6A3;THBS2;SPARC;COL5A1;GAS1;SPOCK1;COL1A2;FSTL1;CALD1;LOXL2;CRLF1;POSTN;NTM;ANPEP;ADAM12;VEGFC;COL5A2;ITGB3;EFEMP2;COL8A2;PLOD3;MXRA5;INHBA;FZD8;ECM2;SERPINH1;MATN3;TPM2;BDNF;IL6;ACTA2;COL11A1	TCGA-LUSC	quartile	126	126	20224	EMT	DOWN	True
CUSTOM_EMT_CORE	-1.3560010115305858	0.05837141670128791	0.11276948590381426	-0.49547694617989785	CDH2;FN1;VIM;ZEB1;ZEB2;SPARC;SNAI1	TCGA-LUSC	quartile	126	126	20224	EMT	DOWN	True
KEGG_TIGHT_JUNCTION	1.3148256282971325	0.08874656907593778	0.045283018867924525	0.2759246377103994	CLDN1;CLDN7;CLDN4;MYL12B;F11R;PRKCH;CLDN16;CLDN17;CLDN8;CDC42;CRB3;EPB41L1;GNAI1;AKT1;PARD6G;TJP2;GNAI3;RRAS;MYL12A;VAPA;TJP1;PARD3;RRAS2;ACTN4;LLGL2;PPP2CB;PRKCZ;MAGI3;EXOC3;HRAS;SRC;PRKCD;OCLN;TJP3;RAB13;ACTB;PPP2CA	TCGA-LUSC	quartile	126	126	20224	TJ	UP	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-3.0491308318435792	0.0	0.0	-0.720619197261427	COL4A2;SERPINH1;COL4A1;FERMT2;LOXL2;FN1;CALD1;COL5A1;PLOD3;COL5A3;NID2;COL5A2;COL6A2;SPARC;LAMC1;VIM;FSTL1;CALU;PDGFRB;COL6A3;COL1A1;THY1;SPOCK1;VCAN;CDH11;COL1A2;PCOLCE;MATN3;SGCB;THBS1;BGN;COL3A1;POSTN;ADAM12;TPM1;TAGLN;FBN1;ACTA2;EFEMP2;LGALS1;COL12A1;NTM;THBS2;HTRA1;MYL9;FAP;LAMA1;CDH2;CTHRC1;ITGB3;MMP14;SCG2;PLOD1;ITGA5;PTX3;EMP3;TIMP1;TNC;TGFBI;SGCD;MFAP5;PMP22;PMEPA1;ANPEP;MMP2;MXRA5;RGS4;GREM1;INHBA;COL11A1;SNAI2;GEM;LAMA2;SNTB1;GAS1;GPX7;DAB2;MMP1;FMOD;FBN2;MSX1;FOXC2;FBLN2;PRRX1;TIMP3;FLNA;VEGFC;SERPINE2;NNMT;SLIT3;ECM2;TPM2;GLIPR1;BMP1;LOXL1;FBLN5;LRRC15;WIPF1;NT5E;FSTL3;SERPINE1;OXTR;IGFBP4;MAGEE1;SGCG;DCN;ITGB1;MMP3;SLIT2;FGF2;COL16A1;BASP1;IL6;PPIB;SFRP4;LUM;EDIL3;CXCL12;CAP2;MEST;CADM1;TGM2;WNT5A;LAMA3;PFN2;DPYSL3;PCOLCE2;ITGAV;CDH6;GJA1	TCGA-HNSC	quartile	130	130	20241	EMT	DOWN	True
CUSTOM_BARRIER_KERATIN	2.9664152968706055	0.0	0.0	0.8689268541987532	SPRR3;CSTA;PPL;S100A9;EVPL;S100A8;TGM1;SPRR2A;SPRR1A;IVL;SPRR2D;CNFN;SPRR1B;S100A7;KRT6A;KRT5;PKP1;KRT16;FLG;KRT6B;PI3	TCGA-HNSC	quartile	130	130	20241	KERATIN_BARRIER	UP	True
GOBP_KERATINIZATION	2.7045804903949664	0.0	0.0	0.6510709893560455	SPRR3;PPL;EVPL;KRT78;TGM1;SPRR2F;KRT4;TMEM79;SPRR1A;KRT80;IVL;SPRR2D;CNFN;SPRR1B;SPRR2E;SFN;TGM3;KRT6A;KRT5;SPRR2B;ABCA12;KRT6C;KRT16;KRT6B	TCGA-HNSC	quartile	130	130	20241	KERATIN_BARRIER	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	2.6584611217029637	0.0	0.0	0.5643762100863009	ANXA1;SPRR3;EPHA2;CSTA;PPL;GRHL1;EVPL;KRT78;SCEL;TGM1;SPRR2F;KRT4;TMEM79;SPRR1A;KRT80;IVL;ZFP36;SPRR2D;AQP3;NFKBIZ;CNFN;ST14;TRIM16;SPRR1B;SPRR2E;PRKCH;POU2F3;SLC39A2;CDKN1A;SFN;ASAH1;TGM3;EXPH5;CFLAR;S100A7;KRT6A;FOXN1;IRF6;KRT5;SPRR2B;BCR;UGCG;ABCA12;KRT6C;DSP;KRT16;FLG;KRT6B;GRHL2;EZH2;TXNIP;KRT86;OVOL2;CASP3;FOXC1;KRT3;FOSL2	TCGA-HNSC	quartile	130	130	20241	KERATIN_BARRIER	UP	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	2.5892259300865677	0.0	0.0	0.7543011777326294	CLDN4;GRHL1;GRHL3;KLF4;TMPRSS11F;TMEM79;NFKBIZ;FA2H;CLDN1;SFN;LSR;ALOX12;UGCG;ABCA12;KRT16;FLG;ALOX12B;ELOVL1	TCGA-HNSC	quartile	130	130	20241	KERATIN_BARRIER	UP	True
CUSTOM_EMT_CORE	-2.5273914018327104	0.0	0.0	-0.9569366162365273	FN1;SPARC;VIM;COL1A1;COL3A1;ZEB1;AXL;CDH2;ITGA5;ZEB2;MMP2;SNAI2;MMP9;TWIST1;SNAI1	TCGA-HNSC	quartile	130	130	20241	EMT	DOWN	True
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	2.4799364030455187	0.0	0.0	0.5042902886287739	ANXA1;SPRR3;EPHA2;CSTA;PPL;GRHL1;EVPL;KRT78;SCEL;KLF4;OVOL1;TGM1;SPINK5;SPRR2F;KRT4;TMEM79;SULT2B1;SPRR1A;KRT80;MYO6;HDAC1;IVL;ZFP36;SPRR2D;TRIOBP;AQP3;HES1;HES5;NFKBIZ;CNFN;ST14;TRIM16;SPRR1B;SPRR2E;MAFF;PRKCH;FA2H;PLS1;POU2F3;SLC39A2;CDKN1A;SFN;ASAH1;TGM3;EXPH5;CFLAR;S100A7;KRT6A;SLC44A4;FOXN1;IRF6;KRT5;SPRR2B;BCR;UGCG;ABCA12;KRT6C;SCRIB;DSP;KRT16;ESRP1;FLG;KRT6B;GRHL2;EZH2;TXNIP;TPRN;KRT86;OVOL2;CASP3;FOXC1	TCGA-HNSC	quartile	130	130	20241	KERATIN_BARRIER	UP	True
CUSTOM_TJ_CORE	2.4666290785106892	0.0	0.0	0.7355933573140646	TJP3;CLDN4;CLDN7;TJP2;OCLN;CRB3;F11R;PARD3;CGN;PARD6B;CLDN1;INADL;MARVELD2;TJP1;MAGI3;CLDN8	TCGA-HNSC	quartile	130	130	20241	TJ	UP	True
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	-2.096699794835752	0.0	0.0	-0.4980722068414779	PHLDB1;FERMT2;LOXL2;HEYL;SLC39A10;TGFB1I1;COL1A1;EDNRA;LOXL3;SPRED1;FGFR1;ACVRL1;DACT3;TGFB2;TGFB3;GREM1;SNAI2;FOXA2;MSX2;SFRP2;DAB2;TWIST1;ENG;POFUT2;MSX1;FLNA;GSC;TGFBR2;SNAI1;PDPN;TBX5;HMGA2;BMP4;NCAM1;WNT2;EPHA3;TBX3;HAS2;LIMS1;NOTCH4;NOG;TMEM100;FOXF2;HEY1;CUL7;IGF1;GLIPR2;CTNNB1;ROCK1;AXIN2;SPRED2;IL6;BMP5;LEF1;AGT;LRP6;SMAD7;RBPJ;HGF;SPRED3;SPRY2;SDCBP;GATA3	TCGA-HNSC	quartile	130	130	20241	EMT	DOWN	True
CUSTOM_CLAUDIN_PAR_FOCAL	1.9338662836374136	0.0013985036011467731	0.0	0.9678296105949793	CLDN4;CLDN7;F11R;PARD3;CLDN1	TCGA-HNSC	quartile	130	130	20241	TJ	UP	True
GOBP_TIGHT_JUNCTION_ORGANIZATION	1.7807194589837123	0.005506607929515419	0.0	0.42260431298749496	EPHA2;CLDN4;CLDN7;OCLN;ILDR1;F11R;PARD3;MPP7;POF1B;PRKCH;CLDN1;LSR;MARVELD2;TJP1;MARVELD3;CLDN8;CLDN17;FZD5;DLG1;CLDN23;GRHL2;PDCD6IP;CLDN16	TCGA-HNSC	quartile	130	130	20241	TJ	UP	True
HALLMARK_APICAL_JUNCTION	-1.7494907542648086	0.0015130119023602985	0.0	-0.4106777197606001	PARVA;JAM3;SDC3;CD276;THY1;VCAN;CDH11;ADAMTS5;FBN1;MYL9;AKT3;CERCAM;NRXN2;GNAI2;TGFBI;ACTN1;MMP2;SGCE;PLCG1;ADRA1B;CDH15;MMP9;TRO;ACTG2;AMIGO2;TSPAN4;VAV2;ITGA9;INPPL1;NEGR1;THBS3;TMEM8B;NLGN2;BMP1;EPB41L2;SIRPA;ITGA10;SORBS3;PFN1;ACTC1;SPEG;ITGB1;MYH10;ACTN2;CDH4;SLIT2;COL16A1;NEXN;SLC30A3;CD34;CD209;NF1;MPZL1;MSN;ACTA1;FLNC;NF2;NRAP;LAMA3;CDH6;ACTN3;FSCN1;CADM3;CD99;ICAM2;VCL;CLDN5;ZYX;PTK2;MYH9;KCNH2;PECAM1;TNFRSF11B;MAP4K2;PKD1;TRAF1;VCAM1;LAMC2;NLGN3;CADM2;GTF2F1;B4GALT1;COL17A1;ACTB;EGFR	TCGA-HNSC	quartile	130	130	20241	TJ	UP	True
KEGG_TIGHT_JUNCTION	1.6105528560807236	0.014684287812041116	0.004166666666666667	0.3522331230826111	TJP3;CLDN4;CLDN7;TJP2;OCLN;LLGL2;CRB3;MYH14;F11R;PARD3;CGN;EPB41L1;PARD6B;PRKCH;CLDN1;CTNNA1;TJP1;MAGI3;EPB41;CLDN8;PRKCD;PPP2CA;CLDN17;PARD6G;PPP2R2A;GNAI3;VAPA;CDC42;CLDN23;ACTN4;PPP2CB;CLDN16;MYL12B;GNAI1	TCGA-HNSC	quartile	130	130	20241	TJ	UP	True
GOBP_CORNIFICATION	1.0347478834232011	0.37787567302985803	0.4230769230769231	0.4439611324646839	TMEM79	TCGA-HNSC	quartile	130	130	20241	KERATIN_BARRIER	UP	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-2.778363602029798	0.0	0.0	-0.5726786360792734	PCOLCE2;SERPINE2;PTX3;PLOD3;FERMT2;LOXL2;ITGB3;SGCB;NT5E;EMP3;VIM;FLNA;WIPF1;MCM7;ITGA5;LGALS1;COL4A1;COL4A2;TGFBI;LAMC1;COL5A3;FBN1;FN1;TNC;PRRX1;SGCG;BDNF;SLIT2;COL6A2;MSX1;FGF2;BMP1;GLIPR1;IL6;PLOD1;COL5A2;NID2;APLP1;LOX;NNMT;FOXC2;CALD1;TIMP1;CALU;PDGFRB;SERPINH1;PLOD2;CRLF1;FSTL1;VEGFC;SCG2;TPM2;CXCL12;COL5A1;ANPEP;MYLK;FSTL3;PDLIM4;TNFRSF11B;LAMA1;FAP;COL6A3;CTHRC1;FBN2;INHBA;DPYSL3;CAP2;ADAM12;OXTR;SPARC;VCAM1;THBS1;TPM1;THY1;BGN;GEM;GPX7;PMEPA1;CDH2;TGFB1;HTRA1;COL1A2;PTHLH;MMP3;VCAN;TNFAIP3;IL15;SNTB1;SFRP1;COL1A1;PCOLCE;BASP1;PLAUR;IL32;TGM2;ITGB1;PVR;COL3A1;GJA1;ENO2;POSTN;LAMA3;ECM2;GAS1;PMP22;COL12A1;FAS;TFPI2;MMP1;ECM1;MYL9;CDH6;CD44;MFAP5;FMOD;MATN3;ITGB5;MAGEE1;RGS4;COL16A1	TCGA-BLCA	quartile	102	102	20198	EMT	DOWN	True
CUSTOM_TJ_CORE	2.342217803102613	0.0	0.0	0.7066079349883246	CLDN4;TJP3;CRB3;CGN;INADL;TJP2;OCLN;CLDN7;CLDN8;PARD6B;MARVELD2;F11R;MAGI1;CLDN1;TJP1;CLDN3	TCGA-BLCA	quartile	102	102	20198	TJ	UP	True
CUSTOM_EMT_CORE	-2.2262496948238373	0.0	0.0	-0.7847495239047351	ZEB2;VIM;ITGA5;FN1;AXL;SNAI1;ZEB1;SPARC;MMP9;TWIST1;CDH2;COL1A1;COL3A1	TCGA-BLCA	quartile	102	102	20198	EMT	DOWN	True
