Samples,geneID,value,cell_line,Responder,Baseline,GSE_ID,Mouse_treatment,pvalue,label,label2,num,count
SRX3178239,Actb,11.3196153219112,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Responders,0,GSE103725,BRAFi; antiPDL2;,0.983154558553678,NA,NA,2,7
SRX3178240,Actb,11.1457993073818,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Responders,0,GSE103725,BRAFi; antiPDL2;,0.983154558553678,NA,NA,2,7
SRX3178242,Actb,11.2931647471791,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Non-responders,0,GSE103725,BRAFi; antiPDL2;,1,NA,NA,2,7
SRX3178241,Actb,10.983471977174,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Non-responders,0,GSE103725,BRAFi; antiPDL2;,1,NA,NA,2,7
SRX3178236,Actb,10.7132604210897,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Baseline,1,GSE103725,BRAFi,NA,NA,NA,2,7
SRX3178237,Actb,11.4460420101009,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Baseline,1,GSE103725,BRAFi,NA,NA,NA,2,7
SRX3178238,Actb,11.3450839343197,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Baseline,1,GSE103725,BRAFi,NA,NA,NA,2,7
SRX7813727,Actb,11.3536326357727,YTN16_GSE146027_day7_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.862682633026421,NA,NA,2,9
SRX7813726,Actb,11.228059507554,YTN16_GSE146027_day7_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.862682633026421,NA,NA,2,9
SRX7813728,Actb,11.1415782956707,YTN16_GSE146027_day7_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.862682633026421,NA,NA,2,9
SRX7813729,Actb,11.1391738751964,YTN16_GSE146027_day7_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.862682633026421,NA,NA,2,9
SRX7813730,Actb,11.1358523437048,YTN16_GSE146027_day7_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.862682633026421,NA,NA,2,9
SRX7813685,Actb,11.1846484724307,YTN16_GSE146027_day7_antiCTLA4(n=9),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,9
SRX7813686,Actb,11.2843723630344,YTN16_GSE146027_day7_antiCTLA4(n=9),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,9
SRX7813688,Actb,11.3639267058525,YTN16_GSE146027_day7_antiCTLA4(n=9),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,9
SRX7813689,Actb,11.1113333267855,YTN16_GSE146027_day7_antiCTLA4(n=9),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,9
SRX7813738,Actb,11.4971854313276,YTN16_GSE146027_day21_antiCTLA4(n=10),Responders,0,GSE146027,antiCTLA4,0.957224043981106,NA,NA,2,10
SRX7813736,Actb,11.3478621146848,YTN16_GSE146027_day21_antiCTLA4(n=10),Responders,0,GSE146027,antiCTLA4,0.957224043981106,NA,NA,2,10
SRX7813739,Actb,11.3162858603906,YTN16_GSE146027_day21_antiCTLA4(n=10),Responders,0,GSE146027,antiCTLA4,0.957224043981106,NA,NA,2,10
SRX7813737,Actb,11.3003313230373,YTN16_GSE146027_day21_antiCTLA4(n=10),Responders,0,GSE146027,antiCTLA4,0.957224043981106,NA,NA,2,10
SRX7813740,Actb,11.0312672863258,YTN16_GSE146027_day21_antiCTLA4(n=10),Responders,0,GSE146027,antiCTLA4,0.957224043981106,NA,NA,2,10
SRX7813705,Actb,11.0738934517945,YTN16_GSE146027_day21_antiCTLA4(n=10),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,10
SRX7813706,Actb,11.4855445923091,YTN16_GSE146027_day21_antiCTLA4(n=10),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,10
SRX7813707,Actb,11.3059613183495,YTN16_GSE146027_day21_antiCTLA4(n=10),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,10
SRX7813708,Actb,11.1353364070509,YTN16_GSE146027_day21_antiCTLA4(n=10),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,10
SRX7813709,Actb,11.4429807390794,YTN16_GSE146027_day21_antiCTLA4(n=10),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,10
SRX7813735,Actb,11.7307585985263,YTN16_GSE146027_day14_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.0020237402125102,**,NA,2,9
SRX7813733,Actb,11.6255164395467,YTN16_GSE146027_day14_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.0020237402125102,NA,NA,2,9
SRX7813731,Actb,11.4739532814599,YTN16_GSE146027_day14_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.0020237402125102,NA,NA,2,9
SRX7813734,Actb,11.4733665769925,YTN16_GSE146027_day14_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.0020237402125102,NA,NA,2,9
SRX7813732,Actb,11.4725277333994,YTN16_GSE146027_day14_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.0020237402125102,NA,NA,2,9
SRX7813695,Actb,10.8998728909711,YTN16_GSE146027_day14_antiCTLA4(n=9),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,9
SRX7813696,Actb,11.0585610858407,YTN16_GSE146027_day14_antiCTLA4(n=9),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,9
SRX7813697,Actb,10.892674355449,YTN16_GSE146027_day14_antiCTLA4(n=9),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,9
SRX7813699,Actb,11.1010028425164,YTN16_GSE146027_day14_antiCTLA4(n=9),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,9
SRX7813718,Actb,11.2277130970507,YTN16_GSE146027_day10_antiPD1(n=8),Non-responders,0,GSE146027,antiPD1,0.714141925351337,NA,NA,2,8
SRX7813720,Actb,11.1965520800579,YTN16_GSE146027_day10_antiPD1(n=8),Non-responders,0,GSE146027,antiPD1,0.714141925351337,NA,NA,2,8
SRX7813721,Actb,11.1859907760952,YTN16_GSE146027_day10_antiPD1(n=8),Non-responders,0,GSE146027,antiPD1,0.714141925351337,NA,NA,2,8
SRX7813719,Actb,11.0433965758288,YTN16_GSE146027_day10_antiPD1(n=8),Non-responders,0,GSE146027,antiPD1,0.714141925351337,NA,NA,2,8
SRX7813710,Actb,11.1322919601561,YTN16_GSE146027_day10_antiPD1(n=8),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,8
SRX7813711,Actb,11.1324546069486,YTN16_GSE146027_day10_antiPD1(n=8),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,8
SRX7813712,Actb,11.1861840909154,YTN16_GSE146027_day10_antiPD1(n=8),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,8
SRX7813713,Actb,10.9423356836429,YTN16_GSE146027_day10_antiPD1(n=8),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,8
SRX7813722,Actb,11.1357735525693,YTN16_GSE146027_anti_IL17_day10_antiPD1(n=8),Responders,0,GSE146027,antiPD1; antiIL17,0.709247253987399,NA,NA,2,8
SRX7813724,Actb,11.0548231230025,YTN16_GSE146027_anti_IL17_day10_antiPD1(n=8),Responders,0,GSE146027,antiPD1; antiIL17,0.709247253987399,NA,NA,2,8
SRX7813723,Actb,10.9880834369124,YTN16_GSE146027_anti_IL17_day10_antiPD1(n=8),Responders,0,GSE146027,antiPD1; antiIL17,0.709247253987399,NA,NA,2,8
SRX7813725,Actb,10.9037135435854,YTN16_GSE146027_anti_IL17_day10_antiPD1(n=8),Responders,0,GSE146027,antiPD1; antiIL17,0.709247253987399,NA,NA,2,8
SRX7813714,Actb,11.1400953619976,YTN16_GSE146027_anti_IL17_day10_antiPD1(n=8),Baseline,1,GSE146027,anti_IL17,NA,NA,NA,2,8
SRX7813715,Actb,11.033401972865,YTN16_GSE146027_anti_IL17_day10_antiPD1(n=8),Baseline,1,GSE146027,anti_IL17,NA,NA,NA,2,8
SRX7813716,Actb,11.0055397995982,YTN16_GSE146027_anti_IL17_day10_antiPD1(n=8),Baseline,1,GSE146027,anti_IL17,NA,NA,NA,2,8
SRX7813717,Actb,11.0338475773443,YTN16_GSE146027_anti_IL17_day10_antiPD1(n=8),Baseline,1,GSE146027,anti_IL17,NA,NA,NA,2,8
SRX5100602,Actb,11.5617066302217,T11_GSE124821_UV_end_antiCTLA4&antiPD1(n=9),Responders,0,GSE124821,antiPD1; antiCTLA4;,0.143541626908461,NA,NA,2,9
