term	es	nes	nom_p	n_set_in_rank	mean_stat	lead_genes	n_lead	cohort	contrast	n_high	n_low	bucket	expected	primary	source	enrichr_name	n	fdr_all	fdr_primary
GOBP_KERATINOCYTE_DIFFERENTIATION	0.3989711225229982	1.5609954839814268	0.017982017982017984	41	0.46960475261687007	ANXA1,EPHA2,UGCG,EXPH5,CSTA,TGM1,TGM3,PPP3CA,DSP,POU2F3,JAG1,CERS3,S100A7,EVPL,SPRR3,FGFR1,IVL	17	GSE241934	tacstd2_median	17	17	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Keratinocyte Differentiation (GO:0030216)	42	0.022886204704386525	0.022886204704386525
GOBP_KERATINIZATION	0.22590199644451459	0.9526201780843169	0.34565434565434566	59	0.06687448053467937	KRT5,KRT17,KRT78,TGM1,TGM3,KRT86,KAZN,PPL,KRT80,TMEM79,KRT4,CERS3,EVPL,LCE1C,KRT79,SPRR3,KRT6C,IVL,KRT6B,KRT75,SPRR2E,TCHH,KRT6A	23	GSE241934	tacstd2_median	17	17	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		83	0.34565434565434566	0.34565434565434566
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.41883260365400177	1.9111977744851567	0.002997002997002997	76	0.4938792365712496	F11R,PARD3,CLDN7,CLDN3,EPHA2,CLDN4,FRMPD2,CLDN9,MPP7,TBCD,NPHP1,RAMP2,CLDN22,CLDN8,CLDN1,MARVELD2,PRKCH,TGFB3,MPDZ,CLDN16,TJP1,AFDN,ILDR1,OCEL1,SNAI1	27	GSE241934	tacstd2_median	17	17	TJ	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		82	0.006993006993006993	0.006993006993006993
KRT_EPITHELIAL	0.5222067654865137	1.6642990270564602	0.014985014985014986	17	0.6930789715102283	KRT5,KRT17,KRT15,KRT4,KRT19,KRT6C,KRT13,KRT6B,KRT10,KRT6A	10	GSE241934	tacstd2_median	17	17	KERATIN_BARRIER	UP	True	Fixed keratin cytokeratin panel (simple + squamous; not an MSigDB set)		17	0.02097902097902098	0.02097902097902098
HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.4268949095965372	-2.164738949843868	0.000999000999000999	96	-0.5895460946280836	SELL,GBP2,IFITM2,NUB1,IFI44L,USP18,BATF2,PARP14,IFIT2,CMTR1,PLSCR1,SAMD9L,CXCL11,CCRL2,RTP4,TXNIP,HLA-C,IFIH1,CSF1,TRIM25,TRIM21,PSME1,CASP8,CXCL10,IFITM3	38	GSE241934	tacstd2_median	17	17	HALLMARK_CONTEXT	UNDIRECTED	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Interferon Alpha Response	97	0.0034965034965034965	0.0034965034965034965
HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.28675063871481804	-1.6850816144384422	0.000999000999000999	198	-0.1627653350628166	IFI44L,USP18,BATF2,PARP14,CIITA,TAPBP,IFIT2,METTL7B,CASP4,PLA2G4A,MTHFD2,IDO1,PSMB2,CMTR1,PTPN6,PLSCR1,SAMD9L,CXCL11,RNF213,RTP4,PSMA2,PSMB10,TXNIP,IFIH1,HLA-G	51	GSE241934	tacstd2_median	17	17	HALLMARK_CONTEXT	UNDIRECTED	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Interferon Gamma Response	200	0.0034965034965034965	0.0034965034965034965
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	-0.5933412743657989	-2.023991109479284	0.000999000999000999	21	-1.0161761046613866	HLA-F,TAPBP,PSMB10,HLA-C,HLA-G,HLA-A,CALR,TAP1,PSMB9,TAP2,PSMB8	11	GSE241934	tacstd2_median	17	17	MHC_I	UNDIRECTED	True	Locked custom classical MHC-I / antigen-processing panel (not MSigDB; MHC-II excluded)		21	0.0034965034965034965	0.0034965034965034965
HALLMARK_APICAL_JUNCTION	0.2236456222618144	1.2828048786878927	0.008991008991008992	194	0.06548649595079077	ITGB1,ICAM1,GNAI2,CTNND1,CNN2,LAMC2,B4GALT1,ICAM4,JUP,ITGA3,RHOF,CD209,PTPRC,PCDH1,AMH,NEXN,FSCN1,SRC,ITGA2,CDH15,CLDN6,NF2,LAMA3,MYH9,CTNNA1	65	GSE131907	tacstd2_median	10	10	TJ	UP	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apical Junction	200	0.014985014985014986	0.014985014985014986
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.27788335428520805	1.5943316091800792	0.000999000999000999	198	0.1513572856540587	ANPEP,CXCL6,PDLIM4,ITGB1,LAMC2,TNFAIP3,ITGB5,PTX3,TPM4,PLAUR,CTHRC1,MCM7,IL15,COL6A3,THBS1,JUN,ITGB3,TGM2,ITGA2,FN1,MMP3,GPC1,COL1A1,VEGFA,FAS	49	GSE131907	tacstd2_median	10	10	EMT	DOWN	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Epithelial Mesenchymal Transition	200	0.0024975024975024975	0.0024975024975024975
KEGG_TIGHT_JUNCTION	0.3204181961093972	1.759728351534079	0.000999000999000999	161	0.2310064625312937	ITGB1,AMOTL2,CTTN,YBX3,TUBA1C,PRKCZ,MAP3K5,RHOA,RAB8A,ERBB2,SYNPO,EZR,JUN,CD1A,MYH14,SRC,WAS,CLDN1,CLDN16,CLDN6,CD1E,NF2,CLDN23,TJP3,AMOT	43	GSE131907	tacstd2_median	10	10	TJ	UP	True	Enrichr KEGG_2021_Human	Tight junction	169	0.0024975024975024975	0.0024975024975024975
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.25963386719537	1.123150053079612	0.07292707292707293	45	-0.025778807713641643	ECT2,CLDN1,GRHL2,CLDN16,CLDN6,ARL2,CLDN23,MICALL2,PARD3,CLDN9,CLDN4	11	GSE131907	tacstd2_median	10	10	TJ	UP	True	Enrichr GO_Biological_Process_2023	Bicellular Tight Junction Assembly (GO:0070830)	47	0.08414662260816107	0.08414662260816107
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.4534847667636145	2.023097774094726	0.000999000999000999	52	0.402509466960192	ST14,OVOL1,EREG,CASP3,ERCC3,CFLAR,KRT16,MED1,PPP3CA,EVPL,SPRR1B,SPRR2F,SPRR3,SPRR1A,ANXA1,BCR,CTNNB1	17	GSE131907	tacstd2_median	10	10	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Epidermal Cell Differentiation (GO:0009913)	54	0.0024975024975024975	0.0024975024975024975
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	-0.2797771962477973	-1.0939590826834305	0.2047952047952048	45	-0.27725707555283796	LEF1,SNAI2,FGFR1,NOTCH4,NOG,WNT5A,HEY1,HEY2,WNT4,HGF,TBX3,TGFBR1,SOX9,OLFM1	14	GSE131907	tacstd2_median	10	10	EMT	DOWN	True	Enrichr GO_Biological_Process_2023	Epithelial To Mesenchymal Transition (GO:0001837)	47	0.21942343370914802	0.21942343370914802
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.4583212750207861	1.5900209074614426	0.013986013986013986	19	0.34068139290531896	LSR,KRT16,IL18,CLDN1,KDF1,TP63,SFN,CLDN4	8	GSE131907	tacstd2_median	10	10	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Establishment Of Skin Barrier (GO:0061436)	19	0.018731268731268732	0.018731268731268732
GOBP_KERATINOCYTE_DIFFERENTIATION	0.4930294607252216	2.1030622038545816	0.000999000999000999	40	0.5165337969872139	ST14,EREG,CASP3,CFLAR,KRT16,MED1,EXPH5,PPP3CA,EVPL,SPRR1B,SPRR2F,SPRR3,SPRR1A,ANXA1,BCR	15	GSE131907	tacstd2_median	10	10	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Keratinocyte Differentiation (GO:0030216)	42	0.0024975024975024975	0.0024975024975024975
GOBP_KERATINIZATION	0.2993371950063898	1.38493065637265	0.014985014985014986	62	0.07800827532179035	KRT17,KRT86,KRT80,KRT16,KRT7,KLK5,PPL,EVPL,KRT81,SPRR1B,SPRR2F,SPRR3,CDH3,SPRR1A,SFN,SHARPIN,LIPN,CASP14,LCE3A	19	GSE131907	tacstd2_median	10	10	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		83	0.018731268731268732	0.018731268731268732
GOBP_CORNIFICATION	0.2698721130408697	0.7371056762012799	0.3386613386613387	9	-0.09943462111748874	KLK5,LIPN,CASP14	3	GSE131907	tacstd2_median	10	10	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		9	0.3386613386613387	0.3386613386613387
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.2995353152476161	1.4512817903219783	0.003996003996003996	76	0.06360090682343704	EPHB2,LSR,TNF,ECT2,PLEC,CLDN1,GRHL2,CLDN16,CLDN6,ARL2,CLDN23,MICALL2,GPBAR1,PARD3,CLDN9,CLDN4,NPHP4,TJP1,SRF	19	GSE131907	tacstd2_median	10	10	TJ	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		82	0.007492507492507492	0.007492507492507492
KRT_EPITHELIAL	0.5367875726562192	1.8108333388128206	0.003996003996003996	17	0.6980289494006352	KRT17,KRT16,KRT7,KRT15,KRT19,KRT14,KRT8,KRT18,KRT6A,KRT5,KRT6C	11	GSE131907	tacstd2_median	10	10	KERATIN_BARRIER	UP	True	Fixed keratin cytokeratin panel (simple + squamous; not an MSigDB set)		17	0.007492507492507492	0.007492507492507492
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.5156007836184797	2.5928259052363716	0.000999000999000999	95	0.6047095861184562	CSF1,CD47,PARP14,BATF2,GBP4,CNP,IL15,PARP12,B2M,IFIT2,MOV10,IRF7,SP110,CASP1,PARP9,CMPK2,C1S,TRIM25,NMI,TAP1,GBP2,ELF1,IFIT3,LY6E,IL7	55	GSE131907	tacstd2_median	10	10	HALLMARK_CONTEXT	UNDIRECTED	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Interferon Alpha Response	97	0.0024975024975024975	0.0024975024975024975
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.48430867351345697	2.7768110958340086	0.000999000999000999	198	0.5936579136542112	ICAM1,CD38,CCL5,PARP14,MYD88,GBP6,HLA-DQA1,BATF2,TNFAIP3,GZMA,GBP4,CASP3,FCGR1A,TNFAIP2,ITGB7,CMKLR1,IL15,FGL2,SAMHD1,PARP12,B2M,CIITA,IFIT2,IL10RA,STAT1	108	GSE131907	tacstd2_median	10	10	HALLMARK_CONTEXT	UNDIRECTED	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Interferon Gamma Response	200	0.0024975024975024975	0.0024975024975024975
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	0.4504083026894373	1.5887541103988096	0.013986013986013986	21	0.37355277326066993	B2M,TAP1,HLA-E,HLA-F,ERAP2,PSMB10,PSMB9,TAP2,IRF1	9	GSE131907	tacstd2_median	10	10	MHC_I	UNDIRECTED	True	Locked custom classical MHC-I / antigen-processing panel (not MSigDB; MHC-II excluded)		21	0.018731268731268732	0.018731268731268732
HALLMARK_APICAL_JUNCTION	0.4804779690055522	2.3995923532385017	0.000999000999000999	200	0.7928640968423689	BAIAP2,NECTIN4,CLDN4,LAMB3,TGFBI,MYL9,COL17A1,NECTIN2,MPZL2,LAMC2,COL16A1,ADAM9,JUP,EGFR,CRAT,ICAM1,CX3CL1,ITGB4,CDH1,SORBS3,CTNND1,RRAS,ALOX15B,TJP1,ACTN4	69	GSE205335	tacstd2_median	10	10	TJ	UP	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apical Junction	200	0.0012487512487512488	0.0012487512487512488
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.5752833532976842	2.8936842664637656	0.000999000999000999	200	0.9240320527082203	CAPG,LRP1,MMP14,TGFBI,MYL9,ECM1,PLOD1,SDC1,LAMC2,PDLIM4,BDNF,COL16A1,FUCA1,COL12A1,SERPINH1,QSOX1,FN1,EFEMP2,GJA1,CCN1,IGFBP3,LGALS1,PLAUR,LOX,SERPINE1	83	GSE205335	tacstd2_median	10	10	EMT	DOWN	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Epithelial Mesenchymal Transition	200	0.0012487512487512488	0.0012487512487512488
KEGG_TIGHT_JUNCTION	0.44135169586433004	2.1522687937212437	0.000999000999000999	167	0.6177666170984797	CLDN4,SYNPO,MYL9,F11R,CLDN1,RAB13,ERBB2,CD1E,RAC1,MYL12A,MARVELD3,PRKCE,TJP1,ACTN4,CRB3,CCND1,AMOTL2,CLDN7,ARHGEF18,CD1A,CLDN16,CGNL1,SLC9A3R1,CLDN15,PRKCZ	66	GSE205335	tacstd2_median	10	10	TJ	UP	True	Enrichr KEGG_2021_Human	Tight junction	169	0.0012487512487512488	0.0012487512487512488
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.5259494932003179	2.0734164504799195	0.000999000999000999	47	0.8373173761918893	CLDN4,CLDN1,RAB13,MARVELD3,CLDN7,POF1B,CLDN16,GRHL2,CLDN15,OCLN,CLDN23,ARL2,MICALL2,CLDN20,CLDN24,CLDN10,PARD3,MARVELD2	18	GSE205335	tacstd2_median	10	10	TJ	UP	True	Enrichr GO_Biological_Process_2023	Bicellular Tight Junction Assembly (GO:0070830)	47	0.0012487512487512488	0.0012487512487512488
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.5872659062500285	2.377929276584195	0.000999000999000999	53	0.9823435841443006	EVPL,ADAM9,SCEL,EPHA2,ST14,IVL,CSTA,PITX2,SPRR3,SPRR1A,KRT16,SPRR1B,CERS3,GATA6,TGM1,KRT10,ANXA1,SPINK5,OVOL1,CTNNB1,WNT5A,SPRR2B,UGCG,TGM3,SPRR2G	29	GSE205335	tacstd2_median	10	10	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Epidermal Cell Differentiation (GO:0009913)	54	0.0012487512487512488	0.0012487512487512488
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.3645827298914331	1.4178951841458913	0.04295704295704296	47	0.3701880081880447	HMGA2,DLG5,TGFB1,WNT4,SNAI2,S100A4,TGFBR3,TGFB2,CTNNB1,FOXF2,WNT5A,LIMS1	12	GSE205335	tacstd2_median	10	10	EMT	DOWN	True	Enrichr GO_Biological_Process_2023	Epithelial To Mesenchymal Transition (GO:0001837)	47	0.046025403168260315	0.046025403168260315
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.8229552314891035	2.5910827544002535	0.000999000999000999	19	1.769268353362134	CLDN4,LSR,TP63,CLDN1,TMEM79,SFN,ALOXE3,ALOX12,KRT16,MET,HRNR,FA2H,KDF1,IL18,UGCG,FLG2	16	GSE205335	tacstd2_median	10	10	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Establishment Of Skin Barrier (GO:0061436)	19	0.0012487512487512488	0.0012487512487512488
GOBP_KERATINOCYTE_DIFFERENTIATION	0.622450143380257	2.365258226046481	0.000999000999000999	41	1.1369306655692928	EVPL,ADAM9,SCEL,EPHA2,ST14,IVL,CSTA,SPRR3,SPRR1A,KRT16,SPRR1B,CERS3,TGM1,KRT10,ANXA1,WNT5A,SPRR2B,UGCG,TGM3,SPRR2G,PIP5K1A,EXPH5,DSP,CDSN,EREG	25	GSE205335	tacstd2_median	10	10	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Keratinocyte Differentiation (GO:0030216)	42	0.0012487512487512488	0.0012487512487512488
GOBP_KERATINIZATION	0.5873277459239964	2.4761789389676996	0.000999000999000999	71	1.1007719323794274	PPL,EVPL,SPRR2D,TMEM79,SFN,CDH3,IVL,KRT86,SPRR3,IL1A,SPRR1A,KRT72,CNFN,SPRR4,KRT16,SPRR1B,CERS3,ABCA12,KRT5,KRT77,KRT6B,KRT79,TGM1,SPRR2E,KRT78	45	GSE205335	tacstd2_median	10	10	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		83	0.0012487512487512488	0.0012487512487512488
