contrast_id	accession	gene	perturbation	species	tissue_or_model	assay	contrast_class	n_kd	n_ctrl	target_log2fc	target_p_sample	nhej_delta	nhej_median	nhej_p	nhej_q	nhej_n_genes	ifn_alpha_delta	ifn_alpha_median	ifn_alpha_p	ifn_alpha_q	ifn_alpha_n_genes	ifn_gamma_delta	ifn_gamma_median	ifn_gamma_p	dna_repair_delta	dna_repair_median	dna_repair_p	pattern	note
GSE312708_HuCCA1_CLDN1KO_vs_ctrl	GSE312708	CLDN1	KO	human	HuCC-A1 CLDN1 KO vs control, in vitro	RNA-seq counts	genetic_ko_rnaseq	3	3	-0.2978819356645399	0.0018652871987852562	-0.10122821126368198	-0.12498472558840201	0.04341478959869326	0.07235798266448877	14	0.562665452246212	0.3498607607053621	0.008454714094391334	0.021136785235978332	96	0.39131863032671266	0.21702773893500282	0.0074832566856210475	-0.0031376781750092064	-0.04503104422323467	0.9099673047044559	invalid_target_not_down	CLDN1 raw counts stay high (control 58k–71k, KO 43k–68k). mRNA loss is not confirmed.
GSE312711_HuCCA1_CDX_CLDN1KO_vs_ctrl	GSE312711	CLDN1	KO	human	HuCC-A1 CLDN1 KO vs control, cell-line xenograft	RNA-seq counts	genetic_ko_rnaseq	6	6	-0.2771040246395682	0.20402189239675633	0.03292039777289624	0.00011334228488024678	0.45954927788077976	0.9771793966167743	14	-0.010630862249545459	-0.06295978484928444	0.9566483519036257	0.9771793966167743	96	-0.009988106523303841	-0.010202416066010578	0.935467561876163	0.001308930429514632	0.019681559369432833	0.9771793966167743	invalid_target_not_down	CLDN1 counts remain high in the knockout tumors (about 51k–198k versus 102k–264k in controls).
GSE312713_PDM217_shCLDN1_vs_ctrl	GSE312713	CLDN1	shRNA	human	CCA organoid PDM217 shCLDN1 vs control	RNA-seq counts	genetic_kd_rnaseq	3	3	-1.8254730021344567	0.008499662711864482	0.03304315863944485	0.009733836109079075	0.5856856722506568	0.5856856722506568	14	0.24962153842147927	0.24106767017903374	0.00035375333484942683	0.001768766674247134	96	0.15265488098989177	0.1065820869789933	0.004033751739148818	-0.030331988521609787	-0.03347748256889898	0.3838966682492856	joint_pattern_absent	3 vs 3
GSE234513_DLD1_sh1_vs_shNTC	GSE234513	CLDN1	shRNA liver tumors, one hairpin	human	DLD-1 LIN28B-high liver tumors after portal-vein injection	RNA-seq TPM	genetic_kd_rnaseq	2	2	-0.8014893004040602	0.18911198820455563	-0.573257548062446	-0.5683068254497053	0.4986288715677265	0.4986288715677265	14	-0.3963659488565465	-0.40773568434339835	0.292101509532541	0.4986288715677265	96	-0.3438084365910452	-0.3492600199282969	0.21590181763633995	-0.4204213272444788	-0.42152748103661697	0.3862178402492329	joint_pattern_absent	Yasu_1..12 assigned in GEO sample order (shNTC, sh1, sh2 within each line). n=2 vs 2, so the call cannot be joint_nominal. A hairpin is interpretable only when CLDN1 log2(TPM+1) falls by more than 0.5.
GSE234513_DLD1_sh2_vs_shNTC	GSE234513	CLDN1	shRNA liver tumors, one hairpin	human	DLD-1 LIN28B-high liver tumors after portal-vein injection	RNA-seq TPM	genetic_kd_rnaseq	2	2	0.08438022405670198	0.7976059161816282	0.09486518693295132	0.12441753660777355	0.6173711839786779	0.6446473220592396	14	0.16456812965013334	0.12227389617902906	0.24208513031296336	0.6446473220592396	96	0.18305401044847747	0.1257928537956987	0.410665283197035	0.11411149306082358	0.11710319536473346	0.5062887451227346	invalid_target_not_down	Yasu_1..12 assigned in GEO sample order (shNTC, sh1, sh2 within each line). n=2 vs 2, so the call cannot be joint_nominal. A hairpin is interpretable only when CLDN1 log2(TPM+1) falls by more than 0.5.
GSE234513_LoVo_sh1_vs_shNTC	GSE234513	CLDN1	shRNA liver tumors, one hairpin	human	LoVo LIN28B-high liver tumors after portal-vein injection	RNA-seq TPM	genetic_kd_rnaseq	2	2	-0.8453153284263278	0.06430073827637936	-1.2619634211856638	-1.13958182260349	0.23130208919400402	0.289127611492505	14	-0.6632318586070118	-0.626027770555293	0.19246581565109902	0.289127611492505	96	-0.24320927145689364	-0.3197429181639926	0.32810693184112644	-0.6186838275479758	-0.5467132879288137	0.10736386868136617	joint_pattern_absent	Yasu_1..12 assigned in GEO sample order (shNTC, sh1, sh2 within each line). n=2 vs 2, so the call cannot be joint_nominal. A hairpin is interpretable only when CLDN1 log2(TPM+1) falls by more than 0.5.
GSE234513_LoVo_sh2_vs_shNTC	GSE234513	CLDN1	shRNA liver tumors, one hairpin	human	LoVo LIN28B-high liver tumors after portal-vein injection	RNA-seq TPM	genetic_kd_rnaseq	2	2	0.15294480011725198	0.23819380260449075	-0.17267293566319708	-0.19618280179415581	0.3656811296006156	0.4571014120007695	14	-0.5169819479356375	-0.49828395472570897	0.15101293864542326	0.3775323466135581	96	-0.2890627308246545	-0.20771237056094094	0.12000408207426472	-0.1850187988504981	-0.16028493439894653	0.22956298799000882	invalid_target_not_down	Yasu_1..12 assigned in GEO sample order (shNTC, sh1, sh2 within each line). n=2 vs 2, so the call cannot be joint_nominal. A hairpin is interpretable only when CLDN1 log2(TPM+1) falls by more than 0.5.
GSE296175_siCLDN1_vs_untreated	GSE296175	CLDN1	siRNA	human	imatinib-resistant GIST cells (deposited titles mix GIST-T1R and GIST 430)	RNA-seq counts	genetic_kd_rnaseq	3	3	-1.8290511098103273	3.3476141912867575e-05	0.051327566414497205	0.04078819568102787	0.003579960522613935	0.017899802613069674	14	-0.01872215637276886	-0.012382330525957164	0.2503074697434187	0.4171791162390312	97	-0.009342180685234514	0.0	0.1806820890219453	-0.004978552955785531	-0.001351929115209316	0.41037892911369267	joint_pattern_absent	3 vs 3. PDS-0330 arm excluded from this contrast.
GSE296175_PDS0330_vs_untreated	GSE296175	CLDN1	CLDN1 monoclonal antibody PDS-0330, not genetic KD	human	same GIST cultures, antibody arm	RNA-seq counts	mab_not_genetic	3	3	0.23219625543569133	0.0003240491978395297	0.09135105868837723	0.06522846182896358	0.03264831687794741	0.05441386146324569	14	0.6566913358149207	0.3224485204920762	2.7353804240898975e-06	6.838451060224744e-06	97	0.4251734195048047	0.17487001651855505	4.882497639343555e-07	-0.007297304540744065	-0.005423916365972836	0.6337880107739529	invalid_target_not_down	Scored only as a non-genetic comparator. Not a knockdown.
GSE159914_Cldn3KO_vs_WT_baseline_liver	GSE159914	CLDN3	germline knockout	mouse	adult female liver, no surgery	RNA-seq counts	genetic_ko_rnaseq	3	3	-3.504913737217502	0.0026061248218954285	-0.04606565370970728	-0.007078032329407069	0.5306616320600634	0.8844360534334391	14	-0.005301583252585118	0.00882971733019211	0.8892097094202811	0.9662685324682494	91	0.05515000321191765	0.0437083488573935	0.11552210335598906	0.0013245411376696659	-0.001166547117415595	0.9662685324682494	joint_pattern_absent	CTRL_1/2/3 are CLDN3-/-; CTRL_5/6/7 are CLDN3+/+. Technical replicate CTRL5_Tec2 excluded.
