source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank
Epi_TACSTD2low,T_cell,CXCL16,CXCR6,5.5956116,0.0,31.267403,1.2688363247066339,4.037984954849477,0.478568,0.8827149,1.720297956434052e-11,9.445483662695965e-08
Epi_TACSTD2low,T_cell,CXCL9,CXCR3,5.58966,0.0,31.18134,1.2319294455957943,3.8566990595867994,0.44008186,0.8825722,2.149711487335897e-09,3.7779354005738344e-07
Epi_TACSTD2low,T_cell,CXCL11,CXCR3,5.5739017,0.0,30.997261,1.2313169375907185,3.8508346382181564,0.44534728,0.8822649,2.149711487335897e-09,8.499774408554155e-07
Epi_TACSTD2low,T_cell,CXCL11,CCR5,5.5687046,0.0,30.942095,1.2341239773088364,3.904603087498487,0.45439127,0.88217247,1.376132611834175e-10,1.510967708625892e-06
Epi_TACSTD2low,T_cell,CXCL10,CXCR3,5.5480604,0.0,30.695402,1.2340124871184814,3.8551269291661185,0.4516925,0.8817557,1.1007368841664329e-09,2.360725955570511e-06
Epi_TACSTD2low,T_cell,CCL5,CXCR3,5.540485,0.0,30.606915,1.0506655160229599,3.0496414937970107,0.29395875,0.88160515,8.803187788516954e-09,3.399212989209887e-06
Epi_TACSTD2low,T_cell,CCL5,CCR5,5.535288,0.0,30.552443,1.0534725557410778,3.103409943077341,0.2999284,0.8815122,3.71441591617115e-09,4.626390314467007e-06
Epi_TACSTD2high,T_cell,CCL5,CXCR3,4.17772,0.0,14.6882305,0.5403337576097288,1.6574045787285705,0.14107054,0.83762056,3.589030602130487e-08,9.439678015562767e-06
Epi_TACSTD2high,T_cell,CCL5,CCR5,4.1725225,0.0,14.66209,0.5431407973278466,1.711173028008901,0.14393537,0.83749944,3.440282883061425e-08,1.1421229517724765e-05
Epi_TACSTD2high,T_cell,CXCL9,CXCR3,4.0265093,0.0,12.921909,0.6329761092252064,1.840170243657366,0.18237504,0.828718,3.143397182918395e-08,1.3591277763145344e-05
Epi_TACSTD2high,T_cell,CXCL11,CXCR3,3.9931712,0.0,12.532483,0.6254877396445074,1.8408529395632343,0.18005808,0.82653534,3.143397182918395e-08,1.5949784042157057e-05
Epi_TACSTD2high,T_cell,CXCL11,CCR5,3.9879737,0.0,12.5101795,0.6282947793626252,1.8946213888435648,0.18371464,0.82640755,3.143397182918395e-08,1.849670964509248e-05
Epi_TACSTD2high,T_cell,CXCL10,CXCR3,3.907268,0.0,11.529036,0.6018325127144315,1.8008578107078663,0.16965337,0.8204708,3.143397182918395e-08,2.123201586228417e-05
Epi_TACSTD2high,T_cell,CXCL16,CXCR6,3.8766932,0.0,11.3138895,0.6062183464204072,1.7744445880755282,0.17316647,0.8190793,3.143397182918395e-08,2.4155663984064693e-05
Epi_TACSTD2low,T_cell,CXCL9,KIR2DL3,3.0220037,0.0,3.7652514,0.5901275747525638,1.513680584880964,0.1440841,0.7231245,3.143397182918395e-08,0.0005146557193395474
Epi_TACSTD2low,T_cell,CXCL16,GRM7,3.0300431,0.0,3.6252913,0.6376054827496678,1.7991900921158512,0.16448534,0.7193165,3.143397182918395e-08,0.0006470549514822612
Epi_TACSTD2low,T_cell,CXCL9,GRM7,3.0058455,0.0,3.5927236,0.5984317959327097,1.6532746631210982,0.15268861,0.7184046,3.143397182918395e-08,0.00072711166957956
