regulon	tf	kind	n_targets	n_high_specific	mean_r	targets	elf3_given	note
NKX2-1_prior	NKX2-1	public_prior	62			ABCA3;ADCYAP1;AGER;APRT;BMP4;BTK;CALCA;CCL11;CCNB1;CCNB2;CEBPA;CHRNA2;CHRNA7;DAXX;E2F3;EBP;FLT1;GH1;GLB1;HGF;HHEX;HLA-A;HMGA2;IKBKB;IL6;INS-IGF2;IRF2BPL;LHX6;LMO3;MDK;MET;MUC5B;NES;NRP2;OCLN;PAX8;PRDM13;PRL;PSAP;PTTG1;RET;SCGB1A1;SCGB3A1;SCGB3A2;SFTPA1;SFTPA2;SFTPB;SFTPC;SFTPD;SLC5A5;SOD2;SP1;SPARC;STK11;TERT;TG;TGFB2;TNF;TPO;TSHR;TTF1;WNT7B	False	TRRUST+DoRothEA+CollecTRI union; CLDN4 held out; not ChIP
SOX2_prior	SOX2	public_prior	338			ABCA13;ABCC3;ABCC4;ABCC6;ABI3BP;ADAM10;ADAMTSL1;ADGRB3;ADGRL2;ADGRL3;AFF3;AGAP1;AGR2;AHR;AKAP6;ALCAM;ALK;ANGPT1;ANKFN1;ANKS1B;ANO2;AP3B1;APP;ARHGAP24;ARHGAP26;ARHGAP32;ARID5B;ASAP1;ASXL1;ATOH1;ATRNL1;BBS9;BDNF;BHLHE40;BIRC5;BMP4;BMPR1B;CACNA2D1;CACNA2D3;CADPS2;CCDC171;CCDC91;CCND1;CCNE1;CDH11;CDH18;CDH2;CDK5RAP2;CDKAL1;CDKN1A;CDKN1B;CDX2;CEP112;CHD9;CHN2;CLASP1;CLASP2;CLIC5;CNTN4;CNTNAP2;COL12A1;COL14A1;COL25A1;CPNE4;CREB5;CSMD1;CSMD3;CTBP2;CTNNA2;CTNNB1;CTNND2;DAAM1;DAB1;DCC;DCLK2;DENND1A;DGKB;DIAPH3;DIS3L2;DKK1;DLG1;DLG2;DLGAP1;DMD;DNAH14;DOCK10;DOCK4;DPP10;DPPA4;DPYD;DTNA;EBF1;EFNA5;EGFR;EGLN3;EIF4G3;ELMO1;ELP4;EMSY;ENAH;EPB41L2;EPHA4;EPHB1;ERBB4;ERC1;ESRRG;ETV1;ETV6;EXOC4;EXOC6B;EXT1;FABP7;FAM13A;FGD4;FGF3;FGGY;FHOD3;FILIP1L;FNDC3B;FOXJ1;FOXP1;FOXP2;FRMD4A;GADD45B;GALNTL6;GATA6;GFAP;GLI2;GLI3;GRIA1;GRIK2;GTDC1;HDAC4;HDAC9;HES5;HES6;HHAT;HIVEP2;HIVEP3;HMCN1;HOXB1;HRC;IMMP2L;INPP4B;IQCH;ISL1;ITGA6;ITPR2;JAG1;JMJD1C;KALRN;KCNIP4;KCNMB2;KDM4C;KIT;L1TD1;LDB2;LEF1;LEFTY1;LHX3;LIN28A;LPP;LRBA;LRIG1;LRP1B;LRRC7;LSAMP;MACROD2;MAGI1;MAGI2;MAML2;MAP1B;MAPK10;MBD5;MCC;MCTP1;MECOM;MEGF10;MKI67;MMP3;MMRN1;MSI2;MTOR;MUC5AC;MYCN;MYO10;NAALADL2;NANOG;NAV2;NAV3;NBEA;NCAM1;NEDD4L;NES;NEUROD1;NEUROG2;NKX2-1;NLGN1;NOTCH1;NPAS3;NR0B1;NR2E1;NR5A2;NRG1;NRP2;NRXN1;NRXN3;NTM;NTNG1;NTRK3;OFCC1;OLA1;OPCML;PACRG;PALLD;PAM;PARD3B;PAX6;PBX3;PCLO;PDE4B;PDE4D;PDLIM5;PGA5;PHACTR1;PHLPP1;PIEZO2;PLAC1;PLCB1;PLCB4;PLCL1;PLXNA2;PMP2;POLR3B;POU2F1;POU4F2;POU5F1;PPARGC1A;PQBP1;PRDM5;PRKG1;PROM1;PRR16;PRUNE2;PTPRD;PTPRM;RABGAP1L;RAD51B;RALGAPA2;RANBP17;RAPGEF2;RBMS3;RBPJ;RERE;RHO;RLIM;ROBO1;ROBO2;RORB;RPS6KC1;RUNX1;RYR2;RYR3;SAMD12;SBF2;SCGB1A1;SDC2;SDK1;SEMA3A;SEMA3C;SEMA3D;SEMA6A;SHANK2;SHH;SIPA1L2;SIX3;SKAP2;SLC22A23;SLC44A3;SLC8A1;SLCO3A1;SLIT3;SORBS1;SORBS2;SORCS1;SOX21;SOX3;SOX5;SOX6;SPAG9;SPOCK1;SPP1;STXBP6;SYT1;TBCK;TEAD1;TENM3;TENM4;THADA;THSD7A;THSD7B;TLE4;TLK1;TMTC2;TNS3;TP63;TRAPPC9;TRIM2;TRIM33;TRIO;TRIP12;TRPC4;TRPM3;TRPS1;TTC28;TUBB3;TULP3;TWIST1;UTF1;VGLL4;VIM;VMP1;VPS13B;VPS13D;WDFY3;XPR1;ZBTB20;ZCCHC7;ZEB2;ZFAND3;ZFP42;ZFPM2;ZIC3;ZMIZ1;ZNF385B;ZNF407;ZNF536;ZSCAN10	False	TRRUST+DoRothEA+CollecTRI union; CLDN4 held out; not ChIP
FOXA1_prior	FOXA1	public_prior	536			ABCA1;ABCC4;ABLIM1;ACOXL;ADAMTSL1;ADGRF1;ADGRG6;ADGRL2;ADGRV1;AFF1;AFF3;AFP;AGAP1;AGR2;AKAP13;AKAP6;AKAP9;ALB;ALCAM;ALDH1A2;AMOTL1;ANGPT1;ANK3;ANKRD28;ANKRD50;ANKS1B;ANO6;APBB2;APOA1;APOB;APP;AR;ARAP2;ARHGAP10;ARHGAP12;ARHGAP15;ARHGAP24;ARHGAP26;ARHGAP32;ARHGAP42;ARHGAP6;ARHGEF3;ARID1B;ARID5B;ASAP1;ATP8B1;ATP8B4;ATRNL1;ATXN7;AUTS2;BANK1;BBX;BCAR3;BCAS3;BCKDHB;BCL2;BICC1;BIRC6;BMP2;BMPER;BMPR1B;BRCA1;BRIP1;CACNA2D1;CACNA2D3;CACNB2;CADM1;CADPS2;CALD1;CAMK2D;CAST;CASZ1;CBFA2T2;CBLB;CCDC91;CCND1;CCNG2;CCSER1;CD274;CD36;CDH18;CDK14;CDK5RAP2;CDKAL1;CDKN1B;CDKN2A;CDS1;CEBPA;CEP112;CEP128;CFTR;CHN2;CLASP1;CNBD1;CNTN5;CNTNAP2;COBL;COL14A1;COL21A1;COL28A1;CPNE4;CREB5;CRIM1;CSGALNACT1;CTNNA1;CTNND2;CUX1;CYP2C18;CYP7A1;DAAM1;DCLK1;DENND1A;DENND1B;DGKB;DIO1;DIO2;DIP2C;DLEU1;DLG1;DLG2;DNAH11;DOCK10;DOCK4;DOCK5;DPYD;DST;DTNA;DYM;DYNC2H1;DYRK1A;EEFSEC;EFNA5;EGFR;EGLN3;EHF;EIF3H;ELF3;ELK4;EMCN;EN1;ENAH;EPB41L2;EPHA6;EPS8;ERBB3;ERBB4;ERC1;ERC2;ERG;ESR1;ESRP1;ESRRG;ETV6;EVL;EXOC4;EXOC6;EXOC6B;EXT1;EYA2;FABP1;FAM13A;FAT1;FBXL17;FBXW11;FERMT2;FGF12;FGFR2;FGGY;FHIT;FHOD3;FIGN;FILIP1L;FLNB;FNDC3B;FOCAD;FOXC1;FOXN3;FOXP1;FOXP2;FRMD4B;FRY;FRYL;FSIP1;FSTL5;FTO;FUT8;G6PC2;GALNTL6;GCG;GHR;GLI3;GLIS3;GMDS;GNAQ;GPATCH2;GPD2;GRB10;GREB1;GRHL2;GRID2;GRIK2;GRIP1;GRM7;GSE1;GTDC1;GULP1;HDAC4;HDAC9;HELT;HERC1;HIVEP2;HIVEP3;HMCN1;HNF1A;HNF4A;HOXB13;HSPA1A;HSPA1B;ICA1;IFI27;IGF1R;IL1R1;IL6;IMMP2L;INPP4B;IQGAP2;ITPR1;ITPR2;ITSN1;JARID2;JAZF1;JMJD1C;KALRN;KAT6B;KCNMA1;KCNMB2;KDM4C;KDM6A;KIAA1217;KIAA1328;KIF12;KIF21A;KLK3;KRT7;KTN1;LCT;LHFPL2;LIMCH1;LMBR1;LMO7;LMX1A;LMX1B;LNX1;LOXL2;LPP;LRBA;LRCH1;LRIG1;LRP1B;LSAMP;LTBP1;LUZP2;MACF1;MACROD2;MAD1L1;MAGI1;MAML3;MAP2;MAP4K4;MAPK10;MAPKAP1;MAST4;MBD5;MBNL1;MCF2L2;MCTP1;MECOM;MED13L;MEF2C;MET;MGAT4C;MID1;MIPEP;MIPOL1;MITF;MLLT3;MLXIPL;MSI2;MTUS1;MUC4;MYC;MYCBP2;MYLK;MYO1B;MYRIP;NAALADL2;NAV2;NAV3;NBAS;NBEA;NCALD;NCAM2;NCOA2;NDUFAF6;NEDD4L;NEDD9;NEK10;NEK7;NES;NEUROG2;NF1;NFIA;NFIB;NIPBL;NKX2-1;NKX2-2;NLGN1;NPAS3;NR3C1;NR3C2;NR4A2;NRCAM;NRG3;NRG4;NRP1;NRXN1;NRXN3;NUMB;NXPH1;OFCC1;OSBPL10;OSBPL8;OSBPL9;P3H2;PACS1;PAG1;PAM;PAPPA2;PAPSS1;PARD3;PARD3B;PAWR;PBX1;PBX3;PCLO;PDE4B;PDE4D;PDE8B;PDLIM5;PDS5B;PDX1;PDZRN3;PHACTR1;PHACTR2;PHLDB2;PHLPP1;PIAS1;PIEZO2;PIP4K2A;PKIB;PKP4;PLCB1;PLCB4;PLD1;PLXNA2;POU2F1;PPARG;PPFIA2;PPFIBP2;PPP1R12A;PPP3CA;PREX1;PRICKLE2;PRKAG2;PRKCE;PRKCH;PRKD1;PRLR;PRR15L;PRUNE2;PSD3;PTK2;PTPN4;PTPRM;PTPRR;RABGAP1L;RAD51B;RALGAPA1;RALGAPA2;RAPGEF4;RAPGEF5;RASAL2;RASEF;RBM47;RBMS1;RBMS3;RBPJ;RBPMS;RELN;RERE;RET;RFX3;RGS6;RIMS1;RIMS2;RNF43;ROBO1;RPRM;RPS6KC1;RUNX1;SAMD4A;SASH1;SBF2;SCAPER;SCGB1A1;SEMA3A;SEMA3C;SERPINC1;SFTPB;SFTPD;SH3RF1;SHANK2;SHH;SHROOM3;SIK3;SIL1;SIPA1L1;SIPA1L2;SKAP2;SLC13A2;SLC22A23;SLC38A1;SLC38A9;SLC44A1;SLC8A1;SLX4IP;SMCHD1;SMYD3;SNAI2;SND1;SORBS1;SORBS2;SOX5;SOX6;SOX9;SPAG17;SPATS2L;SPIDR;SPOCK1;SPRED2;SPTBN1;SSBP2;ST18;ST7;STAG1;STARD13;STK3;STXBP6;SVIL;SYBU;SYNE1;SYNE2;SYT1;TACC2;TANK;TAOK3;TAT;TBC1D1;TBC1D5;TBC1D8;TBL1XR1;TCF12;TEAD1;TENM4;TFF1;TFPI;TGFBR3;TH;THADA;THSD4;THSD7A;TIAM1;TIAM2;TLE1;TLE3;TLK1;TLN2;TMC1;TMTC2;TNS3;TP63;TPD52;TPD52L1;TPK1;TPRG1;TRAPPC9;TRIO;TRIP12;TRPS1;TSC22D2;TSPAN8;TTC6;TTF1;TTR;TUSC3;TXNRD1;UBE2C;UBR5;UCP2;UGT2B15;UGT2B17;UNC5C;USP10;USP25;UST;UTRN;UVRAG;VAV3;VGLL4;VMP1;VPS13B;VPS13D;WDFY3;WWC1;WWC2;ZBTB16;ZBTB20;ZFAND3;ZFPM2;ZMIZ1;ZMYND8;ZNF385B;ZNF385D;ZNF407;ZNF608;ZPLD1	False	TRRUST+DoRothEA+CollecTRI union; CLDN4 held out; not ChIP
ELF3_pearson_cldn4_high	ELF3	pearson_cldn4_high	50	11	0.293	NEAT1;MALAT1;KLF6;JUN;ATP1B1;MT-ATP6;MT-ND1;MT-CYB;MT-ND2;MT-ND4;MUC1;ZFP36;MT-CO1;NFKBIA;DUSP1;CEBPD;RHOB;TMC5;MCL1;MT-CO3;ZFP36L1;GDF15;CXCL2;MT-ND5;MT-CO2;C8orf4;PGM2L1;RAB11FIP1;CCNL1;TRIB1;MTUS1;NFKBIZ;NET1;ATF3;SOX4;IER2;JUNB;FOSB;VMP1;MT-ND3;EPS8;SAT1;TACSTD2;MIDN;FOS;VSTM2L;JUND;EMP2;EHF;XBP1	True	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
ELF3_high_specific	ELF3	high_specific	0	11			True	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
ELF3_intersect	ELF3	prior_AND_pearson_high	1			EHF	True	public prior ∩ CLDN4-high Pearson top; not ChIP
GRHL1_pearson_cldn4_high	GRHL1	pearson_cldn4_high	50	4	0.145	RND3;MUC16;CST6;PVRL4;S100A2;SOX4;S100A4;JUP;GPRC5A;SNCG;KRT17;PSCA;C19orf33;CRIP1;PLXNB2;KRT19;DUSP5;KRT16;KRT7;AHNAK2;CRIP2;IGF2;DSG2;SYT8;SRPX2;MX2;CD24;PMEPA1;TMBIM1;C6orf132;S100A6;LMNA;TMSB10;KLK6;ACTN4;EZR;AGRN;NUPR2;LSP1;EMP1;MTA1;PADI1;MUC4;C15orf48;ASPG;LMO7;SPATS2L;B4GALT5;PIM1;PTPRF	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
GRHL1_high_specific	GRHL1	high_specific	4	4		SNCG;KRT17;PSCA;DUSP5	False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
GRHL1_intersect	GRHL1	prior_AND_pearson_high	1			IGF2	False	public prior ∩ CLDN4-high Pearson top; not ChIP
GRHL2_pearson_cldn4_high	GRHL2	pearson_cldn4_high	50	0	0.076	CTNNB1;MTDH;CEBPD;TMEM176A;B4GALT1;DUSP4;MALAT1;ATP1B1;ASAH1;AGR2;MTUS1;TMEM176B;C1orf56;CP;TRPS1;NEAT1;DEFB1;HPGD;HNRNPH1;VSTM2L;PHF20L1;KLF6;RHOBTB3;AKR1C2;SET;TMEM150C;KCNQ3;NET1;LIMCH1;XBP1;CLDN10;CDH11;RAD21;C8orf4;HOOK3;SH2D4A;CRNDE;HMGB3;UGDH;SLC25A37;TIMP3;ELF3;PCM1;MUC5B;KCNJ15;FGG;SMC4;WHSC1L1;CALD1;MAL2	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
GRHL2_high_specific	GRHL2	high_specific	0	0			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
GRHL2_intersect	GRHL2	prior_AND_pearson_high	0				False	public prior ∩ CLDN4-high Pearson top; not ChIP
KLF4_pearson_cldn4_high	KLF4	pearson_cldn4_high	50	3	0.278	ATF3;ZFAS1;FOSB;ASS1;TM4SF1;BIRC3;KLF2;C15orf48;JUND;PLK3;EMP1;PPP1R15A;SNHG8;DUSP1;RPL13;LMNA;S100A14;RPL13A;RPL28;NR4A1;GPRC5A;TPT1;ATF4;TNFAIP2;RPS9;DNAJB1;RHOB;RRAD;RPL18A;TNNC2;MIDN;RPL12;TRIB1;TSC22D3;SLC5A3;GEM;CXCL2;ICAM1;MYADM;NUPR1;PSCA;LY6D;EIF1;TIPARP;FAM83A;PDE4C;NCOA7;SDC4;FAM102A;JUNB	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
KLF4_high_specific	KLF4	high_specific	0	3			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
KLF4_intersect	KLF4	prior_AND_pearson_high	3			ASS1;ATF3;BIRC3	False	public prior ∩ CLDN4-high Pearson top; not ChIP
KLF5_pearson_cldn4_high	KLF5	pearson_cldn4_high	50	0	0.185	GPRC5A;FOSB;PPP1R15A;ATF3;EGR1;JUNB;IER2;SERTAD1;LMO7;JUND;MAFF;SDC4;KLF4;EZR;NR4A1;ICAM1;LMNA;HOPX;CCNL1;AGR3;CYR61;ZFP36;BTG1;MIDN;BAIAP2;ATF4;SCGB3A2;TM4SF1;PLK3;EPHA2;TACSTD2;BRD2;SAT1;GSN;AREG;SLC25A6;TOB1;PDE4C;RPS4Y1;AKAP13;CITED2;NCOA7;TIPARP;MCL1;FOS;DDX3X;KDM6B;PDLIM1;DNAJB1;ANXA1	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
KLF5_high_specific	KLF5	high_specific	0	0			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
KLF5_intersect	KLF5	prior_AND_pearson_high	3			EGR1;ICAM1;KLF4	False	public prior ∩ CLDN4-high Pearson top; not ChIP
OVOL1_pearson_cldn4_high	OVOL1	pearson_cldn4_high	50	3	0.127	FOSB;PPP1R15A;SERTAD1;BAIAP2;BRD2;MAFF;KLF4;IER2;FOS;EGR1;JUNB;RP11-350J20;PLK3;AREG;SAT1;HEXIM1;HES1;EGR2;MCL1;DUSP5;IER3;H3F3B;ARIH1;CCNL1;RHOB;MIDN;MAFB;JUN;GADD45B;CDKN1A;EZR;DDX5;C11orf96;TACSTD2;HBEGF;ATF3;CDC42EP1;LMNA;RND3;MYLIP;RPL18;ZC3H12A;C10orf10;JUP;RP11-467L13;ERRFI1;SERPINA1;GPRC5A;SGK1;CYR61	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
OVOL1_high_specific	OVOL1	high_specific	3	3		BAIAP2;KLF4;IER2	False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
OVOL1_intersect	OVOL1	prior_AND_pearson_high	2			GADD45B;SGK1	False	public prior ∩ CLDN4-high Pearson top; not ChIP
OVOL2_pearson_cldn4_high	OVOL2	pearson_cldn4_high	27	0	0.119	TAC3;MS4A15;BASP1;XAGE2;UPK2;ALPPL2;HIF3A;CLIC5;GTSF1;HIST1H2AC;SLC7A10;HIST1H2AE;ATP6V1B1;CLDN9;MDFI;CLDN6;HIST1H2BC;HIST1H1C;THSD7A;CCK;CYP2S1;ADRB1;PPP1R14A;STARD10;CCDC186;TACC2;CD24	False	CLDN4-high only; top 27 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
OVOL2_high_specific	OVOL2	high_specific	0	0			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
OVOL2_intersect	OVOL2	prior_AND_pearson_high	0				False	public prior ∩ CLDN4-high Pearson top; not ChIP
TFAP2A_pearson_cldn4_high	TFAP2A	pearson_cldn4_high	50	2	0.143	HP;LINC00922;TRPM8;LTF;CAPN13;CTSE;MUC5B;PLAU;VCAM1;TGM2;PHLDA1;MUC5AC;HMGA2;GCG;SMAD1;VIM;ITGA1;CAMK2N1;CPD;HOXB2;TMEM45A;NNMT;DLX2;GADD45A;RIMS1;TNC;HEY1;CHI3L1;TNFAIP3;LAMA4;JAG1;PPP1R14B;LURAP1L;POU3F4;NRGN;DST;AC004556;IFI44L;TFAP2D;JAM2;ITGAV;SEMA6A;EDNRB;ST3GAL4;GALNT6;HSPH1;TNIP1;EREG;CLIC4;PKIB	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
TFAP2A_high_specific	TFAP2A	high_specific	2	2		VCAM1;GCG	False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
TFAP2A_intersect	TFAP2A	prior_AND_pearson_high	5			DST;LTF;ST3GAL4;TFAP2D;TNFAIP3	False	public prior ∩ CLDN4-high Pearson top; not ChIP
SP1_pearson_cldn4_high	SP1	pearson_cldn4_high	50	0	0.090	LPP;KLF6;NEAT1;CPD;ERBB3;XBP1;MTDH;SARAF;MALAT1;ARID1A;PCM1;STARD10;WHSC1L1;MTUS1;IRF2BP2;HSPH1;MCL1;NET1;CEBPD;PPP2CB;MUC5B;TMC5;CP;ALCAM;TMEM176A;ASAH1;SWAP70;BNIP3L;GOLPH3;WEE1;IL1R1;TOX3;FAM63B;CEACAM6;PPP1R14B;TMEM176B;MARK2;SOX4;TMEM150C;GNAQ;ID1;FARP1;CLTC;FOXA1;GOLGA4;PTP4A2;LGR4;CTSB;CANX;TUSC3	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
SP1_high_specific	SP1	high_specific	0	0			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
SP1_intersect	SP1	prior_AND_pearson_high	10			ALCAM;CEBPD;CP;CTSB;FOXA1;ID1;KLF6;MCL1;MUC5B;WEE1	False	public prior ∩ CLDN4-high Pearson top; not ChIP
TP63_pearson_cldn4_high	TP63	pearson_cldn4_high	0	0			False	CLDN4-high only; top 0 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
TP63_high_specific	TP63	high_specific	0	0			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
TP63_intersect	TP63	prior_AND_pearson_high	0				False	public prior ∩ CLDN4-high Pearson top; not ChIP
NKX2-1_pearson_cldn4_high	NKX2-1	pearson_cldn4_high	50	0	0.167	SFTA3;MBIP;C16orf89;SFTPA1;SFTPB;NAPSA;XIST;CPM;SFTPA2;SELENBP1;TMEM125;BCAM;ATP11A;HLA-DRB1;HOPX;ECM1;DHCR24;SCPEP1;NPC2;AQP3;AQP5;HLA-DRA;EFEMP1;SFTPC;CTSH;APLP2;HLA-DPB1;SEPP1;AK1;IER2;SLC34A2;PIGR;SLC40A1;LRRK2;C5orf38;EGR1;ADGRF5;HMGN3;DMBT1;HLA-DQB1;SLC22A31;JUN;FOLR1;SFTA2;QSOX1;NFIX;VAMP8;PGC;HLA-DPA1;RP11-259K15	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
NKX2-1_high_specific	NKX2-1	high_specific	0	0			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
NKX2-1_intersect	NKX2-1	prior_AND_pearson_high	4			SFTPA1;SFTPA2;SFTPB;SFTPC	False	public prior ∩ CLDN4-high Pearson top; not ChIP
SOX2_pearson_cldn4_high	SOX2	pearson_cldn4_high	50	75	0.271	EDNRB;POU3F4;PCDH9;SIX3;COL3A1;ROBO2;TUBB2B;ID4;NR2F1;FOXG1;SYT11;POU3F2;TBX2;COL5A2;DLX2;DLX1;ZFHX4;TWIST1;CDH2;SALL4;HEY1;ADGRL3;TENM3;NRG1;VIM;GLI1;GCG;CSMD3;LAMA4;MARCKS;POU3F3;ZEB2;VCAM1;PTMS;PAX6;NR2E1;PCLO;SALL3;IGFBP2;HDAC9;ARMCX2;ISYNA1;ID3;ERBB4;TYMS;HOXB5;TUSC3;TUBA1A;TET1;TUBB2A	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
SOX2_high_specific	SOX2	high_specific	38	75		EDNRB;POU3F4;PCDH9;SIX3;COL3A1;ROBO2;FOXG1;SYT11;POU3F2;TBX2;COL5A2;DLX2;DLX1;ZFHX4;TWIST1;SALL4;HEY1;ADGRL3;TENM3;NRG1;VIM;GLI1;GCG;CSMD3;LAMA4;POU3F3;ZEB2;VCAM1;PAX6;NR2E1;PCLO;SALL3;HDAC9;ARMCX2;ISYNA1;ERBB4;TYMS;TET1	False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
SOX2_intersect	SOX2	prior_AND_pearson_high	15			ADGRL3;CDH2;CSMD3;ERBB4;HDAC9;NR2E1;NRG1;PAX6;PCLO;ROBO2;SIX3;TENM3;TWIST1;VIM;ZEB2	False	public prior ∩ CLDN4-high Pearson top; not ChIP
FOXA1_pearson_cldn4_high	FOXA1	pearson_cldn4_high	50	0	0.256	TMEM176A;AGR2;TMEM176B;HMGB3;DEFB1;ZG16B;FGB;XBP1;CP;FGL1;HPGD;TOX3;ATP5C1;FGG;VSTM2L;RBM17;AKR1C2;TRPS1;SDF2L1;CLDN10;NET1;TMEM150C;KLF6;TUSC3;CRLF1;DUSP4;TSPAN13;MTUS1;LAPTM4B;LIMCH1;IGFBP5;PCM1;STARD10;MUC5B;GUCY1A3;FGA;GDI2;ENSA;AKR1C3;TMC5;SARAF;CEBPD;MRPL36;MTDH;ASAH1;NME4;SMC4;PTMS;SPDEF;HS3ST1	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
FOXA1_high_specific	FOXA1	high_specific	0	0			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
FOXA1_intersect	FOXA1	prior_AND_pearson_high	5			AGR2;LIMCH1;MTUS1;TRPS1;TUSC3	False	public prior ∩ CLDN4-high Pearson top; not ChIP
ID4_pearson_cldn4_high	ID4	pearson_cldn4_high	50	93	0.284	EDNRB;COL3A1;ID3;PCDH9;POU3F4;TBX2;SIX3;ROBO2;HEY1;DLX2;SOX2;COL5A2;ID1;FOXG1;GCG;SLC2A3;DLX1;NRG1;SYT11;SALL4;TWIST1;NR2F1;POU3F2;APOE;ADGRL3;LAMA4;TUBB2B;ZFHX4;CSMD3;FBXO17;STMN1;ID2;TET1;SMC3;ZEB2;VCAM1;SLC7A10;PLBD1;TENM3;JAM2;IGF2BP2;CLDN6;NR2E1;GLI1;CDH2;ARMCX2;HMGA2;ISYNA1;MARCKS;VIM	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
ID4_high_specific	ID4	high_specific	33	93		EDNRB;PCDH9;POU3F4;TBX2;SIX3;ROBO2;HEY1;DLX2;COL5A2;FOXG1;GCG;DLX1;NRG1;SYT11;SALL4;TWIST1;POU3F2;ADGRL3;LAMA4;TUBB2B;ZFHX4;CSMD3;TET1;ZEB2;VCAM1;TENM3;JAM2;NR2E1;GLI1;CDH2;ARMCX2;ISYNA1;VIM	False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
HEY1_pearson_cldn4_high	HEY1	pearson_cldn4_high	50	91	0.322	EDNRB;DLX2;FOXG1;GCG;PCDH9;DLX1;TWIST1;NRG1;LAMA4;COL3A1;COL5A2;TBX2;POU3F4;VCAM1;ROBO2;SIX3;POU3F2;ZEB2;ZFHX4;SYT11;CSMD3;ID4;MEOX2;ADGRL3;SALL4;PAX6;JAM2;TUBB2B;SOX2;VIM;JAG1;ID3;TYMS;HDAC9;EN1;TET1;GLI1;NR2F1;SLC2A3;HMGA2;SNAP25;POU3F3;RAB32;SEMA6A;OTX2;NLGN1;TENM3;KCNQ2;ERBB4;NR2E1	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
HEY1_high_specific	HEY1	high_specific	50	91		EDNRB;DLX2;FOXG1;GCG;PCDH9;DLX1;TWIST1;NRG1;LAMA4;COL3A1;COL5A2;TBX2;POU3F4;VCAM1;ROBO2;SIX3;POU3F2;ZEB2;ZFHX4;SYT11;CSMD3;ID4;MEOX2;ADGRL3;SALL4;PAX6;JAM2;TUBB2B;SOX2;VIM;JAG1;ID3;TYMS;HDAC9;EN1;TET1;GLI1;NR2F1;SLC2A3;HMGA2;SNAP25;POU3F3;RAB32;SEMA6A;OTX2;NLGN1;TENM3;KCNQ2;ERBB4;NR2E1	False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
NR2F1_pearson_cldn4_high	NR2F1	pearson_cldn4_high	50	64	0.257	COL3A1;EDNRB;PCDH9;ROBO2;ZFHX4;POU3F2;SOX2;POU3F4;FOXG1;COL5A2;TBX2;ID4;SYT11;DLX1;CDH2;ADGRL3;SALL4;GCG;DLX2;NRG1;SIX3;TWIST1;HEY1;LAMA4;CSMD3;MARCKS;ZEB2;TUSC3;GLI1;TENM3;VCAM1;PCM1;TET1;JAM2;POU3F3;SALL3;PCLO;RBM17;PAX6;ID3;NR2E1;JAG1;APOE;ID1;HDAC9;A2M;ERBB4;SCN9A;SLC2A3;HMGA2	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
