regulon	tf	kind	n_targets	n_high_specific	mean_r	targets	elf3_given	note
ELF3_pearson_cldn4_high	ELF3	pearson_cldn4_high	50	11	0.293	NEAT1;MALAT1;KLF6;JUN;ATP1B1;MT-ATP6;MT-ND1;MT-CYB;MT-ND2;MT-ND4;MUC1;ZFP36;MT-CO1;NFKBIA;DUSP1;CEBPD;RHOB;TMC5;MCL1;MT-CO3;ZFP36L1;GDF15;CXCL2;MT-ND5;MT-CO2;C8orf4;PGM2L1;RAB11FIP1;CCNL1;TRIB1;MTUS1;NFKBIZ;NET1;ATF3;SOX4;IER2;JUNB;FOSB;VMP1;MT-ND3;EPS8;SAT1;TACSTD2;MIDN;FOS;VSTM2L;JUND;EMP2;EHF;XBP1	True	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
ELF3_high_specific	ELF3	high_specific	0	11			True	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
GRHL1_pearson_cldn4_high	GRHL1	pearson_cldn4_high	50	4	0.145	RND3;MUC16;CST6;PVRL4;S100A2;SOX4;S100A4;JUP;GPRC5A;SNCG;KRT17;PSCA;C19orf33;CRIP1;PLXNB2;KRT19;DUSP5;KRT16;KRT7;AHNAK2;CRIP2;IGF2;DSG2;SYT8;SRPX2;MX2;CD24;PMEPA1;TMBIM1;C6orf132;S100A6;LMNA;TMSB10;KLK6;ACTN4;EZR;AGRN;NUPR2;LSP1;EMP1;MTA1;PADI1;MUC4;C15orf48;ASPG;LMO7;SPATS2L;B4GALT5;PIM1;PTPRF	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
GRHL1_high_specific	GRHL1	high_specific	4	4		SNCG;KRT17;PSCA;DUSP5	False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
GRHL2_pearson_cldn4_high	GRHL2	pearson_cldn4_high	50	0	0.076	CTNNB1;MTDH;CEBPD;TMEM176A;B4GALT1;DUSP4;MALAT1;ATP1B1;ASAH1;AGR2;MTUS1;TMEM176B;C1orf56;CP;TRPS1;NEAT1;DEFB1;HPGD;HNRNPH1;VSTM2L;PHF20L1;KLF6;RHOBTB3;AKR1C2;SET;TMEM150C;KCNQ3;NET1;LIMCH1;XBP1;CLDN10;CDH11;RAD21;C8orf4;HOOK3;SH2D4A;CRNDE;HMGB3;UGDH;SLC25A37;TIMP3;ELF3;PCM1;MUC5B;KCNJ15;FGG;SMC4;WHSC1L1;CALD1;MAL2	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
GRHL2_high_specific	GRHL2	high_specific	0	0			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
KLF4_pearson_cldn4_high	KLF4	pearson_cldn4_high	50	3	0.278	ATF3;ZFAS1;FOSB;ASS1;TM4SF1;BIRC3;KLF2;C15orf48;JUND;PLK3;EMP1;PPP1R15A;SNHG8;DUSP1;RPL13;LMNA;S100A14;RPL13A;RPL28;NR4A1;GPRC5A;TPT1;ATF4;TNFAIP2;RPS9;DNAJB1;RHOB;RRAD;RPL18A;TNNC2;MIDN;RPL12;TRIB1;TSC22D3;SLC5A3;GEM;CXCL2;ICAM1;MYADM;NUPR1;PSCA;LY6D;EIF1;TIPARP;FAM83A;PDE4C;NCOA7;SDC4;FAM102A;JUNB	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
KLF4_high_specific	KLF4	high_specific	0	3			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
KLF5_pearson_cldn4_high	KLF5	pearson_cldn4_high	50	0	0.185	GPRC5A;FOSB;PPP1R15A;ATF3;EGR1;JUNB;IER2;SERTAD1;LMO7;JUND;MAFF;SDC4;KLF4;EZR;NR4A1;ICAM1;LMNA;HOPX;CCNL1;AGR3;CYR61;ZFP36;BTG1;MIDN;BAIAP2;ATF4;SCGB3A2;TM4SF1;PLK3;EPHA2;TACSTD2;BRD2;SAT1;GSN;AREG;SLC25A6;TOB1;PDE4C;RPS4Y1;AKAP13;CITED2;NCOA7;TIPARP;MCL1;FOS;DDX3X;KDM6B;PDLIM1;DNAJB1;ANXA1	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
KLF5_high_specific	KLF5	high_specific	0	0			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
OVOL1_pearson_cldn4_high	OVOL1	pearson_cldn4_high	50	3	0.127	FOSB;PPP1R15A;SERTAD1;BAIAP2;BRD2;MAFF;KLF4;IER2;FOS;EGR1;JUNB;RP11-350J20;PLK3;AREG;SAT1;HEXIM1;HES1;EGR2;MCL1;DUSP5;IER3;H3F3B;ARIH1;CCNL1;RHOB;MIDN;MAFB;JUN;GADD45B;CDKN1A;EZR;DDX5;C11orf96;TACSTD2;HBEGF;ATF3;CDC42EP1;LMNA;RND3;MYLIP;RPL18;ZC3H12A;C10orf10;JUP;RP11-467L13;ERRFI1;SERPINA1;GPRC5A;SGK1;CYR61	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
OVOL1_high_specific	OVOL1	high_specific	3	3		BAIAP2;KLF4;IER2	False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
OVOL2_pearson_cldn4_high	OVOL2	pearson_cldn4_high	27	0	0.119	TAC3;MS4A15;BASP1;XAGE2;UPK2;ALPPL2;HIF3A;CLIC5;GTSF1;HIST1H2AC;SLC7A10;HIST1H2AE;ATP6V1B1;CLDN9;MDFI;CLDN6;HIST1H2BC;HIST1H1C;THSD7A;CCK;CYP2S1;ADRB1;PPP1R14A;STARD10;CCDC186;TACC2;CD24	False	CLDN4-high only; top 27 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
OVOL2_high_specific	OVOL2	high_specific	0	0			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
TFAP2A_pearson_cldn4_high	TFAP2A	pearson_cldn4_high	50	2	0.143	HP;LINC00922;TRPM8;LTF;CAPN13;CTSE;MUC5B;PLAU;VCAM1;TGM2;PHLDA1;MUC5AC;HMGA2;GCG;SMAD1;VIM;ITGA1;CAMK2N1;CPD;HOXB2;TMEM45A;NNMT;DLX2;GADD45A;RIMS1;TNC;HEY1;CHI3L1;TNFAIP3;LAMA4;JAG1;PPP1R14B;LURAP1L;POU3F4;NRGN;DST;AC004556;IFI44L;TFAP2D;JAM2;ITGAV;SEMA6A;EDNRB;ST3GAL4;GALNT6;HSPH1;TNIP1;EREG;CLIC4;PKIB	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
TFAP2A_high_specific	TFAP2A	high_specific	2	2		VCAM1;GCG	False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
SP1_pearson_cldn4_high	SP1	pearson_cldn4_high	50	0	0.090	LPP;KLF6;NEAT1;CPD;ERBB3;XBP1;MTDH;SARAF;MALAT1;ARID1A;PCM1;STARD10;WHSC1L1;MTUS1;IRF2BP2;HSPH1;MCL1;NET1;CEBPD;PPP2CB;MUC5B;TMC5;CP;ALCAM;TMEM176A;ASAH1;SWAP70;BNIP3L;GOLPH3;WEE1;IL1R1;TOX3;FAM63B;CEACAM6;PPP1R14B;TMEM176B;MARK2;SOX4;TMEM150C;GNAQ;ID1;FARP1;CLTC;FOXA1;GOLGA4;PTP4A2;LGR4;CTSB;CANX;TUSC3	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
SP1_high_specific	SP1	high_specific	0	0			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
TP63_pearson_cldn4_high	TP63	pearson_cldn4_high	0	0			False	CLDN4-high only; top 0 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
TP63_high_specific	TP63	high_specific	0	0			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
