family	k	cohorts	malig_defs	tnk_def	score	n_patients	rho_TAC	p_TAC	I2_TAC	rho_CLDN	p_CLDN	I2_CLDN	stouffer_p_TAC	stouffer_p_CLDN	both_negative	tac_le_cut	cldn_le_cut	both_le_cut	weaker_rho	is_full_family	n_family_units
marker_malig/tnk/mean	1	GSE291670	marker_malig	tnk	mean	6	-0.5428571428571429	0.26570262390670546	0.0	-0.8285714285714287	0.04156268221574335	0.0	0.2657026239067055	0.04156268221574339	True	True	True	True	-0.5428571428571429	0	3
marker_malig/tnk/pct	1	GSE291670	marker_malig	tnk	pct	6	-0.4285714285714286	0.3965014577259473	0.0	-0.8857142857142858	0.01884548104956266	0.0	0.39650145772594725	0.018845481049562653	True	True	True	True	-0.4285714285714286	0	3
marker_malig/tnk_umi/mean	1	GSE291670	marker_malig	tnk_umi	mean	6	-0.3714285714285715	0.4684781341107872	0.0	-0.5428571428571429	0.26570262390670546	0.0	0.4684781341107871	0.2657026239067055	True	True	True	True	-0.3714285714285715	1	1
strict_primary/tnk/pct	2	GSE205335+GSE253013	author_malig+marker_malig	tnk	pct	31	-0.4246248951113913	0.5196503566028263	88.97572204959346	-0.4599686574555623	0.012905818343269107	0.0	0.5783645505186539	0.012781291573153584	True	True	True	True	-0.4246248951113913	0	4
strict_primary/tnk/pct	2	GSE253013+GSE131907	marker_malig+author_malig	tnk	pct	30	-0.5527425300948702	0.23218120963823485	79.73364555864526	-0.5249091413433457	0.004282646577779526	0.0	0.05003619870104904	0.0044863780733010545	True	True	True	True	-0.5249091413433457	0	4
strict_primary/tnk/mean	2	GSE207422+GSE291670	author_DRMref+marker_malig	tnk	mean	18	-0.5032222006154481	0.05514054412595207	0.0	-0.48968701582075724	0.3182113335979516	62.75626043921001	0.05053928760110366	0.20685075862254854	True	True	True	True	-0.48968701582075724	0	6
strict_nsclc_swap/tnk/mean	2	GSE207422+GSE291670	author_DRMref+marker_malig	tnk	mean	18	-0.5032222006154481	0.05514054412595207	0.0	-0.48968701582075724	0.3182113335979516	62.75626043921001	0.05053928760110366	0.20685075862254854	True	True	True	True	-0.48968701582075724	0	6
strict_primary/tnk/mean	2	GSE291670+GSE253013	marker_malig+marker_malig	tnk	mean	15	-0.6658429719946298	0.01596506045699017	0.0	-0.5820148861914176	0.10157923674410392	28.627433099172066	0.015673248544222574	0.058451917237438374	True	True	True	True	-0.5820148861914176	0	6
strict_nsclc_swap/tnk/mean	2	GSE291670+GSE253013	marker_malig+marker_malig	tnk	mean	15	-0.6658429719946298	0.01596506045699017	0.0	-0.5820148861914176	0.10157923674410392	28.627433099172066	0.015673248544222574	0.058451917237438374	True	True	True	True	-0.5820148861914176	0	6
strict_primary/tnk/pct	2	GSE291670+GSE253013	marker_malig+marker_malig	tnk	pct	15	-0.7356984096672734	0.007663751698148806	8.89013673279281	-0.7138342906922605	0.021746934493141492	23.203165014556042	0.00564344782183733	0.010368731173552442	True	True	True	True	-0.7138342906922605	0	4
marker_malig/tnk/mean	2	GSE253013+GSE291670	marker_malig+marker_malig	tnk	mean	15	-0.6658429719946298	0.01596506045699017	0.0	-0.5820148861914176	0.10157923674410392	28.627433099172066	0.015673248544222574	0.058451917237438374	True	True	True	True	-0.5820148861914176	0	3
marker_malig/tnk/pct	2	GSE253013+GSE291670	marker_malig+marker_malig	tnk	pct	15	-0.7356984096672734	0.007663751698148806	8.89013673279281	-0.7138342906922605	0.021746934493141492	23.203165014556042	0.00564344782183733	0.010368731173552442	True	True	True	True	-0.7138342906922605	0	3
strict_primary/tnk/pct	3	GSE205335+GSE291670+GSE253013	author_malig+marker_malig+marker_malig	tnk	pct	37	-0.41309252841523275	0.36714000776859135	78.64283120265945	-0.5497530584348814	0.0037284456505357667	11.739987103642694	0.4221516031093613	0.001799955349978993	True	True	True	True	-0.41309252841523275	0	4
strict_primary/tnk/mean	3	GSE291670+GSE253013+GSE131907	marker_malig+marker_malig+author_malig	tnk	mean	36	-0.370581162356256	0.26728726146998416	58.95814551591546	-0.4525237660584771	0.01124332797791432	0.0	0.2681827711261128	0.010962668417911768	True	True	True	True	-0.370581162356256	0	6
strict_nsclc_swap/tnk/mean	3	GSE291670+GSE253013+GSE131907	marker_malig+marker_malig+author_malig	tnk	mean	36	-0.370581162356256	0.26728726146998416	58.95814551591546	-0.4525237660584771	0.01124332797791432	0.0	0.2681827711261128	0.010962668417911768	True	True	True	True	-0.370581162356256	0	6
strict_primary/tnk/pct	3	GSE291670+GSE253013+GSE131907	marker_malig+marker_malig+author_malig	tnk	pct	36	-0.5068367846299265	0.11394116779606377	59.51072957815302	-0.5876352081574302	0.0004610052919627057	0.0	0.03315439923341287	0.0005359686042413246	True	True	True	True	-0.5068367846299265	0	4
strict_primary/tnk/mean	3	GSE207422+GSE291670+GSE253013	author_DRMref+marker_malig+marker_malig	tnk	mean	27	-0.584537053316414	0.004515396284138225	0.0	-0.37770051123834053	0.15744965845520065	25.54722047350248	0.0043602979001831806	0.12435782875634001	True	True	True	True	-0.37770051123834053	0	6
strict_nsclc_swap/tnk/mean	3	GSE207422+GSE291670+GSE253013	author_DRMref+marker_malig+marker_malig	tnk	mean	27	-0.584537053316414	0.004515396284138225	0.0	-0.37770051123834053	0.15744965845520065	25.54722047350248	0.0043602979001831806	0.12435782875634001	True	True	True	True	-0.37770051123834053	0	6
marker_malig/tnk/mean	3	GSE207422+GSE253013+GSE291670	marker_malig+marker_malig+marker_malig	tnk	mean	22	-0.5132126013618559	0.04089026749900293	0.0	-0.3621568661825641	0.3139984627172989	43.6680328330153	0.040095692112943365	0.20246329552373432	True	True	True	True	-0.3621568661825641	1	3
marker_malig/tnk/pct	3	GSE207422+GSE253013+GSE291670	marker_malig+marker_malig+marker_malig	tnk	pct	22	-0.49891743098488583	0.1937013555159347	54.78322967933155	-0.5509779222900101	0.09098213350009542	40.620808648259086	0.03288648591590509	0.03294270518094106	True	True	True	True	-0.49891743098488583	1	3
strict_primary/tnk/mean	4	GSE207422+GSE291670+GSE253013+GSE131907	author_DRMref+marker_malig+marker_malig+author_malig	tnk	mean	48	-0.3787708959587838	0.1057504756449525	46.18266107794389	-0.37023227527446684	0.019692619307870234	0.0	0.07730404034256556	0.019100659013965352	True	True	True	True	-0.37023227527446684	0	6
strict_nsclc_swap/tnk/mean	4	GSE207422+GSE291670+GSE253013+GSE131907	author_DRMref+marker_malig+marker_malig+author_malig	tnk	mean	48	-0.3787708959587838	0.1057504756449525	46.18266107794389	-0.37023227527446684	0.019692619307870234	0.0	0.07730404034256556	0.019100659013965352	True	True	True	True	-0.37023227527446684	0	6
