method	split	family	n	mean_sum	median_sum	mean_per_ligand	frac_pos	p_wilcox	p_signflip	n_GSE123902	mean_GSE123902	n_GSE131907	mean_GSE131907	n_GSE205335	mean_GSE205335	n_GSE189357	mean_GSE189357	n_cohorts_pos	meta_mean	i2	p_meta
cellchat_hill	q4q1	barrier	64	0.26052240253830944	0.1992704573893972	0.06513060063457736	0.953125	6.209655957698549e-12	9.999000099990002e-05	13	0.17435257433391982	21	0.19797880100052798	21	0.3783921163830072	9	0.2558956701174008	4	0.23990034576403535	62.597321676004434	2.9982063840637065e-09
cellchat_hill	q4q1	ifn_recruit	64	0.019786104605543767	0.0	0.0039572209211087535	0.46875	2.030800289890351e-05		13	0.04574072764022236	21	0.010006423171449197	21	0.01866496866175263	9	0.00773133410385245	4	0.015158210171512242	44.77102566583976	0.012762271346312765
cellchat_hill	q4q1	mhc_cd8	64	0.03837584136077608	0.019142054971918898	0.012791947120258693	0.71875	2.419544579307495e-06		13	0.01918392042306907	21	0.05097099496067602	21	0.055813014732826224	9	-0.0039779246637528624	3	0.027290522733911523	77.21514564247734	0.05283064759801708
cellchat_hill_pop	q4q1	barrier	64	0.01875263221999121	0.008440645343320547	0.004688158054997803	0.953125	5.393405572989189e-12	9.999000099990002e-05	13	0.011670549859338365	21	0.012951113717033077	21	0.03285049021638493	9	0.0096241812562512	4	0.014238445375115222	66.29446180398963	8.32902299834477e-06
cellchat_hill_pop	q4q1	ifn_recruit	64	0.0012458946237077727	0.0	0.0002491789247415545	0.46875	2.1995304554755017e-05		13	0.002382282032840904	21	0.00047147999247443154	21	0.0017027304899511605	9	0.0003454632621586967	4	0.0006191276664120422	33.06011743418269	0.033150618465954275
cellchat_hill_pop	q4q1	mhc_cd8	64	0.0031513044614867062	0.0009713231644158136	0.0010504348204955685	0.71875	1.0946777151202865e-07		13	0.001674162721850587	21	0.0027674912677868903	21	0.005819947702460265	9	-4.631646934430173e-05	3	0.00217407976767952	86.93460168319699	0.041124461746048946
cellchat_prod	q4q1	barrier	64	0.3655375686460836	0.29057461687026176	0.0913843921615209	0.9375	1.3079621198163594e-11	9.999000099990002e-05	13	0.22106221630518627	21	0.2803393257224234	21	0.5548286658124022	9	0.3313408621278431	4	0.32956138138122726	67.92368088844847	1.2760165271756077e-07
cellchat_prod	q4q1	ifn_recruit	64	0.02384780233582064	0.0	0.004769560467164128	0.46875	2.030800289890351e-05		13	0.05553467326145515	21	0.010048884491373308	21	0.023026639816985564	9	0.01219139851311861	4	0.016093006832687478	30.170388611901323	0.016437545614505906
cellchat_prod	q4q1	mhc_cd8	64	0.10175631900958902	0.07285379061891746	0.03391877300319634	0.71875	2.4734070022712432e-05		13	0.07480369901711859	21	0.14842187574093688	21	0.12710243383693604	9	-0.02733935241601934	3	0.08494251462274997	62.98498715999885	0.02265199144141008
cpdb_means	q4q1	barrier	64	0.4212038481956949	0.3632244762014035	0.10530096204892372	0.96875	6.209655957698549e-12	9.999000099990002e-05	13	0.27658503463100914	21	0.3474501231403752	21	0.5663858946957637	9	0.4634316066402708	4	0.40655823909676364	70.20498209760758	2.4229113046333996e-10
cpdb_means	q4q1	ifn_recruit	64	0.03856811466364421	0.0	0.007713622932728842	0.46875	7.562956006758362e-05		13	0.08822276189710546	21	0.027928923298505243	21	0.020195253059170255	9	0.034539525588852524	4	0.038439908503475013	34.311445088613176	0.004942648028786536
cpdb_means	q4q1	mhc_cd8	64	0.39279652979220847	0.42121813391467805	0.13093217659740286	0.6875	2.8568839680796968e-05		13	0.4199101732523646	21	0.5700358284382302	21	0.43534498359133605	9	-0.15920571091114302	3	0.351689710351932	70.79723734706398	0.017956917321194504
conn_prod	q4q1	barrier	64	0.39918683825911283	0.2921925174680225	0.09979670956477821	0.9375	2.2700792012848116e-11	9.999000099990002e-05	13	0.1932487375668629	21	0.3190822972699342	21	0.62645146233088	9	0.35327945651076714	4	0.3518567077494504	75.73254354548104	4.42624176833134e-06
conn_prod	q4q1	ifn_recruit	64	0.02536998512687816	0.0	0.0050739970253756315	0.46875	2.9138356158910945e-05		13	0.06326023875558306	21	0.016727289779357783	21	0.013205852515424213	9	0.019188884011911135	4	0.023632124764116202	29.596640364185888	0.011557099100357984
conn_prod	q4q1	mhc_cd8	64	0.5124478796772531	0.3939633760249914	0.17081595989241766	0.6875	9.102919540174861e-06		13	0.3969653599998616	21	0.5553536310337839	21	0.795263727573134	9	-0.0807611012665866	3	0.39285108296962856	77.8772112450317	0.02819211637025798
natmi_spec	q4q1	barrier	64	0.8908206296810841	0.930613563709978	0.22270515742027103	0.953125	9.024870814312639e-12	9.999000099990002e-05	13	0.6704355422159961	21	0.8074697088933117	21	1.0931989042500936	9	0.9314241527522142	4	0.8796267129537259	34.0610703750562	1.618375690538033e-23
natmi_spec	q4q1	ifn_recruit	64	0.1661940544307994	0.0	0.033238810886159875	0.484375	2.9138356158910945e-05		13	0.2492180216861191	21	0.1525992004567098	21	0.18055644007072918	9	0.04447963895282151	4	0.1445946344126306	55.32555406800077	0.0049522092851434765
natmi_spec	q4q1	mhc_cd8	64	0.10253970036737811	0.1114154962471238	0.03417990012245937	0.6875	4.736690215653118e-06		13	0.10647547756912148	21	0.1509080534319328	21	0.11462310347672314	9	-0.044199408885350545	3	0.08924075086596359	74.50595465559951	0.025383375341951522
sca_lrscore	q4q1	barrier	64	0.3003158785588615	0.2947358125476083	0.07507896963971537	0.9375	1.5021513881750895e-11	9.999000099990002e-05	13	0.22316034705385232	21	0.2344193489860913	21	0.3925934098019198	9	0.3502070868354245	4	0.29697137914453536	60.417543014698296	1.1612244577922753e-12
sca_lrscore	q4q1	ifn_recruit	64	0.04058983107259776	0.0	0.008117966214519552	0.453125	4.898402818087438e-05		13	0.07520259494314782	21	0.04617995538502225	21	0.024785094261086445	9	0.014427712424116957	4	0.03517988095553309	38.39872368051485	0.011646152496103094
sca_lrscore	q4q1	mhc_cd8	64	0.0518865420135986	0.053335064184376224	0.017295514004532865	0.6875	7.879730513665677e-05		13	0.056846936216242996	21	0.0860023077100698	21	0.04706936912433421	9	-0.023641855051481434	3	0.04271197859981752	75.49559982358272	0.08560212183726655
liana_logfc	q4q1	barrier	64	1.2153374059905537	1.0480443010905125	0.30383435149763843	0.96875	6.209655957698549e-12	9.999000099990002e-05	13	0.7980557156925182	21	1.002529139221758	21	1.6342442430140742	9	1.3371809613822472	4	1.173079110754901	70.2049820976076	2.4229113046334177e-10
liana_logfc	q4q1	ifn_recruit	64	0.11128405552335281	0.0	0.022256811104670565	0.46875	7.562956006758362e-05		13	0.2545570821649637	21	0.0805858382802435	21	0.0582711828759252	9	0.09966000456338998	4	0.11091413074037781	34.311445088613176	0.004942648028786527
