family	gate	min_epi	study	genotype	treatment	x	y	n_mice	n_studies	n_genotypes	mice	rho	abs_rho	p_exact	n_extreme	n_perm	rho_dataset	p_dataset_asymp	rho_genotype	p_genotype_asymp
IFN_APM	locked	10	all3	all	all	pct_gt0	IFN	8	3	3	GSE154977_KP_30w_Cis72_m5,GSE154977_KP_30w_Cis72_m6,GSE154977_KP_30w_ND_m3,GSE154977_KP_30w_ND_m4,GSE165641_KL1,GSE165641_KL2,GSE180963_K,GSE180963_KL	0.6428571428571429	0.6428571428571429	0.09618055555555556	3878	40320	0.8095238095238096	0.014902667686230072	-0.11904761904761905	0.7788857260523796
IFN_APM	locked	10	all3	all	all	pct_ge2	IFN	8	3	3	GSE154977_KP_30w_Cis72_m5,GSE154977_KP_30w_Cis72_m6,GSE154977_KP_30w_ND_m3,GSE154977_KP_30w_ND_m4,GSE165641_KL1,GSE165641_KL2,GSE180963_K,GSE180963_KL	0.6428571428571429	0.6428571428571429	0.09618055555555556	3878	40320	0.880952380952381	0.0038503204637324005	-0.19047619047619052	0.6514014957024814
IFN_APM	locked	10	all3	all	all	pct_ge5	IFN	8	3	3	GSE154977_KP_30w_Cis72_m5,GSE154977_KP_30w_Cis72_m6,GSE154977_KP_30w_ND_m3,GSE154977_KP_30w_ND_m4,GSE165641_KL1,GSE165641_KL2,GSE180963_K,GSE180963_KL	0.6428571428571429	0.6428571428571429	0.09618055555555556	3878	40320	0.9285714285714287	0.0008629681828999767	-0.28571428571428575	0.49272624501695717
IFN_APM	locked	10	all3	all	all	pct_log1	IFN	8	3	3	GSE154977_KP_30w_Cis72_m5,GSE154977_KP_30w_Cis72_m6,GSE154977_KP_30w_ND_m3,GSE154977_KP_30w_ND_m4,GSE165641_KL1,GSE165641_KL2,GSE180963_K,GSE180963_KL	0.6666666666666666	0.6666666666666666	0.08308531746031746	3350	40320	0.9047619047619048	0.002008275505429469	-0.14285714285714288	0.735764859879812
IFN_APM	locked	10	all3	all	all	pct_gt0	APM	8	3	3	GSE154977_KP_30w_Cis72_m5,GSE154977_KP_30w_Cis72_m6,GSE154977_KP_30w_ND_m3,GSE154977_KP_30w_ND_m4,GSE165641_KL1,GSE165641_KL2,GSE180963_K,GSE180963_KL	0.38095238095238093	0.38095238095238093	0.35987103174603174	14510	40320	0.8095238095238096	0.014902667686230072	-0.07142857142857144	0.8665262706759088
IFN_APM	locked	10	all3	all	all	pct_ge2	APM	8	3	3	GSE154977_KP_30w_Cis72_m5,GSE154977_KP_30w_Cis72_m6,GSE154977_KP_30w_ND_m3,GSE154977_KP_30w_ND_m4,GSE165641_KL1,GSE165641_KL2,GSE180963_K,GSE180963_KL	0.38095238095238093	0.38095238095238093	0.35987103174603174	14510	40320	0.7857142857142858	0.020815127253525273	-0.19047619047619052	0.6514014957024814
IFN_APM	locked	10	all3	all	all	pct_ge5	APM	8	3	3	GSE154977_KP_30w_Cis72_m5,GSE154977_KP_30w_Cis72_m6,GSE154977_KP_30w_ND_m3,GSE154977_KP_30w_ND_m4,GSE165641_KL1,GSE165641_KL2,GSE180963_K,GSE180963_KL	0.40476190476190477	0.40476190476190477	0.32683531746031746	13178	40320	0.3333333333333334	0.4197530864197532	-0.3333333333333334	0.4197530864197532
IFN_APM	locked	10	all3	all	all	pct_log1	APM	8	3	3	GSE154977_KP_30w_Cis72_m5,GSE154977_KP_30w_Cis72_m6,GSE154977_KP_30w_ND_m3,GSE154977_KP_30w_ND_m4,GSE165641_KL1,GSE165641_KL2,GSE180963_K,GSE180963_KL	0.42857142857142855	0.42857142857142855	0.2992063492063492	12064	40320	0.3333333333333334	0.4197530864197532	-0.2142857142857143	0.6103444156452669
IFN_APM	locked	10	all3	all	all	pct_gt0	IFN_APM	8	3	3	GSE154977_KP_30w_Cis72_m5,GSE154977_KP_30w_Cis72_m6,GSE154977_KP_30w_ND_m3,GSE154977_KP_30w_ND_m4,GSE165641_KL1,GSE165641_KL2,GSE180963_K,GSE180963_KL	0.47619047619047616	0.47619047619047616	0.24305555555555555	9800	40320	0.9047619047619048	0.002008275505429469	-0.07142857142857144	0.8665262706759088
IFN_APM	locked	10	all3	all	all	pct_ge2	IFN_APM	8	3	3	GSE154977_KP_30w_Cis72_m5,GSE154977_KP_30w_Cis72_m6,GSE154977_KP_30w_ND_m3,GSE154977_KP_30w_ND_m4,GSE165641_KL1,GSE165641_KL2,GSE180963_K,GSE180963_KL	0.47619047619047616	0.47619047619047616	0.24305555555555555	9800	40320	0.880952380952381	0.0038503204637324005	-0.19047619047619052	0.6514014957024814
IFN_APM	locked	10	all3	all	all	pct_ge5	IFN_APM	8	3	3	GSE154977_KP_30w_Cis72_m5,GSE154977_KP_30w_Cis72_m6,GSE154977_KP_30w_ND_m3,GSE154977_KP_30w_ND_m4,GSE165641_KL1,GSE165641_KL2,GSE180963_K,GSE180963_KL	0.47619047619047616	0.47619047619047616	0.24305555555555555	9800	40320	0.4047619047619048	0.3198886412288163	-0.3333333333333334	0.4197530864197532
IFN_APM	locked	10	all3	all	all	pct_log1	IFN_APM	8	3	3	GSE154977_KP_30w_Cis72_m5,GSE154977_KP_30w_Cis72_m6,GSE154977_KP_30w_ND_m3,GSE154977_KP_30w_ND_m4,GSE165641_KL1,GSE165641_KL2,GSE180963_K,GSE180963_KL	0.5	0.5	0.21617063492063493	8716	40320	0.4285714285714286	0.2894032248467901	-0.2142857142857143	0.6103444156452669
