file	size_bytes	sha256
E-MTAB-13704_GEMMS_raw_counts.csv	13938914	0c74815695bfaca04c1b02fffc2ff61aa824dda3123be5d6891ab9392af69dc3
E-MTAB-13704.sdrf.txt	27003	982b1250b6571973cc522aa85400cd57326de4d87e49d7b7170993668ae561c0
GSE129297_barcodes.tsv.gz	2550196	21c98913bdc5c9727eedd493b93ddf59c2ef916132f99427fab218811f6f166f
GSE129297_features.tsv.gz	279361	cd4d8ed2d4ca8ac0400dabef0be8e1526952b5996d425bf9ef503316eb84c2fa
GSE129297/GSM3704194_Ctrl.matrix.mtx.gz	40694642	(large_blob_not_hashed)
GSE129297/GSM3704195_PD1.matrix.mtx.gz	34685208	(large_blob_not_hashed)
GSE129297/GSM3704196_YKL.matrix.mtx.gz	43142125	(large_blob_not_hashed)
GSE129297/GSM3704197_combo.matrix.mtx.gz	44037332	(large_blob_not_hashed)
GSE129297_RAW.tar	162570240	(large_blob_not_hashed)
GSE133604_barcodes.tsv.gz	24877	d6c7cb3b739bad137811524423c58eb5fc23576462a1afae79b8c57b5d58b89c
GSE133604_genes.tsv.gz	250546	8ca5d7a9b0ac4eaba0490bc6d9eba1208f709f85ed80c0bb931bf16af64cb02b
GSE133604/GSM3912860_1_Ctrl_matrix.mtx.gz	21739056	(large_blob_not_hashed)
GSE133604/GSM3912861_2_CtrlplusPD1_matrix.mtx.gz	23139398	(large_blob_not_hashed)
GSE133604/GSM3912862_3_ko_matrix.mtx.gz	18820796	d4aed0229e29401e16f7a43c1652acd36927a173666818e854490f075109cc82
GSE133604/GSM3912863_4_KOplusPD1_matrix.mtx.gz	17725525	66959150117e931460569afbc59d1fcf3507cfe447ffbb573c8bbdb3e7e09366
GSE133604_RAW.tar	81438720	(large_blob_not_hashed)
GSE197260_RNAseqTPM.txt.gz	307346	acbb09b04e3f4b1a26b27da321214b90d8068fbf83fa5bf6ea4459af58446a71
GSE222158/GSM6915764_A_barcodes.tsv.gz	26873	cf427535d2dc3abfdf93ae0f0e4dc2235c42b76c28350945b834752acb5134d5
GSE222158/GSM6915764_A_features.tsv.gz	250552	62f6694af1e857a90cc30e6c6f30b1387a25a4a7c4b317bbc58738a648212220
GSE222158/GSM6915764_A_matrix.mtx.gz	33123148	(large_blob_not_hashed)
GSE222158/GSM6915765_B_barcodes.tsv.gz	21174	45981a9203e777ff5caf70e8560d19d17f1f3bbb255db4baa946ad835eaca64a
GSE222158/GSM6915765_B_features.tsv.gz	250552	42312ad3d953b00d359cbc4a73ff51795d0ad0617d9d71b82e709a62c95686a4
GSE222158/GSM6915765_B_matrix.mtx.gz	26148104	(large_blob_not_hashed)
GSE222158/GSM6915766_C_barcodes.tsv.gz	17966	a568d43c47a20d1d73e43590fd8a5688fd0ef0a822147a0d66123a29a57da3d4
GSE222158/GSM6915766_C_features.tsv.gz	250552	e48b589f00d6c21236c8f84612661daea50ccdf3e65a6efe434be4ecc25452e6
GSE222158/GSM6915766_C_matrix.mtx.gz	22430465	(large_blob_not_hashed)
GSE222158/GSM6915767_D_barcodes.tsv.gz	27389	fe14dcedbda65d7172daf6cd9691dd33bc69e8cd54a256c3c2f33812edd31de2
GSE222158/GSM6915767_D_features.tsv.gz	250552	09ef7f63362b7002b8a806f45d45a32dd58e8976d515c379b0bac19ff35ea7bf
GSE222158/GSM6915767_D_matrix.mtx.gz	29426336	(large_blob_not_hashed)
GSE222158/GSM6915768_AT_barcodes.tsv.gz	21894	b189037b9db6cf51ecfeadcda50cc540fd762c6598df8ce7414c341d6a9d2f4b
GSE222158/GSM6915768_AT_features.tsv.gz	250553	7ca7d64f0e3efa3b42985d3bf61cd71b7ddf3e3a20e8b66edb4c4002efb4c2eb
GSE222158/GSM6915768_AT_matrix.mtx.gz	31813867	(large_blob_not_hashed)
GSE222158/GSM6915769_DT_barcodes.tsv.gz	20262	172f1411bf17fac52b995588de4e7bfd464a12bb7e854af6bf2b4a404603069b
GSE222158/GSM6915769_DT_features.tsv.gz	250553	4c24f8aa45c7446fcab6d7af135c83e9b85419e495be379b3fea474083a43beb
GSE222158/GSM6915769_DT_matrix.mtx.gz	25013982	(large_blob_not_hashed)
GSE222158_RAW.tar	169615360	(large_blob_not_hashed)
GSE239485_Processed_data.xlsx	7483492	ef61614bc2ab708091939b993322b86e0e246b6aa461445798994fb7d7410805
GSE241978_CMT_KO_vs_Cas9Ctrl.xlsx	15118392	6c4c25ce09a6cd41aff678d874b5ec1bac2aa87bcfa6657f687d25e9c1039e7d
GSE297630_processed_data.xlsx	5573979	dfa706d3c268cf1a556f55d7345b9b6c2760e56b46eb64c5bc77c6ce4ec1ebdf
GSE297632/GSM8995911_Control_GEX_barcodes.tsv.gz	42782	dd83498eeaec4ff03ed4b25fb3ec71bebe2209823d96003874738daeaaaf5423
GSE297632/GSM8995911_Control_GEX_features.tsv.gz	147994	9550b0760c49837b1b5b98d77d26dff49cd833829aeef575f29584068718f957
GSE297632/GSM8995911_Control_GEX_matrix.mtx.gz	111933516	(large_blob_not_hashed)
GSE297632/GSM8995912_PD_1_treatment_GEX_barcodes.tsv.gz	47461	993f21896f6a807169301bd2366d160c8a6090cd5907f846df3839d7e518497a
GSE297632/GSM8995912_PD_1_treatment_GEX_features.tsv.gz	147994	54bad73edaecefe003afdfa68c407d9011788c9c5d8dfe17a3350fe73ef1014c
