ligand,ligand_complex,ligand_means,ligand_props,receptor,receptor_complex,receptor_means,receptor_props,source,target,lr_means,cellphone_pvals
HLA-B,HLA-B,3.8180609,0.996,KIR3DL2,KIR3DL2,0.2641086,0.1525,NK,NK,2.0410848,0.0
HLA-C,HLA-C,3.7564502,0.996,KIR2DL3,KIR2DL3,0.2515309,0.1515,NK,NK,2.0039907,0.0
HLA-B,HLA-B,3.4084523,0.9855,KIR3DL2,KIR3DL2,0.2641086,0.1525,T,NK,1.8362805,0.0
HLA-C,HLA-C,3.3195772,0.987,KIR2DL3,KIR2DL3,0.2515309,0.1515,T,NK,1.785554,0.0
HLA-E,HLA-E,2.6383798,0.951,KLRC1,KLRC1,0.65545744,0.287,NK,NK,1.6469187,0.0
HLA-E,HLA-E,2.6383798,0.951,KLRC1,KLRC1_KLRD1,0.65545744,0.287,NK,NK,1.6469187,0.0
HLA-E,HLA-E,2.6383798,0.951,KLRC2,KLRC2,0.3127364,0.164,NK,NK,1.475558,0.0
HLA-E,HLA-E,2.6383798,0.951,KLRC2,KLRC2_KLRD1,0.3127364,0.164,NK,NK,1.475558,0.0
HLA-E,HLA-E,2.1862729,0.895,KLRC1,KLRC1,0.65545744,0.287,T,NK,1.4208652,0.0
HLA-E,HLA-E,2.1862729,0.895,KLRC1,KLRC1_KLRD1,0.65545744,0.287,T,NK,1.4208652,0.0
CLEC2D,CLEC2D,0.708624,0.4195,KLRB1,KLRB1,1.9976292,0.727,T,NK,1.3531265,0.0
APP,APP,0.8476499,0.6995,CD74,CD74,1.6552918,0.719,Malig_CLDN4high,NK,1.2514708,0.0
HLA-E,HLA-E,2.1862729,0.895,KLRC2,KLRC2,0.3127364,0.164,T,NK,1.2495046,0.0
HLA-E,HLA-E,2.1862729,0.895,KLRC2,KLRC2_KLRD1,0.3127364,0.164,T,NK,1.2495046,0.0
APP,APP,0.8476499,0.6995,CD74,CD74,1.6425945,0.7065,Malig_CLDN4high,T,1.2451222,0.0
APP,APP,0.7644002,0.636,CD74,CD74,1.6552918,0.719,Malig_CLDN4low,NK,1.209846,0.0
APP,APP,0.7644002,0.636,CD74,CD74,1.6425945,0.7065,Malig_CLDN4low,T,1.2034973,0.0
APP,APP,0.8476499,0.6995,CD74,CD74,1.5379143,0.715,Malig_CLDN4high,Malig_CLDN4low,1.192782,0.0
KLRF1,KLRF1,1.49142,0.6735,CLEC2B,CLEC2B,0.89258325,0.4785,NK,NK,1.1920016,0.0
CLEC2B,CLEC2B,0.89258325,0.4785,KLRF1,KLRF1,1.49142,0.6735,NK,NK,1.1920016,0.0
APP,APP,0.8476499,0.6995,CD74,CD74,1.5059468,0.715,Malig_CLDN4high,Malig_CLDN4high,1.1767983,0.0
CLEC2D,CLEC2D,0.35144436,0.2045,KLRB1,KLRB1,1.9976292,0.727,NK,NK,1.1745367,0.0
APP,APP,0.7644002,0.636,CD74,CD74,1.5379143,0.715,Malig_CLDN4low,Malig_CLDN4low,1.1511573,0.0
MDK,MDK,1.9106026,0.8965,SORL1,SORL1,0.37288424,0.2195,Malig_CLDN4high,NK,1.1417434,0.0
APP,APP,0.7644002,0.636,CD74,CD74,1.5059468,0.715,Malig_CLDN4low,Malig_CLDN4high,1.1351734,0.0
MDK,MDK,1.8586574,0.838,SORL1,SORL1,0.37288424,0.2195,Malig_CLDN4low,NK,1.1157708,0.0
KLRF1,KLRF1,1.49142,0.6735,CLEC2B,CLEC2B,0.67702305,0.379,NK,T,1.0842216,0.0
CLEC2B,CLEC2B,0.67702305,0.379,KLRF1,KLRF1,1.49142,0.6735,T,NK,1.0842216,0.0
HLA-B,HLA-B,1.8857118,0.8505,KIR3DL2,KIR3DL2,0.2641086,0.1525,Malig_CLDN4high,NK,1.0749102,1.0
MDK,MDK,1.9106026,0.8965,SORL1,SORL1,0.23371145,0.3225,Malig_CLDN4high,Malig_CLDN4high,1.072157,0.0
MDK,MDK,1.9106026,0.8965,SORL1,SORL1,0.23092397,0.316,Malig_CLDN4high,Malig_CLDN4low,1.0707632,0.0
MDK,MDK,1.9106026,0.8965,SORL1,SORL1,0.21495762,0.1385,Malig_CLDN4high,T,1.0627801,0.0
MDK,MDK,1.8586574,0.838,SORL1,SORL1,0.23371145,0.3225,Malig_CLDN4low,Malig_CLDN4high,1.0461844,0.0
MDK,MDK,1.8586574,0.838,SORL1,SORL1,0.23092397,0.316,Malig_CLDN4low,Malig_CLDN4low,1.0447906,0.0
MDK,MDK,1.8586574,0.838,SORL1,SORL1,0.21495762,0.1385,Malig_CLDN4low,T,1.0368075,0.0
CLEC2D,CLEC2D,0.06205151,0.105,KLRB1,KLRB1,1.9976292,0.727,Malig_CLDN4low,NK,1.0298404,0.0
LTB,LTB,1.6144047,0.627,LTBR,LTBR,0.40468422,0.486,T,Malig_CLDN4high,1.0095445,0.0
HLA-C,HLA-C,1.6977401,0.8235,KIR2DL3,KIR2DL3,0.2515309,0.1515,Malig_CLDN4high,NK,0.9746355,1.0
LTB,LTB,1.6144047,0.627,LTBR,LTBR,0.32261264,0.419,T,Malig_CLDN4low,0.96850866,0.0
CD58,CD58,0.1882381,0.128,CD2,CD2,1.7195399,0.7725,T,T,0.953889,0.0
CD58,CD58,0.1735544,0.1105,CD2,CD2,1.7195399,0.7725,NK,T,0.94654715,0.0
CD58,CD58,0.12309395,0.1965,CD2,CD2,1.7195399,0.7725,Malig_CLDN4high,T,0.9213169,0.0
HLA-B,HLA-B,1.5697234,0.769,KIR3DL2,KIR3DL2,0.2641086,0.1525,Malig_CLDN4low,NK,0.916916,1.0
CD58,CD58,0.0785017,0.149,CD2,CD2,1.7195399,0.7725,Malig_CLDN4low,T,0.8990208,0.0
HLA-C,HLA-C,1.4472743,0.7475,KIR2DL3,KIR2DL3,0.2515309,0.1515,Malig_CLDN4low,NK,0.8494026,1.0
