gene	feature	unit	stratum	cohort	n	rho	abs_rho	rho_raw	rho_eligible	n_unique_x	n_unique_y	spearman_p	cliff	abs_cliff	cliff_eligible	n_high_gene	n_low_gene	OR	OR_low	OR_high	fisher_p	OR_eligible	a_high_high	b_high_low	c_low_high	d_low_low	OR_reason	OR_extreme	n_lines
Tacstd2	B derived_mMCPcounter	mouse	pan-cancer	baseline	294	0.4383245363849055	0.4383245363849055	0.4383245363849055	True	240	280	3.112130969398042e-15	0.48530704798926383	0.48530704798926383	True	147	147	4.25390625	2.612528972165542	6.926513955092871	3.883527179227738e-09	True	99	48	48	99	ok	4.25390625	
Tacstd2	B memory_CIBERSORT_abs	mouse	pan-cancer	baseline	294	0.40201342288179076	0.40201342288179076	0.40201342288179076	True	240	222	7.586640466476225e-13	0.4443981674302373	0.4443981674302373	True	147	147	4.25390625	2.612528972165542	6.926513955092871	3.883527179227738e-09	True	99	48	48	99	ok	4.25390625	
Tacstd2	B memory_xCell	mouse	pan-cancer	baseline	294	0.15406399386047093	0.15406399386047093	0.15406399386047093	True	240	89	0.008139909216016514	0.23277338146142812	0.23277338146142812	True	147	147	1.5914792899408283	1.0043467100589412	2.521844603007583	0.06182003682175443	True	82	65	65	82	ok	1.5914792899408283	
Tacstd2	B naive_CIBERSORT_abs	mouse	pan-cancer	baseline	294	0.006174088967858503	0.006174088967858503	0.006174088967858503	True	240	114	0.9160476293693028	0.048544587903188496	0.048544587903188496	True	147	147					False	147	0	147	0	split collapsed or empty cell		
Tacstd2	B naive_xCell	mouse	pan-cancer	baseline	294	-0.08757987049810202	0.08757987049810202	-0.08757987049810202	True	240	162	0.1340904326491866	-0.08834282012124572	0.08834282012124572	True	147	147	0.5945710553055596	0.3749281113125834	0.9428867271903124	0.03558940134637445	True	64	83	83	64	ok	1.6818847656249998	
Tacstd2	B plasma_xCell	mouse	pan-cancer	baseline	294	0.26193127493122725	0.26193127493122725	0.26193127493122725	True	240	291	5.31964156051855e-06	0.2104678606136332	0.2104678606136332	True	147	147	1.4257072844731564	0.9008931683025408	2.2562511655291115	0.1614893162391809	True	80	67	67	80	ok	1.4257072844731564	
Tacstd2	B_EPIC	mouse	pan-cancer	baseline	294	0.14214820109991005	0.14214820109991005	0.14214820109991005	True	240	294	0.014713702618596695	0.20533111203665144	0.20533111203665144	True	147	147	1.4257072844731564	0.9008931683025408	2.2562511655291115	0.1614893162391809	True	80	67	67	80	ok	1.4257072844731564	
Tacstd2	B_TIMER	mouse	pan-cancer	baseline	294	-0.03087980390718563	0.03087980390718563	-0.03087980390718563	True	240	294	0.5979515828267393	-0.003655884122356401	0.003655884122356401	True	147	147	0.7825443786982249	0.49494822858298515	1.23725203822912	0.35076929819604247	True	69	78	78	69	ok	1.277882797731569	
Tacstd2	B_quanTIseq	mouse	pan-cancer	baseline	294	0.08902689371650475	0.08902689371650475	0.08902689371650475	True	240	294	0.12775471350238818	0.10305891063908557	0.10305891063908557	True	147	147	1.0275849127416026	0.650484791258627	1.6232981417613779	1.0	True	74	73	73	74	ok	1.0275849127416026	
Tacstd2	B_xCell	mouse	pan-cancer	baseline	294	0.018108122668119207	0.018108122668119207	0.018108122668119207	True	240	195	0.7571752650820522	0.05206164098292376	0.05206164098292376	True	147	147	1.0275849127416026	0.650484791258627	1.6232981417613779	1.0	True	74	73	73	74	ok	1.0275849127416026	
Tacstd2	CD8 T_mMCPcounter	mouse	pan-cancer	baseline	287	0.3149128398226168	0.3149128398226168	0.3149128398226168	True	233	271	5.00887853486915e-08	0.3899572649572649	0.3899572649572649	True	144	143	3.289504036908881	2.0284987391466403	5.334406475101874	1.1499983420484856e-06	True	93	51	51	92	ok	3.289504036908881	
Tacstd2	Classswitched memory B_xCell	mouse	pan-cancer	baseline	294	0.06328303291138614	0.06328303291138614	0.06328303291138614	True	240	202	0.27945702294144986	0.1222175945208015	0.1222175945208015	True	147	147	1.5914792899408283	1.0043467100589412	2.521844603007583	0.06182003682175443	True	82	65	65	82	ok	1.5914792899408283	
Tacstd2	Dendritic activated_CIBERSORT_abs	mouse	pan-cancer	baseline	294	0.06813557562781004	0.06813557562781004	0.06813557562781004	True	240	46	0.24415714718838638	0.07557036420010177	0.07557036420010177	True	147	147					False	147	0	147	0	split collapsed or empty cell		
Tacstd2	Dendritic resting_CIBERSORT_abs	mouse	pan-cancer	baseline	294	0.5831690669527734	0.5831690669527734	0.5831690669527734	True	240	250	3.510733831756082e-28	0.5857281688185478	0.5857281688185478	True	147	147	6.25	3.7678767248495264	10.367244698420965	2.0674051670089748e-13	True	105	42	42	105	ok	6.25	
Tacstd2	Dendritic_TIMER	mouse	pan-cancer	baseline	294	0.09571893526684724	0.09571893526684724	0.09571893526684724	True	240	294	0.10141978282202563	0.09010134666111336	0.09010134666111336	True	147	147	1.1458044038881172	0.7251361245737874	1.8105121059043456	0.6408843645662102	True	76	71	71	76	ok	1.1458044038881172	
Tacstd2	Dendritic_quanTIseq	mouse	pan-cancer	baseline	294	0.11584633186863715	0.11584633186863715	0.11584633186863715	True	240	264	0.04719172436960013	0.09139710305891069	0.09139710305891069	True	147	147	1.0275849127416026	0.650484791258627	1.6232981417613779	1.0	True	74	73	73	74	ok	1.0275849127416026	
Tacstd2	Eosinophil_xCell	mouse	pan-cancer	baseline	294	0.19820090372244847	0.19820090372244847	0.19820090372244847	True	240	87	0.0006309937601469203	0.17099356749502514	0.17099356749502514	True	147	147	1.506198347107438	0.9511833205869953	2.3850643842547163	0.10231011784481572	True	81	66	66	81	ok	1.506198347107438	
Tacstd2	Eosinophils_CIBERSORT_abs	mouse	pan-cancer	baseline	294	-0.175706057849014	0.175706057849014	-0.175706057849014	True	240	172	0.0024990800582431185	-0.1897820352630848	0.1897820352630848	True	147	147	0.4495092975206611	0.2819563861892844	0.7166307218233077	0.0010564934377523551	True	59	88	88	59	ok	2.224648089629417	
Tacstd2	Eosinophils_mMCPcounter	mouse	pan-cancer	baseline	285	0.37760555298443954	0.37760555298443954	0.37760555298443954	True	231	276	4.32879324620669e-11	0.42553924948291155	0.42553924948291155	True	143	142	2.851548593805625	1.763729511923415	4.610304090204459	1.8759236086731424e-05	True	90	53	53	89	ok	2.851548593805625	
Tacstd2	Granulocytes_mMCPcounter	mouse	pan-cancer	baseline	294	0.5101675660926835	0.5101675660926835	0.5101675660926835	True	240	210	6.94500564752833e-21	0.4938220186033597	0.4938220186033597	True	147	147	5.849648458626285	3.5389570813991846	9.669059641712318	1.2481886296245878e-12	True	104	43	43	104	ok	5.849648458626285	
Tacstd2	Macrophage M1_quanTIseq	mouse	pan-cancer	baseline	294	0.3944930408779099	0.3944930408779099	0.3944930408779099	True	240	150	2.1844482062785075e-12	0.3331482252765052	0.3331482252765052	True	147	147	3.5432525951557095	2.191856822314845	5.727855407917827	2.3366165762577637e-07	True	96	51	51	96	ok	3.5432525951557095	
Tacstd2	Macrophage M1_xCell	mouse	pan-cancer	baseline	294	0.2688263777035104	0.2688263777035104	0.2688263777035104	True	240	285	2.923294345344162e-06	0.25595816557915674	0.25595816557915674	True	147	147	1.7777777777777777	1.1200661146792392	2.821702920693735	0.01950224284971591	True	84	63	63	84	ok	1.7777777777777777	
Tacstd2	Macrophage M2_quanTIseq	mouse	pan-cancer	baseline	294	0.3103928172567225	0.3103928172567225	0.3103928172567225	True	240	263	5.502305240176887e-08	0.36119209588597334	0.36119209588597334	True	147	147	2.4930747922437675	1.5594024535792363	3.9857715405380354	0.00017935168335713275	True	90	57	57	90	ok	2.4930747922437675	
Tacstd2	Macrophage M2_xCell	mouse	pan-cancer	baseline	294	0.05896778911045686	0.05896778911045686	0.05896778911045686	True	240	279	0.31361925918095107	0.03928918506177981	0.03928918506177981	True	147	147	1.1458044038881172	0.7251361245737874	1.8105121059043456	0.6408843645662102	True	76	71	71	76	ok	1.1458044038881172	
Tacstd2	Macrophage_EPIC	mouse	pan-cancer	baseline	294	0.3494967853599869	0.3494967853599869	0.3494967853599869	True	240	294	7.159871594548088e-10	0.43319912999213295	0.43319912999213295	True	147	147	2.9660493827160495	1.8459578785274906	4.765790727428693	8.334960438688746e-06	True	93	54	54	93	ok	2.9660493827160495	
Tacstd2	Macrophage_TIMER	mouse	pan-cancer	baseline	294	0.015278799409163666	0.015278799409163666	0.015278799409163666	True	240	240	0.7941881071053536	0.024387986487111935	0.024387986487111935	True	147	147	1.2100000000000002	0.7655681664664824	1.9124358406353625	0.4840847083666908	True	77	70	70	77	ok	1.2100000000000002	
Tacstd2	Macrophage_xCell	mouse	pan-cancer	baseline	294	0.2057444660249185	0.2057444660249185	0.2057444660249185	True	240	266	0.0003840372776278911	0.18913415706418624	0.18913415706418624	True	147	147	1.4257072844731564	0.9008931683025408	2.2562511655291115	0.1614893162391809	True	80	67	67	80	ok	1.4257072844731564	
Tacstd2	Macrophages M0_CIBERSORT_abs	mouse	pan-cancer	baseline	294	0.10342902562014053	0.10342902562014053	0.10342902562014053	True	240	119	0.0766214142754447	0.003563330093942385	0.003563330093942385	True	147	147					False	147	0	147	0	split collapsed or empty cell		
Tacstd2	Macrophages M1_CIBERSORT_abs	mouse	pan-cancer	baseline	294	0.31828612198783923	0.31828612198783923	0.31828612198783923	True	240	274	2.4051418428017202e-08	0.3503632745615253	0.3503632745615253	True	147	147	3.14560341758633	1.953989508800414	5.063906851171064	2.6805080981764335e-06	True	94	53	53	94	ok	3.14560341758633	
Tacstd2	Macrophages M2_CIBERSORT_abs	mouse	pan-cancer	baseline	294	0.3468552463600335	0.3468552463600335	0.3468552463600335	True	240	282	9.789439391273603e-10	0.3382386968392799	0.3382386968392799	True	147	147	3.14560341758633	1.953989508800414	5.063906851171064	2.6805080981764335e-06	True	94	53	53	94	ok	3.14560341758633	
