gene,spearman_rank,spearman_r,spearman_p,pearson_r,pearson_p,mean_log2tpm,pct_expressed,spearman_q,pearson_q,pearson_rank
BACE2,21,0.33272023762618264,2.431664858376481e-12,0.3162471346869948,3.1209008898935484e-11,5.318019352508911,100.0,2.9588940117608365e-10,2.142218380062828e-09,36
MST1R,22,0.33033352256371246,3.5536244361129135e-12,0.32934989679214705,4.151073603285346e-12,2.721672161857595,100.0,3.9637719231142793e-10,3.2683600105867264e-10,32
MUC16,23,0.3281433283425831,5.018979214536885e-12,0.35732746674307886,3.9995013898148965e-14,5.338567421771919,100.0,5.174799577483121e-10,5.9481473447413765e-12,18
ITGB6,24,0.3281344832965326,5.025954016233139e-12,0.3473110301643585,2.2239052038618965e-13,2.8125681207296536,100.0,5.174799577483121e-10,2.4805809294742903e-11,22
ERBB3,25,0.3274569527690623,5.5893205691195066e-12,0.41138141960405505,1.2650897108712866e-18,5.35236398538107,100.0,5.541707838345526e-10,4.838064508574906e-16,7
EGFR,26,0.32247992576594076,1.210051325218542e-11,0.28394552594507266,3.006018435369543e-09,3.1343554025244584,100.0,1.1568954991464419e-09,1.3191985822105354e-07,54
CLDN4,27,0.32049638398435554,1.6397821685467657e-11,0.4073554612639099,2.927929817931676e-18,8.133149082486582,100.0,1.5136885742067902e-09,7.838068122603097e-16,10
TCIRG1,28,0.3181821306824249,2.3310576868037817e-11,0.27652570121959413,7.934108089337455e-09,5.572941363191423,100.0,2.080080475857908e-09,2.831947647354182e-07,64
GABRP,29,0.316333837621593,3.080499501027064e-11,0.34863772409066324,1.778032728225017e-13,2.423424027399154,100.0,2.6601603755643383e-09,2.1635425515719865e-11,20
CD47,30,0.3158770184797135,3.299254063368971e-11,0.3055056122296153,1.518099924025268e-10,6.771502264427453,100.0,2.7600322273871046e-09,9.19926251656159e-09,41
MPZL2,31,0.3132373351001983,4.893153649941782e-11,0.3701725253565438,4.0479962477007775e-15,5.332625865363129,100.0,3.969385551786106e-09,7.165915073567511e-13,15
FZD6,32,0.3100394489053854,7.846992893770235e-11,0.29073388340943385,1.206048390030039e-09,5.3934126113259735,100.0,6.178352934300858e-09,5.566537138121404e-08,52
KLRC1,33,0.3079805105568505,1.0603859984543887e-10,0.2773772303101002,7.108146892643425e-09,0.42095077657533847,91.68646080760095,8.110438051035424e-09,2.642848504389785e-07,62
ITGB4,34,0.30617078658190433,1.378986479956436e-10,0.3419557551558774,5.429110887131863e-13,6.6106296597283265,100.0,9.977153532009133e-09,5.589896094173845e-11,24
GPRC5A,35,0.3050720833087584,1.616024890243915e-10,0.3310511873187711,3.171595438288494e-12,4.171839016259376,100.0,1.1384470082060423e-08,2.5728366631206965e-10,31
TSPAN15,36,0.3037176532645457,1.9632476375031257e-10,0.3378618126025884,1.0618533052068645e-12,5.865652810463292,100.0,1.3475933142553505e-08,1.0152076064424201e-10,26
SLC16A5,37,0.3034627551192714,2.0362638704617998e-10,0.30259714396536014,2.3044899479337813e-10,4.607892031361707,100.0,1.3627695953065595e-08,1.312578636301858e-08,44
ATP1A1,38,0.3024081039920105,2.367487080642217e-10,0.22994473205475727,1.85985693721934e-06,6.12534623244506,100.0,1.5457958328973695e-08,2.7206759677246846e-05,139
MUC4,39,0.301078766199413,2.860316503397508e-10,0.3356837430789333,1.51118525041665e-12,1.394870668390415,100.0,1.765695198903054e-08,1.304981585601733e-10,29
TNFRSF14,40,0.3008573261908246,2.951577074618024e-10,0.2913755820287146,1.1049007039130145e-09,3.654612789056218,100.0,1.765695198903054e-08,5.1891564638160346e-08,51
EPHA2,41,0.300817925531145,2.968109224902407e-10,0.27298805619569533,1.2476609701237333e-08,5.325916157211557,100.0,1.765695198903054e-08,4.123442490149672e-07,68
PTTG1IP,42,0.2990934631893306,3.7869575951072864e-10,0.2788196326285043,5.895411770887103e-09,8.021345618605247,100.0,2.2038446700222188e-08,2.3912147440401173e-07,58
RHBDF2,43,0.29700410249317727,5.07638980732929e-10,0.30748199809444915,1.1401744166602103e-10,4.782451752531611,100.0,2.801300925610452e-08,7.267254555712817e-09,39
EMP1,44,0.29678764009346803,5.232164597703497e-10,0.2981301707970491,4.3360316860170555e-10,5.133174704642781,100.0,2.801300925610452e-08,2.2322224660514725e-08,48
SECTM1,45,0.2962612109455522,5.630652486593614e-10,0.29871566531416915,3.9937255420458555e-10,4.806490385281006,100.0,2.8987032128098282e-08,2.096314367854266e-08,47
TMEM9B,46,0.296044977863262,5.802748084561599e-10,0.2601438790833404,6.11680597245357e-08,5.399606565511437,100.0,2.9309352117681885e-08,1.6123601568066338e-06,81
P2RY6,47,0.2946394196363239,7.052740030768249e-10,0.27086996253014806,1.6310487308220855e-08,3.0906107826801867,100.0,3.496330567104926e-08,5.197996967155623e-07,70
TMPRSS13,48,0.29422845846239587,7.4652233508392e-10,0.3053776640522689,1.5463833143267522e-10,2.2120537914499483,100.0,3.6335278018539166e-08,9.19926251656159e-09,42
ACKR2,49,0.29327599599239007,8.513393925649598e-10,0.29430284256335065,7.388865122308059e-10,2.1074027275191454,100.0,4.015252766138622e-08,3.596362169530669e-08,50
PTPRJ,50,0.29324527955974183,8.549473577508459e-10,0.25611487247838305,9.900226808632536e-08,3.4767396886792876,100.0,4.015252766138622e-08,2.3876492942981354e-06,89
CLDN1,51,0.2922317981013707,9.826893917221735e-10,0.31528887757254714,3.6033025720900976e-11,6.139139434380189,100.0,4.410711867827754e-08,2.4115102463712978e-09,37
IL15RA,52,0.2921882161471944,9.885794249894106e-10,0.27826452899528775,6.3362964850409025e-09,3.2790616663165846,100.0,4.410711867827754e-08,2.531681446336492e-07,59
STS,53,0.2906996065843975,1.2116971056045386e-09,0.2621462730915627,4.800397435063263e-08,2.2225592963332477,100.0,5.317562543775983e-08,1.311292238129016e-06,79
ANPEP,54,0.28995234932464053,1.341428472932724e-09,0.2828373858192044,3.481257680519901e-09,4.174410067112454,100.0,5.791941971033713e-08,1.4561448141799649e-07,56
EFNA1,55,0.2880829890466166,1.7278629123451106e-09,0.27029080598242256,1.754334824002575e-08,6.552638740639728,100.0,7.342046057695017e-08,5.460877120761503e-07,71
MUC15,56,0.2866886445147884,2.0844476733710393e-09,0.2545879361940223,1.1857106135928032e-07,1.6626176327488436,98.33729216152018,8.7188537837723e-08,2.8089799226441892e-06,91
NIPAL3,57,0.2860499150071484,2.270741518201821e-09,0.26875294851474557,2.1270642586131335e-08,3.6581249946852576,100.0,9.351961606501962e-08,6.326834467008176e-07,73
TLR3,58,0.2847344154309065,2.7067057826523822e-09,0.2971132294475208,4.999577115641701e-10,2.617677361158329,100.0,1.0978562697212768e-07,2.5121334709065737e-08,49
MFSD12,59,0.28427238238903085,2.87830050574557e-09,0.2681701350857639,2.2874516267326704e-08,4.731909067458621,100.0,1.1500314110269987e-07,6.729129675564132e-07,74
FAS,60,0.28308691637117195,3.3682676944883323e-09,0.21900095569133438,5.751185842789667e-06,3.1579538619421768,100.0,1.326007737962539e-07,7.366471053180832e-05,156
ADAM15,61,0.28278110762491215,3.50724456198706e-09,0.2712027775051475,1.5640402270629262e-08,6.0490984304932045,100.0,1.360709230788313e-07,5.044500828731872e-07,69
SLC28A3,62,0.28236651619367115,3.704569922497795e-09,0.31022530932144343,7.635710326394868e-11,2.4236411721132756,100.0,1.4167333832180853e-07,4.985560132624161e-09,38
VNN1,63,0.28181877794507,3.981841519712824e-09,0.23313456176808475,1.324126743176021e-06,1.5609437233305938,100.0,1.5013224997565113e-07,2.097448101468762e-05,131
CLDN7,64,0.2809603146906566,4.457336103487342e-09,0.413960329621756,7.346328174834459e-19,7.185360987881148,100.0,1.6572623262549464e-07,3.2776867540053075e-16,6
CD9,65,0.28061342806645684,4.664706755691097e-09,0.30447116251162176,1.761992129342349e-10,8.185163441453494,100.0,1.7106054773952146e-07,1.0254028109237976e-08,43
VTCN1,66,0.2797552977805367,5.218700135385818e-09,0.3218916974886412,1.3244780071524497e-11,5.999905646275212,100.0,1.8879000354632209e-07,9.848965625408633e-10,34
SLC2A9,67,0.2771395071676841,7.329949250206367e-09,0.2563819014262765,9.59167415630108e-08,1.8842294809696043,100.0,2.616303219040326e-07,2.3342647014925446e-06,88
TMEM123,68,0.27413595961512793,1.0779809901589616e-08,0.27653360184966314,7.926033557879647e-09,7.303046087506276,100.0,3.74773390994226e-07,2.831947647354182e-07,63
ATP1B3,69,0.27279440735779176,1.278725790356835e-08,0.2216580776870804,4.395154087963288e-06,6.54591504193023,100.0,4.3886524881862143e-07,5.857185696185706e-05,149
CNNM4,70,0.27269196564262477,1.295460816063736e-08,0.25371019140318407,1.314558635386301e-07,4.7419637466268085,100.0,4.3898083602564826e-07,3.060063884286198e-06,92
L1CAM,71,0.2717130602733602,1.4664458633769933e-08,0.27812518113616763,6.451893370647593e-09,4.07843099730979,100.0,4.907094470325264e-07,2.5399586107681773e-07,60
OSMR,72,0.2700529363965983,1.8075414131196087e-08,0.257592256924116,8.305637695653197e-08,4.406532948936345,100.0,5.973812793729867e-07,2.0587214917836673e-06,86
PTAFR,73,0.26923258772275444,2.0032808561476095e-08,0.2690677956641334,2.0450025968379125e-08,3.6883100281650028,100.0,6.461184158924278e-07,6.151092080601226e-07,72
SLC8B1,74,0.26787311491456167,2.373628381557145e-08,0.2587229762521614,7.255674205705152e-08,3.978322486051413,100.0,7.564527592176757e-07,1.8323999857238386e-06,85
TMEM87B,75,0.265567291725994,3.1581492515056e-08,0.2624782704899109,4.610439982931279e-08,4.6489794251422465,100.0,9.634383000649325e-07,1.2723863746708283e-06,78
MPZL3,76,0.2655443963671481,3.167073978547406e-08,0.30219489642468844,2.4405498698406903e-10,2.9738028741438534,100.0,9.634383000649325e-07,1.361115000325735e-08,45
CD58,77,0.26496155621348405,3.4026554357247125e-08,0.2601077839745453,6.143471647152658e-08,3.982666554897248,100.0,1.0234728765657366e-06,1.6123601568066338e-06,82
HTR3A,78,0.2635134064819149,4.0636415783400614e-08,0.27322452526097357,1.2107169326926492e-08,3.8171209842021754,99.04988123515439,1.208707611690705e-06,4.0513615360227776e-07,67
PTPRU,79,0.2628147831275118,4.4253174506833905e-08,0.2008812561486075,3.2975237079745614e-05,5.327330220577495,100.0,1.2738252489762835e-06,0.000324539373759114,192
CD55,80,0.26269770688160665,4.488893841127954e-08,0.28226221559792697,3.7558825766719356e-09,5.843559666120953,100.0,1.2783796609254822e-06,1.5468457935001187e-07,57
TM4SF1,81,0.2609898088987596,5.522920851425005e-08,0.24960919309525628,2.117886935111581e-07,8.073229682130783,100.0,1.5563009599226042e-06,4.647199446962052e-06,97
EPHA10,82,0.2606983173863242,5.72098313617807e-08,0.23831669189928897,7.545760428875262e-07,0.7863787019588233,99.2874109263658,1.5953199849529888e-06,1.2986129005335484e-05,118
ADAM8,83,0.2597434615007309,6.418978745098262e-08,0.27593352720245745,8.562542438863837e-09,4.033782474343326,100.0,1.7715057835699016e-06,3.0160429090576965e-07,65
TLR1,84,0.2589663840004374,7.047031262262335e-08,0.2337770575475726,1.23581697728966e-06,2.2417467144339778,100.0,1.9055457261693205e-06,1.9810072144936643e-05,129
NPR1,85,0.25799519794408965,7.915682008105716e-08,0.23826289624026323,7.590444418040852e-07,6.4445281366975165,100.0,2.1190280735699e-06,1.2986129005335484e-05,120
CD46,86,0.2565254729285304,9.429632707140646e-08,0.2409552958253281,5.63879046733454e-07,5.721467838839648,100.0,2.499319480892625e-06,1.1018278891280702e-05,105
SLC44A3,87,0.25609174403401647,9.92739775278805e-08,0.26178651250862495,5.014771128262213e-08,3.01636034934632,100.0,2.6054552729621187e-06,1.3560143747836307e-06,80
TLR6,88,0.25599254957558637,1.0044747790110234e-07,0.2405421537736135,5.903265098755833e-07,1.062646382355756,100.0,2.6106592071966114e-06,1.1349887758057e-05,107
CD59,89,0.25490168329267293,1.1426790885478769e-07,0.236528190852079,9.175447602590507e-07,5.201284163919495,100.0,2.8858036981534587e-06,1.5162143970453574e-05,125
ABCC3,90,0.25457547214757226,1.1874519717254184e-07,0.2516472287263332,1.6727174133227681e-07,2.131189171608799,100.0,2.94334160028606e-06,3.7948004368347886e-06,93
MFSD6,91,0.2542876762777473,1.2283526998238767e-07,0.28324780395243254,3.2973111787866186e-09,4.402953961788885,100.0,3.016789153604145e-06,1.423693875098674e-07,55
TLR5,92,0.2542040606080272,1.2404883366322148e-07,0.23984778322843872,6.374820397588642e-07,2.161766043828993,100.0,3.0177158332819663e-06,1.1881164502195242e-05,110
CSF1,93,0.25413039527706704,1.2512755229521787e-07,0.25105777864007517,1.7912408010979771e-07,5.727202570047712,100.0,3.0177158332819663e-06,4.029539180285113e-06,94
CX3CR1,94,0.2538349707389795,1.2954516175272431e-07,0.24450172140978946,3.791628301560804e-07,2.7700500681170577,100.0,3.096360696536098e-06,7.803389657458577e-06,103
MYOF,95,0.25322144618111114,1.392047739920613e-07,0.26307489403741213,4.287166179194727e-08,5.661119118315174,100.0,3.297798052891576e-06,1.1954941522608628e-06,77
SLC28A1,96,0.25256448827203537,1.503170401910815e-07,0.26491006075543533,3.424265455893295e-08,0.4473989042413958,96.67458432304038,3.529813303434431e-06,9.751870878113138e-07,76
KIR2DL4,97,0.2520069342073347,1.6041413775925187e-07,0.23833145556771335,7.5335415890352e-07,0.6364439106925476,94.77434679334917,3.7341621459262373e-06,1.2986129005335484e-05,117
STIM1,98,0.25162081448400414,1.6778629676504363e-07,0.23840096509259448,7.476268244653462e-07,4.35976748215728,100.0,3.872102727931222e-06,1.2986129005335484e-05,114
VNN3,99,0.25089754578093143,1.8248328708346847e-07,0.1919848744373532,7.357254735391139e-05,0.5394441172848089,96.19952494061758,4.175279995918334e-06,0.0006332916696669479,216
CLSTN1,100,0.2500195495627956,2.0199475586864122e-07,0.2380165608169387,7.798321244839748e-07,7.454091249471366,100.0,4.582542046274174e-06,1.3212725299010131e-05,122
ZDHHC5,101,0.24898740304623385,2.2750531065308812e-07,0.22306127276569387,3.808210478302354e-06,6.1184666659168245,100.0,5.117913585027873e-06,5.2020017755797145e-05,146
ICAM1,102,0.24889075081575449,2.3004701796167923e-07,0.21626818094953948,7.5573329726443695e-06,5.347281446090278,100.0,5.131965559028461e-06,9.280266223747238e-05,161
IL1RL2,103,0.2481882933403236,2.493587808063949e-07,0.2673605260873093,2.5297878366385445e-08,1.9438126135851237,100.0,5.427101270070888e-06,7.361132650740634e-07,75
HLA-H,104,0.24794609989755828,2.5637183542663747e-07,0.24573102443002387,3.299576181782934e-07,4.400861888518487,100.0,5.534737124492811e-06,6.847260029947995e-06,102
STEAP4,105,0.24773745714072365,2.62565253474861e-07,0.23533566129644024,1.044432792107989e-06,1.1757673927996422,100.0,5.6204991554977846e-06,1.7048454783372477e-05,127
TMIGD2,106,0.24767181230296342,2.64543479115697e-07,0.208793409640843,1.5670980869978346e-05,0.6738957767801502,95.72446555819477,5.6204991554977846e-06,0.00017479673245388347,171
ADAM10,107,0.24739802868046387,2.7294978814264394e-07,0.2041733622904552,2.428095006451535e-05,4.011280275067969,100.0,5.753437660298093e-06,0.0002536114567759298,181
HLA-E,108,0.24568643186017752,3.316298301309788e-07,0.25693650559943926,8.980190407705744e-08,8.672353130166353,100.0,6.935726994223674e-06,2.2055018093053465e-06,87
SLCO3A1,109,0.244395537593858,3.837294106530466e-07,0.2396998898158513,6.479828230558481e-07,4.329839069947242,100.0,7.96312893269927e-06,1.1881164502195242e-05,112
MILR1,110,0.24381819731528728,4.094990663830296e-07,0.23161794524852805,1.557206229766894e-06,2.7778973780829483,100.0,8.368160310743284e-06,2.3551644503310596e-05,136
CSF2RA,111,0.24371520253206358,4.1426782027849517e-07,0.2291771937206495,2.0168251943085957e-06,2.227677794404932,100.0,8.401476930950997e-06,2.8871877246866903e-05,142
KIR2DL3,112,0.2435214642640874,4.2338313733524746e-07,0.1590987817755019,0.0010543179027727612,0.20620523160559037,74.82185273159145,8.52177938831923e-06,0.0055383538849150095,322
IFNAR1,113,0.24312088604846763,4.4284554337551475e-07,0.21649717100471974,7.387334600881631e-06,5.003918667397418,100.0,8.846996415046663e-06,9.15550681785191e-05,159
MUC1,114,0.24234445182425055,4.83045878979223e-07,0.351984925738207,1.0062826476075723e-13,8.152832316987542,100.0,9.578620874276888e-06,1.2827707845930815e-11,19
LRP10,115,0.2420951823446448,4.96679563505308e-07,0.222561773295451,4.00799828652437e-06,6.703136231197208,100.0,9.776552878703746e-06,5.418894653043302e-05,147
SLC9A1,116,0.24195301833176,5.046199519870023e-07,0.22369773631396758,3.567395549783719e-06,4.645222494333646,100.0,9.860347528972302e-06,4.922638085964441e-05,145
CCR3,117,0.2413372428868795,5.404439535054578e-07,0.20191379652848346,2.9972907455145346e-05,0.26956151898104763,93.34916864608076,1.0334060453815076e-05,0.0003027829179525437,187
SLC43A3,118,0.24126769778197213,5.446401601621354e-07,0.22433584078534777,3.340605048608277e-06,3.8832044189296706,100.0,1.0340437650737847e-05,4.6577081849606037e-05,144
RNF149,119,0.24114635982718244,5.520364957506408e-07,0.21911164941570116,5.687494526868114e-06,4.664432279410799,100.0,1.0407054219186377e-05,7.35527673837002e-05,154
LDLR,120,0.239550543005418,6.587552544686913e-07,0.1973891667191698,4.537808771587331e-05,3.8747177013771323,100.0,1.2246443168143658e-05,0.0004203361273889026,202
SLC52A3,121,0.2385352925378367,7.3667693557354e-07,0.23834086156550383,7.525766819536999e-07,2.956196225263558,100.0,1.3600580389864597e-05,1.2986129005335484e-05,116
ADCY9,122,0.23809779396903746,7.729173874689208e-07,0.2190048551128943,5.748930667593879e-06,2.639853601144661,100.0,1.4171916755166445e-05,7.366471053180832e-05,155
CELSR2,123,0.23725597724089242,8.475207628036583e-07,0.24344914135091839,4.2683507852783373e-07,5.6010326367289975,100.0,1.529768947248632e-05,8.527145561335902e-06,104
SLC9A2,124,0.23721354009407508,8.514589956669635e-07,0.24072841481936438,5.782586898948946e-07,1.74598209473389,100.0,1.529768947248632e-05,1.1217380527888645e-05,106
SLC46A3,125,0.23711872774139064,8.603212697868039e-07,0.22623825452713356,2.7433596100167053e-06,3.185102629911395,100.0,1.5353866928128494e-05,3.8652493031656424e-05,143
SLC46A2,126,0.23683335431034397,8.875329227226068e-07,0.24049273041650487,5.935690273171387e-07,0.4996521613336605,97.38717339667458,1.5656619727103836e-05,1.1349887758057e-05,108
CEACAM1,127,0.23681838868992003,8.889825171908043e-07,0.24734193894038872,2.747034256196451e-07,2.3035923080169227,100.0,1.5656619727103836e-05,5.836357701458649e-06,100
P2RY2,128,0.2353425005277897,1.0436592597885944e-06,0.23686998754790609,8.839941312656768e-07,2.1559334191353168,100.0,1.7909460502910687e-05,1.4698461424833644e-05,124
SPNS3,129,0.23494444967331343,1.089606627247749e-06,0.2041027267033464,2.444219493768767e-05,0.705892519431705,100.0,1.8578834020014168e-05,0.0002536114567759298,183
NPC1,130,0.2343945527053659,1.1562828868911208e-06,0.18309797124534335,0.00015830273944636604,3.2385743244909277,100.0,1.959094486207298e-05,0.0012247873800517973,236
GPR39,131,0.23366642571956178,1.2506096371067044e-06,0.2547320208895474,1.1657583627989551e-07,1.8270528973721736,100.0,2.1055861626004073e-05,2.786370658225717e-06,90
CLDN3,132,0.23272554465381293,1.3834623167340867e-06,0.3325083069041826,2.5153152292117253e-12,10.363469673043847,100.0,2.3015566050581383e-05,2.104218396437434e-10,30
IL6ST,133,0.23272055926422083,1.3842010213461347e-06,0.15848158685841437,0.0011033854741183359,4.547047230906856,100.0,2.3015566050581383e-05,0.005748548597408814,323
ILDR1,134,0.2324790090975319,1.4204487484753098e-06,0.33738228913577845,1.1479113505421838e-12,4.134821756762907,100.0,2.3472477158446938e-05,1.0596409260004917e-10,27
TMEM63A,135,0.2323408655601246,1.4415859535275061e-06,0.19794164643120163,4.3158763952136674e-05,3.926730268510177,100.0,2.367561716314806e-05,0.0004068169404924996,199
PLXNB2,136,0.23187883251824895,1.5144926278110204e-06,0.21829121412394278,6.176011971831884e-06,7.412493945346469,100.0,2.472132173567135e-05,7.829778140567778e-05,157
KLRC2,137,0.23155385626429456,1.5678743776573337e-06,0.19587347089096194,5.203350173315273e-05,0.16543190799957366,69.35866983372921,2.5437573993870803e-05,0.00047218198013440627,207
CD74,138,0.23096312902349084,1.6695584068469374e-06,0.23823218083584535,7.616071176083941e-07,10.532814826992253,100.0,2.676292128819911e-05,1.2986129005335484e-05,121
CHRNA6,139,0.23030938613524227,1.7894468716979861e-06,0.23289078704937313,1.3591903634513632e-06,0.5109226455594912,97.38717339667458,2.834526198541721e-05,2.140325060564294e-05,132
GJB5,140,0.22985191451636944,1.8781978971492692e-06,0.24914141276632631,2.2351102111910132e-07,1.2675387443152732,97.14964370546319,2.940313316180464e-05,4.864544744193774e-06,98
HTR3B,141,0.22934767884786145,1.980900629563551e-06,0.18328281970912624,0.00015585540590294818,0.24726746069853978,85.5106888361045,3.0725224495232755e-05,0.0012128631441924193,234
SLC41A2,142,0.2293251873139525,1.9856047208349897e-06,0.23828871717793598,7.568965311030076e-07,2.8980857533361104,100.0,3.0725224495232755e-05,1.2986129005335484e-05,119
HLA-B,143,0.22914523083157906,2.023629455520893e-06,0.2595933650367727,6.535920289692409e-08,9.53807502099205,100.0,3.1133655473732354e-05,1.666348439572055e-06,84
HLA-C,144,0.22883613667686795,2.09057298321404e-06,0.22935362828427056,1.9796580935660545e-06,9.7203063351737,100.0,3.197979357750849e-05,2.86461876566288e-05,140
CLEC5A,145,0.22873395458261547,2.1131659383619103e-06,0.2355711250609995,1.0181151767264216e-06,2.1329253043128054,100.0,3.214173418747065e-05,1.6720824098752336e-05,126
FAT2,146,0.22855665159980035,2.1529240403564773e-06,0.23181531125512364,1.5247880250856885e-06,2.1519177570818044,100.0,3.256145568380954e-05,2.3192372404286297e-05,135
LRP8,147,0.22824434103959448,2.224703055129126e-06,0.22082244685260877,4.784714778575543e-06,2.0443860481305762,100.0,3.3458034149329615e-05,6.309695301599374e-05,151
LAMP2,148,0.2281758137844414,2.2407563456775926e-06,0.20357557043725855,2.5678027444997688e-05,5.786650853756813,100.0,3.351119965016154e-05,0.000264384921039457,184
ADORA3,149,0.22795164123655534,2.294049274760163e-06,0.2087499529048779,1.5736377757240988e-05,2.3052298542859204,100.0,3.411761060296087e-05,0.00017479785583458145,172
HBEGF,150,0.2277364653803478,2.346342544297852e-06,0.2292676950113697,1.9976778509974633e-06,3.3968162056089035,100.0,3.470253586235e-05,2.875152476946349e-05,141
TLR2,151,0.22671671193923276,2.610067391290879e-06,0.2163970301804218,7.461224272596267e-06,2.598327899835307,100.0,3.8259970797272554e-05,9.204468837668298e-05,160
SERINC3,152,0.22669692208479345,2.6154556054915493e-06,0.17989761358175405,0.00020682466393135473,6.301194890345788,100.0,3.8259970797272554e-05,0.0015210703992973532,243
MUC21,153,0.22621381800978688,2.7503391363203257e-06,0.2200939844836023,5.151002675166161e-06,0.3546064180828086,80.28503562945369,3.979815063745682e-05,6.693802990980491e-05,153
BTC,154,0.22588639422852705,2.845510933568245e-06,0.2599063750278269,6.294337501463376e-08,3.457401382539403,100.0,4.095393961915157e-05,1.6359166496521802e-06,83
CEACAM6,155,0.22369597889948697,3.568040006927172e-06,0.1991726175715053,3.8577296880630966e-05,1.8054836211413525,98.57482185273159,5.0008602610178215e-05,0.00037014847222024765,197
TLR7,156,0.22276682689601604,3.924799695694987e-06,0.20217451381422308,2.9256818749146344e-05,1.7265488693839022,100.0,5.443880199676415e-05,0.00029779659236298393,186
GPR12,157,0.22223302725315008,4.144908698597549e-06,0.21370621332293885,9.731802809941023e-06,1.0561105089627756,91.68646080760095,5.7121985926559636e-05,0.00011841834601005508,163
TPRA1,158,0.22179274609732447,4.335278053414253e-06,0.2057589358741582,2.091604961364711e-05,4.86298902414825,100.0,5.891136725375612e-05,0.0002257752613537634,176
OLR1,159,0.22003765657893162,5.180413360052499e-06,0.2327893883908837,1.3740356725258168e-06,3.0767825139617444,100.0,6.968827419527909e-05,2.151048827691001e-05,133
SPPL2A,160,0.2195699056153177,5.4309078551225455e-06,0.17584040603052428,0.0002883983895602205,4.009100578368351,100.0,7.269270164081527e-05,0.0019594987026718535,260
