^SAMPLE = GSM379987
!Sample_title = TACSTD2.1.72h.4
!Sample_geo_accession = GSM379987
!Sample_status = Public on Jun 01 2010
!Sample_submission_date = Mar 12 2009
!Sample_last_update_date = Jun 01 2010
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = SW480, TACSTD2 knockdown, 72h after treatment
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = cell line: SW480 human colon adenocarcinoma cell line
!Sample_characteristics_ch1 = protocol: transfection
!Sample_characteristics_ch1 = targeted gene: TACSTD2
!Sample_characteristics_ch1 = sirna: 1
!Sample_characteristics_ch1 = time: 72h
!Sample_characteristics_ch1 = replicate: 1
!Sample_treatment_protocol_ch1 = Reverse transfections were performed in 6-well plates. Briefly, 60 pmol siRNAs were diluted in 750 μl serum-free media. Subsequently, 1.8 μl Oligofectamine (Invitrogen, Carlsbad, CA) were mixed with 750 μl serum-free media. These solutions were combined to allow complex formation at ambient temperature. Next, tumor cells were dissolved in 1500 μl serum containing 20% FBS, and added to the reaction (20 nM siRNA). After 45-minute incubation at ambient temperature, plates were kept at 37°C in a humidified 5% CO2 atmosphere.
!Sample_growth_protocol_ch1 = Cells were grown in RPMI-1640 containing 10% FBS and 1% Penecillin/Streptomycin.
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = After transfection (48h or 72h), total RNA was isolated using TRIzol (Invitrogen, Gaithersburg, MD), and purified using the RNeasy Mini kit (Qiagen, Germantown, MD).  A detailed protocol can be found at www.riedlab.nci.nih.gov/.  Nucleic acid quantity, quality and purity were determined using a spectrophotometer (Nanodrop, Rockland, DE) and a 2100 Bioanalyzer (Agilent Technologies, Palo Alto, CA).  Only RNA samples with a RNA integrity number between 9.0 and 10.0 were considered for further analysis.
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = 600 ng of total RNA were reverse-transcribed and amplified, thereby incorporating Cyanine 3-CTP nucleotides, using the Low RNA Input Fluorescent Linear Amplification Kit according to the manufacturer's recommendations (Agilent One-Color Microarray-Based Gene Expression Analysis, protocol version 5.5, February 2007; Agilent Technologies).
!Sample_hyb_protocol = After a two-hour reaction, 1.5 μg of purified, Cy3-labeled cRNA were hybridized to an oligonucleotide Whole Human Genome Microarray (4x44K, Agilent Technologies) for 17 hours at 65˚C, then washed according to manufacturer's protocol.
!Sample_scan_protocol = Slides were scanned using an Agilent G2565BA scanner, and data were extracted using the Feature Extraction software version 9.5.1 (Agilent Technologies).
!Sample_description = siRNA-mediated knockdown of TACSTD2
!Sample_data_processing = Median signal intensities from the Feature Extraction Software were converted to log2 and quantile normalized using the R package “limma”.
!Sample_platform_id = GPL4133
!Sample_contact_name = Marian ,,Grade
!Sample_contact_email = marian.grade@gmail.com
!Sample_contact_department = Surgery
!Sample_contact_institute = University Medical Center Goettingen, Georg-August-University
!Sample_contact_address = Robert-Koch-Str. 40
!Sample_contact_city = Goettingen
!Sample_contact_zip/postal_code = 37075
!Sample_contact_country = Germany
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM379nnn/GSM379987/suppl/GSM379987.txt.gz
!Sample_series_id = GSE15212
!Sample_data_row_count = 45015
#ID_REF = 
#VALUE = Quantile-normalized, log2 signal intensity
!sample_table_begin
ID_REF	VALUE
1	17.65413
2	5.89416
3	5.93085
4	5.94524
5	5.89416
6	5.99101
7	6.01169
8	5.91956
9	5.94524
10	5.91956
11	6.00087
12	11.72474
13	7.41109
14	9.50971
15	6.31886
16	14.54162
17	7.66726
18	8.34206
19	16.91365
20	7.01182
21	6.96844
22	15.59627
23	6.99575
24	12.21917
25	13.30462
26	6.8176
27	8.39804
28	6.51448
29	6.23833
30	11.24987
31	7.14016
32	8.90941
33	9.33576
34	6.4675
35	11.24285
36	6.21822
37	6.66448
38	10.53184
39	6.20495
40	9.8165
41	6.2568
42	11.87054
43	6.43465
44	6.12648
45	13.34629
46	7.53694
47	9.90732
48	6.06139
49	10.69429
50	6.33653
51	7.59198
52	11.14228
53	8.11497
54	7.69079
55	7.07466
56	9.29774
57	11.99571
58	10.26258
59	9.32692
60	6.50968
61	13.31572
62	12.50166
63	7.43622
64	11.04649
65	7.57943
66	9.67583
67	10.58811
68	8.93462
69	13.30507
70	6.53616
71	15.52988
72	6.10715
73	7.71082
74	11.59293
75	6.02774
76	5.8367
77	5.93085
78	5.91956
79	5.91956
80	5.89416
81	5.8367
82	5.91956
83	5.72095
84	17.59693
85	17.48622
86	17.7006
87	5.8367
88	5.8367
89	5.86558
90	5.96848
91	5.93085
92	5.8367
93	5.90478
94	5.90478
95	6.01949
96	12.22352
97	6.23091
98	9.43761
99	8.32462
100	10.3381
101	6.24402
102	9.30249
103	12.43867
104	14.63793
105	10.27938
106	10.85977
107	6.28285
108	8.16616
109	12.9507
110	14.10015
111	6.96844
112	7.67779
113	7.84585
114	12.01886
115	6.7903
116	6.19183
117	6.39654
118	6.81299
119	8.49145
120	7.93588
121	7.1914
122	8.23033
123	6.36842
124	7.15894
125	6.76443
126	13.02219
127	10.57432
128	7.36805
129	9.66466
130	6.42394
131	6.43465
132	6.51967
133	6.23091
134	6.57338
135	6.28285
136	6.33653
137	6.59403
138	14.88487
139	12.94519
140	6.37973
141	13.33123
142	10.79298
143	8.43521
144	15.90217
145	13.67304
146	11.20517
147	10.12597
148	6.53081
149	10.55348
150	6.18466
151	6.41231
152	6.28285
153	6.51967
154	7.94493
155	9.67583
156	9.54615
157	11.14791
158	8.24558
159	6.62679
160	5.91956
161	5.94524
162	5.95607
163	5.89416
164	5.89416
165	5.89416
166	5.91956
167	5.89416
168	5.89416
169	5.65643
170	17.44973
171	5.89416
172	5.94524
173	5.99101
174	5.94524
175	6.00087
176	5.95607
177	5.93085
178	5.96848
179	6.02774
180	5.96848
181	8.39804
182	6.48818
183	6.67393
184	10.05372
185	6.19183
186	6.36842
187	6.74641
188	8.88978
189	9.7723
190	7.88556
191	7.71581
192	11.93666
193	10.43324
194	8.93264
195	9.71733
196	6.98232
197	10.53063
198	6.68274
199	6.33079
200	8.19092
201	6.2568
202	9.38051
203	6.7903
204	9.77099
205	8.36646
206	8.24929
207	6.29422
208	10.88776
210	6.95192
211	6.43465
212	6.74641
213	10.74496
214	11.50043
215	5.99101
216	12.34179
217	6.54242
218	6.39068
219	9.86399
220	13.34484
221	6.96844
222	8.49887
223	12.05565
224	6.20495
225	7.34957
226	6.11982
227	6.40054
228	6.86663
229	6.48818
230	6.44041
231	6.88675
232	6.71613
233	9.70048
234	11.42956
235	6.07439
236	9.87653
237	9.10727
238	10.75262
239	10.25205
240	7.15465
241	13.074
