^SAMPLE = GSM379988
!Sample_title = TACSTD2.1.72h.5
!Sample_geo_accession = GSM379988
!Sample_status = Public on Jun 01 2010
!Sample_submission_date = Mar 12 2009
!Sample_last_update_date = Jun 01 2010
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = SW480, TACSTD2 knockdown, 72h after treatment
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = cell line: SW480 human colon adenocarcinoma cell line
!Sample_characteristics_ch1 = protocol: transfection
!Sample_characteristics_ch1 = targeted gene: TACSTD2
!Sample_characteristics_ch1 = sirna: 1
!Sample_characteristics_ch1 = time: 72h
!Sample_characteristics_ch1 = replicate: 2
!Sample_treatment_protocol_ch1 = Reverse transfections were performed in 6-well plates. Briefly, 60 pmol siRNAs were diluted in 750 μl serum-free media. Subsequently, 1.8 μl Oligofectamine (Invitrogen, Carlsbad, CA) were mixed with 750 μl serum-free media. These solutions were combined to allow complex formation at ambient temperature. Next, tumor cells were dissolved in 1500 μl serum containing 20% FBS, and added to the reaction (20 nM siRNA). After 45-minute incubation at ambient temperature, plates were kept at 37°C in a humidified 5% CO2 atmosphere.
!Sample_growth_protocol_ch1 = Cells were grown in RPMI-1640 containing 10% FBS and 1% Penecillin/Streptomycin.
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = After transfection (48h or 72h), total RNA was isolated using TRIzol (Invitrogen, Gaithersburg, MD), and purified using the RNeasy Mini kit (Qiagen, Germantown, MD).  A detailed protocol can be found at www.riedlab.nci.nih.gov/.  Nucleic acid quantity, quality and purity were determined using a spectrophotometer (Nanodrop, Rockland, DE) and a 2100 Bioanalyzer (Agilent Technologies, Palo Alto, CA).  Only RNA samples with a RNA integrity number between 9.0 and 10.0 were considered for further analysis.
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = 600 ng of total RNA were reverse-transcribed and amplified, thereby incorporating Cyanine 3-CTP nucleotides, using the Low RNA Input Fluorescent Linear Amplification Kit according to the manufacturer's recommendations (Agilent One-Color Microarray-Based Gene Expression Analysis, protocol version 5.5, February 2007; Agilent Technologies).
!Sample_hyb_protocol = After a two-hour reaction, 1.5 μg of purified, Cy3-labeled cRNA were hybridized to an oligonucleotide Whole Human Genome Microarray (4x44K, Agilent Technologies) for 17 hours at 65˚C, then washed according to manufacturer's protocol.
!Sample_scan_protocol = Slides were scanned using an Agilent G2565BA scanner, and data were extracted using the Feature Extraction software version 9.5.1 (Agilent Technologies).
!Sample_description = siRNA-mediated knockdown of TACSTD2
!Sample_data_processing = Median signal intensities from the Feature Extraction Software were converted to log2 and quantile normalized using the R package “limma”.
!Sample_platform_id = GPL4133
!Sample_contact_name = Marian ,,Grade
!Sample_contact_email = marian.grade@gmail.com
!Sample_contact_department = Surgery
!Sample_contact_institute = University Medical Center Goettingen, Georg-August-University
!Sample_contact_address = Robert-Koch-Str. 40
!Sample_contact_city = Goettingen
!Sample_contact_zip/postal_code = 37075
!Sample_contact_country = Germany
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM379nnn/GSM379988/suppl/GSM379988.txt.gz
!Sample_series_id = GSE15212
!Sample_data_row_count = 45015
#ID_REF = 
#VALUE = Quantile-normalized, log2 signal intensity
!sample_table_begin
ID_REF	VALUE
1	17.78103
2	5.767
3	5.84148
4	5.95543
5	5.8542
6	6.00517
7	5.95543
8	5.98067
9	5.99198
10	5.98067
11	5.89832
12	11.7414
13	7.63818
14	9.54943
15	6.46336
16	14.34312
17	7.74633
18	8.60928
19	16.75714
20	6.98385
21	7.18037
22	15.75697
23	6.71002
24	12.62556
25	13.33668
26	6.98786
27	8.86293
28	6.40348
29	6.237
30	10.89605
31	7.04189
32	9.05747
33	8.67219
34	6.59127
35	11.35317
36	6.0854
37	6.68074
38	10.4564
39	6.26177
40	9.79686
41	6.28945
42	11.79053
43	6.40953
44	6.04879
45	13.67068
46	7.61683
47	10.00593
48	6.12102
49	10.76823
50	6.38185
51	7.85924
52	11.42693
53	8.41787
54	8.01262
55	7.21841
56	9.40559
57	11.85152
58	10.47436
59	9.56768
60	6.74829
61	13.37833
62	12.88791
63	7.59566
64	10.89034
65	7.53552
66	9.76032
67	11.21198
68	8.97362
69	12.41593
70	6.59957
71	15.56338
72	6.09447
73	7.53552
74	11.72005
75	5.98067
76	5.92671
77	5.9119
78	5.95543
79	5.89832
80	5.9417
81	5.87221
82	5.84148
83	5.69382
84	17.7006
85	17.69232
86	17.75083
87	5.65643
88	5.8542
89	5.89832
90	5.89832
91	5.9119
92	5.89832
93	5.9119
94	5.98067
95	6.00517
96	12.46049
97	6.26869
98	9.21812
99	8.14706
100	10.29205
101	6.237
102	9.52964
103	12.58485
104	14.67593
105	10.46595
106	11.12178
107	6.0854
108	7.70237
109	12.64398
110	14.36485
111	6.92787
112	7.72626
113	7.98758
114	11.90552
115	6.84054
116	6.10405
117	6.41485
118	6.84875
119	8.55204
120	8.18855
121	7.4176
122	8.29583
123	6.35024
124	7.36888
125	6.87703
126	13.18973
127	10.49614
128	7.69428
129	9.89309
130	6.60376
131	6.76438
132	6.61287
133	6.33895
134	6.85573
135	6.27583
136	6.43459
137	6.65872
138	15.07657
139	13.06894
140	6.35024
141	13.51916
142	10.93333
143	8.34914
144	16.1925
145	13.51858
146	11.16543
147	10.23589
148	6.59507
149	10.73028
150	6.19713
151	6.35024
152	6.237
153	6.53071
154	7.59566
155	9.60375
156	9.75815
157	11.18725
158	7.59271
159	6.66752
160	6.02774
161	5.95543
162	5.8542
163	5.92671
164	5.9119
165	5.95543
166	5.92671
167	5.81751
168	5.81751
169	5.73063
170	17.63858
171	5.92671
172	5.92671
173	6.00517
174	6.02774
175	5.9119
176	5.9695
177	5.95543
178	5.98067
179	5.92671
180	5.98067
181	8.24976
182	6.53071
183	6.8082
184	10.2001
185	6.18205
186	6.3613
187	6.93204
188	8.98229
189	9.74397
190	7.93316
191	7.80494
192	11.92753
193	10.29688
194	9.03404
195	10.13986
196	6.76825
197	10.43309
198	6.46796
199	6.27583
200	8.12591
201	6.06971
202	9.51955
203	6.73313
204	9.50393
205	8.26711
206	7.67908
207	6.21141
208	10.83831
210	7.15655
211	6.66345
212	6.99644
213	10.77482
214	11.72511
215	5.9119
216	14.84173
217	6.82156
218	6.46796
219	10.27906
220	13.3622
221	7.25873
222	8.62838
223	12.28901
224	6.28945
225	7.54038
226	6.13716
227	6.45916
228	7.00098
229	6.57681
230	6.3149
231	7.12224
232	6.64081
233	9.09772
234	11.54319
235	6.06971
236	9.85161
237	8.91228
238	10.87474
239	10.43474
240	7.26244
241	13.06482
242	11.48401
