^SAMPLE = GSM379990
!Sample_title = TACSTD2.4.72h.4
!Sample_geo_accession = GSM379990
!Sample_status = Public on Jun 01 2010
!Sample_submission_date = Mar 12 2009
!Sample_last_update_date = Jun 01 2010
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = SW480, TACSTD2 knockdown, 72h after treatment
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = cell line: SW480 human colon adenocarcinoma cell line
!Sample_characteristics_ch1 = protocol: transfection
!Sample_characteristics_ch1 = targeted gene: TACSTD2
!Sample_characteristics_ch1 = sirna: 4
!Sample_characteristics_ch1 = time: 72h
!Sample_characteristics_ch1 = replicate: 1
!Sample_treatment_protocol_ch1 = Reverse transfections were performed in 6-well plates. Briefly, 60 pmol siRNAs were diluted in 750 μl serum-free media. Subsequently, 1.8 μl Oligofectamine (Invitrogen, Carlsbad, CA) were mixed with 750 μl serum-free media. These solutions were combined to allow complex formation at ambient temperature. Next, tumor cells were dissolved in 1500 μl serum containing 20% FBS, and added to the reaction (20 nM siRNA). After 45-minute incubation at ambient temperature, plates were kept at 37°C in a humidified 5% CO2 atmosphere.
!Sample_growth_protocol_ch1 = Cells were grown in RPMI-1640 containing 10% FBS and 1% Penecillin/Streptomycin.
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = After transfection (48h or 72h), total RNA was isolated using TRIzol (Invitrogen, Gaithersburg, MD), and purified using the RNeasy Mini kit (Qiagen, Germantown, MD).  A detailed protocol can be found at www.riedlab.nci.nih.gov/.  Nucleic acid quantity, quality and purity were determined using a spectrophotometer (Nanodrop, Rockland, DE) and a 2100 Bioanalyzer (Agilent Technologies, Palo Alto, CA).  Only RNA samples with a RNA integrity number between 9.0 and 10.0 were considered for further analysis.
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = 600 ng of total RNA were reverse-transcribed and amplified, thereby incorporating Cyanine 3-CTP nucleotides, using the Low RNA Input Fluorescent Linear Amplification Kit according to the manufacturer's recommendations (Agilent One-Color Microarray-Based Gene Expression Analysis, protocol version 5.5, February 2007; Agilent Technologies).
!Sample_hyb_protocol = After a two-hour reaction, 1.5 μg of purified, Cy3-labeled cRNA were hybridized to an oligonucleotide Whole Human Genome Microarray (4x44K, Agilent Technologies) for 17 hours at 65˚C, then washed according to manufacturer's protocol.
!Sample_scan_protocol = Slides were scanned using an Agilent G2565BA scanner, and data were extracted using the Feature Extraction software version 9.5.1 (Agilent Technologies).
!Sample_description = siRNA-mediated knockdown of TACSTD2
!Sample_data_processing = Median signal intensities from the Feature Extraction Software were converted to log2 and quantile normalized using the R package “limma”.
!Sample_platform_id = GPL4133
!Sample_contact_name = Marian ,,Grade
!Sample_contact_email = marian.grade@gmail.com
!Sample_contact_department = Surgery
!Sample_contact_institute = University Medical Center Goettingen, Georg-August-University
!Sample_contact_address = Robert-Koch-Str. 40
!Sample_contact_city = Goettingen
!Sample_contact_zip/postal_code = 37075
!Sample_contact_country = Germany
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM379nnn/GSM379990/suppl/GSM379990.txt.gz
!Sample_series_id = GSE15212
!Sample_data_row_count = 45015
#ID_REF = 
#VALUE = Quantile-normalized, log2 signal intensity
!sample_table_begin
ID_REF	VALUE
1	17.65779
2	5.91522
3	5.86622
4	5.89391
5	5.89391
6	5.91522
7	5.86622
8	5.93495
9	5.93495
10	5.95661
11	5.98982
12	11.78371
13	7.54196
14	9.60223
15	6.43331
16	14.5379
17	7.48424
18	8.81982
19	16.9338
20	6.83675
21	7.06308
22	15.86744
23	6.711
24	12.32595
25	13.05152
26	6.76199
27	8.65531
28	6.43331
29	6.19972
30	11.52042
31	7.08194
32	9.20224
33	8.96202
34	6.4954
35	11.1502
36	6.22895
37	6.57394
38	11.1953
39	6.21436
40	9.70302
41	6.24325
42	11.94517
43	6.31767
44	6.05049
45	13.47017
46	7.66063
47	10.6096
48	6.12245
49	11.15475
50	6.26168
51	7.87328
52	10.92591
53	8.34958
54	8.24363
55	7.08194
56	9.61821
57	11.7747
58	9.8722
59	9.16799
60	6.7865
61	13.61581
62	13.10021
63	7.28838
64	11.48431
65	7.49734
66	9.51848
67	11.42134
68	8.80372
69	13.27183
70	6.57394
71	15.23545
72	6.18461
73	7.75588
74	11.73958
75	5.93495
76	5.94654
77	5.91522
78	5.86622
79	5.97872
80	5.91522
81	5.89391
82	5.91522
83	5.67513
84	17.89135
85	17.90418
86	17.60434
87	5.91522
88	5.83334
89	5.89391
90	5.89391
91	5.93495
92	5.95661
93	5.95661
94	6.01433
95	5.96882
96	12.40107
97	6.29422
98	8.70933
99	7.71284
100	10.30254
101	6.32998
102	9.55805
103	12.43268
104	14.7731
105	10.81959
106	11.05873
107	6.05049
108	7.39942
109	12.78711
110	14.44543
111	6.80956
112	7.19187
113	7.86924
114	11.44386
115	6.74056
116	6.19972
117	6.36659
118	6.91952
119	8.56694
120	7.71774
121	7.20654
122	9.06263
123	6.21436
124	7.06722
125	6.8297
126	13.46261
127	10.76863
128	7.50476
129	9.709
130	6.48582
131	6.68393
132	6.47564
133	6.32283
134	6.76199
135	6.24325
136	6.42238
137	6.65455
138	15.0821
139	13.0941
140	6.25541
141	13.41345
142	10.74972
143	8.61697
144	16.01857
145	13.54236
146	11.50086
147	10.3234
148	6.59362
149	10.68737
150	6.21436
151	6.34254
152	6.2358
153	6.47564
154	7.62357
155	9.69435
156	9.57835
157	11.55876
158	8.01697
159	6.65455
160	5.96882
161	5.83334
162	5.95661
163	5.95661
164	5.87919
165	5.93495
166	6.01433
167	5.89391
168	5.83334
169	5.67513
170	17.80038
171	5.93495
172	5.89391
173	6.05049
174	5.83334
175	5.89391
176	5.89391
177	5.89391
178	5.87919
179	6.02565
180	5.95661
181	7.97927
182	6.41181
183	6.51629
184	11.71011
185	6.00093
186	6.26869
187	6.711
188	9.41434
189	9.78479
190	7.75022
191	7.42063
192	12.23247
193	9.96636
194	9.30212
195	9.70576
196	6.77888
197	10.93834
198	6.46559
199	6.24325
200	8.89921
201	6.12245
202	9.33484
203	6.7215
204	9.7464
205	8.02419
206	7.32824
207	6.20759
208	10.63769
210	7.45898
211	6.52119
212	6.73678
213	10.69191
214	11.37465
215	5.86622
216	15.02873
217	6.6599
218	6.43331
219	9.83742
220	13.28416
221	7.1404
222	9.0193
223	12.13909
224	6.24915
225	7.35405
226	6.14608
227	6.42238
228	6.84096
229	6.51203
230	6.34916
231	7.1404
232	6.7865
233	9.22086
234	11.77856
235	6.02565
236	10.52432
237	8.92527
238	10.94751
239	10.8688
240	7.56412
241	13.21351
242	12.81181
