family	malignant_def	malignant_label	immune_def	immune_label	score	score_label	n	n_NMPR	n_MPR	rho	p	highlight_rho_le_neg035	note
vs_immune	hu_markers_pctpos	Hu markers (%pos)	CXCL13_pos	CXCL13+	mean_log1p	mean log1p(CP10k)	8	6	2	-0.4047619047619048	0.3198886412288163	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_pos	EPCAM+KRT (pos)	T_NK	T+NK	pct_pos	%pos UMI>0	12	8	4	-0.4195804195804196	0.1745190081300594	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_pos	EPCAM+KRT (pos)	CD8_only	CD8 only	pct_pos	%pos UMI>0	12	8	4	-0.3776223776223776	0.2262060449350264	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_pos	EPCAM+KRT (pos)	CD8_NK	CD8+NK	pct_pos	%pos UMI>0	12	8	4	-0.3706293706293707	0.2356210035126456	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_pos	EPCAM+KRT (pos)	CXCL13_pos	CXCL13+	pct_pos	%pos UMI>0	12	8	4	-0.3776223776223776	0.2262060449350264	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_pos	EPCAM+KRT (pos)	CD8_only	CD8 only	ucell_module	UCell module	12	8	4	-0.4265734265734266	0.1666999876249449	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_pos	EPCAM+KRT (pos)	CD8_NK	CD8+NK	ucell_module	UCell module	12	8	4	-0.4125874125874127	0.1825639785731667	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_pos	EPCAM+KRT (pos)	CXCL13_pos	CXCL13+	ucell_module	UCell module	12	8	4	-0.6573426573426573	0.020185498509854	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_pos	EPCAM+KRT (pos)	cyto_high_T	cyto-high T	ucell_module	UCell module	12	8	4	-0.6223776223776225	0.0306758950616401	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	copykat_stromal_p95	CopyKAT-like stromal p95	CXCL13_pos	CXCL13+	ucell_module	UCell module	12	8	4	-0.4475524475524475	0.1445863013033476	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	infercnv_stromal_p95	inferCNV-like stromal p95	CXCL13_pos	CXCL13+	ucell_module	UCell module	12	8	4	-0.3636363636363637	0.2452650007307772	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_public	DRMref public labels	CD8_only	CD8 only	ucell_module	UCell module	12	8	4	-0.4405594405594406	0.1517350357167303	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_public	DRMref public labels	CD8_NK	CD8+NK	ucell_module	UCell module	12	8	4	-0.4615384615384615	0.1309480695071727	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_public	DRMref public labels	CXCL13_pos	CXCL13+	ucell_module	UCell module	12	8	4	-0.6433566433566434	0.0240031912007136	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_public	DRMref public labels	cyto_high_T	cyto-high T	ucell_module	UCell module	12	8	4	-0.6223776223776225	0.0306758950616401	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_like	DRMref-like rebuild	T_NK	T+NK	mean_log1p	mean log1p(CP10k)	9	7	2	-0.35	0.3558195725017889	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_like	DRMref-like rebuild	CD8_only	CD8 only	mean_log1p	mean log1p(CP10k)	9	7	2	-0.4666666666666666	0.2053863511058121	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_like	DRMref-like rebuild	CXCL13_pos	CXCL13+	mean_log1p	mean log1p(CP10k)	9	7	2	-0.4666666666666666	0.2053863511058121	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_like	DRMref-like rebuild	cyto_high_T	cyto-high T	mean_log1p	mean log1p(CP10k)	9	7	2	-0.35	0.3558195725017889	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_like	DRMref-like rebuild	CXCL13_pos	CXCL13+	ucell_module	UCell module	9	7	2	-0.3999999999999999	0.286105101908313	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_like	DRMref-like rebuild	cyto_high_T	cyto-high T	ucell_module	UCell module	9	7	2	-0.35	0.3558195725017889	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
