gene,spearman_rank,spearman_r,spearman_p,pearson_r,pearson_p,mean_log2tpm1,spearman_q,pearson_q,pearson_rank
TRPV2,613,0.2582881484954742,3.858278444078275e-09,0.3286023128331553,3.521332999561581e-14,3.0469773771071815,1.249035903082967e-08,1.5004877386106605e-13,460
AGER,614,0.2577381651208599,4.173304865507414e-09,0.34526024753846135,1.3890656548127961e-15,5.407163354387944,1.3493853942402448e-08,6.4040716568438216e-15,433
GPR25,615,0.25757501009521944,4.271464574992121e-09,0.1941366770405225,1.1141778866449404e-05,0.3985897529671455,1.3794560716822383e-08,2.6435773459525916e-05,775
C3orf80,616,0.257454559651349,4.345365419816234e-09,0.26236383905652666,2.1444617348467253e-09,0.7698999103799059,1.401629328418409e-08,6.770118865383877e-09,601
NPBWR1,617,0.25642374341622354,5.030649211188228e-09,0.15265581700121858,0.0005769879633234386,0.19055602543408173,1.6187672672343348e-08,0.0011505337911460662,904
SLC37A1,618,0.25618510249402776,5.203646320465354e-09,0.25383396105920936,7.247387321387413e-09,4.180811239187786,1.6724219063611005e-08,2.217335663316927e-08,616
LAIR1,619,0.25614652123938775,5.2321514367640345e-09,0.3671245187024375,1.4724685328460868e-17,2.373291166360487,1.6795645788603873e-08,7.705246295167194e-17,386
TNFRSF25,620,0.25539832165347726,5.815856402375156e-09,0.34778639167938713,8.362464378261355e-16,2.19895654726057,1.862467068257625e-08,3.9024833765219656e-15,429
HTR2A,621,0.254832802657318,6.298470720503797e-09,0.22480571178097633,3.310640870601426e-07,0.08354968291552547,2.0146065438549225e-08,8.97835059633693e-07,686
CRTAM,622,0.25477489375604717,6.35002790624463e-09,0.23617109299028005,7.86117191340467e-08,0.9300448838912362,2.028670803022478e-08,2.2506181687841637e-07,655
GPR171,623,0.25462663383459627,6.483898189542086e-09,0.26685603875505304,1.1094219039236548e-09,1.1655864622839307,2.0665010439613276e-08,3.548557620923269e-09,593
LRFN4,624,0.2544257517086064,6.669656902334548e-09,0.2916010303280624,2.3497879774923694e-11,2.077464133313558,2.123174113909831e-08,8.422698460877475e-11,539
PLXNA1,625,0.2541888660915781,6.895344068418295e-09,0.3031164303754583,3.422050453674976e-12,3.8699747677178236,2.1924078524316908e-08,1.3034989904739153e-11,510
GLRA1,626,0.2538660071354095,7.2148971426847454e-09,0.21609480137383308,9.480273171917394e-07,0.11674061334945092,2.2912868122967944e-08,2.478030348162963e-06,713
CD48,627,0.2536200906072069,7.467882759307068e-09,0.2765922401270596,2.5484035577399843e-10,1.6064720149089151,2.3660093007567652e-08,8.518038891745897e-10,571
BTLA,628,0.2532688728170169,7.844162833224685e-09,0.17500507498361664,7.699840865909992e-05,0.6564068731613598,2.4822830078157168e-08,0.00016780256296204825,840
SIT1,629,0.2531197883465094,8.00938476727093e-09,0.2849356528643361,6.893151399697699e-11,1.7905985791545171,2.5315714973619935e-08,2.393803486076837e-10,555
SCN8A,630,0.2526985644143117,8.494642702374564e-09,0.16256316448828864,0.00024394868432210486,0.5257572160159393,2.6817797622372593e-08,0.0005045002180025587,882
CEACAM4,631,0.2521794849690549,9.131926617831099e-09,0.2707395072017675,6.213495930680352e-10,0.5755766543369104,2.8761804212108786e-08,2.011487665694826e-09,588
ADRA2A,632,0.25216921347808424,9.144993273770566e-09,0.2905425871339549,2.7930031955493204e-11,1.9089487985100653,2.876907295772058e-08,9.944727756190256e-11,542
CCR7,633,0.2515666901270886,9.944019303478873e-09,0.2710387147667803,5.93979525074892e-10,1.9129438886060375,3.1245954897182737e-08,1.927550060740608e-09,586
SHISA9,634,0.2514746010896993,1.0071954104744231e-08,0.09903475380669806,0.026048515658788875,0.3516998311944343,3.161080431465501e-08,0.0419095853619744,1066
CD40LG,635,0.2513744292930958,1.0212928957242515e-08,0.24839238468275335,1.540520365747786e-08,0.969167120402073,3.201567647323152e-08,4.6181070157058064e-08,628
CD4,636,0.25080057695210517,1.1058134698639942e-08,0.3505298678329993,4.794216825038345e-16,4.687765091138971,3.462465126951195e-08,2.268979785867705e-15,422
XCR1,637,0.2507770987967101,1.1094120026761983e-08,0.1579957353487368,0.00036507266500184637,0.45531517109334013,3.469669818896087e-08,0.0007457634119289054,889
GPR87,638,0.2506125192637893,1.1349578156426471e-08,0.1767066991388926,6.534992822422067e-05,0.0365478211018194,3.541280278912997e-08,0.00014299976110602788,836
CADM4,639,0.2502411013673053,1.1947205885649314e-08,0.31944823064519273,1.916621582493462e-13,4.331632261670706,3.7190720067783774e-08,7.812570292054142e-13,480
CEACAM8,640,0.2502246859309901,1.197431063686413e-08,0.19351211900011042,1.1904488368675296e-05,0.12225641459573366,3.723175191043568e-08,2.8170444157378533e-05,778
KIAA0319,641,0.2501136003290391,1.2159304289424017e-08,0.14484946761432718,0.0010975367652025282,0.3192984644757448,3.776304258991849e-08,0.002126676311704029,927
KLRB1,642,0.25008675363079996,1.2204426491247418e-08,0.3125858085558497,6.575532773994928e-13,1.8335906449836346,3.7859207004171225e-08,2.620413507848351e-12,490
ACVR1C,643,0.25005224320355235,1.2262667728649222e-08,0.1878307205029346,2.153209379276101e-05,0.5600577401586319,3.796581739188079e-08,5.001513852606695e-05,792
HLA-DMA,644,0.24999198677631737,1.236500509503219e-08,0.4006720145825128,6.761116386646539e-21,6.159421964194753,3.822430476776425e-08,4.2044709809053126e-20,325
FOLR2,645,0.24960735203955178,1.303802168723108e-08,0.3421019117351541,2.6029613676195863e-15,4.174647547255012,4.0211845434435876e-08,1.1817179451637986e-14,442
P2RY12,646,0.24784503653168863,1.660293415654469e-08,0.3371065453132184,6.927182116282646e-15,1.3455770011127408,5.091312607178957e-08,3.056647686293696e-14,450
CEACAM5,647,0.24682128998641945,1.9089641793939124e-08,0.1461410245045861,0.0009888765685426043,0.2019960142335279,5.8271349494284496e-08,0.0019258965362585025,923
CD7,648,0.24673545569002847,1.9313791255014436e-08,0.2942852066114124,1.511199439665409e-11,2.148864909643349,5.888834414584789e-08,5.520419811018175e-11,529
EFNB1,649,0.2458124383866958,2.1890997048778814e-08,0.28566413669317425,6.136670273880075e-11,5.418872518656107,6.66703030847774e-08,2.1338694814506266e-10,554
SLAMF7,650,0.24573254481657517,2.2129102159907875e-08,0.2369091431360581,7.141973491835543e-08,2.112258132594429,6.73187931462954e-08,2.0513036645723136e-07,652
SEMA4B,651,0.24527993171988005,2.352607343539815e-08,0.3307822981289635,2.3322737749757327e-14,5.85858233509719,7.14871822343803e-08,9.994391144687675e-14,458
SLC7A1,652,0.24472552845346646,2.53537719841658e-08,0.19951917894768123,6.241779917967193e-06,3.693863857792577,7.686619760278838e-08,1.5187005915053934e-05,759
MEP1A,653,0.2446908670057794,2.5472492734229165e-08,0.21458616180115528,1.1325668334976435e-06,0.10780332720044183,7.713866995620475e-08,2.940275449293882e-06,718
GJA1,654,0.2445202594793641,2.606473278097149e-08,0.25882942081894733,3.570833034952132e-09,7.575995659830438,7.88428681632554e-08,1.1128680111261072e-08,606
CLEC12B,655,0.24427573108773945,2.6936865270421044e-08,0.22142853367010468,5.003436005831044e-07,0.07360555152589156,8.138890139333997e-08,1.3365822057534678e-06,695
TRABD2B,656,0.24422825869181303,2.710942183855729e-08,0.16621473825747504,0.00017536864995578463,0.8883902768637711,8.181782618092799e-08,0.00036982316244618934,866
BACE1,657,0.2438617365741638,2.8478167186759005e-08,0.24792358551844337,1.6425669020301353e-08,3.70276813192813,8.575520164120899e-08,4.9075127329928285e-08,630
LRFN3,658,0.24345073273128717,3.009255992603819e-08,0.27550470063699756,3.012248627568398e-10,3.2556837656835818,9.051462906887078e-08,1.0030825442238975e-09,574
HTR2B,659,0.24307902873532702,3.162855056703129e-08,0.2735829273940763,4.0405453489468606e-10,0.8755604027694625,9.502780249015918e-08,1.3273241109439686e-09,581
FGFR3,660,0.242844249153685,3.263751413996716e-08,0.20227768141544608,4.609718617158202e-06,2.432901389953753,9.79491726265681e-08,1.1318996861598745e-05,756
GPC5,661,0.2421082958439995,3.6006072798604614e-08,0.1776077483822796,5.987622976970122e-05,0.7685190372908773,1.0781661664442189e-07,0.0001321031670001494,829
PLXNA2,662,0.2420342090583487,3.636323088468313e-08,0.25256525282756,8.654071348717008e-09,4.265099695586407,1.0876429461481286e-07,2.6266727339919723e-08,621
IL18RAP,663,0.2408402521185231,4.2614056735388914e-08,0.24034020142126805,4.5530007917098074e-08,0.5348696333650091,1.2689308208288414e-07,1.3334856645161033e-07,639
DSG1,664,0.24030452314984885,4.5745272907766637e-08,-0.042252467377820936,0.343345156683266,0.02634315223422165,1.3606547247538153e-07,0.42822059187082706,1837
EDNRA,665,0.2402553609398207,4.6043505561158166e-08,0.2732778156798593,4.2325183025305584e-10,3.408205584016862,1.3680037096726327e-07,1.3869796496282735e-09,582
SLC29A3,666,0.23993094091374528,4.805917827223178e-08,0.26861955915038616,8.536281225012202e-10,2.97946717427339,1.4263068002213962e-07,2.750122409118389e-09,591
ATG9A,667,0.23922696617487835,5.2730610827185244e-08,0.20831802723492843,2.3392411226801804e-06,3.7746491673124334,1.5632112344999262e-07,5.906639057645706e-06,736
PCDHB10,668,0.2389333410608159,5.480611173301884e-08,0.23409571469269425,1.0278361193427383e-07,1.2003133567472482,1.6193540638021257e-07,2.9053211238081207e-07,664
NPTN,669,0.23882304379506272,5.5605966588908985e-08,0.2505771910615979,1.1405152428684394e-08,6.740206360969148,1.641173892480603e-07,3.434389368727711e-08,626
BTC,670,0.23850875770806895,5.7947453402891974e-08,0.23382107108440073,1.0647587855873041e-07,4.102258918756234,1.7083957045130444e-07,3.006510023928671e-07,665
TMEM30A,671,0.23826897219851587,5.979767266988492e-08,0.23948403531165077,5.0976033570848206e-08,7.310885184131221,1.761001946247492e-07,1.486476704127024e-07,642
TLR10,672,0.23787625978021965,6.295181114775875e-08,0.2120365462676656,1.5252680422248681e-06,0.8084546135751908,1.8518497580759834e-07,3.917931551305761e-06,724
CEACAM1,673,0.2370880331732638,6.97746556518702e-08,0.259340936376108,3.3183593888499274e-09,1.4050610487948578,2.0458051448804925e-07,1.0378120474601996e-08,604
GPR33,674,0.23674631128127743,7.294965868663071e-08,0.23884481132464627,5.544722454661146e-08,0.09346594158831745,2.1365540780728424e-07,1.6080897878268877e-07,647
CD8B,675,0.2365708019425757,7.463412898217705e-08,0.18613687879968924,2.560693783732221e-05,1.146893739355841,2.183497384008112e-07,5.8876140822871535e-05,797
FCAR,676,0.23625703313957078,7.773960489696838e-08,0.17296525120909553,9.354113245163117e-05,0.13041691173103157,2.2619771871000375e-07,0.00020269772137411813,845
TLR1,677,0.23572581504043194,8.328378921408238e-08,0.28793953675777406,4.258942780419131e-11,1.5145973847388159,2.420661438678873e-07,1.4925836166239524e-10,550
TYRP1,678,0.2352514736223229,8.855543676005184e-08,0.10045638129664881,0.02397088095075025,0.031135641693743096,2.571088359352645e-07,0.038776851580342504,1061
EPHA1,679,0.23478159468656182,9.409430936238219e-08,0.2366794974985122,7.358653783627903e-08,3.490686793167916,2.728939080640021e-07,2.111270409594529e-07,653
PCDHB2,680,0.23434935739064916,9.948364790573324e-08,0.2391865798651761,5.301151103000411e-08,1.3196105519339427,2.8821156500534205e-07,1.5424676876412512e-07,644
ABCA1,681,0.23416941618469503,1.0181400090038248e-07,0.2284286843273958,2.1103901544229105e-07,3.972764987163397,2.940214701232826e-07,5.835763467349393e-07,675
MFSD6L,682,0.23388568670531648,1.0559585177290522e-07,0.3265521480962228,5.1722075490791256e-14,4.231291181185409,3.045990373686608e-07,2.1746042431191168e-13,467
TNFRSF10D,683,0.23380016653995814,1.0676209820284345e-07,0.306358496980089,1.9585158943943316e-12,3.169109903167997,3.0763130451983124e-07,7.56802240117116e-12,502
TSPAN13,684,0.2334395551356378,1.1181794228991323e-07,0.2585213463561453,3.731785300494981e-09,6.816636297902137,3.2185272086461566e-07,1.1603248713399512e-08,608
GPR88,685,0.23343050419672667,1.1194776372632297e-07,0.11416870519883954,0.01023859795546516,0.22329810765359262,3.218799141980512e-07,0.017505122079868183,1019
KLRC2,686,0.2333092878926415,1.1370049779588777e-07,0.15119003720136195,0.0006525680873127893,0.21594268670192276,3.2656834705285055e-07,0.0012935263643249805,909
OR6N1,687,0.23274922853955918,1.2214834815243005e-07,0.23208278299165755,1.3299115098426313e-07,0.021538594962624776,3.500800460445851e-07,3.712091208057616e-07,671
CD180,688,0.2323372872305527,1.2874517957951413e-07,0.24185187469259903,3.72568807074485e-08,1.2313489575475176,3.68591659738352e-07,1.0996125718732591e-07,634
PKD2L1,689,0.23226551723153302,1.299291172709979e-07,0.1555910052333931,0.00044945319544956056,0.30365295796806313,3.71583379232779e-07,0.0009091057826264183,897
TSPAN11,690,0.23218139874536475,1.3133012799791568e-07,0.23881343496117277,5.5676179654111005e-08,1.1968827763010461,3.7518884857524196e-07,1.6129805459923383e-07,648
NOTCH3,691,0.23206202607838425,1.333433397745874e-07,0.22003803366150704,5.919684659147204e-07,5.3992590862452845,3.805337145755034e-07,1.5734827811689485e-06,698
CHRNA6,692,0.23170975562476823,1.3945938913650726e-07,0.17735935068412523,6.134034260143802e-05,0.4183285727411923,3.97139943078829e-07,0.00013499923960184795,830
MUC12,693,0.23137292297641232,1.455598517089782e-07,0.15069970076303052,0.0006798342671151063,0.02519225483212488,4.1407132284022093e-07,0.0013445834543386053,912
TMEM25,694,0.23120805869406816,1.486387686880879e-07,0.25503629474031825,6.120498455218573e-09,4.543417094884646,4.223805180360755e-07,1.8811738930177542e-08,614
CNTN1,695,0.2300020522114903,1.7315049916701282e-07,0.17597599233319236,7.013208278857145e-05,0.4579016055744878,4.915121388244079e-07,0.00015308831785848168,838
TNFRSF13B,696,0.22999335783564792,1.733406179240176e-07,0.11891187966469831,0.007470973952156696,0.37466443636553015,4.915300236784975e-07,0.012997647591455436,1006
RXFP4,697,0.22995785461388688,1.741190526967578e-07,0.20366189355779993,3.953086755556078e-06,0.34711956566491636,4.932143505414517e-07,9.787549985515697e-06,749
ENTPD1,698,0.229472263996586,1.8511016468358545e-07,0.276654606166878,2.524026337857729e-10,5.05929974631607,5.221356332952611e-07,8.457702290014495e-10,569
TNFRSF10C,699,0.22891502416348067,1.9854742213072797e-07,0.2831137523444731,9.205335613343091e-11,3.5640326577239425,5.594476362250438e-07,3.1720447719174514e-10,558
CDH19,700,0.22861563250848219,2.0615019324002933e-07,0.17412332904422725,8.37787798914663e-05,0.12471815986583401,5.8025854391983e-07,0.0001819857493336969,843
LRP11,701,0.22835761922805192,2.1292656167712434e-07,0.25492540803053615,6.2168652970242504e-09,1.1968030438724542,5.987020251573401e-07,1.9085990590405105e-08,615
NAALADL1,702,0.22799034602150575,2.2294379908485375e-07,0.27209289454547586,5.065818389351602e-10,1.6138800519809517,6.262097886059863e-07,1.6519510211129492e-09,583
TPBG,703,0.22784902713873872,2.2691790954990325e-07,0.2864764545014703,5.388470914980042e-11,4.418628335128022,6.367035573309982e-07,1.881040630111832e-10,552
LTK,704,0.22769679710487892,2.3127519162700292e-07,0.1789768947468072,5.238054270311959e-05,1.0302764065745862,6.463479105504374e-07,0.00011643023373910372,822
SLC16A4,705,0.22749094785254922,2.3729557214068285e-07,0.28890736791870153,3.642461604480099e-11,4.794363411602673,6.623469310064571e-07,1.2849528140342723e-10,547
NCSTN,706,0.22724598546811203,2.4465669210282163e-07,0.22980338272704934,1.7754536556403995e-07,7.086719155055634,6.807617010228357e-07,4.924857961807498e-07,674
GFRA4,707,0.22684884563793276,2.5706029339876205e-07,0.13039109886227798,0.003330579683315424,0.8023940213458979,7.137894335911627e-07,0.006142048326334789,967
RELL1,708,0.226234455743711,2.7745013029680504e-07,0.2400317773306283,4.74237034314255e-08,5.0998012208992245,7.688099983561208e-07,1.385912382247342e-07,640
CD300A,709,0.22614831885707956,2.804303635867703e-07,0.3138776248380306,5.226332258848482e-13,2.421393304824254,7.762637600735235e-07,2.0920976736767726e-12,488
C11orf24,710,0.22603794540944777,2.842942293315958e-07,0.3315218276772909,2.0265401047940992e-14,4.56402917525951,7.861455731465225e-07,8.740271355192615e-14,456
S1PR3,711,0.22589936564147498,2.892181421928768e-07,0.26931762715111446,7.690988319200481e-10,2.047586985188733,7.989352399005707e-07,2.4837805272393823e-09,590
MSLNL,712,0.22574145333100656,2.9492906238456095e-07,0.05963116278117755,0.1809245412036109,0.03512137689031689,8.138702918641032e-07,0.244586563790928,1227
PCDHGB7,713,0.22498845129051231,3.236880803523203e-07,0.23221269502424782,1.3080718833969315e-07,2.5223165707024884,8.913923036684907e-07,3.6549469343818126e-07,670
MPEG1,714,0.2246693613460725,3.366727781301692e-07,0.2969041006247819,9.779858081119135e-12,3.285718476206809,9.242946701438115e-07,3.602113017756552e-11,524
GLIPR1,715,0.22405067115525235,3.6329172392856545e-07,0.2740692577496896,3.7519418825261397e-10,2.50471872203203,9.963508408051119e-07,1.2386040239351726e-09,578
CEACAM3,716,0.22391221464500816,3.695202420866717e-07,0.2130063816331032,1.3625587908154012e-06,0.1310231548070353,1.0123945976841805e-06,3.510098464971467e-06,722
SLC15A3,717,0.223737270242644,3.7753722717962687e-07,0.30199307151355115,4.14536476467907e-12,2.896854347311085,1.0333004559655294e-06,1.5656363532135358e-11,514
TMEM150A,718,0.2229989355224095,4.132540544188972e-07,0.3099002806931287,1.0561248185921688e-12,4.644538619964732,1.1264437732070652e-06,4.134813711442839e-12,497
ITLN1,719,0.22237136276597672,4.461485121445115e-07,0.2024482160204297,4.523525459028999e-06,0.46299091134030335,1.2148687591389245e-06,1.1127789399672073e-05,755
IGSF11,720,0.22155370258449786,4.928003834090961e-07,-0.03140950745952987,0.48126741829503844,0.4537842667453329,1.3378154570923077e-06,0.5681717777134361,1783
TAS1R3,721,0.221494504489013,4.963541851917566e-07,0.21593798785962376,9.657742433287004e-07,1.522871764625094,1.3460964413821065e-06,2.5194930016204344e-06,715
KCNMB1,722,0.2212713247000026,5.099750647699413e-07,0.27190007638883695,5.215727073182659e-10,1.3762307599066452,1.3816345726391315e-06,1.6987642136041938e-09,584
SUCO,723,0.2212108167338473,5.137294082699194e-07,0.20207573058477316,4.713819491212659e-06,4.557451809802321,1.3903972041637292e-06,1.1542814395148946e-05,757
FCGR1A,724,0.22039408383667972,5.670793035282203e-07,0.29147537908722176,2.398576439107995e-11,1.4501705392317308,1.5285988484218357e-06,8.586068806124202e-11,540
CMKLR1,725,0.22036044179791686,5.693872785645375e-07,0.2937892680911363,1.6401891582404375e-11,2.609654426620851,1.5332745044124606e-06,5.950971247130162e-11,533
DAGLB,726,0.22033206426232685,5.71341105533695e-07,0.23369800192934959,1.0817162347762318e-07,3.872863202711207,1.5369880444638836e-06,3.0511700546325355e-07,666
OR6K3,727,0.2201855575633332,5.815312172895206e-07,0.19979149384739658,6.058908374318983e-06,0.02563845952036912,1.5628286181227922e-06,1.4755483600117452e-05,758
C3AR1,728,0.2200420973774396,5.916785637193162e-07,0.3400707666797391,3.883636066508376e-15,2.9188553799766055,1.5885024893428228e-06,1.745351738124941e-14,445
SLC44A1,729,0.21996578539841563,5.971454440223028e-07,0.21432898662713873,1.1672825437699459e-06,5.890258248259592,1.6015716322122743e-06,3.027462194026028e-06,719
IL6ST,730,0.21993419838878298,5.994224686424783e-07,0.2418089494676336,3.74703318273161e-08,6.55127371121498,1.606067816783554e-06,1.1046931345782056e-07,635
MMP17,731,0.21953741882999,6.287455925160693e-07,0.1561563874394177,0.0004281229060865888,0.9231131144894508,1.6812657143879695e-06,0.000868589264700712,895
GABRE,732,0.21934365265767217,6.435616779490468e-07,0.27080897032031453,6.148881328960344e-10,2.200338712095348,1.7170069812898513e-06,1.992982869532116e-09,587
FURIN,733,0.21921654898409096,6.534620865834602e-07,0.1668974227414467,0.00016474734664176006,7.304465303147079,1.740396035382642e-06,0.000348524054525369,863
CD300E,734,0.2188736517515737,6.809064964764362e-07,0.25340585437753144,7.695269896731881e-09,0.8760669929650315,1.811685543858697e-06,2.3489899205320834e-08,618
TRAT1,735,0.21884934666562667,6.828932656427908e-07,0.1673946595336495,0.0001573943700829854,0.692332970668519,1.8151655987364042e-06,0.00033376094020769463,861
CXCR6,736,0.21864960247299597,6.994332414389636e-07,0.2611267168062184,2.5656941746333676e-09,1.7085950755564152,1.8572835030861854e-06,8.042985021066383e-09,603
NTRK1,737,0.21831796326626782,7.277481425897159e-07,0.016077362105791426,0.7185317547090835,0.1845486408853446,1.9286407663874133e-06,0.7804037010934562,1485
GPR183,738,0.2173115448190782,8.205752677336669e-07,0.28940026459568124,3.3628823176604376e-11,4.27958549647782,2.1724933325938865e-06,1.189558932575063e-10,545
HLA-E,739,0.21708782679510186,8.427027803829457e-07,0.3082913460953208,1.3996009945344879e-12,9.710147852344825,2.226667228007902e-06,5.455587550124228e-12,500
DGCR2,740,0.216428878912736,9.112569524858229e-07,0.2125669592764287,1.4341045506961911e-06,6.936984316866129,2.4054304945183517e-06,3.690852327778263e-06,723
M6PR,741,0.2162260325411423,9.334165891141408e-07,0.18424459354013992,3.102108878773461e-05,5.922360271126999,2.4614950288867976e-06,7.059607780289562e-05,805
NCR3,742,0.21599502413750954,9.592827388444064e-07,0.20428176567298603,3.688938086164758e-06,0.8527999599618769,2.5247264209349828e-06,9.150482785161931e-06,748
ROS1,743,0.2143554909455693,1.163658120688109e-06,0.07020672173748141,0.11508688591603444,0.14738465812309826,3.0476217578060754e-06,0.1630854970532465,1177
NRROS,744,0.2142966675773945,1.1717167768690575e-06,0.2737121759063504,3.961803428723177e-10,3.024752355453016,3.062727919206119e-06,1.3030581018949292e-09,580
ERMAP,745,0.21428553292329705,1.1732482109709535e-06,0.2196791175255977,6.181188525210739e-07,3.5592153457957534,3.0637360509143845e-06,1.6397319559934042e-06,699
MYADM,746,0.21427369445019037,1.1748785525706966e-06,0.2409339597576691,4.208808178630777e-08,5.893846448358409,3.065000243486871e-06,1.2353845301491435e-07,638
SORL1,747,0.2137022397891963,1.256213489694445e-06,0.27689028685860084,2.4339387846208434e-10,4.038641651407712,3.2708031854361696e-06,8.166063124311337e-10,568
PSEN1,748,0.2136834180312441,1.2589821811697005e-06,0.2031414740915282,4.188721353834573e-06,5.0066619044988405,3.2748233000464778e-06,1.0342235364869483e-05,752
MANSC4,749,0.21365651159770813,1.2629502982553073e-06,0.14751034530829416,0.0008845846867931765,0.3471843413210463,3.2819524757382817e-06,0.001732878719769197,918
PCDHB11,750,0.21351678585289538,1.2837504598110758e-06,0.2052348576375953,3.315439384515297e-06,1.6744909290874468,3.3327657568299195e-06,8.254641447107918e-06,746
ADAM10,751,0.2133257114531329,1.3127270319860927e-06,0.21113634988827262,1.6928370829590405e-06,4.658022448463827,3.404686792949381e-06,4.340025273089621e-06,725
HTR7,752,0.2127959100680271,1.3963894254854227e-06,0.21878445449733797,6.882250645525956e-07,0.32774428964777064,3.614661494431772e-06,1.820290625730604e-06,701
ADRB2,753,0.21243643987549896,1.4560400851088191e-06,0.2759023286591844,2.8338412389369776e-10,1.6482599130299327,3.7654266804458246e-06,9.448493108375908e-10,573
MRGPRX2,754,0.21191017848749139,1.5477926983456553e-06,0.09885996922700355,0.026314367262661526,0.06307835979454128,3.994978451135407e-06,0.04216666403317463,1069
ASGR2,755,0.21143069959240357,1.6361930379010785e-06,0.23906456125086778,5.386900228164584e-08,0.5406056896174056,4.219074429457555e-06,1.5640142464833982e-07,646
OXGR1,756,0.2109015016554252,1.7393737096958757e-06,0.21359915652159225,1.2714490066021779e-06,0.3042035616227165,4.467901344598243e-06,3.2817129765002156e-06,721
SLC18A2,757,0.21059522138917613,1.801909292085503e-06,0.19287170356878713,1.2738010568454529e-05,0.26767640548519267,4.6196600642729004e-06,3.0063054068885623e-05,781
PROM1,758,0.21057794325414214,1.8055005391153871e-06,0.13590453272456582,0.0022080661074105785,0.818394163314789,4.622098444772817e-06,0.004155080064191336,950
SLC1A7,759,0.20984367925018552,1.964616079656874e-06,0.15687706671983606,0.0004022992130803302,0.2145804219148634,5.0127704169871e-06,0.0008193054804088369,892
TSPAN1,760,0.20976075868456412,1.9834067648018665e-06,0.27800702383062226,2.0479236644188356e-10,7.5779260715929455,5.055891028675111e-06,6.914328129616119e-10,565
FAM174A,761,0.20918063856075048,2.119765664998989e-06,0.1865504965720117,2.4549290580485253e-05,5.894377968586493,5.388073562934692e-06,5.6590347424325486e-05,795
SUSD1,762,0.2087488145262232,2.227047985534082e-06,0.2359403991964007,8.099975112539377e-08,3.6989531263656086,5.650024965197472e-06,2.3066382801842698e-07,659
LRIG3,763,0.20822348247767677,2.3645781563832444e-06,0.25275795367174275,8.424538618183759e-09,5.76165671715998,5.987577642205299e-06,2.5599109392072015e-08,620
EFNA5,764,0.20756803048119937,2.547595202329545e-06,0.2276714403275235,2.3200876581348323e-07,1.1166467752817564,6.438818120065409e-06,6.395788039023239e-07,677
LILRA4,765,0.2073761903203559,2.6036763270106412e-06,0.1585585946074988,0.00034758086193169963,0.35694952141140723,6.574344191148682e-06,0.0007111179990859715,888
SEMA5B,766,0.20665248093033212,2.8260627470195842e-06,0.14845636274299454,0.0008185759877499368,1.4176450666078884,7.1291431938965746e-06,0.0016094648465024494,915
SERINC2,767,0.2063541136722368,2.922940481180879e-06,0.2570012538300674,4.634766782728197e-09,7.298066916422753,7.34581094612563e-06,1.4344174047471293e-08,610
GGT1,768,0.20628024497924716,2.9474112240451824e-06,0.16822827602362153,0.00014575379080841364,0.48616449138384277,7.393412395025158e-06,0.0003105542921288431,857
EPCAM,769,0.20596817445719728,3.0529716105765825e-06,0.2535226363650908,7.570499801951772e-09,9.315074479567174,7.643863377042866e-06,2.3135447394764617e-08,617
ZFYVE27,770,0.2052301706544142,3.317184361991086e-06,0.19570721924595977,9.424018223376936e-06,5.159500982244526,8.282120433206503e-06,2.2540093675590276e-05,769
FCRL1,771,0.20240485096345767,4.545296303069112e-06,0.08974925510189449,0.043806716770949106,0.3124177104054982,1.1295652708556511e-05,0.06790675979450313,1097
CLDN12,772,0.20224305039199572,4.627412721407403e-06,0.19396964028478492,1.1341077804093963e-05,4.196592758937238,1.148904514117307e-05,2.688478904977594e-05,776
SLCO1B7,773,0.20202571771693548,4.73994467275558e-06,0.14687150493323037,0.0009319064927681663,0.009950647411422132,1.175752509735475e-05,0.001820246867539866,920
ITGA4,774,0.2013867257582965,5.086143400575648e-06,0.2518458450530074,9.565751744739107e-09,1.6232881819813438,1.2569637202531685e-05,2.8968086257567806e-08,623
ROBO1,775,0.20130438509689477,5.1324723002003295e-06,0.25171416853023115,9.742408648578079e-09,2.6893571306545945,1.2660729640900075e-05,2.9469684079522382e-08,624
ZPLD1,776,0.20095981679121594,5.330750474183342e-06,0.0452912400553861,0.3097278801825273,0.22946671939558028,1.3137720523471204e-05,0.3945747268261448,1288
ADCY6,777,0.2007199835058037,5.473053296200555e-06,0.18556561344893288,2.7138938347994727e-05,3.940225640555788,1.3476007839816098e-05,6.226014316395869e-05,799
MRGPRF,778,0.20054446602606016,5.5794849337512776e-06,0.21107975770543694,1.7039408199850202e-06,1.1121523368812039,1.3712814993429152e-05,4.364308192183854e-06,726
NPFFR1,779,0.20012490388206244,5.84196513464682e-06,0.13901962289354233,0.0017388324086081827,0.7437542685648484,1.4344733489481723e-05,0.0032999558982386664,944
PCDHGA12,780,0.19973888070820522,6.093837199712253e-06,0.20619769743672225,2.974988877896572e-06,1.5770238860361683,1.494946850645006e-05,7.420821137589023e-06,744
SLC18A1,781,0.1996627817177587,6.1446978880330925e-06,0.18837170169134107,2.0365959241843684e-05,0.06552369675136387,1.5046632007875906e-05,4.747914124907586e-05,789
EFNA3,782,0.19897521109022892,6.622964090019558e-06,0.17317806944117398,9.167034664104304e-05,2.105713925039835,1.6202933190038697e-05,0.0001989663205504457,844
