term	es	nes	nom_p	n_set_in_rank	mean_stat	lead_genes	n_lead	cohort	contrast	n_high	n_low	bucket	expected	primary	source	enrichr_name	n	fdr_all	fdr_primary
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.4571625727347727	1.929038911745873	0.000999000999000999	75	0.5683071184403752	TBCD,CLDN15,ILDR1,TGFB3,F11R,EPHA2,EPHB2,GRHL2,ACTG1,SLC39A9,CLDN4,PLEC,PRKCH,MYO1C,CLDN7,TJP1,CLDN12,CLDN1,POF1B,OCEL1,ARL2,CLDN20,CLDN16,RAMP2,IKBKB	29	GSE126044	tacstd2_median	8	8	TJ	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		82	0.0023976023976023976	0.0023976023976023976
KRT_EPITHELIAL	0.7382931031655646	2.1642136415372604	0.000999000999000999	17	1.5746040900108187	KRT10,KRT16,KRT13,KRT6C,KRT6A,KRT5,KRT19,KRT6B,KRT17,KRT8,KRT15,KRT4,KRT18,KRT1,KRT14,KRT20	16	GSE126044	tacstd2_median	8	8	KERATIN_BARRIER	UP	True	Fixed keratin cytokeratin panel (simple + squamous; not an MSigDB set)		17	0.0023976023976023976	0.0023976023976023976
HALLMARK_APICAL_JUNCTION	0.30358470064140325	1.4367474428221891	0.00999000999000999	195	0.5218448962655704	LAMC2,NECTIN4,GNAI1,PARD6G,HRAS,ITGB4,COL17A1,LAMA3,NECTIN1,SHROOM2,EGFR,FSCN1,LAMB3,MYL12B,KRT31,JUP,ADAM15,TMEM8B,DSC3,WASL,CLDN8,CX3CL1,CDH8,IRS1,NRTN	42	GSE135222	tacstd2_median	13	13	TJ	UP	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apical Junction	200	0.016483516483516484	0.016483516483516484
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.3203632935205633	1.51171243369626	0.001998001998001998	199	0.4532587725281844	SDC1,LAMC2,GPC1,PTHLH,SNAI2,SLC6A8,MMP1,COL7A1,LAMA3,SERPINE1,WNT5A,VEGFC,TNFRSF12A,FBLN1,GJA1,CRLF1,FBLN2,PVR,JUN,PMEPA1,IGFBP3,SDC4,GADD45A,RHOB,FGF2	37	GSE135222	tacstd2_median	13	13	EMT	DOWN	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Epithelial Mesenchymal Transition	200	0.003996003996003996	0.003996003996003996
KEGG_TIGHT_JUNCTION	0.2916560709903332	1.3492160325466804	0.03196803196803197	167	0.4513137759327558	PARD6G,YBX3,CLDN1,CLDN16,MAPK10,ARPC1A,MYL12B,ARHGEF18,RAC1,F11R,CLDN8,SCRIB,TUBA4A,ARPC5,ARPC5L,JUN,CLDN4,TUBA3C,PATJ,PRKAB2,MYL2,PPP2CB,PARD6A,PPP2R1A,MARVELD3	45	GSE135222	tacstd2_median	13	13	TJ	UP	True	Enrichr KEGG_2021_Human	Tight junction	169	0.03396603396603397	0.03396603396603397
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.3765365808233151	1.436954921667649	0.03396603396603397	46	0.7105936301427186	CLDN1,CLDN16,CLDN8,CLDN4,ARL2,MARVELD3,SLC39A9,CLDN5,OCEL1,CLDN9,CLDN25,GRHL2,MICALL2,POF1B	14	GSE135222	tacstd2_median	13	13	TJ	UP	True	Enrichr GO_Biological_Process_2023	Bicellular Tight Junction Assembly (GO:0070830)	47	0.03396603396603397	0.03396603396603397
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.5456116302812185	2.1590945999825197	0.000999000999000999	53	1.0855650966165105	KRT10,SCEL,KRT16,CERS3,OVOL2,JAG1,WNT5A,EPHA2,OPN3,DSP,CSTA,EVPL,CASP3,SPRR3,IVL,SPRR1B,LORICRIN,SPRR1A,HDAC1,TGM1,ANXA1,OVOL1,SPRR2G,SPINK5,PITX2	27	GSE135222	tacstd2_median	13	13	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Epidermal Cell Differentiation (GO:0009913)	54	0.0023976023976023976	0.0023976023976023976
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.41304006349833783	1.592139277483217	0.01098901098901099	46	0.472451248122409	FOXF2,SNAI2,WNT4,BMP2,WNT5A,TRIM28,SOX9,BMP7,OLFM1,TGFB2,DLG5,HEY2,HNRNPAB,HEY1,NOG	15	GSE135222	tacstd2_median	13	13	EMT	DOWN	True	Enrichr GO_Biological_Process_2023	Epithelial To Mesenchymal Transition (GO:0001837)	47	0.016483516483516484	0.016483516483516484
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.6615870132749583	2.043690341804174	0.000999000999000999	19	1.6686209106080414	TP63,SFN,CLDN1,KRT16,KDF1,TMEM79,LSR,ALOXE3,CLDN4	9	GSE135222	tacstd2_median	13	13	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Establishment Of Skin Barrier (GO:0061436)	19	0.0023976023976023976	0.0023976023976023976
GOBP_KERATINOCYTE_DIFFERENTIATION	0.6088516881696343	2.232793906641271	0.000999000999000999	41	1.2208473772170627	KRT10,SCEL,KRT16,CERS3,JAG1,WNT5A,EPHA2,OPN3,DSP,CSTA,EVPL,CASP3,SPRR3,IVL,SPRR1B,LORICRIN,SPRR1A,TGM1,ANXA1,SPRR2G	20	GSE135222	tacstd2_median	13	13	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Keratinocyte Differentiation (GO:0030216)	42	0.0023976023976023976	0.0023976023976023976
GOBP_KERATINIZATION	0.5600597273594953	2.3462296373764717	0.000999000999000999	77	1.3581139923567014	PPL,SFN,KRT17,KRT16,TMEM79,IL1A,KRT6A,CERS3,KAZN,KRT6B,KLK5,KRT74,CNFN,KRT80,EVPL,LCE5A,SPRR3,KRT4,KRT5,KRT77,ABCA12,CASP14,LCE1F,KRT1,IVL	45	GSE135222	tacstd2_median	13	13	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		83	0.0023976023976023976	0.0023976023976023976
GOBP_CORNIFICATION	0.6027343525945748	1.5460501433837195	0.024975024975024976	9	1.126742205801384	TMEM79,CERS3,KLK5,CASP14	4	GSE135222	tacstd2_median	13	13	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		9	0.029970029970029972	0.029970029970029972
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.35083427068129036	1.4703761061371028	0.01998001998001998	79	0.6151452774809868	SNAI2,CLDN1,CLDN16,LSR,EPHA2,F11R,CLDN8,CLDN4,ARL2,PATJ,ILDR1,MARVELD3,SLC39A9,CLDN5,NPHP1,OCEL1,CLDN9,CLDN25,GRHL2	19	GSE135222	tacstd2_median	13	13	TJ	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		82	0.02664002664002664	0.02664002664002664
KRT_EPITHELIAL	0.752098167041501	2.2622502053522284	0.000999000999000999	17	2.020040806885004	KRT17,KRT15,KRT19,KRT10,KRT16,KRT6A,KRT14,KRT6B,KRT4,KRT5,KRT1,KRT13	12	GSE135222	tacstd2_median	13	13	KERATIN_BARRIER	UP	True	Fixed keratin cytokeratin panel (simple + squamous; not an MSigDB set)		17	0.0023976023976023976	0.0023976023976023976
HALLMARK_APICAL_JUNCTION	0.41089369273178167	1.530023410804471	0.000999000999000999	192	1.3139842619732256	STX4,ICAM1,TSPAN4,CDH3,MPP5,INPPL1,VASP,LAMB3,MPZL2,JUP,ITGA10,CDH1,GRB7,SORBS3,CTNND1,CNN2,CAP1,LAMC2,ITGA3,ADAM15,SIRPA,COL16A1,PARVA,THBS3,WNK4	87	GSE166449	tacstd2_median	11	11	TJ	UP	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apical Junction	200	0.005994005994005994	0.005994005994005994
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.3812367506085821	1.4157122904711814	0.000999000999000999	195	1.3685949697745095	JUN,CXCL1,PLAUR,SAT1,CXCL6,SDC4,ANPEP,QSOX1,FUCA1,GADD45B,CAPG,FAS,TGM2,CD59,LAMC2,TNFRSF12A,LRP1,ITGB5,RHOB,CADM1,ID2,COL16A1,EFEMP2,VEGFA,LGALS1	134	GSE166449	tacstd2_median	11	11	EMT	DOWN	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Epithelial Mesenchymal Transition	200	0.005994005994005994	0.005994005994005994
KEGG_TIGHT_JUNCTION	0.40449021502922744	1.4913755792729135	0.001998001998001998	165	1.3759803611252426	JUN,PRKCI,YBX3,F11R,CLDN1,VASP,CGN,AMOTL2,MYL6,ERBB2,RAB13,RUNX1,CCND1,EZR,CLDN3,PARD6B,CTTN,LLGL2,OCLN,ACTN4,SYMPK,ARPC5,RHOA,NEDD4L,ARPC1B	64	GSE166449	tacstd2_median	11	11	TJ	UP	True	Enrichr KEGG_2021_Human	Tight junction	169	0.007992007992007992	0.007992007992007992
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.3977924811820579	1.3169691206850809	0.07292707292707293	45	1.2815752745135274	OCEL1,CLDN1,RAB13,CLDN3,OCLN,MARVELD3,SLC39A9,CLDN4,CLDN7,PARD3,CLDN18,MICALL2,CLDN23,CLDN15,POF1B,TBCD,PDCD6IP,GRHL2,STRN,CDH5,ESAM,MARVELD2,CLDN16,CLDN6,CLDN5	26	GSE166449	tacstd2_median	11	11	TJ	UP	True	Enrichr GO_Biological_Process_2023	Bicellular Tight Junction Assembly (GO:0070830)	47	0.10939060939060939	0.10939060939060939
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.4499213830964439	1.5271953992701846	0.004995004995004995	53	1.4312684541863794	EPHA2,SCEL,POU2F3,ST14,ANXA1,TGM1,OVOL2,SPRR2B,EVPL,ASAH1,SPRR2F,BCR,CSTA,IVL,CTNNB1,ADAM9,CFLAR,UGCG,TGM3,PIP5K1A,KRT16,ERCC3,PPP3CA,TXNIP,GATA6	28	GSE166449	tacstd2_median	11	11	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Epidermal Cell Differentiation (GO:0009913)	54	0.011988011988011988	0.011988011988011988
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.3055522046336254	1.0235225098353489	0.45554445554445555	46	0.9148425859540825	S100A4,LIMS1,TGFB2,CTNNB1,IGF1,DDX5,ROCK1,DLG5,TRIM28,RBPJ,LOXL3,NOTCH4,HGF,HEYL,HIF1A,LOXL2,TGFB1,ROCK2,BMP2,FGFR1,HEY1,SMAD4,TBX3,CUL7,DDX17	32	GSE166449	tacstd2_median	11	11	EMT	DOWN	True	Enrichr GO_Biological_Process_2023	Epithelial To Mesenchymal Transition (GO:0001837)	47	0.49695758786667876	0.49695758786667876
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.4578633135497432	1.3260432103652393	0.11788211788211789	18	1.4105086683199628	CLDN1,IL18,LSR,CLDN4,SFN,TMEM79,UGCG,KRT16	8	GSE166449	tacstd2_median	11	11	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Establishment Of Skin Barrier (GO:0061436)	19	0.15717615717615718	0.15717615717615718
GOBP_KERATINOCYTE_DIFFERENTIATION	0.490043183326733	1.62683159046866	0.004995004995004995	41	1.5800622487274545	EPHA2,SCEL,POU2F3,ST14,ANXA1,TGM1,SPRR2B,EVPL,ASAH1,SPRR2F,BCR,CSTA,IVL,ADAM9,CFLAR,EXPH5,UGCG,TGM3,PIP5K1A,KRT16	20	GSE166449	tacstd2_median	11	11	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Keratinocyte Differentiation (GO:0030216)	42	0.011988011988011988	0.011988011988011988
GOBP_KERATINIZATION	0.21785275530198864	0.7568287052469828	0.9140859140859141	76	0.5940003985039405	CDH3,KRT7,TGM1,SPRR2B,EVPL,SHARPIN,SPRR2F,PPL,IVL,SFN,KRT4,KRT5,KRT6A,TMEM79,TGM3,LIPN,IL1A,KRT80,KRT16,SPRR2D,KRT17,SPRR3,KRT6C,CDSN,CASP14	27	GSE166449	tacstd2_median	11	11	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		83	0.9140859140859141	0.9140859140859141
GOBP_CORNIFICATION	0.45894691689597134	1.1292297049019577	0.26673326673326675	9	1.1745823819416918	TMEM79,LIPN,CDSN,CASP14,CYP26B1,KLK5	6	GSE166449	tacstd2_median	11	11	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		9	0.32007992007992014	0.32007992007992014
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.3933916327067757	1.3780040769966695	0.014985014985014986	76	1.3722400382435667	F11R,EPHA2,OCEL1,CLDN1,MYO1C,RAB13,CLDN3,OCLN,ILDR1,LSR,MARVELD3,SLC39A9,TJP1,CLDN4,CLDN7,PARD3,CLDN18,MICALL2,FZD5,NPHP1,CLDN23,NPHP4,CLDN15,POF1B,ACTG1	35	GSE166449	tacstd2_median	11	11	TJ	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		82	0.029970029970029972	0.029970029970029972
KRT_EPITHELIAL	0.5487328245241962	1.5407241370453564	0.024975024975024976	17	1.961043471885803	KRT18,KRT19,KRT8,KRT7,KRT15,KRT4,KRT5,KRT6A,KRT16,KRT17,KRT6C,KRT14,KRT13	13	GSE166449	tacstd2_median	11	11	KERATIN_BARRIER	UP	True	Fixed keratin cytokeratin panel (simple + squamous; not an MSigDB set)		17	0.04281432852861424	0.04281432852861424
HALLMARK_APICAL_JUNCTION	0.3695488251208075	2.1272662969005536	0.000999000999000999	191	0.40814371123238924	LAMC2,JUP,LAMB3,CDH3,ITGB4,CLDN4,HRAS,COL17A1,FSCN1,ACTN4,EGFR,CD276,CDH1,MPZL2,SHROOM2,MYL12B,GNAI1,ACTG1,LAMA3,DSC3,CX3CL1,VCL,TUBG1,CTNNA1,PARD6G	71	GSE253564	tacstd2_median	16	16	TJ	UP	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apical Junction	200	0.0011988011988011988	0.0011988011988011988
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.4799620007130962	2.775602863944192	0.000999000999000999	194	0.6668932118183323	LAMC2,GADD45A,WNT5A,PFN2,GPC1,SDC1,CXCL1,DST,COL7A1,CXCL6,IGFBP2,JUN,LAMA3,SLC6A8,IGFBP3,TNFRSF12A,ITGB5,LAMC1,MMP1,PTHLH,SNAI2,TPM4,SERPINH1,MMP14,PLOD1	101	GSE253564	tacstd2_median	16	16	EMT	DOWN	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Epithelial Mesenchymal Transition	200	0.0011988011988011988	0.0011988011988011988
KEGG_TIGHT_JUNCTION	0.35885771079652107	2.043372611350247	0.000999000999000999	164	0.2620271459846138	CLDN4,MARVELD3,YBX3,ARPC1A,RAC1,ACTN4,CLDN1,F11R,TUBA1C,PARD3,MYL12B,CTTN,ACTG1,MYH14,JUN,EPB41L4B,ARPC5L,CDK4,PPP2R1A,EZR,MYL6,NEDD4L,PARD6G,CRB3,PPP2R2C	46	GSE253564	tacstd2_median	16	16	TJ	UP	True	Enrichr KEGG_2021_Human	Tight junction	169	0.0011988011988011988	0.0011988011988011988
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.4991896588512008	2.1641150059612073	0.000999000999000999	45	0.5894402488567896	CLDN4,MARVELD3,CLDN1,PARD3,ECT2,POF1B,GRHL2,PAK2,ARL2,CHAF1B,CLDN8,MARVELD2,CLDN7,CLDN10,MICALL2	15	GSE253564	tacstd2_median	16	16	TJ	UP	True	Enrichr GO_Biological_Process_2023	Bicellular Tight Junction Assembly (GO:0070830)	47	0.0011988011988011988	0.0011988011988011988
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.6585411788656577	3.0024017893252224	0.000999000999000999	53	1.3117636851028593	JAG1,OVOL1,EVPL,EPHA2,KRT16,ST14,WNT5A,DSP,ANXA1,SPRR3,SPRR1B,AKR1C3,SPRR1A,CSTA,SPRR2F,SPRR2B,SPINK5,BCR,IVL,CTNNB1,KRT10,CERS3,TGM1,HDAC1,ADAM9	29	GSE253564	tacstd2_median	16	16	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Epidermal Cell Differentiation (GO:0009913)	54	0.0011988011988011988	0.0011988011988011988
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.36355112225694863	1.5935636334192753	0.006993006993006993	46	0.3536869383520066	DLG5,WNT5A,FAM83D,BMP7,HNRNPAB,SNAI2,HMGA2,CTNNB1,TRIM28,HEY1,HIF1A,HEY2,WNT4,SOX9,FOXF2,SNAI1,BMP2	17	GSE253564	tacstd2_median	16	16	EMT	DOWN	True	Enrichr GO_Biological_Process_2023	Epithelial To Mesenchymal Transition (GO:0001837)	47	0.007628734901462175	0.007628734901462175
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.7142123079046795	2.4191140592905214	0.000999000999000999	18	1.7883216854311854	SFN,CLDN4,LSR,KRT16,CLDN1,TP63,TMEM79,MET,ALOX12B,ALOXE3,STMN1	11	GSE253564	tacstd2_median	16	16	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Establishment Of Skin Barrier (GO:0061436)	19	0.0011988011988011988	0.0011988011988011988
GOBP_KERATINOCYTE_DIFFERENTIATION	0.6820537944425208	2.931586496262564	0.000999000999000999	41	1.4712302518743101	JAG1,EVPL,EPHA2,KRT16,ST14,WNT5A,DSP,ANXA1,SPRR3,SPRR1B,AKR1C3,SPRR1A,CSTA,SPRR2F,SPRR2B,BCR,IVL,KRT10,CERS3,TGM1,ADAM9,TGM3,EXPH5,SCEL,SPRR2G	25	GSE253564	tacstd2_median	16	16	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Keratinocyte Differentiation (GO:0030216)	42	0.0011988011988011988	0.0011988011988011988
GOBP_KERATINIZATION	0.5617913549201918	2.8134960959636164	0.000999000999000999	81	0.8915096884929954	SFN,CDH3,PPL,KRT80,EVPL,KRT6A,KRT6B,KRT6C,KRT16,KRT17,SPRR3,SPRR1B,SPRR1A,CNFN,SPRR2F,IL1A,SPRR2B,KRT5,SPRR2D,SPRR2E,IVL,TMEM79,ABCA12,KRT4,CERS3	29	GSE253564	tacstd2_median	16	16	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		83	0.0011988011988011988	0.0011988011988011988
GOBP_CORNIFICATION	0.4798793179407309	1.305178876011601	0.04395604395604396	9	0.5027715082508519	TMEM79,CERS3,CDSN,CYP26B1	4	GSE253564	tacstd2_median	16	16	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		9	0.04395604395604396	0.04395604395604396
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.4642893894831237	2.3009730672985635	0.000999000999000999	77	0.5909951332665231	CLDN4,MARVELD3,EXT1,LSR,CLDN12,EPHA2,CLDN1,F11R,PLEC,PARD3,ACTG1,ECT2,POF1B,GRHL2,SNAI2,PAK2,ARL2,CLDN8,MARVELD2,ILDR1,CLDN7,FZD5,CLDN10,MICALL2,MPP7	30	GSE253564	tacstd2_median	16	16	TJ	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		82	0.0011988011988011988	0.0011988011988011988
KRT_EPITHELIAL	0.9266418927651321	3.200601977680621	0.000999000999000999	17	2.897235848335795	KRT19,KRT8,KRT6A,KRT6B,KRT6C,KRT16,KRT15,KRT13,KRT17,KRT5,KRT18,KRT14,KRT4,KRT10	14	GSE253564	tacstd2_median	16	16	KERATIN_BARRIER	UP	True	Fixed keratin cytokeratin panel (simple + squamous; not an MSigDB set)		17	0.0011988011988011988	0.0011988011988011988
HALLMARK_APICAL_JUNCTION	0.39787850677919967	1.4831847797905162	0.000999000999000999	200	1.3399558534246714	NECTIN4,MPZL2,ITGA2,CTNND1,CAP1,ACTB,EGFR,MYL12B,GNAI1,MYH10,LIMA1,B4GALT1,ITGB1,ADAM9,CDK8,WASL,CDH1,TSC1,CLDN7,LAMC2,DSC3,FYB1,TJP1,MAP3K20,CLDN6	92	GSE190265	tacstd2_median	21	21	TJ	UP	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apical Junction	200	0.0014985014985014985	0.0014985014985014985
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.3483784927919252	1.3114575437911282	0.005994005994005994	198	1.2575534766527132	SDC4,ITGA2,DST,SAT1,SDC1,TPM4,ITGB1,TGM2,TNFRSF12A,TIMP3,NID2,ECM2,LAMC2,IGFBP3,SPOCK1,CXCL1,MYLK,GLIPR1,NOTCH2,ITGAV,LAMA3,CAP2,MXRA5,ECM1,FUCA1	121	GSE190265	tacstd2_median	21	21	EMT	DOWN	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Epithelial Mesenchymal Transition	200	0.007192807192807194	0.007192807192807194
KEGG_TIGHT_JUNCTION	0.4408988498266004	1.6376509468376705	0.000999000999000999	168	1.5492906354247886	MAP3K1,MYL12A,EZR,CLDN1,ARPC5,ACTB,MYL12B,RAC1,MYH10,ACTR2,MAP3K5,CDC42,ITGB1,CLDN20,RAPGEF2,TJP2,PARD3,WHAMM,AMOT,AMOTL1,CLDN7,TJP1,CLDN6,MPP4,PPP2CB	104	GSE190265	tacstd2_median	21	21	TJ	UP	True	Enrichr KEGG_2021_Human	Tight junction	169	0.0014985014985014985	0.0014985014985014985
