n	rho	p	ci95_low	ci95_high	dataset	cohort	predictor	target	target_class	q_bh	q_bh_proteins
35	0.24649859943977592	0.153441861620402	-0.12058643306686467	0.562866975698834	Gygi_CCLE_MS	NSCLC_CLDN4_protein	CLDN4_protein	HLA-C	protein		
35	0.2862745098039216	0.09547177288281132	-0.04518590403471445	0.5833776230618919	Gygi_CCLE_MS	NSCLC_CLDN4_protein	CLDN4_protein	B2M	protein		
35	0.16414565826330535	0.34606800859092596	-0.20159580484006137	0.5017011206797364	Gygi_CCLE_MS	NSCLC_CLDN4_protein	CLDN4_protein	STAT1	protein		
35	0.28207282913165266	0.1006542131712298	-0.08166420389808295	0.5778093780800314	Gygi_CCLE_MS	NSCLC_CLDN4_protein	CLDN4_protein	STAT2	protein		
16	0.055882352941176466	0.8371372217954723	-0.5022499055815604	0.6617000800829947	Gygi_CCLE_MS	NSCLC_CLDN4_protein	CLDN4_protein	IRF1	protein		
35	0.4056022408963586	0.015633731471088784	0.0842635547051056	0.6723397965094718	Gygi_CCLE_MS	NSCLC_CLDN4_protein	CLDN4_protein	IRF9	protein		
35	0.6313725490196079	4.762265692853581e-05	0.39453675930617604	0.7914577737599324	Gygi_CCLE_MS	NSCLC_CLDN4_protein	CLDN4_protein	MX1	protein		
35	0.45798319327731096	0.005665141147561772	0.15134389694335937	0.6923736043835851	Gygi_CCLE_MS	NSCLC_CLDN4_protein	CLDN4_protein	ISG15	protein		
35	0.5235294117647059	0.0012493579558389984	0.22851073944511582	0.7240027273033793	Gygi_CCLE_MS	NSCLC_CLDN4_protein	CLDN4_protein	IFIT1	protein		
35	0.5019607843137255	0.0021235735774011973	0.20393655529234517	0.7254760326284615	Gygi_CCLE_MS	NSCLC_CLDN4_protein	CLDN4_protein	IFIT3	protein		
31	0.15887096774193551	0.3933008105079191	-0.18905468716296864	0.47388462242402607	Gygi_CCLE_MS	NSCLC_CLDN4_protein	CLDN4_protein	OAS1	protein		
35	0.5633053221288515	0.0004262686210739925	0.30342299453192556	0.7424562135690143	Gygi_CCLE_MS	NSCLC_CLDN4_protein	CLDN4_protein	OAS2	protein		
35	0.3904761904761905	0.020388940281776385	0.096609874462673	0.6100226854333841	Gygi_CCLE_MS	NSCLC_CLDN4_protein	CLDN4_protein	OAS3	protein		
35	0.47030812324929977	0.00435828242628651	0.17081843582598755	0.6791176256566983	Gygi_CCLE_MS	NSCLC_CLDN4_protein	CLDN4_protein	EIF2AK2	protein		
35	0.15658263305322132	0.3690409728017396	-0.18545947519124945	0.4540935334620923	Gygi_CCLE_MS	NSCLC_CLDN4_protein	CLDN4_protein	IFI35	protein		
35	0.35630252100840343	0.035653016865932	0.015681909137213665	0.6280942996233634	Gygi_CCLE_MS	NSCLC_CLDN4_protein	CLDN4_protein	BST2	protein		
35	0.4128851540616247	0.01369953987730756	0.1167174635947452	0.6350376728918709	Gygi_CCLE_MS	NSCLC_CLDN4_protein	CLDN4_protein	SAMHD1	protein		
35	0.3638655462184874	0.03165448985368646	0.07342189623765476	0.5903909106643044	Gygi_CCLE_MS	NSCLC_CLDN4_protein	CLDN4_protein	TRIM25	protein		
35	-0.06750700280112044	0.7000058386671468	-0.347107262633344	0.23067294945261693	Gygi_CCLE_MS	NSCLC_CLDN4_protein	CLDN4_protein	ADAR	protein		
35	0.10924369747899161	0.5321700352824461	-0.24534633265004605	0.4310276826679124	Gygi_CCLE_MS	NSCLC_CLDN4_protein	CLDN4_protein	TAP1	protein		
35	0.12016806722689076	0.4917027365391832	-0.23342860598703713	0.43543870992220796	Gygi_CCLE_MS	NSCLC_CLDN4_protein	CLDN4_protein	TAP2	protein		
35	0.27675070028011206	0.10752219693883783	-0.04143729337677984	0.5591534725392905	Gygi_CCLE_MS	NSCLC_CLDN4_protein	CLDN4_protein	PSMB8	protein		
35	0.046218487394957986	0.7920552188164527	-0.2788806486598396	0.37142598143368305	Gygi_CCLE_MS	NSCLC_CLDN4_protein	CLDN4_protein	PSMB9	protein		
35	0.3403361344537815	0.04544634797397622	0.03021763732004304	0.5936562106483676	Gygi_CCLE_MS	NSCLC_CLDN4_protein	CLDN4_protein	PSMB10	protein		
35	0.7266106442577032	7.730366817532931e-07	0.5169077376772926	0.8429641455705528	Gygi_CCLE_MS	NSCLC_CLDN4_protein	CLDN4_protein	TACSTD2	self		
22	0.37436476566911353	0.08607231632476404			Gygi_CCLE_MS	LUAD_CLDN4_protein	CLDN4_protein	sig_IFNG_protein	score		
22	0.24675324675324675	0.26827433942114864			Gygi_CCLE_MS	LUAD_CLDN4_protein	CLDN4_protein	sig_MHC1_protein	score		
22	0.5155279503105591	0.014063853357929111			Gygi_CCLE_MS	LUAD_CLDN4_protein	CLDN4_protein	sig_ISG_protein	score		
20	0.3398496240601503	0.14263670537136694			Gygi_CCLE_MS	LUAD_CLDN4_protein	CLDN4_protein	CD274	protein		
22	0.09994353472614344	0.6581099564182372			Gygi_CCLE_MS	LUAD_CLDN4_protein	CLDN4_protein	HLA-A	protein		
22	0.10333145115753813	0.647236412425203			Gygi_CCLE_MS	LUAD_CLDN4_protein	CLDN4_protein	HLA-B	protein		
22	0.2659514398644834	0.23157881527331275			Gygi_CCLE_MS	LUAD_CLDN4_protein	CLDN4_protein	HLA-C	protein		
22	0.25691699604743085	0.24841404808855883			Gygi_CCLE_MS	LUAD_CLDN4_protein	CLDN4_protein	B2M	protein		
22	0.19141727837380013	0.39346511711766724			Gygi_CCLE_MS	LUAD_CLDN4_protein	CLDN4_protein	STAT1	protein		
22	0.48390739695087526	0.02249512030791598			Gygi_CCLE_MS	LUAD_CLDN4_protein	CLDN4_protein	STAT2	protein		
11	-0.17272727272727276	0.6115423848512369			Gygi_CCLE_MS	LUAD_CLDN4_protein	CLDN4_protein	IRF1	protein		
22	0.34952004517221913	0.11083266434145088			Gygi_CCLE_MS	LUAD_CLDN4_protein	CLDN4_protein	IRF9	protein		
22	0.6499153020892152	0.0010605844223727243			Gygi_CCLE_MS	LUAD_CLDN4_protein	CLDN4_protein	MX1	protein		
22	0.38791643139469234	0.07444149018388678			Gygi_CCLE_MS	LUAD_CLDN4_protein	CLDN4_protein	ISG15	protein		
22	0.5019762845849802	0.01728981077110097			Gygi_CCLE_MS	LUAD_CLDN4_protein	CLDN4_protein	IFIT1	protein		
22	0.4884246188594016	0.021089248085960247			Gygi_CCLE_MS	LUAD_CLDN4_protein	CLDN4_protein	IFIT3	protein		
19	0.2508771929824561	0.3002040616680676			Gygi_CCLE_MS	LUAD_CLDN4_protein	CLDN4_protein	OAS1	protein		
22	0.6386222473178995	0.0013800529356872621			Gygi_CCLE_MS	LUAD_CLDN4_protein	CLDN4_protein	OAS2	protein		
22	0.3777526821005082	0.08304544048187623			Gygi_CCLE_MS	LUAD_CLDN4_protein	CLDN4_protein	OAS3	protein		
22	0.6182947487295314	0.0021621583150805016			Gygi_CCLE_MS	LUAD_CLDN4_protein	CLDN4_protein	EIF2AK2	protein		
22	0.06719367588932806	0.7663862209866541			Gygi_CCLE_MS	LUAD_CLDN4_protein	CLDN4_protein	IFI35	protein		
22	0.4748729531338228	0.025531919822233972			Gygi_CCLE_MS	LUAD_CLDN4_protein	CLDN4_protein	BST2	protein		
22	0.4229249011857708	0.049873444255524445			Gygi_CCLE_MS	LUAD_CLDN4_protein	CLDN4_protein	SAMHD1	protein		
22	0.4940711462450593	0.01943206430832704			Gygi_CCLE_MS	LUAD_CLDN4_protein	CLDN4_protein	TRIM25	protein		
22	-0.11462450592885377	0.6115002138101083			Gygi_CCLE_MS	LUAD_CLDN4_protein	CLDN4_protein	ADAR	protein		
22	0.02089215132693394	0.9264735945676482			Gygi_CCLE_MS	LUAD_CLDN4_protein	CLDN4_protein	TAP1	protein		
22	0.018633540372670808	0.9344048422352652			Gygi_CCLE_MS	LUAD_CLDN4_protein	CLDN4_protein	TAP2	protein		
22	0.20722755505364204	0.35478551222580335			Gygi_CCLE_MS	LUAD_CLDN4_protein	CLDN4_protein	PSMB8	protein		
22	0.04686617730095992	0.8359288882240985			Gygi_CCLE_MS	LUAD_CLDN4_protein	CLDN4_protein	PSMB9	protein		
22	0.3190287972896669	0.1478506043414557			Gygi_CCLE_MS	LUAD_CLDN4_protein	CLDN4_protein	PSMB10	protein		
22	0.7820440429136083	1.713299661861345e-05			Gygi_CCLE_MS	LUAD_CLDN4_protein	CLDN4_protein	TACSTD2	self		
7					Gygi_CCLE_MS	LUSC_CLDN4_protein	CLDN4_protein	sig_IFNG_protein	score		
7					Gygi_CCLE_MS	LUSC_CLDN4_protein	CLDN4_protein	sig_MHC1_protein	score		
7					Gygi_CCLE_MS	LUSC_CLDN4_protein	CLDN4_protein	sig_ISG_protein	score		
7					Gygi_CCLE_MS	LUSC_CLDN4_protein	CLDN4_protein	CD274	protein		
7					Gygi_CCLE_MS	LUSC_CLDN4_protein	CLDN4_protein	HLA-A	protein		
7					Gygi_CCLE_MS	LUSC_CLDN4_protein	CLDN4_protein	HLA-B	protein		
7					Gygi_CCLE_MS	LUSC_CLDN4_protein	CLDN4_protein	HLA-C	protein		
7					Gygi_CCLE_MS	LUSC_CLDN4_protein	CLDN4_protein	B2M	protein		
7					Gygi_CCLE_MS	LUSC_CLDN4_protein	CLDN4_protein	STAT1	protein		
7					Gygi_CCLE_MS	LUSC_CLDN4_protein	CLDN4_protein	STAT2	protein		
3					Gygi_CCLE_MS	LUSC_CLDN4_protein	CLDN4_protein	IRF1	protein		
7					Gygi_CCLE_MS	LUSC_CLDN4_protein	CLDN4_protein	IRF9	protein		
7					Gygi_CCLE_MS	LUSC_CLDN4_protein	CLDN4_protein	MX1	protein		
7					Gygi_CCLE_MS	LUSC_CLDN4_protein	CLDN4_protein	ISG15	protein		
7					Gygi_CCLE_MS	LUSC_CLDN4_protein	CLDN4_protein	IFIT1	protein		
7					Gygi_CCLE_MS	LUSC_CLDN4_protein	CLDN4_protein	IFIT3	protein		
6					Gygi_CCLE_MS	LUSC_CLDN4_protein	CLDN4_protein	OAS1	protein		
7					Gygi_CCLE_MS	LUSC_CLDN4_protein	CLDN4_protein	OAS2	protein		
7					Gygi_CCLE_MS	LUSC_CLDN4_protein	CLDN4_protein	OAS3	protein		
7					Gygi_CCLE_MS	LUSC_CLDN4_protein	CLDN4_protein	EIF2AK2	protein		
7					Gygi_CCLE_MS	LUSC_CLDN4_protein	CLDN4_protein	IFI35	protein		
7					Gygi_CCLE_MS	LUSC_CLDN4_protein	CLDN4_protein	BST2	protein		
7					Gygi_CCLE_MS	LUSC_CLDN4_protein	CLDN4_protein	SAMHD1	protein		
7					Gygi_CCLE_MS	LUSC_CLDN4_protein	CLDN4_protein	TRIM25	protein		
7					Gygi_CCLE_MS	LUSC_CLDN4_protein	CLDN4_protein	ADAR	protein		
7					Gygi_CCLE_MS	LUSC_CLDN4_protein	CLDN4_protein	TAP1	protein		
7					Gygi_CCLE_MS	LUSC_CLDN4_protein	CLDN4_protein	TAP2	protein		
7					Gygi_CCLE_MS	LUSC_CLDN4_protein	CLDN4_protein	PSMB8	protein		
7					Gygi_CCLE_MS	LUSC_CLDN4_protein	CLDN4_protein	PSMB9	protein		
7					Gygi_CCLE_MS	LUSC_CLDN4_protein	CLDN4_protein	PSMB10	protein		
7					Gygi_CCLE_MS	LUSC_CLDN4_protein	CLDN4_protein	TACSTD2	self		
7					Gygi_CCLE_MS	SCLC_NET_CLDN4_protein	CLDN4_protein	sig_IFNG_protein	score		
7					Gygi_CCLE_MS	SCLC_NET_CLDN4_protein	CLDN4_protein	sig_MHC1_protein	score		
7					Gygi_CCLE_MS	SCLC_NET_CLDN4_protein	CLDN4_protein	sig_ISG_protein	score		
4					Gygi_CCLE_MS	SCLC_NET_CLDN4_protein	CLDN4_protein	CD274	protein		
7					Gygi_CCLE_MS	SCLC_NET_CLDN4_protein	CLDN4_protein	HLA-A	protein		
7					Gygi_CCLE_MS	SCLC_NET_CLDN4_protein	CLDN4_protein	HLA-B	protein		
7					Gygi_CCLE_MS	SCLC_NET_CLDN4_protein	CLDN4_protein	HLA-C	protein		
7					Gygi_CCLE_MS	SCLC_NET_CLDN4_protein	CLDN4_protein	B2M	protein		
7					Gygi_CCLE_MS	SCLC_NET_CLDN4_protein	CLDN4_protein	STAT1	protein		
7					Gygi_CCLE_MS	SCLC_NET_CLDN4_protein	CLDN4_protein	STAT2	protein		
2					Gygi_CCLE_MS	SCLC_NET_CLDN4_protein	CLDN4_protein	IRF1	protein		
7					Gygi_CCLE_MS	SCLC_NET_CLDN4_protein	CLDN4_protein	IRF9	protein		
7					Gygi_CCLE_MS	SCLC_NET_CLDN4_protein	CLDN4_protein	MX1	protein		
7					Gygi_CCLE_MS	SCLC_NET_CLDN4_protein	CLDN4_protein	ISG15	protein		
7					Gygi_CCLE_MS	SCLC_NET_CLDN4_protein	CLDN4_protein	IFIT1	protein		
7					Gygi_CCLE_MS	SCLC_NET_CLDN4_protein	CLDN4_protein	IFIT3	protein		
7					Gygi_CCLE_MS	SCLC_NET_CLDN4_protein	CLDN4_protein	OAS1	protein		
7					Gygi_CCLE_MS	SCLC_NET_CLDN4_protein	CLDN4_protein	OAS2	protein		
7					Gygi_CCLE_MS	SCLC_NET_CLDN4_protein	CLDN4_protein	OAS3	protein		
7					Gygi_CCLE_MS	SCLC_NET_CLDN4_protein	CLDN4_protein	EIF2AK2	protein		
7					Gygi_CCLE_MS	SCLC_NET_CLDN4_protein	CLDN4_protein	IFI35	protein		
7					Gygi_CCLE_MS	SCLC_NET_CLDN4_protein	CLDN4_protein	BST2	protein		
7					Gygi_CCLE_MS	SCLC_NET_CLDN4_protein	CLDN4_protein	SAMHD1	protein		
7					Gygi_CCLE_MS	SCLC_NET_CLDN4_protein	CLDN4_protein	TRIM25	protein		
7					Gygi_CCLE_MS	SCLC_NET_CLDN4_protein	CLDN4_protein	ADAR	protein		
7					Gygi_CCLE_MS	SCLC_NET_CLDN4_protein	CLDN4_protein	TAP1	protein		
7					Gygi_CCLE_MS	SCLC_NET_CLDN4_protein	CLDN4_protein	TAP2	protein		
7					Gygi_CCLE_MS	SCLC_NET_CLDN4_protein	CLDN4_protein	PSMB8	protein		
7					Gygi_CCLE_MS	SCLC_NET_CLDN4_protein	CLDN4_protein	PSMB9	protein		
7					Gygi_CCLE_MS	SCLC_NET_CLDN4_protein	CLDN4_protein	PSMB10	protein		
7					Gygi_CCLE_MS	SCLC_NET_CLDN4_protein	CLDN4_protein	TACSTD2	self		
