bio_mouse	genotype	n_cells	n_tumor_ids	timesimple	cldn4_mean	cldn4_pct_pos	tnk_score	ifn_mhc_score	tnk_genes_used	ifn_mhc_genes_used	pass_min_cells
KP_30w_ND_m3	KP	415	3	08_KP_30w_ND	4.391503474931387	0.6674698795180722	-0.0597823913495387	-0.09938045399248743	Cd3d,Cd3e,Cd3g,Cd2,Cd8a,Cd8b1,Cd4,Nkg7,Gzma,Gzmb,Prf1,Klrb1c,Ncr1,Klrd1,Klrc1,Ifng	Stat1,Stat2,Irf1,Irf7,Irf9,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Ifih1,Ddx58,Ifnb1,B2m,H2-K1,H2-D1,H2-Q4,H2-Q6,H2-Q7,H2-Aa,H2-Ab1,H2-Eb1,Tap1,Tap2,Psmb8,Psmb9,Nlrc5,Ciita	True
KP_30w_ND_m2	KP	619	5	08_KP_30w_ND	5.225930476661118	0.7754442649434572	-0.019735006724803578	-0.23411097464575023	Cd3d,Cd3e,Cd3g,Cd2,Cd8a,Cd8b1,Cd4,Nkg7,Gzma,Gzmb,Prf1,Klrb1c,Ncr1,Klrd1,Klrc1,Ifng	Stat1,Stat2,Irf1,Irf7,Irf9,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Ifih1,Ddx58,Ifnb1,B2m,H2-K1,H2-D1,H2-Q4,H2-Q6,H2-Q7,H2-Aa,H2-Ab1,H2-Eb1,Tap1,Tap2,Psmb8,Psmb9,Nlrc5,Ciita	True
K_12w_ND_m3	K	159	1	04_K_12w_ND	1.6140514380544388	0.27672955974842767	0.07307990942225434	0.39276649275799175	Cd3d,Cd3e,Cd3g,Cd2,Cd8a,Cd8b1,Cd4,Nkg7,Gzma,Gzmb,Prf1,Klrb1c,Ncr1,Klrd1,Klrc1,Ifng	Stat1,Stat2,Irf1,Irf7,Irf9,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Ifih1,Ddx58,Ifnb1,B2m,H2-K1,H2-D1,H2-Q4,H2-Q6,H2-Q7,H2-Aa,H2-Ab1,H2-Eb1,Tap1,Tap2,Psmb8,Psmb9,Nlrc5,Ciita	True
K_2w_ND_m3	K	58	1	02_KorKP_early_ND	2.4262619895943285	0.39655172413793105	1.0410752222202817	0.7866212231461999	Cd3d,Cd3e,Cd3g,Cd2,Cd8a,Cd8b1,Cd4,Nkg7,Gzma,Gzmb,Prf1,Klrb1c,Ncr1,Klrd1,Klrc1,Ifng	Stat1,Stat2,Irf1,Irf7,Irf9,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Ifih1,Ddx58,Ifnb1,B2m,H2-K1,H2-D1,H2-Q4,H2-Q6,H2-Q7,H2-Aa,H2-Ab1,H2-Eb1,Tap1,Tap2,Psmb8,Psmb9,Nlrc5,Ciita	True
KP_30w_ND_m1	KP	520	4	08_KP_30w_ND	2.944708570475915	0.4480769230769231	-0.039450008958454554	-0.31423518994930144	Cd3d,Cd3e,Cd3g,Cd2,Cd8a,Cd8b1,Cd4,Nkg7,Gzma,Gzmb,Prf1,Klrb1c,Ncr1,Klrd1,Klrc1,Ifng	Stat1,Stat2,Irf1,Irf7,Irf9,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Ifih1,Ddx58,Ifnb1,B2m,H2-K1,H2-D1,H2-Q4,H2-Q6,H2-Q7,H2-Aa,H2-Ab1,H2-Eb1,Tap1,Tap2,Psmb8,Psmb9,Nlrc5,Ciita	True
KP_12w_ND_m2	KP	124	1	06_KP_12w_ND	4.941851472271285	0.7580645161290323	-0.0662642948107529	0.060439322246337336	Cd3d,Cd3e,Cd3g,Cd2,Cd8a,Cd8b1,Cd4,Nkg7,Gzma,Gzmb,Prf1,Klrb1c,Ncr1,Klrd1,Klrc1,Ifng	Stat1,Stat2,Irf1,Irf7,Irf9,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Ifih1,Ddx58,Ifnb1,B2m,H2-K1,H2-D1,H2-Q4,H2-Q6,H2-Q7,H2-Aa,H2-Ab1,H2-Eb1,Tap1,Tap2,Psmb8,Psmb9,Nlrc5,Ciita	True
K_12w_ND_m1	K	155	1	04_K_12w_ND	4.861093344289153	0.6064516129032258	-0.06993505126698295	0.07364999329855385	Cd3d,Cd3e,Cd3g,Cd2,Cd8a,Cd8b1,Cd4,Nkg7,Gzma,Gzmb,Prf1,Klrb1c,Ncr1,Klrd1,Klrc1,Ifng	Stat1,Stat2,Irf1,Irf7,Irf9,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Ifih1,Ddx58,Ifnb1,B2m,H2-K1,H2-D1,H2-Q4,H2-Q6,H2-Q7,H2-Aa,H2-Ab1,H2-Eb1,Tap1,Tap2,Psmb8,Psmb9,Nlrc5,Ciita	True
K_12w_ND_m2	K	141	1	04_K_12w_ND	1.7035686123621507	0.24113475177304963	-0.04529624583470904	0.044245576739909684	Cd3d,Cd3e,Cd3g,Cd2,Cd8a,Cd8b1,Cd4,Nkg7,Gzma,Gzmb,Prf1,Klrb1c,Ncr1,Klrd1,Klrc1,Ifng	Stat1,Stat2,Irf1,Irf7,Irf9,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Ifih1,Ddx58,Ifnb1,B2m,H2-K1,H2-D1,H2-Q4,H2-Q6,H2-Q7,H2-Aa,H2-Ab1,H2-Eb1,Tap1,Tap2,Psmb8,Psmb9,Nlrc5,Ciita	True
KP_12w_ND_m6	KP	52	1	06_KP_12w_ND	3.4517444009702976	0.5192307692307693	0.3948305177593638	0.007707576893058849	Cd3d,Cd3e,Cd3g,Cd2,Cd8a,Cd8b1,Cd4,Nkg7,Gzma,Gzmb,Prf1,Klrb1c,Ncr1,Klrd1,Klrc1,Ifng	Stat1,Stat2,Irf1,Irf7,Irf9,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Ifih1,Ddx58,Ifnb1,B2m,H2-K1,H2-D1,H2-Q4,H2-Q6,H2-Q7,H2-Aa,H2-Ab1,H2-Eb1,Tap1,Tap2,Psmb8,Psmb9,Nlrc5,Ciita	True
KP_2w_ND_m2	KP	27	1	02_KorKP_early_ND	1.6224947511610195	0.2962962962962963	-0.06011860124602955	0.19855846137798722	Cd3d,Cd3e,Cd3g,Cd2,Cd8a,Cd8b1,Cd4,Nkg7,Gzma,Gzmb,Prf1,Klrb1c,Ncr1,Klrd1,Klrc1,Ifng	Stat1,Stat2,Irf1,Irf7,Irf9,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Ifih1,Ddx58,Ifnb1,B2m,H2-K1,H2-D1,H2-Q4,H2-Q6,H2-Q7,H2-Aa,H2-Ab1,H2-Eb1,Tap1,Tap2,Psmb8,Psmb9,Nlrc5,Ciita	True
