ligand	n_patients	n_cohorts	median_delta	mean_delta	paired_p	frac_patients_expressed_high	paired_fdr	pearson	pearson_p	n_background	receptor_score	scaled_delta	scaled_activity	scaled_receptor	scaled_frac	prioritization_score	rank	receptors	activity_ifn	auroc_ifn	activity_cyto	activity_exh
HLA-E	60	3	0.2333415448665619	0.2086259488016367	2.1167271347612363e-08	1.0	4.0798208484510925e-07	0.09020432022008616	0.392482037735688	92	0.88864133755366	0.7092027806929282	0.5616508391826721	0.3827453401232602	1.0	0.6633997399997151	11	CD8A,KLRC1,KLRC2,KLRC3,KLRD1,KLRK1	0.3455567310058022	0.8893805309734513	0.05063092869383428	-0.10012095279754075
CD55	60	3	0.2222011610865593	0.23766353235890467	7.198793899418943e-09	0.9833333333333333	1.7921997312095077e-07	0.18727009490440427	0.07385310899450125	92	0.5987247625986735	0.684693491981045	0.7175563278211389	0.25787581920496677	0.9777777777777777	0.6594758541962321	12	ADGRE2,ADGRE5,CR1	0.177913191600614	0.799778761061947	-0.0990889208540839	-0.10120041662794038
HLA-DMA	60	3	0.010710861533880234	0.022553491592407226	0.23885382738964556	0.85	0.3805737649741686	0.11939281337880703	0.256971512907856	92	2.255017717679342	0.21940639650379518	0.6085329281922199	0.9712552037171465	0.7999999999999999	0.6497986321032904	13	CD4,CD74	0.15551743057540846	0.7488938053097345	-0.0750543817134886	-0.09214571318656024
CLDN3	60	3	0.3655197024345398	0.4169051431197052	1.6295557943119345e-11	0.95	5.272270100332204e-09	0.14470673916359575	0.1687421913947146	92	0.00887136448485156	1.0	0.6491917493026538	0.0038209717167325538	0.9333333333333332	0.6465865135881799	14	CLDN1	0.1471205403160117	0.7577433628318584	-0.0574367757655738	-0.0713002825685653
LGALS9	60	3	0.025307513773441315	0.034408607725830126	0.0026047837063895097	0.8333333333333334	0.010073516275519301	0.17462324098126691	0.09594376658698137	92	1.9732115268707275	0.2515196136991076	0.697243154130015	0.8498788938475076	0.7777777777777778	0.644104859863602	15	CD44,CD47,HAVCR2,MRC2,PTPRC,SLC1A5	0.13982714487710732	0.7505530973451328	-0.04686657976985216	-0.060810526838214876
LGALS3BP	60	3	0.2080107033252716	0.27950309157992403	4.726799443728142e-10	0.9666666666666667	3.322661961914782e-08	0.11858910350358368	0.2602108787930396	92	0.7455742756525675	0.6534739188412494	0.6072420222964213	0.3211251465156647	0.9555555555555556	0.6343491608022228	16	CD33,ITGB1	0.12841901337921854	0.8301991150442478	-0.08798845651969307	-0.08094230170889904
NAMPT	60	3	0.09697611629962921	0.11824843063950538	1.5930986002049958e-07	1.0	2.286068308276326e-06	0.23733758772626207	0.022727196219536002	92	0.7455742756525675	0.40919339815567246	0.7979739308195288	0.3211251465156647	1.0	0.6320731188727166	17	ADORA2A,INSR,ITGA5,ITGB1	0.0647148245336649	0.7842920353982301	0.07346325856731466	-0.06671042443294901
ADAM10	60	3	0.05576200783252716	0.07749876013646523	9.353700370283567e-09	0.9833333333333333	2.2355343884977727e-07	0.17579810538915305	0.09369454607663419	92	1.1790598630905151	0.31852071547518057	0.6991302024762641	0.5078310554026119	0.9777777777777777	0.6258149377829586	18	APP,AXL,CD44,EPHA3,NOTCH1,NOTCH2	0.16785093528959735	0.7599557522123894	0.0004392787925460335	-0.08096096459292336
GRN	60	3	0.15567535161972046	0.18819568206866583	2.0683674392539114e-09	1.0	7.061997399738355e-08	0.16962292705168547	0.10599535248696458	92	0.6206436653931936	0.5383340574038185	0.6892117301901918	0.26731647602643804	1.0	0.623715565905112	19	CLEC4M,EGFR,SORT1,TNFRSF1A,TNFRSF1B	0.1925053739100364	0.8407079646017699	-0.13764768544923753	-0.0846299470370725
CD82	60	3	0.07117842882871628	0.10251135490155623	1.5747864485630498e-09	0.95	6.593841703111054e-08	0.14794097240941345	0.15932194538113714	92	1.2362760702768962	0.3524374566360896	0.654386522807526	0.5324745597667018	0.9333333333333332	0.6181579681359126	20	CD37,ITGB2	0.07323193298147666	0.8362831858407079	-0.038029111353310184	-0.043800494313110366
CCN1	21	1	0.1785120889544487	0.2530828969375718	9.5367431640625e-06	0.9047619047619048	7.448632732715482e-05	0.08276998139392222	0.43280879771437886	92	1.0580961505572002	0.5885757905099078	0.54970992353896	0.4557309613156201	0.873015873015873	0.6167581370950902	21	ITGA2B,ITGA5,ITGA6,ITGAD,ITGAM,ITGAV	0.18738714967468115	0.8113938053097345	-0.053261167497082866	-0.0941034006067598
CD99	60	3	0.0999360978603363	0.11588264459278434	8.200707995901569e-05	0.95	0.0004999921456684885	0.10653169866915618	0.3121480983791306	92	1.2043754657109578	0.41570547566447835	0.5878756122663478	0.5187346995680528	0.9333333333333332	0.6139122802080531	22	CD81,CD99,PILRA,PILRB	0.05320242133244588	0.8241150442477876	-0.03139360235984553	-0.03743224294317753
HLA-DMB	60	3	-0.0013382724719122052	-0.0020022460511730364	0.6428046651320614	0.7666666666666667	0.7560546996385958	0.10964307421453759	0.2981443076712922	92	2.255017717679342	0.19289782104464095	0.5928730537055994	0.9712552037171465	0.688888888888889	0.6114787418390689	23	CD4,CD74	0.2166158392608617	0.8213495575221238	-0.056677875097254	-0.09988298601664719
LGALS1	60	3	-0.019798949360847473	-0.047716883725176254	0.07976323100353154	0.8666666666666667	0.16693005437691802	0.1243145542861551	0.23773520122256014	92	1.9732115268707275	0.15228359548269188	0.6164381494054392	0.8498788938475076	0.8222222222222223	0.6102057152394652	24	CD69,ITGB1,PTPRC	0.20653647922653828	0.8202433628318585	-0.06477394891170109	-0.09836586851164635
HLA-B	60	3	0.17819583415985107	0.22602060362696647	2.7408615941872812e-06	1.0	2.48131030685894e-05	0.030242190292935244	0.7747461661836761	92	0.88864133755366	0.5878800173462199	0.4653406289515264	0.3827453401232602	1.0	0.6089914966052516	25	CD8A,KIR2DL3,KIR3DL1,KIR3DL2,KLRD1,LILRB1	0.3560199208270236	0.8982300884955753	0.009167065495809382	-0.09641393566631153
CDH1	60	3	0.2110932394862175	0.23084062431007624	1.742088718600998e-10	1.0	1.892541835207448e-08	0.1117834367467431	0.2887542372717902	92	0.3677496711413066	0.6602556213593493	0.5963108696353874	0.158392893750227	1.0	0.6037398461862409	26	CDH1,EGFR,IGF1R,ITGAE,ITGB7,KLRG1	0.18802528070562224	0.8313053097345133	-0.1288035174076152	-0.09756228359531986
EZR	60	3	0.23910683393478394	0.27775454223155976	1.8030386309636688e-11	1.0	5.272270100332204e-09	0.15434709680479136	0.14182672248681172	92	0.0645174328237772	0.7218866466234864	0.6646759369433363	0.027788203999147273	1.0	0.6035876968914925	27	SLC9A1	0.18004594555511044	0.8219026548672567	-0.055122912523566596	-0.09615436544484807
FAM3C	60	3	0.11491475254297256	0.16528574228286744	6.538336196238617e-08	1.0	1.0703166786993353e-06	0.125236266279006	0.23424697244686846	92	0.8050944606463114	0.4486591134728383	0.617918588407721	0.34676099360819795	1.0	0.6033346738721893	28	ADGRG5,CLEC2D,FFAR2,GLRA2,GPR42,KIR2DL3	0.1302056844708834	0.8241150442477876	-0.05077687291108626	-0.07805845433480461
MIF	60	3	-0.025960592087358236	-0.04614753206260502	0.01764284715659273	0.85	0.04949108533363454	0.047038674821617624	0.6561341068921238	92	2.255017717679342	0.1387277356931387	0.49231887268747987	0.9712552037171465	0.7999999999999999	0.6005754530244413	29	ACKR3,CD44,CD74,CXCR2,CXCR4,EGFR	0.021052015029701228	0.77820796460177	0.1569457789626169	-0.05565263679985752
LGALS3	60	3	0.1436467170715332	0.2875021463880936	3.228629101370945e-08	0.9833333333333333	5.511731108768971e-07	0.11445516843811539	0.27731087982779956	92	0.6895564198493958	0.51187058156913	0.6006021621760275	0.2969977822278582	0.9777777777777777	0.5968120759376984	30	ANXA2,ENG,LAG3,MCAM,PTPRK	0.20066813587837234	0.8379424778761062	-0.0905820418071119	-0.10501770707560153
MDK	60	3	0.18280646204948425	0.23029487561434508	1.2265709478379528e-06	1.0	1.2635795540227185e-05	0.030388974598640955	0.7736821096758748	92	0.7455742756525675	0.5980235826238295	0.46557639154632285	0.3211251465156647	1.0	0.5961812801714542	31	ALK,ITGA4,ITGA6,ITGB1,LRP1,LRP2	0.2911488820990548	0.8904867256637167	-0.02479621288044984	-0.096955997019192
NECTIN4	31	2	0.2075648009777069	0.20013942355440267	3.073364496231079e-08	0.8387096774193549	5.440575379780282e-07	0.14466716683261518	0.16885994307333335	92	0.6897938946882883	0.6524929158893236	0.6491281888600762	0.29710006464950756	0.7849462365591399	0.5959168514895118	32	GUCY2D,NECTIN1,NECTIN2,PVR,TIGIT	0.1959391054149645	0.831858407079646	-0.11126708681498564	-0.10637435848126849
ST14	60	3	0.18757172673940659	0.19759522633006174	4.22409488236999e-11	1.0	7.211133406331625e-09	0.11909167340899414	0.25818202318406325	92	0.3447653849919637	0.6085073550306201	0.6080492420083417	0.14849336730692853	1.0	0.5912624910864726	33	BTN3A1,PLAU	0.15708114852554547	0.8108407079646018	-0.09946864001472573	-0.10531538888871411
CEACAM6	60	3	0.20679117739200592	0.25166067937389014	2.4336364230114983e-08	0.9666666666666667	4.6161833738075246e-07	0.14117902793862316	0.17947894423930752	92	0.22413810590902963	0.6507909131405221	0.6435255961802638	0.09653817795253603	0.9555555555555556	0.5866025607072194	34	CEACAM1,CEACAM5,CEACAM7,CEACAM8,EGFR,ITGA1	0.19252991177988515	0.8296460176991151	-0.10418871868323293	-0.09584803276118571
SDC4	60	3	0.23814687132835388	0.29855459940930207	2.1106868421131569e-10	1.0	2.101892313604352e-08	0.11884043907311057	0.25919489463644363	92	0.023286018520593643	0.7197746905959177	0.6076457134523076	0.010029485127618169	1.0	0.5843624722939609	35	ADAM12	0.20446817025940772	0.8263274336283186	-0.07077072159866497	-0.09123954542983864
HLA-A	60	3	0.22798049449920654	0.24200732360283533	7.536705356504771e-07	1.0	8.339224908354816e-06	-0.1014456081012252	0.3359424462181146	92	0.88864133755366	0.6974082560295751	0.25382580178266195	0.3827453401232602	1.0	0.5834948494838743	36	APLP2,CD8A,ERBB2,KIR3DL1,KIR3DL2,KLRD1	0.18537686492966432	0.9015486725663717	0.1762848943930848	-0.06617242512896293
EFNA1	60	3	0.21690739691257477	0.2597399322316051	1.994566564292453e-11	1.0	5.272270100332204e-09	0.13515271929617034	0.19896091560225415	92	0.050284417967001595	0.6730469996271901	0.6338462360078094	0.021657924118928393	1.0	0.582137789938482	37	EPHA1,EPHA2,EPHA3,EPHA4,EPHA5,EPHA6	0.20809662674511703	0.8263274336283185	-0.04276718128891951	-0.08638493044063518
ICAM1	60	3	0.13922806084156036	0.18531882008343625	4.239699647119485e-09	0.8833333333333333	1.1782421112343684e-07	-0.0627864741212008	0.5521244159962498	92	1.5264100233713787	0.5021493616006254	0.3159194820020545	0.6574377072882385	0.8444444444444444	0.5799877488338407	38	CDH5,EGFR,EZR,IL2RA,IL2RG,ITGAL	0.20973607544944048	0.8202433628318584	0.14343395890054791	-0.05516769333407538
LAMA5	60	3	0.08751532435417175	0.11542757560188571	3.09047858118837e-10	0.9666666666666667	2.3082011903250638e-08	0.1470011438568641	0.16201809057832928	92	0.7455742756525675	0.38837927847960674	0.652876985277968	0.3211251465156647	0.9555555555555556	0.5794842414571988	39	BCAM,CD151,DAG1,ITGA2,ITGA3,ITGA6	0.18241024484297877	0.8091814159292036	-0.058477537182005566	-0.10823779242760125
EPCAM	60	3	0.25743550062179565	0.3438023514424761	2.55510608922137e-10	1.0	2.2389274508388405e-08	0.08060550284198387	0.4449781041726466	92	0.02140752412378788	0.762210444475246	0.5462333728455264	0.009220401702797584	1.0	0.5794160547558924	40	CLDN1,CLDN7	0.31790472723369617	0.834070796460177	0.0520060314648165	-0.057753024519813255
