interaction_name	direction	pathway_name	annotation	ligand	receptor	ligand_genes	receptor_genes	ligand_class	n_q1_detected	n_q4_detected	n_compared	n_q1_cohorts	n_q4_cohorts	median_prob_q1	median_prob_q4	delta_median	p	r_rb	sig_p05
LGALS9_CD45	outgoing	GALECTIN	Secreted Signaling	LGALS9	PTPRC	LGALS9	PTPRC	inhibitory	15	16	31	4	4	0.16871183685338148	0.442577833369587	0.2738659965162055	0.24357810494667897	0.25	False
SPP1_ITGA4_ITGB1	outgoing	SPP1	Secreted Signaling	SPP1	ITGA4_ITGB1	SPP1	ITGA4|ITGB1	other	12	6	18	4	3	0.18966410094365738	0.05176259300102967	-0.1379015079426277	0.24962292609351436	-0.36111111111111116	False
COL6A1_ITGA1_ITGB1	outgoing	COLLAGEN	ECM-Receptor	COL6A1	ITGA1_ITGB1	COL6A1	ITGB1|ITGA1	other	5	3	8	4	2	0.09105060244206266	0.020058695390812384	-0.07099190705125027	0.25	-0.6	False
COL1A1_CD44	outgoing	COLLAGEN	ECM-Receptor	COL1A1	CD44	COL1A1	CD44	other	15	19	34	4	4	0.15399053807698834	0.28718699478578	0.13319645670879168	0.2670417925498	0.22807017543859653	False
CXCL16_CXCR6	outgoing	CXCL	Secreted Signaling	CXCL16	CXCR6	CXCL16	CXCR6	recruit	11	10	21	4	3	0.0840602997827395	0.04188773449074364	-0.04217256529199586	0.2750629920777592	-0.2909090909090909	False
HLA-DMB_CD4	outgoing	MHC-II	Cell-Cell Contact	HLA-DMB	CD4	HLA-DMB	CD4	other	9	8	17	3	4	0.003402595254048112	0.022783717606835275	0.01938112235278716	0.2765939942410531	0.33333333333333326	False
LAMB3_CD44	outgoing	LAMININ	ECM-Receptor	LAMB3	CD44	LAMB3	CD44	other	21	19	40	4	4	0.2695220979731877	0.41174125475585316	0.14221915678266545	0.27864928088769314	0.20300751879699241	False
LPAR3_ADGRE5	outgoing	ADGRE	Cell-Cell Contact	LPAR3	ADGRE5	LPAR3	ADGRE5	other	5	4	9	3	3	0.03968120443544409	0.014781310871944767	-0.024899893563499323	0.2857142857142857	-0.5	False
CDH1_ITGAE_ITGB7	outgoing	CDH1	Cell-Cell Contact	CDH1	ITGAE_ITGB7	CDH1	ITGAE|ITGB7	barrier|inhibitory	14	12	26	3	3	0.06698560710435113	0.0846588179064265	0.017673210802075373	0.29169697358948865	0.25	False
THBS3_CD47	outgoing	THBS	ECM-Receptor	THBS3	CD47	THBS3	CD47	other	6	9	15	2	3	0.009075734873510216	0.02241369094953753	0.013337956076027313	0.3276723276723276	0.33333333333333326	False
COL4A2_CD44	outgoing	COLLAGEN	ECM-Receptor	COL4A2	CD44	COL4A2	CD44	other	6	4	10	4	3	0.02960209157355992	0.012679516372969907	-0.016922575200590012	0.35238095238095235	-0.41666666666666663	False
HLA-DMA_CD4	outgoing	MHC-II	Cell-Cell Contact	HLA-DMA	CD4	HLA-DMA	CD4	other	11	9	20	3	4	0.0051045141367549235	0.06990164636580973	0.06479713222905481	0.3619347669211923	0.2525252525252526	False
IGFBP3_TMEM219	outgoing	IGFBP	Secreted Signaling	IGFBP3	TMEM219	IGFBP3	TMEM219	other	17	15	32	4	4	0.08277874627647225	0.06181849997053996	-0.02096024630593229	0.36477396646958693	-0.19215686274509802	False
LAMB3_ITGA1_ITGB1	outgoing	LAMININ	ECM-Receptor	LAMB3	ITGA1_ITGB1	LAMB3	ITGB1|ITGA1	other	8	4	12	4	2	0.21477553681363376	0.1332449823222077	-0.08153055449142607	0.3676767676767677	-0.375	False
PPIA_BSG	outgoing	CypA	Secreted Signaling	PPIA	BSG	PPIA	BSG	other	23	21	44	4	4	0.6243318791699861	0.5838018359763801	-0.04053004319360598	0.3846361665965713	-0.15527950310559002	False
LAMB2_ITGA1_ITGB1	outgoing	LAMININ	ECM-Receptor	LAMB2	ITGA1_ITGB1	LAMB2	ITGB1|ITGA1	other	5	3	8	3	2	0.007056867674051033	0.03083333517261576	0.023776467498564727	0.39285714285714285	0.46666666666666656	False
FN1_CD44	outgoing	FN1	ECM-Receptor	FN1	CD44	FN1	CD44	other	14	15	29	4	4	0.09783570586587667	0.17643905338161264	0.07860334751573597	0.3947417052130072	0.19047619047619047	False
TNFSF14_TNFRSF14	outgoing	LIGHT	Secreted Signaling	TNFSF14	TNFRSF14	TNFSF14	TNFRSF14	other	3	3	6	2	2	0.0072954988870636665	0.004808729935200073	-0.0024867689518635935	0.4	-0.5555555555555556	False
HLA-B_CD8B	outgoing	MHC-I	Cell-Cell Contact	HLA-B	CD8B	HLA-B	CD8B	other	18	11	29	4	3	0.5297470566344402	0.49658198142262017	-0.03316507521182005	0.4315356726629246	-0.18181818181818177	False
HLA-DQB1_CD4	outgoing	MHC-II	Cell-Cell Contact	HLA-DQB1	CD4	HLA-DQB1	CD4	other	11	9	20	3	4	0.012718791931967567	0.07658713169255466	0.06386833976058709	0.44741170200931857	0.21212121212121215	False
LAMA5_ITGA1_ITGB1	outgoing	LAMININ	ECM-Receptor	LAMA5	ITGA1_ITGB1	LAMA5	ITGB1|ITGA1	other	6	4	10	3	2	0.17457591885241575	0.08328295173189816	-0.09129296712051758	0.47619047619047616	-0.33333333333333337	False
COL4A5_CD44	outgoing	COLLAGEN	ECM-Receptor	COL4A5	CD44	COL4A5	CD44	other	4	4	8	2	2	0.02301694955868981	0.1511008190270694	0.12808386946837957	0.4857142857142857	0.375	False
FN1_ITGA4_ITGB1	outgoing	FN1	ECM-Receptor	FN1	ITGA4_ITGB1	FN1	ITGA4|ITGB1	other	13	11	24	4	4	0.019960034147072505	0.05983193071676774	0.03987189656969524	0.48690581626049245	0.1748251748251748	False
HLA-DPA1_CD4	outgoing	MHC-II	Cell-Cell Contact	HLA-DPA1	CD4	HLA-DPA1	CD4	other	11	9	20	3	4	0.037812792338007196	0.1108699802677039	0.0730571879296967	0.4941245444092638	0.19191919191919182	False
HLA-DPB1_CD4	outgoing	MHC-II	Cell-Cell Contact	HLA-DPB1	CD4	HLA-DPB1	CD4	other	11	9	20	3	4	0.055150560085069765	0.11121819658417824	0.056067636499108474	0.4941245444092638	0.19191919191919182	False
FN1_ITGA4_ITGB7	outgoing	FN1	ECM-Receptor	FN1	ITGA4_ITGB7	FN1	ITGA4|ITGB7	other	10	8	18	4	3	0.014072217415343456	0.029419129392166517	0.015346911976823061	0.5147858677270442	0.19999999999999996	False
COL9A2_CD44	outgoing	COLLAGEN	ECM-Receptor	COL9A2	CD44	COL9A2	CD44	other	10	10	20	4	4	0.04914111710872165	0.07749264575477363	0.028351528646051984	0.5205228832757727	0.17999999999999994	False
HLA-E_KLRC1	outgoing	MHC-I	Cell-Cell Contact	HLA-E	KLRC1	HLA-E	KLRC1	inhibitory	7	5	12	4	3	0.21926531510681008	0.07624518239301853	-0.14302013271379155	0.5303030303030304	-0.2571428571428571	False
GDF15_TGFBR2	outgoing	GDF	Secreted Signaling	GDF15	TGFBR2	GDF15	TGFBR2	other	7	5	12	3	3	0.02463008794694981	0.1047696870201163	0.08013959907316649	0.5303030303030304	0.2571428571428571	False
TGM2_ADGRG1	outgoing	ADGRG	Cell-Cell Contact	TGM2	ADGRG1	TGM2	ADGRG1	other	7	6	13	3	4	0.06857337945518696	0.0425288231211072	-0.02604455633407976	0.5337995337995338	-0.23809523809523814	False
CD55_ADGRE5	outgoing	ADGRE	Cell-Cell Contact	CD55	ADGRE5	CD55	ADGRE5	other	22	15	37	4	4	0.2125634627118374	0.3275063894552952	0.1149429267434578	0.546361666454563	0.1212121212121211	False
CLEC2D_KLRB1	outgoing	CLEC	Cell-Cell Contact	CLEC2D	KLRB1	CLEC2D	KLRB1	other	10	8	18	3	3	0.009717125937393177	0.0059160865251032015	-0.0038010394122899756	0.5726038667215138	-0.17500000000000004	False
NECTIN2_TIGIT	outgoing	NECTIN	Cell-Cell Contact	NECTIN2	TIGIT	NECTIN2	TIGIT	barrier|inhibitory	14	12	26	3	3	0.0652569940217621	0.13285787640561514	0.06760088238385303	0.5891544654500582	0.13095238095238093	False
LPAR2_ADGRE5	outgoing	ADGRE	Cell-Cell Contact	LPAR2	ADGRE5	LPAR2	ADGRE5	other	12	14	26	3	4	0.010242993133609017	0.019424078876139263	0.009181085742530246	0.5891544654500582	0.13095238095238093	False
HLA-DRB1_CD4	outgoing	MHC-II	Cell-Cell Contact	HLA-DRB1	CD4	HLA-DRB1	CD4	other	11	9	20	3	4	0.0967096652011234	0.13511465883308052	0.038404993631957124	0.5948534237883254	0.1515151515151516	False
THBS1_CD47	outgoing	THBS	ECM-Receptor	THBS1	CD47	THBS1	CD47	other	6	12	18	3	4	0.01739524850092798	0.02177714049077345	0.004381891989845468	0.6164619694031459	0.16666666666666674	False
LAMB1_ITGA1_ITGB1	outgoing	LAMININ	ECM-Receptor	LAMB1	ITGA1_ITGB1	LAMB1	ITGB1|ITGA1	other	4	3	7	3	2	0.028569869172714805	0.006551657812939977	-0.022018211359774827	0.6285714285714286	-0.33333333333333337	False
LAMC2_CD44	outgoing	LAMININ	ECM-Receptor	LAMC2	CD44	LAMC2	CD44	other	20	17	37	4	4	0.09260580751820444	0.1691828467119271	0.07657703919372266	0.636655916867849	0.09411764705882364	False
HLA-A_CD8B	outgoing	MHC-I	Cell-Cell Contact	HLA-A	CD8B	HLA-A	CD8B	other	18	11	29	4	3	0.5216615140174607	0.5414597296539989	0.019798215636538163	0.6369696845945058	-0.11111111111111116	False
LAMC2_ITGA1_ITGB1	outgoing	LAMININ	ECM-Receptor	LAMC2	ITGA1_ITGB1	LAMC2	ITGB1|ITGA1	other	7	4	11	4	2	0.11027522431247355	0.11382576332309916	0.003550539010625603	0.6484848484848484	0.2142857142857142	False
ITGAV_ITGB1_ADGRE5	outgoing	ADGRE	Cell-Cell Contact	ITGAV_ITGB1	ADGRE5	ITGAV|ITGB1	ADGRE5	other	20	15	35	4	4	0.16471968264111886	0.15753086313516856	-0.007188819505950295	0.6527104405758399	0.09333333333333327	False
HLA-E_CD8B	outgoing	MHC-I	Cell-Cell Contact	HLA-E	CD8B	HLA-E	CD8B	inhibitory	18	11	29	4	3	0.26882697258562605	0.2926397071652417	0.023812734579615635	0.6693842468987063	-0.101010101010101	False
PTN_NCL	outgoing	PTN	Secreted Signaling	PTN	NCL	PTN	NCL	other	7	9	16	2	4	0.39150037458985626	0.2042917853680059	-0.18720858922185035	0.6805944055944056	-0.1428571428571429	False
HLA-DOA_CD4	outgoing	MHC-II	Cell-Cell Contact	HLA-DOA	CD4	HLA-DOA	CD4	other	4	4	8	2	3	0.019909789458499666	0.14071466823029583	0.12080487877179616	0.6857142857142857	-0.25	False
NECTIN3_TIGIT	outgoing	NECTIN	Cell-Cell Contact	NECTIN3	TIGIT	NECTIN3	TIGIT	barrier	4	4	8	2	3	0.0230410052133322	0.03365230125450311	0.01061129604117091	0.6857142857142857	0.25	False
HLA-DRB5_CD4	outgoing	MHC-II	Cell-Cell Contact	HLA-DRB5	CD4	HLA-DRB5	CD4	other	9	5	14	3	4	0.13025865867857656	0.14933225110160392	0.019073592423027363	0.6993006993006993	0.15555555555555545	False
HLA-G_CD8A	outgoing	MHC-I	Cell-Cell Contact	HLA-G	CD8A	HLA-G	CD8A	inhibitory	3	3	6	3	3	0.3627690438846429	0.11851661158599595	-0.24425243229864696	0.7	-0.33333333333333337	False
COL9A2_ITGA1_ITGB1	outgoing	COLLAGEN	ECM-Receptor	COL9A2	ITGA1_ITGB1	COL9A2	ITGB1|ITGA1	other	3	3	6	2	2	0.023841976658550392	0.0018702595221398576	-0.021971717136410534	0.7	-0.33333333333333337	False
HLA-C_CD8B	outgoing	MHC-I	Cell-Cell Contact	HLA-C	CD8B	HLA-C	CD8B	other	18	11	29	4	3	0.46889501095881103	0.4998360383556128	0.030941027396801768	0.7024268081091429	-0.09090909090909094	False
HLA-DRA_CD4	outgoing	MHC-II	Cell-Cell Contact	HLA-DRA	CD4	HLA-DRA	CD4	other	11	9	20	3	4	0.14683062692656473	0.19732338863840226	0.05049276171183753	0.7040429655866594	0.11111111111111116	False
PVR_TIGIT	outgoing	PVR	Cell-Cell Contact	PVR	TIGIT	PVR	TIGIT	barrier|inhibitory	11	13	24	4	4	0.02101870850404545	0.015935386198072377	-0.005083322305973071	0.728126128172033	-0.09090909090909094	False
HLA-DQA1_CD4	outgoing	MHC-II	Cell-Cell Contact	HLA-DQA1	CD4	HLA-DQA1	CD4	other	11	9	20	3	4	0.0944804810353795	0.054175225180087556	-0.04030525585529194	0.7612079858009609	0.09090909090909083	False
HLA-B_CD8A	outgoing	MHC-I	Cell-Cell Contact	HLA-B	CD8A	HLA-B	CD8A	other	23	15	38	4	4	0.6261584640160753	0.6242981490482487	-0.0018603149678266817	0.7652143246222854	-0.060869565217391286	False
PVR_CD226	outgoing	PVR	Cell-Cell Contact	PVR	CD226	PVR	CD226	barrier|inhibitory	7	4	11	3	3	0.006670782710631253	0.006635042428538233	-3.5740282093019334e-05	0.7878787878787878	-0.1428571428571429	False
HLA-C_CD8A	outgoing	MHC-I	Cell-Cell Contact	HLA-C	CD8A	HLA-C	CD8A	other	23	15	38	4	4	0.56031234031394	0.6213403964863249	0.06102805617238494	0.7881016845128016	0.05507246376811592	False
HLA-F_CD8A	outgoing	MHC-I	Cell-Cell Contact	HLA-F	CD8A	HLA-F	CD8A	inhibitory	20	14	34	4	4	0.19280283226875228	0.18328381619518863	-0.009519016073563646	0.7929781290670319	-0.05714285714285716	False
HLA-F_CD8B	outgoing	MHC-I	Cell-Cell Contact	HLA-F	CD8B	HLA-F	CD8B	inhibitory	17	11	28	4	3	0.12733410506059592	0.14067128319944602	0.013337178138850103	0.8140520316161131	-0.05882352941176472	False
CD99_CD99	outgoing	CD99	Cell-Cell Contact	CD99	CD99	CD99	CD99	other	23	22	45	4	4	0.4609327776163176	0.42418754333383124	-0.03674523428248638	0.8292177647189793	-0.03952569169960474	False
NAMPT_ITGA5_ITGB1	outgoing	VISFATIN	Secreted Signaling	NAMPT	ITGA5_ITGB1	NAMPT	ITGA5|ITGB1	other	4	3	7	3	2	0.11740618419770407	0.07933520885991753	-0.03807097533778654	0.8571428571428571	-0.16666666666666663	False
HLA-A_CD8A	outgoing	MHC-I	Cell-Cell Contact	HLA-A	CD8A	HLA-A	CD8A	other	23	15	38	4	4	0.6059462538599665	0.6465616424644293	0.04061538860446279	0.857792968994834	0.037681159420289934	False
COL6A2_CD44	outgoing	COLLAGEN	ECM-Receptor	COL6A2	CD44	COL6A2	CD44	other	10	6	16	4	3	0.15472142570080608	0.17593825687002979	0.02121683116922371	0.8748751248751249	0.06666666666666665	False
COL4A3_CD44	outgoing	COLLAGEN	ECM-Receptor	COL4A3	CD44	COL4A3	CD44	other	4	4	8	3	2	0.11792705631357575	0.06474982377520662	-0.05317723253836913	0.8857142857142857	0.125	False
ICAM2_ITGAL_ITGB2	outgoing	ICAM	Cell-Cell Contact	ICAM2	ITGAL_ITGB2	ICAM2	ITGAL|ITGB2	other	6	3	9	3	2	0.08185010448648214	0.015123215713567782	-0.06672688877291436	0.9047619047619047	-0.11111111111111116	False
APP_SORL1	outgoing	APP	Cell-Cell Contact	APP	SORL1	APP	SORL1	other	12	12	24	3	3	0.1324606800450024	0.1313531260207847	-0.001107554024217694	0.9309874465595671	-0.02777777777777779	False
COL1A2_CD44	outgoing	COLLAGEN	ECM-Receptor	COL1A2	CD44	COL1A2	CD44	other	8	4	12	3	3	0.07632571668977142	0.06309731286265671	-0.01322840382711471	0.9333333333333333	0.0625	False
LAMC1_ITGA1_ITGB1	outgoing	LAMININ	ECM-Receptor	LAMC1	ITGA1_ITGB1	LAMC1	ITGB1|ITGA1	other	8	4	12	4	2	0.04235297736012466	0.046909840828975445	0.004556863468850786	0.9333333333333333	-0.0625	False
LAMA5_CD44	outgoing	LAMININ	ECM-Receptor	LAMA5	CD44	LAMA5	CD44	other	18	21	39	4	4	0.11940795293161	0.15805344119853282	0.03864548826692282	0.943851795040726	0.015873015873015817	False
HLA-E_CD8A	outgoing	MHC-I	Cell-Cell Contact	HLA-E	CD8A	HLA-E	CD8A	inhibitory	23	15	38	4	4	0.31844675208263395	0.38527651426651127	0.06682976218387732	1.0	-0.0028985507246376274	False
LAMA3_ITGA1_ITGB1	outgoing	LAMININ	ECM-Receptor	LAMA3	ITGA1_ITGB1	LAMA3	ITGB1|ITGA1	other	7	4	11	4	2	0.07772034709134376	0.03105476764351004	-0.04666557944783372	1.0	0.0	False
COL6A1_CD44	outgoing	COLLAGEN	ECM-Receptor	COL6A1	CD44	COL6A1	CD44	other	12	11	23	4	4	0.2104335207703375	0.17449248607143827	-0.03594103469889923	1.0	0.0	False
COL4A5_ITGA1_ITGB1	outgoing	COLLAGEN	ECM-Receptor	COL4A5	ITGA1_ITGB1	COL4A5	ITGB1|ITGA1	other	3	3	6	1	1	0.015555875346914716	0.03872638319705885	0.023170507850144136	1.0	0.11111111111111116	False
LPAR1_ADGRE5	outgoing	ADGRE	Cell-Cell Contact	LPAR1	ADGRE5	LPAR1	ADGRE5	other	6	5	11	3	3	0.013725232821598963	0.013783692316007524	5.8459494408561255e-05	1.0	0.0	False
