accession	contrast	unit	metric	n_KL	n_sensitive	mean_KL	mean_sensitive	delta_KL_minus_sensitive	welch_p	mwu_p	rank_biserial	status	note
GSE179502	KL_minus_KP	mouse	cldn4_pctpos	3	0	0.28318507605743587						no-go	no-go for KL vs KP: series is KT;Lkb1 XTR only (no p53 / KP arm).
GSE179502	KL_minus_KP	mouse	ifn_mhc_score	3	0	0.3892723632659337						no-go	no-go for KL vs KP: series is KT;Lkb1 XTR only (no p53 / KP arm).
GSE179502	KL_minus_KP	mouse	ifn_score	3	0	0.07094994102588034						no-go	no-go for KL vs KP: series is KT;Lkb1 XTR only (no p53 / KP arm).
GSE179502	KL_minus_KP	mouse	mhc_score	3	0	0.7075947855059871						no-go	no-go for KL vs KP: series is KT;Lkb1 XTR only (no p53 / KP arm).
GSE179502	KL_minus_KP	mouse	tnk_fraction	3	0							no-go	T/NK design no-go: FACS-sorted neoplastic epithelium. Do not invent T/NK.
GSE179502	KL_minus_Restored	mouse	cldn4	3	3	0.3001589526347624	0.14276880458208985	0.15739014805267254	0.035966964855474785	0.1	1.0	ok_proxy	NonRestored ≈ KL (Lkb1 off) vs Restored (Lkb1 on). Restored is K-like (Kras; Lkb1 restored), not KP (no Trp53 arm). n=3 vs 3 mice; MWU cannot beat p=0.1. Sorted neoplastic epithelium.
GSE179502	KL_minus_Restored	mouse	cldn4_pctpos	3	3	0.28318507605743587	0.138938166721131	0.14424690933630488	0.06788871640815249	0.1	1.0	ok_proxy	NonRestored ≈ KL (Lkb1 off) vs Restored (Lkb1 on). Restored is K-like (Kras; Lkb1 restored), not KP (no Trp53 arm). n=3 vs 3 mice; MWU cannot beat p=0.1. Sorted neoplastic epithelium.
GSE179502	KL_minus_Restored	mouse	ifn_mhc_score	3	3	0.3892723632659337	0.4296539515756313	-0.040381588309697625	0.3674854746877756	0.4	-0.5555555555555556	ok_proxy	NonRestored ≈ KL (Lkb1 off) vs Restored (Lkb1 on). Restored is K-like (Kras; Lkb1 restored), not KP (no Trp53 arm). n=3 vs 3 mice; MWU cannot beat p=0.1. Sorted neoplastic epithelium.
GSE179502	KL_minus_Restored	mouse	ifn_score	3	3	0.07094994102588034	0.06696904917397395	0.003980891851906393	0.4657187175798335	0.4	0.5555555555555556	ok_proxy	NonRestored ≈ KL (Lkb1 off) vs Restored (Lkb1 on). Restored is K-like (Kras; Lkb1 restored), not KP (no Trp53 arm). n=3 vs 3 mice; MWU cannot beat p=0.1. Sorted neoplastic epithelium.
GSE179502	KL_minus_Restored	mouse	mhc_score	3	3	0.7075947855059871	0.7923388539772885	-0.08474406847130145	0.34587931606322325	0.4	-0.5555555555555556	ok_proxy	NonRestored ≈ KL (Lkb1 off) vs Restored (Lkb1 on). Restored is K-like (Kras; Lkb1 restored), not KP (no Trp53 arm). n=3 vs 3 mice; MWU cannot beat p=0.1. Sorted neoplastic epithelium.
GSE179502	KL_minus_Restored	mouse	tnk_fraction	3	3							no-go	T/NK design no-go: FACS-sorted neoplastic epithelium. Do not invent T/NK.
GSE267321	KL_minus_K	tumor	cldn4	2	2	0.0012804097311139564	0.004056480166109077	-0.002776070434995121	0.5508736222844731	0.6666666666666666	-0.5	no-go	Cldn4 essentially empty: 6/7956 cells >0. Non-malignant digest; do not treat Cldn4 as a genotype test.
GSE267321	KL_minus_K	tumor	cldn4_pctpos	2	2	0.12804097311139565	0.09438599057808372	0.03365498253331192	0.8366530283335756	1.0	0.0	no-go	Cldn4 essentially empty: 6/7956 cells >0. Non-malignant digest; do not treat Cldn4 as a genotype test.
GSE267321	KL_minus_K	tumor	ifn_mhc_score	2	2	8.654022988505748	4.612839829675729	4.041183158830019	0.5018627498638969	0.6666666666666666	0.5	underpowered	KLK (STK11+KEAP1) minus K. No STK11-only KL library. Honest n=2 vs 2 tumors; MWU cannot beat p=1/3. IFN/MHC scored on leftover marker epithelium (not author-malignant); n=2 vs 2.
GSE267321	KL_minus_K	tumor	ifn_score	2	2	0.9093103448275861	0.33242712086472326	0.5768832239628628	0.5521059793035638	1.0	0.0	underpowered	KLK (STK11+KEAP1) minus K. No STK11-only KL library. Honest n=2 vs 2 tumors; MWU cannot beat p=1/3. IFN/MHC scored on leftover marker epithelium (not author-malignant); n=2 vs 2.
GSE267321	KL_minus_K	tumor	mhc_score	2	2	16.398735632183907	8.893252538486735	7.505483093697173	0.49752759112196976	0.6666666666666666	0.5	underpowered	KLK (STK11+KEAP1) minus K. No STK11-only KL library. Honest n=2 vs 2 tumors; MWU cannot beat p=1/3. IFN/MHC scored on leftover marker epithelium (not author-malignant); n=2 vs 2.
GSE267321	KL_minus_K	tumor	tnk_fraction	2	2	0.09744261020669472	0.3968183387295684	-0.2993757285228737	0.05730609609848825	0.3333333333333333	-1.0	ok	KLK (STK11+KEAP1) minus K. No STK11-only KL library. Honest n=2 vs 2 tumors; MWU cannot beat p=1/3.
GSE267321	KL_minus_KP	tumor	cldn4	2	0	0.0012804097311139564						no-go	no-go for KL vs KP: genotypes are K / KK / KLK only. No p53 / KP arm.
GSE267321	KL_minus_KP	tumor	cldn4_pctpos	2	0	0.12804097311139565						no-go	no-go for KL vs KP: genotypes are K / KK / KLK only. No p53 / KP arm.
GSE267321	KL_minus_KP	tumor	ifn_mhc_score	2	0	8.654022988505748						no-go	no-go for KL vs KP: genotypes are K / KK / KLK only. No p53 / KP arm.
GSE267321	KL_minus_KP	tumor	ifn_score	2	0	0.9093103448275861						no-go	no-go for KL vs KP: genotypes are K / KK / KLK only. No p53 / KP arm.
GSE267321	KL_minus_KP	tumor	mhc_score	2	0	16.398735632183907						no-go	no-go for KL vs KP: genotypes are K / KK / KLK only. No p53 / KP arm.
GSE267321	KL_minus_KP	tumor	tnk_fraction	2	0	0.09744261020669472						no-go	no-go for KL vs KP: genotypes are K / KK / KLK only. No p53 / KP arm.
GSE6135	KL_minus_K	mouse	cldn4	7	5	6.119266131428572	5.6142367526	0.5050293788285716	0.3277855556751575	0.638888888888889	0.19999999999999996	ok	KL = Lkb1 L/L or L/- primary tumors; excluded L/+ het and metastasis. T/NK and IFN/MHC are mean z-scores of present genes across the 25 arrays.
GSE6135	KL_minus_K	mouse	ifn_mhc_score	7	5	0.08195987913177386	0.07730426269460096	0.004655616437172896	0.9750392598304571	1.0	0.02857142857142847	ok	KL = Lkb1 L/L or L/- primary tumors; excluded L/+ het and metastasis. T/NK and IFN/MHC are mean z-scores of present genes across the 25 arrays.
GSE6135	KL_minus_K	mouse	ifn_score	7	5	0.3376512048325712	-0.39672891377388525	0.7343801186064565	0.017817024980817567	0.030303030303030304	0.7714285714285714	ok	KL = Lkb1 L/L or L/- primary tumors; excluded L/+ het and metastasis. T/NK and IFN/MHC are mean z-scores of present genes across the 25 arrays.
GSE6135	KL_minus_K	mouse	mhc_score	7	5	-0.17373144656902353	0.5513374391630872	-0.7250688857321107	0.047024293971202065	0.10606060606060606	-0.6	ok	KL = Lkb1 L/L or L/- primary tumors; excluded L/+ het and metastasis. T/NK and IFN/MHC are mean z-scores of present genes across the 25 arrays.
GSE6135	KL_minus_K	mouse	tnk_score	7	5	-0.21406773988014138	-0.16207248283271986	-0.05199525704742153	0.883825770583917	0.8762626262626263	0.08571428571428563	ok	KL = Lkb1 L/L or L/- primary tumors; excluded L/+ het and metastasis. T/NK and IFN/MHC are mean z-scores of present genes across the 25 arrays.
GSE6135	KL_minus_KP	mouse	cldn4	7	5	6.119266131428572	5.8952590655999995	0.22400706582857222	0.6252609051170812	0.8762626262626263	0.08571428571428563	ok	KL = Lkb1 L/L or L/- primary tumors; excluded L/+ het and metastasis. T/NK and IFN/MHC are mean z-scores of present genes across the 25 arrays.
GSE6135	KL_minus_KP	mouse	ifn_mhc_score	7	5	0.08195987913177386	-0.07394976126286286	0.15590964039463673	0.4044699544224076	0.3434343434343435	0.37142857142857144	ok	KL = Lkb1 L/L or L/- primary tumors; excluded L/+ het and metastasis. T/NK and IFN/MHC are mean z-scores of present genes across the 25 arrays.
GSE6135	KL_minus_KP	mouse	ifn_score	7	5	0.3376512048325712	-0.2519255419477887	0.5895767467803599	0.037903501294906744	0.030303030303030304	0.7714285714285714	ok	KL = Lkb1 L/L or L/- primary tumors; excluded L/+ het and metastasis. T/NK and IFN/MHC are mean z-scores of present genes across the 25 arrays.
GSE6135	KL_minus_KP	mouse	mhc_score	7	5	-0.17373144656902353	0.10402601942206298	-0.2777574659910865	0.4939748925947463	0.638888888888889	-0.19999999999999996	ok	KL = Lkb1 L/L or L/- primary tumors; excluded L/+ het and metastasis. T/NK and IFN/MHC are mean z-scores of present genes across the 25 arrays.
GSE6135	KL_minus_KP	mouse	tnk_score	7	5	-0.21406773988014138	0.44381429217429974	-0.6578820320544412	0.025790753925428705	0.030303030303030304	-0.7714285714285715	ok	KL = Lkb1 L/L or L/- primary tumors; excluded L/+ het and metastasis. T/NK and IFN/MHC are mean z-scores of present genes across the 25 arrays.
