collection_id	dataset_id	title	source	assay	tissue	cells	size_bytes	size_gb	flag	decision	url	notes	paper
phs002371	phs002371	HTAN controlled-access raw sequencing (dbGaP phs002371)	HTAN	scRNA/spatial raw FASTQ/BAM	multi-atlas including lung				SKIP_CONTROLLED_RAW	skip	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs002371.v1.p1	User instruction: skip dbGaP phs002371 raw. HTAN Level 1/2 sequencing is controlled via this study. Do not download or fabricate.	HTAN consortium data access
10.5281/zenodo.16546233	zenodo.19559522	TsankovLab HTAN_Lung processed atlas zip (TP53 LUAD spatial/sc)	HTAN_related	scRNA + spatial bundle	lung adenocarcinoma		18858121175	18.86	SKIP_GT_2GB	skip	https://zenodo.org/records/19559522	Open CC-BY but single zip 18.86GB >2GB cap. H&E zip 30.7GB also skipped.	Zhao et al. HTAN_Lung; 10.5281/zenodo.16546233
a48f5033-3438-4550-8574-cdff3263fdfd	HTAN_VUMC_CXG	HTAN VUMC CELLxGENE collection is colorectal polyps, not lung	HTAN	scRNA	colon/rectum (NOT lung)				OUT_OF_SCOPE	skip	https://cellxgene.cziscience.com/collections/a48f5033-3438-4550-8574-cdff3263fdfd	Title resembles Sinjab/Kadara lung Cell 2021 but CXG objects are colorectal. Not used.	VUMC HTAN colorectal
62e8f058-9c37-48bc-9200-e767f318a8ec	f64e1be1-de15-4d27-8da4-82225cd4c035	Immune cells	HTAN	10x 3' transcription profiling;10x 3' v2;10x 3' v3	adrenal gland;axilla;bone spine;brain;liver;lung;lymph node;pleural effusion	73047	3006537786	3.007	SKIP_GT_2GB	skip	https://datasets.cellxgene.cziscience.com/5deb79e5-fdd2-45f2-89cd-f291403cc572.h5ad	HTAN_MSK_SCLC_Chan2021	Chan et al. Cancer Cell 2021; 10.1016/j.ccell.2021.09.008
62e8f058-9c37-48bc-9200-e767f318a8ec	e9175006-8978-4417-939f-819855eab80e	Myeloid cells	HTAN	10x 3' transcription profiling;10x 3' v2;10x 3' v3	adrenal gland;axilla;bone spine;brain;liver;lung;lymph node;pleural effusion	14072	649943595	0.65	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/38504daf-b825-48ea-b277-033b64d5babb.h5ad	HTAN_MSK_SCLC_Chan2021	Chan et al. Cancer Cell 2021; 10.1016/j.ccell.2021.09.008
62e8f058-9c37-48bc-9200-e767f318a8ec	d4cfefa0-3a35-44eb-b848-d7a725b481e7	NSCLC epithelial cells	HTAN	10x 3' transcription profiling;10x 3' v2;10x 3' v3	adrenal gland;axilla;bone spine;brain;liver;lung;lymph node;pleural effusion	9778	444987283	0.445	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/25f2c5ad-3426-42be-9a3c-2aacf189b9aa.h5ad	HTAN_MSK_SCLC_Chan2021	Chan et al. Cancer Cell 2021; 10.1016/j.ccell.2021.09.008
62e8f058-9c37-48bc-9200-e767f318a8ec	d224c8e0-c28e-4360-9e42-b3977cd83f9f	Mesenchymal cells	HTAN	10x 3' transcription profiling;10x 3' v2;10x 3' v3	adrenal gland;axilla;bone spine;brain;liver;lung;lymph node;pleural effusion	8030	332890824	0.333	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/c54035d5-a021-4bd0-9496-e9ec0cf9dcc8.h5ad	HTAN_MSK_SCLC_Chan2021	Chan et al. Cancer Cell 2021; 10.1016/j.ccell.2021.09.008
62e8f058-9c37-48bc-9200-e767f318a8ec	b47cf863-d90d-4fe5-a1eb-1a4785a3e329	Myeloid SCLC samples only	HTAN	10x 3' v2;10x 3' v3	adrenal gland;axilla;liver;lung;lymph node;pleural effusion	2951	342598408	0.343	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/05c6fd7c-b5bb-43c6-9820-26c936b25a28.h5ad	HTAN_MSK_SCLC_Chan2021	Chan et al. Cancer Cell 2021; 10.1016/j.ccell.2021.09.008
62e8f058-9c37-48bc-9200-e767f318a8ec	a6858c10-c52a-4a1d-bc12-a90dbd51ca66	Epithelial cells	HTAN	10x 3' transcription profiling;10x 3' v2;10x 3' v3	adrenal gland;axilla;bone spine;brain;liver;lung;lymph node;pleural effusion	64091	3835314338	3.835	SKIP_GT_2GB	skip	https://datasets.cellxgene.cziscience.com/cfbc234a-7812-4b82-af81-ec6df4b65e04.h5ad	HTAN_MSK_SCLC_Chan2021	Chan et al. Cancer Cell 2021; 10.1016/j.ccell.2021.09.008
62e8f058-9c37-48bc-9200-e767f318a8ec	76347874-8801-44bf-9aea-0da21c78c430	SCLC immune cells	HTAN	10x 3' v2;10x 3' v3	adrenal gland;axilla;liver;lung;lymph node;pleural effusion	16475	685928747	0.686	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/3d400eb9-7e4a-4ac4-8dc2-3bc9f2a59a17.h5ad	HTAN_MSK_SCLC_Chan2021	Chan et al. Cancer Cell 2021; 10.1016/j.ccell.2021.09.008
62e8f058-9c37-48bc-9200-e767f318a8ec	576f193c-75d0-4a11-bd25-8676587e6dc2	Combined samples	HTAN	10x 3' transcription profiling;10x 3' v2;10x 3' v3	adrenal gland;axilla;bone spine;brain;liver;lung;lymph node;pleural effusion	147137	1463737857	1.464	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/a9d92e38-9a6e-401b-8484-74bb15122341.h5ad	HTAN_MSK_SCLC_Chan2021	Chan et al. Cancer Cell 2021; 10.1016/j.ccell.2021.09.008
62e8f058-9c37-48bc-9200-e767f318a8ec	524d4513-8afd-4120-9b7b-fe31ae10c29b	SCLC RU1215 epithelial cells	HTAN	10x 3' v3	pleural effusion	3923	516103560	0.516	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/c58323c4-492e-4623-aa9c-5dd35fe3b7fe.h5ad	HTAN_MSK_SCLC_Chan2021	Chan et al. Cancer Cell 2021; 10.1016/j.ccell.2021.09.008
62e8f058-9c37-48bc-9200-e767f318a8ec	486486d4-9462-43e5-9249-eb43fa5a49a6	T cells	HTAN	10x 3' transcription profiling;10x 3' v2;10x 3' v3	adrenal gland;axilla;bone spine;brain;liver;lung;lymph node;pleural effusion	46140	1848340942	1.848	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/6fde3ad9-c2dc-4bea-bcb1-100192dd5877.h5ad	HTAN_MSK_SCLC_Chan2021	Chan et al. Cancer Cell 2021; 10.1016/j.ccell.2021.09.008
62e8f058-9c37-48bc-9200-e767f318a8ec	34deb33b-a50e-4993-a38b-1c0e5079c1c2	SCLC epithelial cells	HTAN	10x 3' v2;10x 3' v3	adrenal gland;axilla;liver;lung;lymph node;pleural effusion	54313	8952427790	8.952	SKIP_GT_2GB	skip	https://datasets.cellxgene.cziscience.com/0e55369f-8a0d-4897-b6fb-b09e817c72ba.h5ad	HTAN_MSK_SCLC_Chan2021	Chan et al. Cancer Cell 2021; 10.1016/j.ccell.2021.09.008
efd94500-1fdc-4e28-9e9f-a309d0154e21	e48cdb8c-c436-418c-bfa9-7946044d408a	Ctrl2_D1_IGO_11440_8	HTAN	Visium Spatial Gene Expression V1	lung	4992	63499788	0.063	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/b80c3ae6-20b0-47de-9e17-a035c2a293dc.h5ad	HTAN_MSK_Treg_Glasner2023	Glasner et al. Nat Immunol 2023; 10.1038/s41590-023-01504-2
efd94500-1fdc-4e28-9e9f-a309d0154e21	d41f45c1-1b7b-4573-a998-ac5c5acb1647	Transcriptional connectivity of regulatory T cells in the tumor microenvironment informs novel combination cancer therapy strategies	HTAN	10x 3' v2;10x 3' v3	left lung;lower lobe of left lung;lower lobe of right lung;middle lobe of right lung;right lung;upper lobe of left lung;upper lobe of right lung	82991	626624817	0.627	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/3e1c5296-5c2d-49df-8423-268bcb01f175.h5ad	HTAN_MSK_Treg_Glasner2023	Glasner et al. Nat Immunol 2023; 10.1038/s41590-023-01504-2
efd94500-1fdc-4e28-9e9f-a309d0154e21	c9d294c7-857f-4ae5-8abe-6480d1584c6f	DT2_D1_IGO_11440_12	HTAN	Visium Spatial Gene Expression V1	lung	4992	71152907	0.071	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/ba3bb993-b2fc-40ed-b2f4-522c8a5f7955.h5ad	HTAN_MSK_Treg_Glasner2023	Glasner et al. Nat Immunol 2023; 10.1038/s41590-023-01504-2
efd94500-1fdc-4e28-9e9f-a309d0154e21	b681d612-87ba-4234-8d37-5a7fd83526cb	Ctrl1_A1	HTAN	Visium Spatial Gene Expression V1	lung	4992	71907235	0.072	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/755d6bc5-fbdf-4db9-a6d7-531b8073dd46.h5ad	HTAN_MSK_Treg_Glasner2023	Glasner et al. Nat Immunol 2023; 10.1038/s41590-023-01504-2
efd94500-1fdc-4e28-9e9f-a309d0154e21	939794ef-3106-4126-a40c-541ee3c4b077	DT2_C1_IGO_11440_11	HTAN	Visium Spatial Gene Expression V1	lung	4992	74946350	0.075	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/fc383aab-0ff1-4426-85f5-8f522e9584c1.h5ad	HTAN_MSK_Treg_Glasner2023	Glasner et al. Nat Immunol 2023; 10.1038/s41590-023-01504-2
efd94500-1fdc-4e28-9e9f-a309d0154e21	89b7ced8-7d2e-4c75-b0a8-45bb07d15c80	DT1_B1_IGO_11440_10	HTAN	Visium Spatial Gene Expression V1	lung	4992	78410762	0.078	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/d41fab3f-57cd-430f-a9b2-0ddcce29d9c6.h5ad	HTAN_MSK_Treg_Glasner2023	Glasner et al. Nat Immunol 2023; 10.1038/s41590-023-01504-2
efd94500-1fdc-4e28-9e9f-a309d0154e21	76df68b2-9608-45ce-9dd8-06b66905558f	Ctrl2_C1_IGO_11440_7	HTAN	Visium Spatial Gene Expression V1	lung	4992	69070117	0.069	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/d97e1687-d773-45c9-8461-5f969842b96c.h5ad	HTAN_MSK_Treg_Glasner2023	Glasner et al. Nat Immunol 2023; 10.1038/s41590-023-01504-2
efd94500-1fdc-4e28-9e9f-a309d0154e21	5e044266-bba1-4cc6-aa95-6b1a5b0811d7	Ctrl1_B1_IGO_11440_6	HTAN	Visium Spatial Gene Expression V1	lung	4992	72914342	0.073	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/3efd0c64-e87d-4538-8d9f-aa9806391da6.h5ad	HTAN_MSK_Treg_Glasner2023	Glasner et al. Nat Immunol 2023; 10.1038/s41590-023-01504-2
efd94500-1fdc-4e28-9e9f-a309d0154e21	3dd69434-56fa-45da-8a23-579dcf3dc0e1	DT1_A1_IGO_11440_9	HTAN	Visium Spatial Gene Expression V1	lung	4992	77628525	0.078	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/59ed10a4-e217-43d9-b476-2c45c1dd94bc.h5ad	HTAN_MSK_Treg_Glasner2023	Glasner et al. Nat Immunol 2023; 10.1038/s41590-023-01504-2
6f6d381a-7701-4781-935c-db10d30de293	9f222629-9e39-47d0-b83f-e08d610c7479	An integrated cell atlas of the human lung in health and disease (full)	HCA	10x 3' v1;10x 3' v2;10x 3' v3;10x 5' transcription profiling;10x 5' v1;10x 5' v2;Drop-seq;Seq-Well	lung;lung parenchyma;nose;respiratory airway	2282447	21860171922	21.86	SKIP_GT_2GB	skip	https://datasets.cellxgene.cziscience.com/5f863718-02a6-46cb-83e7-52be988b915b.h5ad	HCA_HLCA_Sikkema2023	Sikkema et al. Nat Med 2023; 10.1038/s41591-023-02327-2
6f6d381a-7701-4781-935c-db10d30de293	066943a2-fdac-4b29-b348-40cede398e4e	An integrated cell atlas of the human lung in health and disease (core)	HCA	10x 3' v1;10x 3' v2;10x 3' v3;10x 5' v1;10x 5' v2	lung parenchyma;nose;respiratory airway	584944	5873612847	5.874	SKIP_GT_2GB	skip	https://datasets.cellxgene.cziscience.com/688185ad-11c2-4172-a53a-f4f1f4076860.h5ad	HCA_HLCA_Sikkema2023	Sikkema et al. Nat Med 2023; 10.1038/s41591-023-02327-2
5d445965-6f1a-4b68-ba3a-b8f765155d3a	e04daea4-4412-45b5-989e-76a9be070a89	Krasnow Lab Human Lung Cell Atlas, Smart-seq2	HCA	Smart-seq2	blood;lung	9409	186675192	0.187	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/c0ee0004-7bd1-4986-9b66-8a9d3593c0e6.h5ad	HCA_Travaglini2020	Travaglini et al. Nature 2020; 10.1038/s41586-020-2922-4
5d445965-6f1a-4b68-ba3a-b8f765155d3a	8c42cfd0-0b0a-46d5-910c-fc833d83c45e	Krasnow Lab Human Lung Cell Atlas, 10X	HCA	10x 3' v2	blood;lung	65662	596270115	0.596	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/f5568ea3-c249-4e4e-91f8-46abc30a5612.h5ad	HCA_Travaglini2020	Travaglini et al. Nature 2020; 10.1038/s41586-020-2922-4
4d74781b-8186-4c9a-b659-ff4dc4601d91	b07fb54c-d7ad-4995-8bb0-8f3d8611cabe	Esophagus Epithelium	HCA	10x 3' v2	epithelium of esophagus	87947	749525592	0.75	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/8bb3a141-127f-4cee-9b4e-c32cde955f67.h5ad	HCA_Madissoon2020_stability	Madissoon et al. Genome Biol 2020; 10.1186/s13059-019-1906-x
4d74781b-8186-4c9a-b659-ff4dc4601d91	644a578d-ffdc-446b-9679-e7ab4c919c13	Spleen	HCA	10x 3' v2	spleen	94256	435100205	0.435	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/7e526bde-0076-4293-9cb9-ed23a7e9e83b.h5ad	HCA_Madissoon2020_stability	Madissoon et al. Genome Biol 2020; 10.1186/s13059-019-1906-x
4d74781b-8186-4c9a-b659-ff4dc4601d91	2672b679-8048-4f5e-9786-f1b196ccfd08	Lung Parenchyma	HCA	10x 3' v2	lung parenchyma	57019	422602490	0.423	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/60c74b40-321d-4df4-a507-bdd139a22cde.h5ad	HCA_Madissoon2020_stability	Madissoon et al. Genome Biol 2020; 10.1186/s13059-019-1906-x
c1241244-b22d-483d-875b-75699efb9f3c	f6dafdd1-d746-407e-8019-4470e02d4cbd	B cells	HCA	10x 3' v2;10x 3' v3;10x 5' transcription profiling	bronchus;lower lobe of left lung;lung;trachea;upper lobe of left lung	3699	36008025	0.036	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/4da5f8b6-4a2a-471e-8b0c-31b087f4d258.h5ad	HCA_Madissoon2023_spatial	Madissoon et al. Nat Genet 2023; 10.1038/s41588-022-01243-4
c1241244-b22d-483d-875b-75699efb9f3c	e871881f-b42d-4500-906d-0972a14ba47d	Fibroblasts	HCA	10x 3' v2;10x 3' v3;10x 5' transcription profiling	bronchus;lower lobe of left lung;lung;trachea;upper lobe of left lung	20515	240272482	0.24	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/460b3fe9-f623-4299-a745-78beba61c3d8.h5ad	HCA_Madissoon2023_spatial	Madissoon et al. Nat Genet 2023; 10.1038/s41588-022-01243-4
c1241244-b22d-483d-875b-75699efb9f3c	e22c2ab4-c025-4804-b7a3-0b0ebd48c87a	Smooth muscle cells	HCA	10x 3' v2;10x 3' v3;10x 5' transcription profiling	bronchus;lower lobe of left lung;lung;trachea;upper lobe of left lung	5156	50313500	0.05	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/8447d059-e889-4c46-8b6d-a877efa665aa.h5ad	HCA_Madissoon2023_spatial	Madissoon et al. Nat Genet 2023; 10.1038/s41588-022-01243-4
c1241244-b22d-483d-875b-75699efb9f3c	b3d060c6-bbd7-4db0-9ef7-9df42475875a	Lymphoid cells	HCA	10x 3' v2;10x 3' v3;10x 5' transcription profiling	bronchus;lower lobe of left lung;lung;trachea;upper lobe of left lung	37502	140041887	0.14	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/079576a1-f346-401e-b66c-553ccf5cfbdd.h5ad	HCA_Madissoon2023_spatial	Madissoon et al. Nat Genet 2023; 10.1038/s41588-022-01243-4
c1241244-b22d-483d-875b-75699efb9f3c	b2c9f2c0-3c3c-4f2c-816d-3e5a10f573bd	WSA_LngSP10193345	HCA	Visium Spatial Gene Expression V1	lung parenchyma	4992	870898104	0.871	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/689beada-1625-4e14-969a-88bc26ee63e0.h5ad	HCA_Madissoon2023_spatial	Madissoon et al. Nat Genet 2023; 10.1038/s41588-022-01243-4
c1241244-b22d-483d-875b-75699efb9f3c	a83dd1a9-d689-486b-aa8a-5036bf9d5816	WSA_LngSP10972072	HCA	Visium Spatial Gene Expression V1	bronchus	4992	437185947	0.437	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/3e5559b4-e6ba-4d3d-877e-8a5bfb9da3a6.h5ad	HCA_Madissoon2023_spatial	Madissoon et al. Nat Genet 2023; 10.1038/s41588-022-01243-4
c1241244-b22d-483d-875b-75699efb9f3c	987185c0-e092-49fb-935a-cc3fa0d084ca	WSA_LngSP9258467	HCA	Visium Spatial Gene Expression V1	bronchus	4992	257518061	0.258	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/acfe0dfa-5179-405d-9c53-7bdc7e3a8d6d.h5ad	HCA_Madissoon2023_spatial	Madissoon et al. Nat Genet 2023; 10.1038/s41588-022-01243-4
