section,n_spots,n_cldn4_hi_epi,n_cd8_hi,frac_cldn4_pos,frac_cd8a_pos,same_rho,same_p,krt8_resid_rho,krt8_resid_p,nearest_cd8_hi_median,nearest_cd8_lo_median,nearest_cd8_mw_p,nei_cd8_hi_median,nei_cd8_lo_median,nei_cd8_mw_p
spa01ca01,1795,178,110,0.27075208913649024,0.24401114206128133,-0.01690250189366831,0.6529847074792957,0.04346364814696054,0.24742324321352954,2.8284271247461903,4.0,2.657230428686397e-07,0.0,0.0,0.0016335781526412294
spa01ca02,2431,304,70,0.8136569313039901,0.11435623200329083,0.02503924767500117,0.382997187417386,0.035787532139689736,0.21237186635854077,4.242640687119285,4.242640687119285,0.9440687298478664,0.0,0.0,0.7345671258200434
spa02ca01,2198,275,23,0.8612374886260237,0.04185623293903549,0.011646622931897327,0.6997389609450992,0.0061883974117524325,0.8376337636146161,6.324555320336759,6.324555320336759,0.7268171026566228,0.0,0.0,0.2902412680763643
spa02ca02,2570,322,33,0.9396887159533074,0.05175097276264591,0.013359020779773516,0.6323408117934631,0.009294021588802867,0.7392514485753058,8.0,7.0710678118654755,0.01429215091515421,0.0,0.0,0.7919812474217149
spa06ca01,1345,169,59,0.8111524163568773,0.17472118959107807,0.03711685447937899,0.3363330817740809,0.019451347577557853,0.6144573024729983,8.94427190999916,7.0710678118654755,0.0002355013572703923,0.0,0.0,0.19088659629742488
spa10ca01,2380,298,191,0.903781512605042,0.3205882352941177,-0.0725467587885509,0.012305188828059463,-0.04580883114625857,0.11424270605960436,3.1622776601683795,2.8284271247461903,4.079940348793662e-09,0.0,0.0,1.6458247509266562e-08
spa16ca01,2919,365,99,0.9122987324426174,0.13600548132922233,-0.0028136084319984635,0.9144589941592175,0.007231877626945213,0.7824738800872474,4.47213595499958,4.47213595499958,0.9051881851837308,0.0,0.0,0.6591715932357627
spa17ca01,2332,292,132,0.9867066895368782,0.225557461406518,-0.08794351276317144,0.0026506746926949236,-0.07101263000580996,0.015295258219257658,3.1622776601683795,3.1622776601683795,0.017011795516744702,0.0,0.0,0.0013182415623864494
spa17ca02,2473,310,72,0.8107561665992722,0.1156490093004448,0.014368571463887892,0.6136485039720573,0.03446090931208876,0.2258343160442036,4.47213595499958,4.242640687119285,0.0516339403404564,0.0,0.0,0.003513880344317171
spa18ca01,1723,216,219,0.7011027278003482,0.5072547881601858,0.004952947810481917,0.8845469536130239,0.009933020646609008,0.7708862304980407,2.8284271247461903,2.0,7.852350830037425e-10,0.0,1.0,6.091792815475328e-11
spa18ca02,1917,240,206,0.7720396452790819,0.4303599374021909,-0.017505758382780217,0.5881988536341057,-0.0013098290565220806,0.9676869005851115,2.8284271247461903,2.0,7.048030182989596e-07,0.0,1.0,1.8065963475658476e-06
