n_high,n_low,median_high,median_low,auc_high_gt_low,rank_biserial,p_two_sided,p_one_sided_greater,dataset,gene,measure,endpoint,hypothesis
11,5,6.288184233072098,6.168039700600696,0.6363636363636364,0.2727272727272727,0.440934065934066,0.220467032967033,GSE126044,TACSTD2,raw,binary responder/non-responder,NR > R
11,5,-0.10885712560607264,0.4687300081528454,0.38181818181818183,-0.23636363636363633,0.5096153846153847,0.779532967032967,GSE126044,TACSTD2,resid_epithelial,binary responder/non-responder,NR > R
11,5,0.4592673199019499,0.8435673112091955,0.5454545454545454,0.09090909090909083,0.8269230769230771,0.41346153846153855,GSE126044,TACSTD2,resid_leukocyte,binary responder/non-responder,NR > R
11,5,3.7711716113053324,2.542294564145926,0.7636363636363637,0.5272727272727273,0.11492673992673993,0.05746336996336997,GSE126044,CLDN4,raw,binary responder/non-responder,NR > R
11,5,0.42406739147653383,0.03685888657723241,0.6727272727272727,0.34545454545454546,0.3195970695970696,0.1597985347985348,GSE126044,CLDN4,resid_epithelial,binary responder/non-responder,NR > R
11,5,0.20049500297777323,-0.21457282874785877,0.5636363636363636,0.1272727272727272,0.7426739926739928,0.3713369963369964,GSE126044,CLDN4,resid_leukocyte,binary responder/non-responder,NR > R
15,7,1.7805740834843327,2.1197704230813343,0.38095238095238093,-0.23809523809523814,0.4068627450980391,0.8157953372736655,GSE166449,TACSTD2,raw,binary responder/non-responder,NR > R
15,7,0.11123408669042112,0.1434430340006818,0.37142857142857144,-0.2571428571428571,0.368409325452669,0.8339021015104607,GSE166449,TACSTD2,resid_epithelial,binary responder/non-responder,NR > R
15,7,0.0703963103090508,0.2339959857408409,0.41904761904761906,-0.16190476190476188,0.5814921662444881,0.7325440941927011,GSE166449,TACSTD2,resid_leukocyte,binary responder/non-responder,NR > R
15,7,1.3282401491644622,1.2081052560568217,0.4857142857142857,-0.02857142857142858,0.9452106201332205,0.5546721080776809,GSE166449,CLDN4,raw,binary responder/non-responder,NR > R
15,7,0.00776489478358644,0.14238447487011419,0.37142857142857144,-0.2571428571428571,0.368409325452669,0.8339021015104607,GSE166449,CLDN4,resid_epithelial,binary responder/non-responder,NR > R
15,7,0.11148088537917022,-0.002873366959180057,0.4666666666666667,-0.06666666666666665,0.8365934890702691,0.6083708603058449,GSE166449,CLDN4,resid_leukocyte,binary responder/non-responder,NR > R
15,9,6.22219707106702,4.9991896090022,0.6222222222222222,0.24444444444444446,0.3400554635028641,0.17002773175143204,GSE207422,TACSTD2,raw,binary responder/non-responder,NR > R
15,9,-0.2892720752507738,-0.4566671984775885,0.5111111111111111,0.022222222222222143,0.9524515354386665,0.4762257677193332,GSE207422,TACSTD2,resid_epithelial,binary responder/non-responder,NR > R
15,9,0.27536259611726344,0.6610173132158188,0.4,-0.19999999999999996,0.43823907554994224,0.79808447429377,GSE207422,TACSTD2,resid_leukocyte,binary responder/non-responder,NR > R
15,9,6.27200773153137,5.8539397241997,0.6444444444444445,0.288888888888889,0.2572389851810263,0.12861949259051314,GSE207422,CLDN4,raw,binary responder/non-responder,NR > R
15,9,0.1858450570553587,0.1689141869794435,0.4444444444444444,-0.11111111111111116,0.6763863260009093,0.6833288496504669,GSE207422,CLDN4,resid_epithelial,binary responder/non-responder,NR > R
15,9,0.6130701044334943,1.1237409301193235,0.45185185185185184,-0.09629629629629632,0.7205147871362552,0.6618068369995453,GSE207422,CLDN4,resid_leukocyte,binary responder/non-responder,NR > R
20,7,7.864761721395016,7.341274183692174,0.5714285714285714,0.1428571428571428,0.607105615801268,0.303552807900634,GSE135222_DCB,TACSTD2,raw,DCB=PFS>=180d (published 6-month convention on this series),NR > R
20,7,0.06486972049946571,-0.13096148057588852,0.5285714285714286,0.05714285714285716,0.8500140761010325,0.42500703805051626,GSE135222_DCB,TACSTD2,resid_epithelial,DCB=PFS>=180d (published 6-month convention on this series),NR > R
20,7,0.9654734309333706,0.5733666073911392,0.5857142857142857,0.17142857142857149,0.5332387419343941,0.26661937096719707,GSE135222_DCB,TACSTD2,resid_leukocyte,DCB=PFS>=180d (published 6-month convention on this series),NR > R
20,7,7.12644010475594,7.689369056858228,0.44285714285714284,-0.11428571428571432,0.6850106415323807,0.6772068511198945,GSE135222_DCB,CLDN4,raw,DCB=PFS>=180d (published 6-month convention on this series),NR > R
20,7,0.04015977691212269,0.0022588446934257433,0.44285714285714284,-0.11428571428571432,0.6850106415323807,0.6772068511198945,GSE135222_DCB,CLDN4,resid_epithelial,DCB=PFS>=180d (published 6-month convention on this series),NR > R
20,7,0.49796591921250277,1.1710993248495978,0.42142857142857143,-0.15714285714285714,0.569618143531187,0.7333806290328029,GSE135222_DCB,CLDN4,resid_leukocyte,DCB=PFS>=180d (published 6-month convention on this series),NR > R
